Date,ACC.DEFAULT ACCOUNTING CODE 01 DESCRIPTION,MCH.MERCHANT NAME - ORIGINAL,FIN.NET TRANSACTION AMOUNT,FIN.TAX.TAX AMOUNT,MCH.MERCHANT CATEGORY CODE (MCC),MCH.MCC DESCRIPTION,MCH.MERCHANT NAME,FIN.ACCOUNTING CODE 02 VALUE,FIN.ACCOUNTING CODE 02 DESCRIPTION
08/06/2023,LD DAY SERVICES NK,,5.9,0,,,,104049,LD DAY SERVICES NK
09/06/2023,LIBRARY & INFORMATION CENTRES,ETHICSTARLT,9.5,1.9,5641,CHILDREN'S AND INFANT'S WEAR STORES,ETHICSTARLT,103758,LIBRARY & INFO CTRS
09/06/2023,LIBRARY & INFORMATION CENTRES,AMZ AMAZON.CO.UK,-5.85,0,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZ AMAZON.CO.UK,103763,BOOK FUND
09/06/2023,COMMERCIAL SERVICES,WM MORRISONS STORE,12.91,2.58,5411,"GROCERY STORES, SUPERMARKETS",WM MORRISONS STORE,106552,COMMERCIAL SERVICES
09/06/2023,LAC 0-18 TEAM,ABBEYCARS (WAKEFIELD),550,0,4121,LIMOUSINES AND TAXICABS,ABBEYCARS (WAKEFIELD),100068,LAC 0-18 TEAM
09/06/2023,LIBRARY & INFORMATION CENTRES,CANVA I03806-13428163,83.33,0,7221,PHOTOGRAPHIC STUDIOS,CANVA I03806-13428163,103758,LIBRARY & INFO CTRS
09/06/2023,COMMERCIAL SERVICES,THE FLOWER SHOP,16.67,3.33,5992,FLORISTS,THE FLOWER SHOP,106552,COMMERCIAL SERVICES
09/06/2023,ELM GROVE,HOME BARGINS,19.06,3.81,5251,HARDWARE STORES,HOME BARGINS,100094,ELM GROVE
09/06/2023,ELM GROVE,AMZNMKTPLACE AMAZON.CO,12.49,2.5,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE AMAZON.CO,100094,ELM GROVE
09/06/2023,THE GLASS BOX (FRIENDLY STREET),EDF ENERGY-DOM,130.21,6.51,4900,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",EDF ENERGY-DOM,102108,BATLEY BUSINESS PARK
09/06/2023,CLIFFE HOUSE - OPERATIONAL,WM MORRISONS STORE,9.27,0,5411,"GROCERY STORES, SUPERMARKETS",WM MORRISONS STORE,100318,CLIFFE HOUSE - OPERA
09/06/2023,SERVICE MANAGEMENT AND SUPPORT,TRAVELODG TRAVELODGE G,27.18,5.44,3615,TRAVELODGE,TRAVELODGE,106870,RI&PCF SERVICE DIRECTOR
09/06/2023,THE GLASS BOX (FRIENDLY STREET),NPOWER LIMITED,40.84,2.04,4900,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",NPOWER LIMITED,102108,BATLEY BUSINESS PARK
09/06/2023,THE GLASS BOX (FRIENDLY STREET),E.ON NEXT,66.05,3.3,4900,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",E.ON NEXT,102108,BATLEY BUSINESS PARK
09/06/2023,LIBRARY & INFORMATION CENTRES,AMAZON.CO.UK MR9AW5XY5,28.08,5.62,5969,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,AMAZON.CO.UK MR9AW5XY5,103758,LIBRARY & INFO CTRS
09/06/2023,INGS GROVE HOUSE,AMZNMKTPLACE,63.47,0,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,104076,INGS GROVE HOUSE
09/06/2023,INGS GROVE HOUSE,ASDA GROCERIES ONLINE,143.14,0,5411,"GROCERY STORES, SUPERMARKETS",ASDA GROCERIES ONLINE,104076,INGS GROVE HOUSE
09/06/2023,LAC 0-18 TEAM,TRAINLINE.COM,661.42,0,4112,PASSENGER RAILWAYS,TRAINLINE.COM,100068,LAC 0-18 TEAM
09/06/2023,CONNECTED PERSON SUPPORT TEAM,WWW.ARGOS.CO.UK,159.13,31.82,5311,DEPARTMENT STORES,WWW.ARGOS.CO.UK,100057,FOSTERING TEAM
09/06/2023,GOVERNANCE TEAM,AMZNBUSINESS AMAZON.CO,-16.66,-3.33,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS AMAZON.CO,106739,GOVERNANCE TEAM
09/06/2023,ASSESSMENT & INTERVENTION TEAM (SOUTH),CEDAR COURT HUDDERSFIE,81.08,0,7011,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED",CEDAR COURT HUDDERSFIE,100037,ASSESSMENT & INT STH
09/06/2023,EMPLOYEE HEALTHCARE,AMZNBUSINESS 4G2MO5HE5,32.04,6.41,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS 4G2MO5HE5,101237,EMPLOYEE HEALTHCARE
09/06/2023,IT PEOPLE,AMZNMKTPLACE AMAZON.CO,299,59.8,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE AMAZON.CO,103858,IT SERVICES
09/06/2023,ELM GROVE,TESCO STORES 2290,11.51,0,5411,"GROCERY STORES, SUPERMARKETS",TESCO STORES 2290,100094,ELM GROVE
09/06/2023,STRATEGIC COMMUNICATIONS,SNAP INC SNAP SNAP ADS,9.97,0,7311,ADVERTISING SERVICES,SNAP INC SNAP SNAP ADS,107111,YEAR OF MUSIC
09/06/2023,REGISTRARS,RYMAN,7.49,0,5943,"OFFICE, SCHOOL SUPPLY, AND STATIONERY STORES",RYMAN,106437,REGISTRARS
09/06/2023,LD DAY SERVICES NK,WWW.ARGOS.CO.UK,38.12,7.62,5311,DEPARTMENT STORES,WWW.ARGOS.CO.UK,104049,LD DAY SERVICES NK
09/06/2023,TENANT INVOLVEMENT,SAINSBURYS S/MKTS,66.67,13.33,5411,"GROCERY STORES, SUPERMARKETS",SAINSBURYS S/MKTS,107013,TENANT INVOLVEMENT
09/06/2023,LD DAY SERVICES NK,,2.95,0,,,,104049,LD DAY SERVICES NK
09/06/2023,CATERING MANAGEMENT,,5.9,0,,,,103164,CATERING MANAGEMENT
09/06/2023,EARLY SUPPORT SERVICE WIDE,,5.31,0,,,,106485,EARLY SUPPORT SERVIC
09/06/2023,WOODLANDS,,10.33,0,,,,100058,FAMILY PLACEMENT UNI
09/06/2023,STRATEGIC COMMUNICATIONS,123 REG LTD 008266274,47.96,0,4816,COMPUTER NETWORK/INFORMATION SERVICES,123 REG LTD 008266274,101213,STRATEGIC COMMUNICAT
09/06/2023,LIBRARY & INFORMATION CENTRES,AMZNMKTPLACE,15.82,3.16,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,103758,LIBRARY & INFO CTRS
09/06/2023,IT PEOPLE,AMZNMKTPLACE,672.5,134.5,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,103858,IT SERVICES
10/06/2023,YPAT,WWW.ARGOS.CO.UK,183.33,36.67,5311,DEPARTMENT STORES,WWW.ARGOS.CO.UK,100096,YPAT
10/06/2023,YOUTH JUSTICE SERVICE,AMZNBUSINESS JT4HL5CZ5,12.49,2.5,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS JT4HL5CZ5,107167,YOUTH JUSTICE SERVICE
10/06/2023,MAYOR'S OFFICE,HOME BARGAINS HUDDERSF,2.32,0.46,5251,HARDWARE STORES,HOME BARGAINS HUDDERSF,103925,MAYOR'S OFFICE
10/06/2023,MAYOR'S OFFICE,ONE BELOW,8.33,1.67,5411,"GROCERY STORES, SUPERMARKETS",ONE BELOW,103925,MAYOR'S OFFICE
10/06/2023,LD DAY SERVICES SK,WWW.ARGOS.CO.UK,-54.99,0,5311,DEPARTMENT STORES,WWW.ARGOS.CO.UK,104047,LD DAY SERVICES SK
10/06/2023,MAYOR'S OFFICE,B&M 713 NEW STREET,1.48,0.3,5399,MISCELLANEOUS GENERAL MERCHANDISE,B&M 713 NEW STREET,103925,MAYOR'S OFFICE
10/06/2023,IYCE,WORDPRESS 8702Q0QW85,36,7.2,5734,COMPUTER SOFTWARE STORES,WORDPRESS 8702Q0QW85,103936,PLACE B WKG TEAM
10/06/2023,IT PEOPLE,AMZNBUSINESS XD6MZ2XB5,9.57,1.92,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS XD6MZ2XB5,103856,IT PEOPLE
10/06/2023,STRATEGIC COMMUNICATIONS,123 REG LTD 008298110,23.98,0,4816,COMPUTER NETWORK/INFORMATION SERVICES,123 REG LTD 008298110,101213,STRATEGIC COMMUNICAT
10/06/2023,STRATEGIC COMMUNICATIONS,SNAP INC SNAP SNAP ADS,10.54,0,7311,ADVERTISING SERVICES,SNAP INC SNAP SNAP ADS,107111,YEAR OF MUSIC
10/06/2023,IT PEOPLE,AMZNBUSINESS F21L43BX5,8.32,1.67,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS F21L43BX5,103856,IT PEOPLE
11/06/2023,CHERRY TREES,AMZNMKTPLACE AMAZON.CO,74.97,15,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE AMAZON.CO,104083,CHERRY TREES
11/06/2023,SUPPORT SERVICES,AMZNBUSINESS KC6MU9CQ5,7.63,1.53,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS KC6MU9CQ5,103402,GM-TOWN CENT SCHEMES
11/06/2023,LAC 0-18 TEAM,AMAZON.CO.UK 6F2643YE5,5.58,1.12,5969,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,AMAZON.CO.UK 6F2643YE5,100069,LEAVING CARE 18-21 (
11/06/2023,SUPPORT SERVICES,AMZNBUSINESS NN3NX24J5,182.07,36.42,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS NN3NX24J5,103402,GM-TOWN CENT SCHEMES
11/06/2023,STRATEGIC COMMUNICATIONS,SNAP INC SNAP SNAP ADS,12.38,0,7311,ADVERTISING SERVICES,SNAP INC SNAP SNAP ADS,107111,YEAR OF MUSIC
12/06/2023,ELM GROVE,AMZNBUSINESS JZ20T63Q5,8.33,1.66,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS JZ20T63Q5,100094,ELM GROVE
12/06/2023,OD,PREMIER INN,129.49,0,3811,PREMIER INN,PREMIER INN,107033,OD
12/06/2023,OD,PREMIER INN,130.99,0,3811,PREMIER INN,PREMIER INN,107033,OD
12/06/2023,MILL DALE,WM MORRISONS STORE PIC,88.92,4.45,5411,"GROCERY STORES, SUPERMARKETS",WM MORRISONS STORE PIC,104081,MILL DALE
12/06/2023,STRATEGIC COMMUNICATIONS,SNAP INC SNAP SNAP ADS,12.1,0,7311,ADVERTISING SERVICES,SNAP INC SNAP SNAP ADS,107111,YEAR OF MUSIC
12/06/2023,MOORLANDS GRANGE,ASDA GROCERIES ONLINE,-0.16,0,5411,"GROCERY STORES, SUPERMARKETS",ASDA GROCERIES ONLINE,104080,MOORLANDS GRANGE
12/06/2023,ASSESSMENT & INTERVENTION TEAM (SOUTH),WWW.ARGOS.CO.UK,69.99,0,5311,DEPARTMENT STORES,WWW.ARGOS.CO.UK,100037,ASSESSMENT & INT STH
12/06/2023,ELM GROVE,TESCO STORES 2187,154.97,1.14,5411,"GROCERY STORES, SUPERMARKETS",TESCO STORES 2187,100094,ELM GROVE
12/06/2023,IT PEOPLE,AMZNBUSINESS Y57DX61G5,26.08,5.2,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS Y57DX61G5,103856,IT PEOPLE
12/06/2023,WOODLANDS,AMZNBUSINESS BG12A2ZU5,57.48,11.49,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS BG12A2ZU5,100077,HEALDS ROAD
12/06/2023,HAF GRANT,AMZNMKTPLACE,81.03,16.2,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,106862,TREES FOR CLIMATE R'
12/06/2023,INGS GROVE HOUSE,ASDA STORES,21.89,0,5411,"GROCERY STORES, SUPERMARKETS",ASDA STORES,104076,INGS GROVE HOUSE
12/06/2023,THE GLASS BOX (FRIENDLY STREET),WWW.OPUSENERGY.COM,69.61,3.48,4900,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",WWW.OPUSENERGY.COM,102108,BATLEY BUSINESS PARK
12/06/2023,YOUTH JUSTICE SERVICE,AMZNMKTPLACE,18.32,3.66,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,107167,YOUTH JUSTICE SERVICE
12/06/2023,HAF GRANT,AMZNBUSINESS IA3188IN5,676.42,135.3,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS IA3188IN5,106862,TREES FOR CLIMATE R'
12/06/2023,INGS GROVE HOUSE,AMZ LIGHTBULBSDIRECT,-45.29,0,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZ LIGHTBULBSDIRECT,104076,INGS GROVE HOUSE
12/06/2023,LEGAL,BLOOMSBURYPROFESSIONAL,112.95,0,8999,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,BLOOMSBURYPROFESSIONAL,103939,LEGAL
12/06/2023,INGS GROVE HOUSE,HERON FOODS,17.12,0,5411,"GROCERY STORES, SUPERMARKETS",HERON FOODS,104076,INGS GROVE HOUSE
12/06/2023,THE GLASS BOX (FRIENDLY STREET),BRITISH GAS,61.61,3.08,1711,"HEATING, PLUMBING, AIR CONDITIONING CONTRACTORS",BRITISH GAS,102108,BATLEY BUSINESS PARK
12/06/2023,CHIEF EXECUTIVE & CORPORATE SUPPORT,TRAINLINE,29.34,0,4112,PASSENGER RAILWAYS,TRAINLINE,107258,ENVIRONMENT & CLIMATE CHANGE
12/06/2023,MUSEUMS & GALLERIES HQ,AHI.ORG.UK,135,0,8699,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",AHI.ORG.UK,104847,TECHNICAL EVT & REF
12/06/2023,DISABLED CHILDREN SERVICE TEAM,KIRKLEES COUNCIL,11,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,KIRKLEES COUNCIL,100089,DISABLED CHILDREN SE
12/06/2023,INCOME MANAGEMENT,N WY WARRANT CONTROL,130,0,9222,FINES,N WY WARRANT CONTROL,107007,INCOME MANAGEMENT
12/06/2023,WOODLANDS,AMZNBUSINESS 3L0N488X5,18.33,3.67,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS 3L0N488X5,100077,HEALDS ROAD
12/06/2023,HAF GRANT,AMZNMKTPLACE,40.51,8.1,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,106862,TREES FOR CLIMATE R'
12/06/2023,DUKE OF EDINBURGH AWARDS,WM MORRISONS STORE,4.17,0.83,5411,"GROCERY STORES, SUPERMARKETS",WM MORRISONS STORE,100133,DUKE OF EDIN AWARDS
12/06/2023,MOORLANDS GRANGE,WWW.SCREWFIX.COM,4.78,0,5211,"BUILDING MATERIALS, LUMBER STORES",WWW.SCREWFIX.COM,104080,MOORLANDS GRANGE
12/06/2023,COLNE VALLEY SCHEME,HUDDERSFIELD TC,30,0,4131,BUS LINES,HUDDERSFIELD TC,104085,COLNE VALLEY SCHEME
12/06/2023,CASTLE GRANGE,AMZNMKTPLACE,9.99,2,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,104079,CASTLE GRANGE
12/06/2023,LAC 0-18 TEAM,J D SPORTS FASHION,300,0,5941,SPORTING GOODS STORES,J D SPORTS FASHION,100068,LAC 0-18 TEAM
12/06/2023,LAC 0-18 TEAM,WWW.ARGOS.CO.UK,80.95,0,5311,DEPARTMENT STORES,WWW.ARGOS.CO.UK,100069,LEAVING CARE 18-21 (
12/06/2023,MOORLANDS GRANGE,ASDA GROCERIES ONLINE,33,0,5411,"GROCERY STORES, SUPERMARKETS",ASDA GROCERIES ONLINE,104080,MOORLANDS GRANGE
12/06/2023,MUSEUMS & GALLERIES HQ,HUDDERSFIELD ELECTRICA,1.25,0.25,5251,HARDWARE STORES,HUDDERSFIELD ELECTRICA,104847,TECHNICAL EVT & REF
12/06/2023,EVENTS AND CONCERTS,SCREWFIX DIR LTD,37.49,7.5,5211,"BUILDING MATERIALS, LUMBER STORES",SCREWFIX DIR LTD,102116,TOWN C EVENTS & PROM
12/06/2023,WOODLANDS,SAINSBURYS S/MKTS,6.4,0,5411,"GROCERY STORES, SUPERMARKETS",SAINSBURYS S/MKTS,100077,HEALDS ROAD
12/06/2023,ELM GROVE,,7.38,0,,,,100094,ELM GROVE
12/06/2023,COPTHORNE (PROPOSED 4 BED UNIT),,7.38,0,,,,100079,COPTHORNE (PROPOSED
12/06/2023,FAMILY TIME TEAM,,7.38,0,,,,100076,FAMILY TIME TEAM
12/06/2023,CLEANING MANAGEMENT,AMZNBUSINESS IU73B7VY5,149.17,29.83,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS IU73B7VY5,102486,CLEANING MANAGEMENT
13/06/2023,ASSESSMENT & INTERVENTION TEAM (SOUTH),CEDAR COURT HUDDERSFIE,297.05,0,7011,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED",CEDAR COURT HUDDERSFIE,100037,ASSESSMENT & INT STH
13/06/2023,ASSESSMENT & INTERVENTION TEAM (SOUTH),CEDAR COURT HUDDERSFIE,302.09,0,7011,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED",CEDAR COURT HUDDERSFIE,100037,ASSESSMENT & INT STH
13/06/2023,ELM GROVE,AMZNBUSINESS R71IM0I45,46.61,9.32,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS R71IM0I45,100094,ELM GROVE
13/06/2023,COUNCILLOR SUPPORT & LIAISON,AMZNBUSINESS S864T9B85,9.92,1.99,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS S864T9B85,106739,GOVERNANCE TEAM
13/06/2023,ELM GROVE,AMZNBUSINESS 9L5MX8DO5,93.22,18.64,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS 9L5MX8DO5,100094,ELM GROVE
13/06/2023,ORCHARD VIEW,AMZNMKTPLACE AMAZON.CO,14.57,2.91,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE AMAZON.CO,100095,ORCHARD VIEW
13/06/2023,ASSESSMENT & INTERVENTION TEAM (SOUTH),WWW.WAKEFIELD.GOV.UK,23.7,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,WWW.WAKEFIELD.GOV.UK,100037,ASSESSMENT & INT STH
13/06/2023,DUKE OF EDINBURGH AWARDS,RHOS POINT RETAIL LTD,2.48,0.5,5541,SERVICE STATIONS WITH OR WITHOUT ANCILLARY SERVICE,RHOS POINT RETAIL LTD,100133,DUKE OF EDIN AWARDS
13/06/2023,YOUTH JUSTICE SERVICE,AMZNBUSINESS YV0E75WX5,12.01,2.4,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS YV0E75WX5,107167,YOUTH JUSTICE SERVICE
13/06/2023,YOUTH JUSTICE SERVICE,AMZNBUSINESS J356G4ZE5,18.66,3.74,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS J356G4ZE5,107167,YOUTH JUSTICE SERVICE
13/06/2023,LEAVING CARE 18-21 (25) TEAM,WM MORRISONS STORE,4,0,5411,"GROCERY STORES, SUPERMARKETS",WM MORRISONS STORE,100069,LEAVING CARE 18-21 (
13/06/2023,TECHNICIANS,HORIZONPLATFORMS,119,23.8,7399,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,HORIZONPLATFORMS,103811,TECHNICIANS
13/06/2023,REFUGEE RESETTLEMENT 2021,COUNTY,71.2,0,7011,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED",COUNTY,101199,YOUNG PEOPLES ENGAGE
13/06/2023,LEAVING CARE 18-21 (25) TEAM,WM MORRISONS STORE,20,0,5411,"GROCERY STORES, SUPERMARKETS",WM MORRISONS STORE,100069,LEAVING CARE 18-21 (
13/06/2023,LD DAY SERVICES SK,WWW.ARGOS.CO.UK,59.43,0,5311,DEPARTMENT STORES,WWW.ARGOS.CO.UK,104047,LD DAY SERVICES SK
13/06/2023,THE GLASS BOX (FRIENDLY STREET),WWW.SCREWFIX.COM,41.26,8.25,5211,"BUILDING MATERIALS, LUMBER STORES",WWW.SCREWFIX.COM,102108,BATLEY BUSINESS PARK
13/06/2023,LEAVING CARE 18-21 (25) TEAM,IKEA LTD 261 LEEDS EXP,174.37,34.88,5712,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",IKEA LTD 261 LEEDS EXP,100069,LEAVING CARE 18-21 (
13/06/2023,PLACE B WKG TEAM,TRAINLINE,9.26,0,4112,PASSENGER RAILWAYS,TRAINLINE,103930,COUNCILLOR'S ALLOWAN
13/06/2023,ASSESSMENT & INTERVENTION TEAM (SOUTH),TRAVELODG TRAVELODGE G,243.92,48.78,3615,TRAVELODGE,TRAVELODGE,100037,ASSESSMENT & INT STH
13/06/2023,LEAVING CARE 18-21 (25) TEAM,THE RANGE,122.87,24.57,5719,MISCELLANEOUS HOUSE FURNISHING SPECIALTY SHOPS,THE RANGE,100069,LEAVING CARE 18-21 (
13/06/2023,ASSESSMENT & INTERVENTION TEAM (SOUTH),WWW.TPEXPRESS.CO.UK,3.25,0.65,4112,PASSENGER RAILWAYS,WWW.TPEXPRESS.CO.UK,100040,ASSESSMENT & INT NTH
13/06/2023,THE GLASS BOX (FRIENDLY STREET),E.ON NEXT ENERGY LTD,89.28,4.46,4900,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",E.ON NEXT ENERGY LTD,102105,BATLEY ENTERP CTR
13/06/2023,MUSEUMS & GALLERIES HQ,CARRIER BAG SHOP,144.95,28.99,5199,NONDURABLE GOODS (NOT ELSEWHERE CLASSIFIED),CARRIER BAG SHOP,101136,MUSEUMS & GALLERS HQ
13/06/2023,OAKWELL HALL MUSEUM,AMZNBUSINESS WQ8DB2PV5,13.28,2.66,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS WQ8DB2PV5,101142,OAKWELL HALL MUSEUM
13/06/2023,ELM GROVE,AMZNBUSINESS S58TF5C45,15.82,3.17,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS S58TF5C45,100094,ELM GROVE
13/06/2023,TOWN HALL BARS HQ,TESCO STORES 2686,2.3,0,5411,"GROCERY STORES, SUPERMARKETS",TESCO STORES 2686,103351,TOWN HALL BARS HQ
13/06/2023,GROWTH & REGEN BUSINESS SUPPORT,CHARTERED INSTITUTE OF,280,0,8398,"ORGANIZATIONS, CHARITABLE AND SOCIAL SERVICES",CHARTERED INSTITUTE OF,107271,GROWTH & REGEN BSO
13/06/2023,CATERING MANAGEMENT,AMZNMKTPLACE,56.39,11.28,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,103164,CATERING MANAGEMENT
13/06/2023,INCOME MANAGEMENT,POSSESSIONCLAIM.GO,355,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,POSSESSIONCLAIM.GO,107007,INCOME MANAGEMENT
13/06/2023,CASTLE GRANGE,AMZNMKTPLACE,44.59,8.92,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,104079,CASTLE GRANGE
13/06/2023,ASSESSMENT & INTERVENTION TEAM (SOUTH),BKG HOTEL AT BOOKING.C,239.98,0,4722,TRAVEL AGENCIES AND TOUR OPERATORS,BKG HOTEL AT BOOKING.C,100037,ASSESSMENT & INT STH
13/06/2023,ORCHARD VIEW,ASDA GROCERIES ONLINE,179.72,0,5411,"GROCERY STORES, SUPERMARKETS",ASDA GROCERIES ONLINE,100095,ORCHARD VIEW
13/06/2023,ORCHARD VIEW,ASDA GROCERIES ONLINE,-0.1,0,5411,"GROCERY STORES, SUPERMARKETS",ASDA GROCERIES ONLINE,100095,ORCHARD VIEW
13/06/2023,TENANT INVOLVEMENT,WWW.ARGOS.CO.UK,33.33,6.67,5311,DEPARTMENT STORES,WWW.ARGOS.CO.UK,107013,TENANT INVOLVEMENT
13/06/2023,DUKE OF EDINBURGH AWARDS,LIDL GB MIRFIELD,65.77,3.7,5411,"GROCERY STORES, SUPERMARKETS",LIDL GB MIRFIELD,100133,DUKE OF EDIN AWARDS
13/06/2023,DUKE OF EDINBURGH AWARDS,LIDL GB MIRFIELD,18.49,0,5411,"GROCERY STORES, SUPERMARKETS",LIDL GB MIRFIELD,100133,DUKE OF EDIN AWARDS
13/06/2023,CHERRY TREES,TESCO STORES 5731,166.29,33.26,5411,"GROCERY STORES, SUPERMARKETS",TESCO STORES 5731,104083,CHERRY TREES
13/06/2023,OD,AMZNMKTPLACE,8.32,1.66,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,107033,OD
13/06/2023,DUKE OF EDINBURGH AWARDS,DEWSBURY AND DISTRICT,2,0,7523,AUTOMOBILE PARKING LOTS AND GARAGES,DEWSBURY AND DISTRICT,100133,DUKE OF EDIN AWARDS
13/06/2023,LEAVING CARE 18-21 (25) TEAM,THE PASS PEOPLE,518,0,8299,SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,THE PASS PEOPLE,100069,LEAVING CARE 18-21 (
13/06/2023,CONNECTED PERSON SUPPORT TEAM,GO APE,210,0,7999,RECREATION SERVICES (NOT ELSEWHERE CLASSIFIED),GO APE,107167,YOUTH JUSTICE SERVICE
13/06/2023,ELM GROVE,MOONPIG,15.38,0,5399,MISCELLANEOUS GENERAL MERCHANDISE,MOONPIG,100094,ELM GROVE
13/06/2023,YOUTH JUSTICE SERVICE,AMZNBUSINESS HA2BS0Q35,29.49,5.91,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS HA2BS0Q35,107167,YOUTH JUSTICE SERVICE
13/06/2023,WORKSHOPS,DVSA,410,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,DVSA,103372,WORKSHOPS
13/06/2023,ASSESSMENT & INTERVENTION TEAM (SOUTH),AMZNMKTPLACE AMAZON.CO,136.61,27.32,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE AMAZON.CO,106159,DUTY & ADVICE
13/06/2023,STRATEGIC COMMUNICATIONS,SNAP INC SNAP SNAP ADS,10.62,0,7311,ADVERTISING SERVICES,SNAP INC SNAP SNAP ADS,107111,YEAR OF MUSIC
13/06/2023,IT PEOPLE,AMZNMKTPLACE,141.4,28.35,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,103858,IT SERVICES
13/06/2023,OD,AMZNMKTPLACE,15.2,0,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,107033,OD
13/06/2023,INGS GROVE HOUSE,AMZNMKTPLACE,18.97,0,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,104076,INGS GROVE HOUSE
13/06/2023,WOODLANDS,,14.75,0,,,,100077,HEALDS ROAD
13/06/2023,WOODLANDS,AMZNBUSINESS 8R2NN0OD5,22.47,4.49,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS 8R2NN0OD5,100077,HEALDS ROAD
