Organisation name,Effective date,Cost Centre,Supplier (Beneficiary) details,Payment date,Transaction number,Net Amount,Purpose of spend
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Taunton Minibuses Limited,2023-05-05 00:00:00,SC01-000000814|SC-IST-100000039|S0004736|5637161239,4644,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Taunton Minibuses Limited,2023-05-05 00:00:00,SC01-000000814|SC-IST-100000040|S0004736|5637161239,3396.6,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Taunton Minibuses Limited,2023-05-05 00:00:00,SC01-000000814|SC-IST-100000041|S0004736|5637161239,5265,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Taunton Minibuses Limited,2023-05-05 00:00:00,SC01-000000814|SC-IST-100000043|S0004736|5637161239,3832.65,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,[Redacted],2023-05-05 00:00:00,SC01-000000814|SC-IST-100000044|S0002340|5637161249,2827.44,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,[Redacted],2023-05-05 00:00:00,SC01-000000814|SC-IST-100000045|S0002340|5637161249,2910.01,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,FromeBus Limited,2023-05-05 00:00:00,SC01-000000814|SC-IST-100000046|S0012471|5637184927,1507.5,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Special Independent,Justaxis,2023-05-05 00:00:00,SC01-000000814|SC-IST-100000050|S0002442|5637161254,1958.91,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Wadham Secondary School,BFS Group Ltd t/a Bidfood,2023-05-05 00:00:00,SC01-000000990|SC-ISC-100000495|S0003466|5637179075,1155.98,Catering - Catering
Somerset Council,2023-09-30 00:00:00,Wadham Secondary School,FFT Education Ltd,2023-05-05 00:00:00,SC01-000000992|SC-ISC-100000504|S0009124|5637179085,1055.34,Subscriptions - Subscriptions
Somerset Council,2023-09-30 00:00:00,Wadham Secondary School,Funding 4 Education,2023-05-05 00:00:00,SC01-000000992|SC-ISC-100000515|S0012900|5637179097,12766.31,Equip Furn Mat - Equip Rental/Lease LR
Somerset Council,2023-09-30 00:00:00,Wadham Secondary School,Funding 4 Education,2023-05-05 00:00:00,SC01-000000992|SC-ISC-100000516|S0012900|5637179097,13625.5,Equip Furn Mat - Equip Rental/Lease LR
Somerset Council,2023-09-30 00:00:00,Parkfield Primary School,Cleverchefs Ltd,2023-05-05 00:00:00,SC01-000000996|SC-ISC-100000517|S0015160|5637179098,13024.01,Catering - Contract Catering
Somerset Council,2023-09-30 00:00:00,St Johns Primary Sch (Frome),An Apple A Day Supply Limited,2023-05-05 00:00:00,SC01-000001012|SC-ISC-100000559|S0009876|5637179164,1519.6,Employee Agency
Somerset Council,2023-09-30 00:00:00,St Johns Primary Sch (Frome),Cleverchefs Ltd,2023-05-05 00:00:00,SC01-000001012|SC-ISC-100000562|S0015160|5637179098,6838.63,Catering - Contract Catering
Somerset Council,2023-09-30 00:00:00,St Johns Primary Sch (Frome),"Seesaw Learning, Inc.",2023-05-05 00:00:00,SC01-000001012|SC-ISC-100000572|S0014656|5637179181,828.3,Subscriptions - Learning Resources
Somerset Council,2023-09-30 00:00:00,St Johns Primary Sch (Frome),Education Mutual,2023-05-05 00:00:00,SC01-000001012|SC-ISC-100000575|S0013223|5637179185,6796.59,General Insurance - Insurance Premium Teaching Staff
Somerset Council,2023-09-30 00:00:00,Knights Templar Primary School,Edwards and Ward Limited,2023-05-05 00:00:00,SC01-000001014|SC-ISC-100000580|S0007199|5637156163,1138,Catering - Contract Catering
Somerset Council,2023-09-30 00:00:00,Baltonsborough Primary School,Clean n Steam,2023-05-05 00:00:00,SC01-000001018|SC-ISC-100000591|S0013459|5637179236,922.2,Fees & Hired - Prof/Tech Serv Clean
Somerset Council,2023-09-30 00:00:00,Curry Mallet Primary School,ParentPay Limited,2023-05-05 00:00:00,SC01-000001036|SC-ISC-100000606|S0004301|5637452585,526.9,Subscriptions - Subscriptions
Somerset Council,2023-09-30 00:00:00,St Pauls Junior School,Coram Childrens Legal Centre Ltd,2023-05-05 00:00:00,SC01-000001065|SC-ISC-100000610|S0012667|5637179326,660,Subscriptions - Learning Resources
Somerset Council,2023-09-30 00:00:00,St Pauls Junior School,Jigsaw PSHE Ltd,2023-05-05 00:00:00,SC01-000001065|SC-ISC-100000629|S0009707|5637179368,562.8,Subscriptions - Learning Resources
Somerset Council,2023-09-30 00:00:00,St Pauls Junior School,Peter Vowles t/a P & V Minibuses,2023-05-05 00:00:00,SC01-000001065|SC-ISC-100000632|S0001131|5637179375,1100,Direct Transport - Pupil Transport
Somerset Council,2023-09-30 00:00:00,St Pauls Junior School,Piskula Catering,2023-05-05 00:00:00,SC01-000001065|SC-ISC-100000633|S0007241|5637179378,1265.27,Catering - Contract Catering
Somerset Council,2023-09-30 00:00:00,Chilthorne Domer Primary Sch,Education People Ltd,2023-05-05 00:00:00,SC01-000001069|SC-ISC-100000649|S0011439|5637179436,875,Employee Agency
Somerset Council,2023-09-30 00:00:00,LD Supp Living Tton,Assisted Living South West,2023-05-05 00:00:00,SC01-000001089|423|S0008196|5638052502,5426.08,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Somerset County Council,Reach Publishing Services Limited,2023-05-05 00:00:00,SC01-000001135|SC-IDA-100000093|S0012499|5637184836,718.7,Print Stationery Office Exp - Advertising (not recruitment)
Somerset Council,2023-09-30 00:00:00,HRA Meeting Halls Exp,TotalEnergies Gas & Power Ltd,2023-05-05 00:00:00,SC01-000001167|470|S0004359|5638052244,1253.56,Energy - Electricity
Somerset Council,2023-09-30 00:00:00,County Ticket,Isle Valley Transport,2023-05-05 00:00:00,SC01-000001179|SC-ICT-100000001|S0005104|5637184913,15489.88,TPP Payments To Clients - Subsidies - Tendered Contracts
Somerset Council,2023-09-30 00:00:00,Contract Bus Services,South West Coaches Ltd,2023-05-05 00:00:00,SC01-000001179|SC-ICT-100000002|S0002348|5637184917,7386.5,TPP Payments To Clients - Subsidies - Tendered Contracts
Somerset Council,2023-09-30 00:00:00,Contract Bus Services,South West Coaches Ltd,2023-05-05 00:00:00,SC01-000001179|SC-ICT-100000003|S0002348|5637184917,18063.21,TPP Payments To Clients - Subsidies - Tendered Contracts
Somerset Council,2023-09-30 00:00:00,Contract Bus Services,South West Coaches Ltd,2023-05-05 00:00:00,SC01-000001179|SC-ICT-100000004|S0002348|5637184917,22618.6,TPP Payments To Clients - Subsidies - Tendered Contracts
Somerset Council,2023-09-30 00:00:00,County Ticket,South West Coaches Ltd,2023-05-05 00:00:00,SC01-000001179|SC-ICT-100000005|S0002348|5637184917,2075.98,TPP Payments To Clients - Subsidies - Tendered Contracts
Somerset Council,2023-09-30 00:00:00,Contract Bus Services,South West Coaches Ltd,2023-05-05 00:00:00,SC01-000001179|SC-ICT-100000006|S0002348|5637184917,7130,TPP Payments To Clients - Subsidies - Tendered Contracts
Somerset Council,2023-09-30 00:00:00,Contract Bus Services,South West Coaches Ltd,2023-05-05 00:00:00,SC01-000001179|SC-ICT-100000007|S0002348|5637184917,3059.97,TPP Payments To Clients - Subsidies - Tendered Contracts
Somerset Council,2023-09-30 00:00:00,Contract Bus Services,South West Coaches Ltd,2023-05-05 00:00:00,SC01-000001179|SC-ICT-100000008|S0002348|5637184917,10064.38,TPP Payments To Clients - Subsidies - Tendered Contracts
Somerset Council,2023-09-30 00:00:00,Contract Bus Services,FromeBus Limited,2023-05-05 00:00:00,SC01-000001179|SC-ICT-100000009|S0012471|5637184927,6998.14,TPP Payments To Clients - Subsidies - Tendered Contracts
Somerset Council,2023-09-30 00:00:00,Contract Bus Services,FromeBus Limited,2023-05-05 00:00:00,SC01-000001179|SC-ICT-100000010|S0012471|5637184927,8898.89,TPP Payments To Clients - Subsidies - Tendered Contracts
Somerset Council,2023-09-30 00:00:00,PRU Transport - South Somerset,Hillcrest Taxis,2023-05-05 00:00:00,SC01-000001188|SC-IST-100000051|S0005346|5637184973,1280.89,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Special Independent,[Redacted],2023-05-05 00:00:00,SC01-000001188|SC-IST-100000052|S0002345|5637184976,1619.2,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Special Independent,[Redacted],2023-05-05 00:00:00,SC01-000001188|SC-IST-100000053|S0002345|5637184976,2415,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Special - Taunton & West Somerset,OUR TAXIS COM,2023-05-05 00:00:00,SC01-000001188|SC-IST-100000054|S0002436|5637184980,1077.12,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,OUR TAXIS COM,2023-05-05 00:00:00,SC01-000001188|SC-IST-100000055|S0002436|5637184980,3968.94,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Martock Minibuses Ltd T/A Vickerys Coaches,2023-05-05 00:00:00,SC01-000001188|SC-IST-100000056|S0015827|5637184988,7685.26,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Martock Minibuses Ltd T/A Vickerys Coaches,2023-05-05 00:00:00,SC01-000001188|SC-IST-100000057|S0015827|5637184988,8290,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Martock Minibuses Ltd T/A Vickerys Coaches,2023-05-05 00:00:00,SC01-000001188|SC-IST-100000058|S0015827|5637184988,7997.75,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Martock Minibuses Ltd T/A Vickerys Coaches,2023-05-05 00:00:00,SC01-000001188|SC-IST-100000059|S0015827|5637184988,4222.8,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Martock Minibuses Ltd T/A Vickerys Coaches,2023-05-05 00:00:00,SC01-000001188|SC-IST-100000060|S0015827|5637184988,8290,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Martock Minibuses Ltd T/A Vickerys Coaches,2023-05-05 00:00:00,SC01-000001188|SC-IST-100000061|S0015827|5637184988,7304.74,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Martock Minibuses Ltd T/A Vickerys Coaches,2023-05-05 00:00:00,SC01-000001188|SC-IST-100000062|S0015827|5637184988,7342.04,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Special - Taunton & West Somerset,Alcombe Taxis K Griffiths,2023-05-05 00:00:00,SC01-000001188|SC-IST-100000063|S0002353|5637184997,3901.5,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Alcombe Taxis K Griffiths,2023-05-05 00:00:00,SC01-000001188|SC-IST-100000064|S0002353|5637184997,1480,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Further Education Transport,Alcombe Taxis K Griffiths,2023-05-05 00:00:00,SC01-000001188|SC-IST-100000065|S0002353|5637184997,2790,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Special - Taunton & West Somerset,Alcombe Taxis K Griffiths,2023-05-05 00:00:00,SC01-000001188|SC-IST-100000066|S0002353|5637184997,4966.11,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Special - Taunton & West Somerset,CJ Cabs & Courier Services,2023-05-05 00:00:00,SC01-000001188|SC-IST-100000069|S0002399|5637185002,2498.95,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Special Independent,Dial-a-Taxi,2023-05-05 00:00:00,SC01-000001188|SC-IST-100000070|S0005544|5637185004,1912.5,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,JJ's Taxis,2023-05-05 00:00:00,SC01-000001188|SC-IST-100000071|S0007603|5637185005,1724.31,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Mainstream Special - Taunton & West Som,MR CABS,2023-05-05 00:00:00,SC01-000001188|SC-IST-100000072|S0002415|5637185007,1625.78,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Special Independent,Wellie Cabs,2023-05-05 00:00:00,SC01-000001188|SC-IST-100000075|S0002435|5637185012,1416.76,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Special Transport - Mendip,Laver Cars Ltd,2023-05-05 00:00:00,SC01-000001188|SC-IST-100000076|S0009093|5637185014,1674.03,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Contract Bus Services,First Bristol Limited,2023-05-05 00:00:00,SC01-000001198|SC-ICT-100000011|S0002354|5637185942,4406.8,TPP Payments To Clients - Subsidies - Tendered Contracts
Somerset Council,2023-09-30 00:00:00,Contract Bus Services,FromeBus Limited,2023-05-05 00:00:00,SC01-000001198|SC-ICT-100000012|S0012471|5637184927,6991.3,TPP Payments To Clients - Subsidies - Tendered Contracts
Somerset Council,2023-09-30 00:00:00,Contract Bus Services,Ridlers Ltd,2023-05-05 00:00:00,SC01-000001198|SC-ICT-100000013|S0002363|5637185027,743.21,TPP Payments To Clients - Subsidies - Tendered Contracts
Somerset Council,2023-09-30 00:00:00,County Ticket,Hatch Green Coaches Ltd,2023-05-05 00:00:00,SC01-000001198|SC-ICT-100000014|S0002368|5637185029,7943.38,TPP Payments To Clients - Subsidies - Tendered Contracts
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Peter Vowles t/a P & V Minibuses,2023-05-05 00:00:00,SC01-000001201|SC-IST-100000077|S0001131|5637185828,3600,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Peter Vowles t/a P & V Minibuses,2023-05-05 00:00:00,SC01-000001201|SC-IST-100000078|S0001131|5637185828,4600,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Peter Vowles t/a P & V Minibuses,2023-05-05 00:00:00,SC01-000001201|SC-IST-100000079|S0001131|5637185828,3010,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Peter Vowles t/a P & V Minibuses,2023-05-05 00:00:00,SC01-000001201|SC-IST-100000080|S0001131|5637185828,3818,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Peter Vowles t/a P & V Minibuses,2023-05-05 00:00:00,SC01-000001201|SC-IST-100000081|S0001131|5637185828,2580.6,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Peter Vowles t/a P & V Minibuses,2023-05-05 00:00:00,SC01-000001201|SC-IST-100000082|S0001131|5637185828,5273.57,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Peter Vowles t/a P & V Minibuses,2023-05-05 00:00:00,SC01-000001201|SC-IST-100000083|S0001131|5637185828,4600,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Peter Vowles t/a P & V Minibuses,2023-05-05 00:00:00,SC01-000001201|SC-IST-100000084|S0001131|5637185828,3450,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Special Transport - Mendip,Peter Vowles t/a P & V Minibuses,2023-05-05 00:00:00,SC01-000001201|SC-IST-100000085|S0001131|5637185828,4360.5,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Special Transport - Mendip,Peter Vowles t/a P & V Minibuses,2023-05-05 00:00:00,SC01-000001201|SC-IST-100000086|S0001131|5637185828,1959.9,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Special Transport - Mendip,Peter Vowles t/a P & V Minibuses,2023-05-05 00:00:00,SC01-000001201|SC-IST-100000087|S0001131|5637185828,6568.8,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,PRU Link Transport Mendip,Peter Vowles t/a P & V Minibuses,2023-05-05 00:00:00,SC01-000001201|SC-IST-100000088|S0001131|5637185828,1348.85,Direct Transport - Link Course School Pays Transport
Somerset Council,2023-09-30 00:00:00,Special Transport - Mendip,Peter Vowles t/a P & V Minibuses,2023-05-05 00:00:00,SC01-000001201|SC-IST-100000089|S0001131|5637185828,4577,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Special Transport - Mendip,Peter Vowles t/a P & V Minibuses,2023-05-05 00:00:00,SC01-000001201|SC-IST-100000090|S0001131|5637185828,4911.3,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Spec Trans - Out County,Peter Vowles t/a P & V Minibuses,2023-05-05 00:00:00,SC01-000001201|SC-IST-100000091|S0001131|5637185828,8190,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Special Transport - Sedgemoor,Peter Vowles t/a P & V Minibuses,2023-05-05 00:00:00,SC01-000001201|SC-IST-100000092|S0001131|5637185828,4085,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Further Ed Independent College,Peter Vowles t/a P & V Minibuses,2023-05-05 00:00:00,SC01-000001201|SC-IST-100000093|S0001131|5637185828,7038,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Special Independent,Peter Vowles t/a P & V Minibuses,2023-05-05 00:00:00,SC01-000001201|SC-IST-100000094|S0001131|5637185828,5625,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Further Education Transport,Peter Vowles t/a P & V Minibuses,2023-05-05 00:00:00,SC01-000001201|SC-IST-100000095|S0001131|5637185828,6160,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Special Independent,Peter Vowles t/a P & V Minibuses,2023-05-05 00:00:00,SC01-000001201|SC-IST-100000096|S0001131|5637185828,3672,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Special Transport - Mendip,Peter Vowles t/a P & V Minibuses,2023-05-05 00:00:00,SC01-000001201|SC-IST-100000097|S0001131|5637185828,4567.05,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Special Transport - Mendip,Peter Vowles t/a P & V Minibuses,2023-05-05 00:00:00,SC01-000001201|SC-IST-100000098|S0001131|5637185828,5026.05,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Special Transport - Mendip,Peter Vowles t/a P & V Minibuses,2023-05-05 00:00:00,SC01-000001201|SC-IST-100000099|S0001131|5637185828,5737.5,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Special Transport - Mendip,Peter Vowles t/a P & V Minibuses,2023-05-05 00:00:00,SC01-000001201|SC-IST-100000100|S0001131|5637185828,914.76,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Peter Vowles t/a P & V Minibuses,2023-05-05 00:00:00,SC01-000001201|SC-IST-100000101|S0001131|5637185828,3552.07,Vehicle Contract Hire/Op Leases - Vehicle Hire
