Organisation name,Effective date,Cost Centre,Supplier (Beneficiary) details,Payment date,Transaction number,Amount,Purpose of spend
Somerset Council,2023-09-30 00:00:00,Baltonsborough Primary School,Baltonsborough Village Hall And Playing Field Trust,2023-07-03 00:00:00,SC01-000027896|SC-ISC-100015032|S0000013|5642151640,1060.15,Grounds Maintenance - Planned Grounds Maintenance
Somerset Council,2023-09-30 00:00:00,Highway Lighting - Energy,EDF Energy 1 Limited,2023-09-05 00:00:00,SC01-000039630|24742|S0000993|5644060922,-68169.11,Energy - Electricity
Somerset Council,2023-09-30 00:00:00,Highway Lighting - Energy,EDF Energy 1 Limited,2023-09-05 00:00:00,SC01-000039631|24743|S0000993|5644811719,-289419.08,Energy - Electricity
Somerset Council,2023-09-30 00:00:00,Highway Lighting - Energy,EDF Energy 1 Limited,2023-09-05 00:00:00,SC01-000039632|24744|S0000993|5644060923,-232941.81,Energy - Electricity
Somerset Council,2023-09-30 00:00:00,Highway Lighting - Energy,EDF Energy 1 Limited,2023-09-05 00:00:00,SC01-000039642|24752|S0000993|5644060924,-66580.96,Energy - Electricity
Somerset Council,2023-09-30 00:00:00,Corporate Landlord - General,EDF Energy 1 Limited,2023-09-05 00:00:00,SC01-000041090|25860|S0000993|5644564798,-4901.5,Energy - Electricity
Somerset Council,2023-09-30 00:00:00,Deane House,EDF Energy 1 Limited,2023-09-05 00:00:00,SC01-000041567|25903|S0000993|5644506751,8392.07,Energy - Electricity
Somerset Council,2023-09-30 00:00:00,Deane House,EDF Energy 1 Limited,2023-09-05 00:00:00,SC01-000041569|25905|S0000993|5644506752,7935.27,Energy - Electricity
Somerset Council,2023-09-30 00:00:00,Highway Lighting - Energy,EDF Energy 1 Limited,2023-09-05 00:00:00,SC01-000042417|26542|S0000993|5644695946,154994.95,Energy - Electricity
Somerset Council,2023-09-30 00:00:00,Deane House,EDF Energy 1 Limited,2023-09-05 00:00:00,SC01-000042510|26615|S0000993|5644694571,8609.95,Energy - Electricity
Somerset Council,2023-09-30 00:00:00,Highway Lighting - Energy,EDF Energy 1 Limited,2023-09-05 00:00:00,SC01-000046628|29570|S0000993|5645098199,232941.81,Energy - Electricity
Somerset Council,2023-09-30 00:00:00,Highway Lighting - Energy,EDF Energy 1 Limited,2023-09-05 00:00:00,SC01-000046629|29571|S0000993|5645098345,195409.66,Energy - Electricity
Somerset Council,2023-09-30 00:00:00,Highway Lighting - Energy,EDF Energy 1 Limited,2023-09-05 00:00:00,SC01-000046630|29572|S0000993|5645048059,57385.85,Energy - Electricity
Somerset Council,2023-09-30 00:00:00,Highway Lighting - Energy,EDF Energy 1 Limited,2023-09-05 00:00:00,SC01-000046631|29573|S0000993|5645048060,68169.11,Energy - Electricity
Somerset Council,2023-09-30 00:00:00,Highway Lighting - Energy,EDF Energy 1 Limited,2023-09-05 00:00:00,SC01-000046633|29575|S0000993|5645215628,2280.48,Energy - Electricity
Somerset Council,2023-09-30 00:00:00,BST 2 HMRC VAT - Control Account,Peter Vowles t/a P & V Minibuses,2023-09-05 00:00:00,SC01-000047838|SC-IST-100002992|S0001131|5645236976,620.16,BST HMRC - Control Account - Input VAT
Somerset Council,2023-09-30 00:00:00,BST 2 HMRC VAT - Control Account,Peter Vowles t/a P & V Minibuses,2023-09-05 00:00:00,SC01-000047838|SC-IST-100002993|S0001131|5645236977,913.92,BST HMRC - Control Account - Input VAT
Somerset Council,2023-09-30 00:00:00,BST 2 HMRC VAT - Control Account,Peter Vowles t/a P & V Minibuses,2023-09-05 00:00:00,SC01-000047838|SC-IST-100002995|S0001131|5645236979,522.24,BST HMRC - Control Account - Input VAT
Somerset Council,2023-09-30 00:00:00,Exchequer Services,National Westminster Bank PLC,2023-09-05 00:00:00,SC01-000047565|SC-SIN-100007072|S0001333|5645229372,99060.03,Supplies & Services - Suspense - Purchase Card
Somerset Council,2023-09-30 00:00:00,Public Conveniences (South Somerset),PHS Group Ltd,2023-09-05 00:00:00,SC01-000046529|29482|S0001448|5645234060,742.65,Cleaning & Domestic Supplies - Contract Cleaning
Somerset Council,2023-09-30 00:00:00,Home to School Transport,First Bristol Limited,2023-09-05 00:00:00,SC01-000047838|SC-IST-100003015|S0002354|5645236999,2431.5,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,First Bristol Limited,2023-09-05 00:00:00,SC01-000047838|SC-IST-100003016|S0002354|5645237000,3818.7,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,First Bristol Limited,2023-09-05 00:00:00,SC01-000047838|SC-IST-100003017|S0002354|5645237001,5202,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,First Bristol Limited,2023-09-05 00:00:00,SC01-000047838|SC-IST-100003018|S0002354|5645237002,4695,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Churchstanton Primary School,LANIER SOUTH WEST LTD,2023-09-05 00:00:00,SC01-000047746|SC-ISC-100022794|S0002674|5645234547,602.67,Print Stationery Office Exp - Reprographics
Somerset Council,2023-09-30 00:00:00,LD Supp Living Mdp,MENCAP,2023-09-05 00:00:00,SC01-000045060|28445|S0003085|5645266792,1618.68,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,BST 3 Short Term Creditor - Gov Dept - Local Govt,Askews and Holts Library Services L,2023-09-05 00:00:00,SC01-000046348|SC-ILB-100002416|S0003443|5645231012,775.39,BST Creditor - General (Agent)
Somerset Council,2023-09-30 00:00:00,Westlands - Front of House,BFS Group Ltd t/a Bidfood,2023-09-05 00:00:00,SC01-000047520|30097|S0003466|5645265115,910.32,Catering - Catering Provisions
Somerset Council,2023-09-30 00:00:00,Westlands - Front of House,BFS Group Ltd t/a Bidfood,2023-09-05 00:00:00,SC01-000047527|30101|S0003466|5645265119,611.28,Catering - Catering Provisions
Somerset Council,2023-09-30 00:00:00,Westlands - Front of House,BFS Group Ltd t/a Bidfood,2023-09-05 00:00:00,SC01-000047529|30103|S0003466|5645265121,600.6,Catering - Catering Provisions
Somerset Council,2023-09-30 00:00:00,Westlands - Front of House,BFS Group Ltd t/a Bidfood,2023-09-05 00:00:00,SC01-000047540|30111|S0003466|5645265128,579.9,Catering - Catering Provisions
Somerset Council,2023-09-30 00:00:00,Westlands - Front of House,BFS Group Ltd t/a Bidfood,2023-09-05 00:00:00,SC01-000047881|30345|S0003466|5645269100,1312.04,Catering - Catering Provisions
Somerset Council,2023-09-30 00:00:00,BST 2 HMRC VAT - Control Account,Upton Coaches Ltd,2023-09-05 00:00:00,SC01-000047838|SC-IST-100002996|S0003590|5645236980,559.7,BST HMRC - Control Account - Input VAT
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Upton Coaches Ltd,2023-09-05 00:00:00,SC01-000047838|SC-IST-100002997|S0003590|5645236981,3184.05,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Upton Coaches Ltd,2023-09-05 00:00:00,SC01-000047838|SC-IST-100002998|S0003590|5645236982,2969.4,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Upton Coaches Ltd,2023-09-05 00:00:00,SC01-000047838|SC-IST-100002999|S0003590|5645236983,2550,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Upton Coaches Ltd,2023-09-05 00:00:00,SC01-000047838|SC-IST-100003000|S0003590|5645236984,3100.8,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Upton Coaches Ltd,2023-09-05 00:00:00,SC01-000047838|SC-IST-100003001|S0003590|5645236985,3942,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Upton Coaches Ltd,2023-09-05 00:00:00,SC01-000047838|SC-IST-100003002|S0003590|5645236986,4318.02,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Dillington HSE Overheads,ST AUSTELL BREWERY COMPANY LTD,2023-09-05 00:00:00,SC01-000046617|29562|S0003604|5645229596,624.02,Catering - Bar Supplies
Somerset Council,2023-09-30 00:00:00,Exchequer Services,DD NAT WEST BANK PLC,2023-09-05 00:00:00,SC01-000047607|SC-SIN-100007073|S0003692|5645229373,33037.33,Supplies & Services - Suspense - Purchase Card
Somerset Council,2023-09-30 00:00:00,Baltonsborough Primary School,Bristol Water PLC,2023-09-05 00:00:00,SC01-000048075|SC-ISC-100022876|S0003884|5645270677,564.75,Water - Water Charges / Sewer
Somerset Council,2023-09-30 00:00:00,St John's School Wellington,Tucasi Limited,2023-09-05 00:00:00,SC01-000047830|SC-ISC-100022843|S0004197|5645235295,1294.35,Subscriptions - Subscriptions
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Isle Valley Transport,2023-09-05 00:00:00,SC01-000047838|SC-IST-100003006|S0005104|5645236990,2400,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Isle Valley Transport,2023-09-05 00:00:00,SC01-000047838|SC-IST-100003007|S0005104|5645236991,2325,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,BST 2 HMRC VAT - Control Account,Isle Valley Transport,2023-09-05 00:00:00,SC01-000047838|SC-IST-100003008|S0005104|5645236992,538.56,BST HMRC - Control Account - Input VAT
Somerset Council,2023-09-30 00:00:00,Mendip Legal Services,SELLICK PARTNERSHIP RECRUITMENT,2023-09-05 00:00:00,SC01-000036164|22510|S0005106|5645234112,1800,Fees & Hired - Fees & Hired
Somerset Council,2023-09-30 00:00:00,Mendip Legal Services,SELLICK PARTNERSHIP RECRUITMENT,2023-09-05 00:00:00,SC01-000037182|23102|S0005106|5645234113,2014.88,Fees & Hired - Fees & Hired
Somerset Council,2023-09-30 00:00:00,Mendip Legal Services,SELLICK PARTNERSHIP RECRUITMENT,2023-09-05 00:00:00,SC01-000037232|23129|S0005106|5645234114,2039.75,Fees & Hired - Fees & Hired
Somerset Council,2023-09-30 00:00:00,Mendip Legal Services,SELLICK PARTNERSHIP RECRUITMENT,2023-09-05 00:00:00,SC01-000037233|23130|S0005106|5645234115,1800,Fees & Hired - Fees & Hired
Somerset Council,2023-09-30 00:00:00,Mendip Legal Services,SELLICK PARTNERSHIP RECRUITMENT,2023-09-05 00:00:00,SC01-000037945|23696|S0005106|5645234118,2039.75,Fees & Hired - Fees & Hired
Somerset Council,2023-09-30 00:00:00,Mendip Legal Services,SELLICK PARTNERSHIP RECRUITMENT,2023-09-05 00:00:00,SC01-000037946|23697|S0005106|5645234119,1500,Fees & Hired - Fees & Hired
Somerset Council,2023-09-30 00:00:00,Mendip Legal Services,SELLICK PARTNERSHIP RECRUITMENT,2023-09-05 00:00:00,SC01-000040284|25235|S0005106|5645233100,1800,Fees & Hired - Fees & Hired
Somerset Council,2023-09-30 00:00:00,Mendip Legal Services,SELLICK PARTNERSHIP RECRUITMENT,2023-09-05 00:00:00,SC01-000040285|25236|S0005106|5645233101,2089.5,Fees & Hired - Fees & Hired
Somerset Council,2023-09-30 00:00:00,Mendip Legal Services,SELLICK PARTNERSHIP RECRUITMENT,2023-09-05 00:00:00,SC01-000041915|26126|S0005106|5645233105,1680,Fees & Hired - Fees & Hired
Somerset Council,2023-09-30 00:00:00,Mendip Legal Services,SELLICK PARTNERSHIP RECRUITMENT,2023-09-05 00:00:00,SC01-000041916|26127|S0005106|5645233106,1990,Fees & Hired - Fees & Hired
Somerset Council,2023-09-30 00:00:00,Mendip Legal Services,SELLICK PARTNERSHIP RECRUITMENT,2023-09-05 00:00:00,SC01-000044379|27941|S0005106|5645233112,2039.75,Fees & Hired - Fees & Hired
Somerset Council,2023-09-30 00:00:00,Mendip Legal Services,SELLICK PARTNERSHIP RECRUITMENT,2023-09-05 00:00:00,SC01-000044712|28229|S0005106|5645233115,1500,Fees & Hired - Fees & Hired
Somerset Council,2023-09-30 00:00:00,LD Homecare SaWS,Newcross Healthcare Solutions Ltd,2023-09-05 00:00:00,SC01-000047114|29886|S0005580|5645234161,1572.48,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Homecare Tton,Newcross Healthcare Solutions Ltd,2023-09-05 00:00:00,SC01-000047122|29894|S0005580|5645234162,1258.24,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Homecare Tton,Newcross Healthcare Solutions Ltd,2023-09-05 00:00:00,SC01-000047123|29895|S0005580|5645234163,1258.24,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Homecare Tton,Newcross Healthcare Solutions Ltd,2023-09-05 00:00:00,SC01-000047124|29896|S0005580|5645234164,1258.24,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Homecare Tton,Newcross Healthcare Solutions Ltd,2023-09-05 00:00:00,SC01-000047125|29897|S0005580|5645234165,1179.6,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Asst to Families - Sedgemoor,Thornbury Nursing Services,2023-09-05 00:00:00,SC01-000046221|29266|S0005870|5645270071,2572.32,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,St John's School Wellington,Diocese of Bath & Wells,2023-09-05 00:00:00,SC01-000047830|SC-ISC-100022820|S0006861|5645235272,4101.39,Premises Other - Building Work - Revenue
Somerset Council,2023-09-30 00:00:00,BST 2 HMRC VAT - Control Account,JNC Executive Travel Ltd,2023-09-05 00:00:00,SC01-000047838|SC-IST-100002990|S0007415|5645236974,593.07,BST HMRC - Control Account - Input VAT
Somerset Council,2023-09-30 00:00:00,BST 2 HMRC VAT - Control Account,JNC Executive Travel Ltd,2023-09-05 00:00:00,SC01-000047838|SC-IST-100002991|S0007415|5645236975,706.76,BST HMRC - Control Account - Input VAT
Somerset Council,2023-09-30 00:00:00,Sdg LT Phys Support Accom - ECH Core,Somerset Care Support Services Ltd,2023-09-05 00:00:00,SC01-000047470|30059|S0007651|5645234166,11448.8,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,ASC MH Supported Living,Supported Independence Limited,2023-09-05 00:00:00,SC01-000045289|30323|S0007656|5645266719,2667.32,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,ASC MH Supported Living,Supported Independence Limited,2023-09-05 00:00:00,SC01-000047815|30321|S0007656|5645266725,2403.44,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Homecare Mdp,Bradbury Outreach Services,2023-09-05 00:00:00,SC01-000047764|30284|S0008223|5645266803,1301.76,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Daycare Mdp,Bradbury Outreach Services,2023-09-05 00:00:00,SC01-000047766|30286|S0008223|5645266805,1884.6,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Daycare Mdp,Bradbury Outreach Services,2023-09-05 00:00:00,SC01-000047767|30287|S0008223|5645266806,1884.6,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Daycare SSom,Woolly Mammals Limited,2023-09-05 00:00:00,SC01-000046888|29728|S0008531|5645234158,507.28,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Fostering Placements,Blue Sky Fostering Ltd,2023-09-05 00:00:00,SC01-000034975|29639|S0008826|5645044561,7068,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Fostering Placements,Blue Sky Fostering Ltd,2023-09-05 00:00:00,SC01-000046655|29597|S0008826|5645045345,7068,TPP Other - Atkins Management Costs
Somerset Council,2023-09-30 00:00:00,Fostering Placements,Blue Sky Fostering Ltd,2023-09-05 00:00:00,SC01-000046689|29629|S0008826|5645045346,4030,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Fostering Placements,Blue Sky Fostering Ltd,2023-09-05 00:00:00,SC01-000046690|29630|S0008826|5645045347,5327.35,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Fostering Placements,Blue Sky Fostering Ltd,2023-09-05 00:00:00,SC01-000046696|29634|S0008826|5645045348,3519.22,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Fostering Placements,Blue Sky Fostering Ltd,2023-09-05 00:00:00,SC01-000046697|29635|S0008826|5645045349,6274.09,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Fostering Placements,Blue Sky Fostering Ltd,2023-09-05 00:00:00,SC01-000046698|29636|S0008826|5645045350,4030,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Fostering Placements,Blue Sky Fostering Ltd,2023-09-05 00:00:00,SC01-000046699|29637|S0008826|5645045351,4030,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Fostering Placements,Blue Sky Fostering Ltd,2023-09-05 00:00:00,SC01-000046700|29638|S0008826|5645045352,4030,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Fostering Placements,Blue Sky Fostering Ltd,2023-09-05 00:00:00,SC01-000046702|29640|S0008826|5645045353,7068,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Fostering Placements,Blue Sky Fostering Ltd,2023-09-05 00:00:00,SC01-000046703|29641|S0008826|5645045354,7068,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,External Placements Leaving Care,Blue Sky Fostering Ltd,2023-09-05 00:00:00,SC01-000046713|29653|S0008826|5645045355,2883,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Fostering Placements,Blue Sky Fostering Ltd,2023-09-05 00:00:00,SC01-000046714|29654|S0008826|5645045356,1596,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Fostering Placements,Blue Sky Fostering Ltd,2023-09-05 00:00:00,SC01-000046715|29655|S0008826|5645045357,5327.35,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Fostering Placements,Blue Sky Fostering Ltd,2023-09-05 00:00:00,SC01-000046719|29658|S0008826|5645045358,4030,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Fostering Placements,Blue Sky Fostering Ltd,2023-09-05 00:00:00,SC01-000046720|29659|S0008826|5645045359,5391.52,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Fostering Placements,Blue Sky Fostering Ltd,2023-09-05 00:00:00,SC01-000046723|29660|S0008826|5645045360,2990,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,ASC MH West Nursing,Nurse Plus and Carer Plus (UK) Ltd,2023-09-05 00:00:00,SC01-000047096|29868|S0009011|5645234160,3150,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Sdg LT Phys Support - Supported Living,Allerton C&S SW Limited,2023-09-05 00:00:00,SC01-000047793|30308|S0009214|5645234168,15690.36,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Walton Primary School,Green Machine SW Ltd,2023-09-05 00:00:00,SC01-000048072|SC-ISC-100022870|S0009020|5645270671,637.41,Fees & Hired - Prof/Tech Serv Non-Curric
Somerset Council,2023-09-30 00:00:00,Staffing Support Unregistered,Staffing Operational Solutions,2023-09-05 00:00:00,SC01-000030593|29761|S0010998|5645235052,5424.3,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Semi Independent 16/17,Parallel Independence Ltd,2023-09-05 00:00:00,SC01-000046252|29283|S0011327|5645235835,4968,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,St John's School Wellington,Praestantia Technology Ltd,2023-09-05 00:00:00,SC01-000047830|SC-ISC-100022836|S0012756|5645235288,833.22,Computing Costs - ICT - Hardware
Somerset Council,2023-09-30 00:00:00,External Placements Leaving Care,Nexus Fostering Ltd,2023-09-05 00:00:00,SC01-000046781|29688|S0012935|5645089043,2363.44,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,External Placements Leaving Care,Nexus Fostering Ltd,2023-09-05 00:00:00,SC01-000046782|29689|S0012935|5645089044,2363.44,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Fostering Placements,Nexus Fostering Ltd,2023-09-05 00:00:00,SC01-000046786|29692|S0012935|5645089045,6665,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Wellsprings Primary School,Computeam Limited,2023-09-05 00:00:00,SC01-000047807|SC-ISC-100022778|S0012949|5645233815,1270,Fees & Hired - Prof/Tech Serv Non-Curric
Somerset Council,2023-09-30 00:00:00,EY Disability Access Fund,Woodlands Pre-School @ Ruishton,2023-09-05 00:00:00,SC01-000047311|SC-SID-100008076|S0013103|5645227676,828,TPP Payments To Clients - Grants - Other
Somerset Council,2023-09-30 00:00:00,Greenfylde Primary School,Five Education Recruitment Ltd,2023-09-05 00:00:00,SC01-000047616|SC-ISC-100022768|S0013333|5645227250,590,Employee Agency
Somerset Council,2023-09-30 00:00:00,ICT Operational Software & Support,Node4 Limited,2023-09-05 00:00:00,SC01-000047287|29968|S0013356|5645227895,1000,Fees & Hired - Fees & Hired
Somerset Council,2023-09-30 00:00:00,Fostering Placements,Pathway Care South West Ltd,2023-09-05 00:00:00,SC01-000047422|30011|S0013538|5645235838,4418.12,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Fostering Placements,Pathway Care South West Ltd,2023-09-05 00:00:00,SC01-000047436|30026|S0013538|5645235851,4198.33,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Fostering Placements,Pathway Care South West Ltd,2023-09-05 00:00:00,SC01-000047437|30027|S0013538|5645235852,6412.66,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,IFA Parent & Child,Pathway Care South West Ltd,2023-09-05 00:00:00,SC01-000047438|30028|S0013538|5645235853,7971.34,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Semi Independent 16/17,Futur3s South West Ltd,2023-09-05 00:00:00,SC01-000044356|27923|S0013650|5645235073,4113.14,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Semi Independent 16/17,Next Step Independence Ltd,2023-09-05 00:00:00,SC01-000027263|18980|S0013652|5645235042,19925.53,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,LD Homecare Tton,Younique Care Limited,2023-09-05 00:00:00,SC01-000045922|29254|S0014336|5645234143,694.4,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Daycare SaWS,Hazelhurst Farm Limited,2023-09-05 00:00:00,SC01-000047797|30311|S0014317|5645266807,1863.47,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Play Area S106 Grants,Ilminster Cricket Club,2023-09-05 00:00:00,SC01-000045393|SC-SID-100008093|S0014626|5645234057,16080,Grants - Grants - Not VCSE org
Somerset Council,2023-09-30 00:00:00,SENIT,Lexia Education Services Limited,2023-09-05 00:00:00,SC01-000013255|29157|S0014897|5645234716,784,Fees & Hired - Fees & Hired
Somerset Council,2023-09-30 00:00:00,SENIT,Lexia Education Services Limited,2023-09-05 00:00:00,SC01-000044593|28148|S0014897|5645233469,980,Fees & Hired - Fees & Hired
Somerset Council,2023-09-30 00:00:00,SENIT,Lexia Education Services Limited,2023-09-05 00:00:00,SC01-000046532|29485|S0014897|5645266218,612.5,Fees & Hired - Fees & Hired
Somerset Council,2023-09-30 00:00:00,Residential Placements,Esland North Limited,2023-09-05 00:00:00,SC01-000046452|29625|S0015133|5645045341,45082.86,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Residential Placements,Esland North Limited,2023-09-05 00:00:00,SC01-000046453|29626|S0015133|5645045342,44477.38,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Early Years High Needs Top Up,Tops Day Nursery Ltd,2023-09-05 00:00:00,SC01-000019810|SC-SIN-100001873|S0015378|5641054396,-568,TPP Government Departments - External High Needs Top Up
Somerset Council,2023-09-30 00:00:00,EY Disability Access Fund,Tops Day Nursery Ltd,2023-09-05 00:00:00,SC01-000047311|SC-SID-100008079|S0015378|5645227679,828,TPP Payments To Clients - Grants - Other
Somerset Council,2023-09-30 00:00:00,St John's School Wellington,Hamelin Brands Limited,2023-09-05 00:00:00,SC01-000047830|SC-ISC-100022830|S0015224|5645235282,572.58,Equip Furn Mat - Equipment - Teaching (schools only)
Somerset Council,2023-09-30 00:00:00,Dillington HSE Kitchen,Chefshare Recruitment Limited,2023-09-05 00:00:00,SC01-000046911|29740|S0015384|5645232261,1499.9,Salaries - Temp Cover - Catering Staff
Somerset Council,2023-09-30 00:00:00,LD Supp Living SSom,St Jude's Care Ltd,2023-09-05 00:00:00,SC01-000046492|29451|S0016069|5645234144,4923,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Supp Living SSom,St Jude's Care Ltd,2023-09-05 00:00:00,SC01-000046493|29452|S0016069|5645234145,7278,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Supp Living SSom,St Jude's Care Ltd,2023-09-05 00:00:00,SC01-000046494|29453|S0016069|5645234146,8070,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Residential Placements,Longboat Special Education Ltd,2023-09-05 00:00:00,SC01-000047025|29812|S0016094|5645235837,32715.3,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,SSom LT Phys Support - Homecare,Hummingbird Homecare,2023-09-05 00:00:00,SC01-000047505|30090|S0016123|5645234167,28600,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,LD Supp Living Tton,Promoting Independent Care Ltd,2023-09-05 00:00:00,SC01-000044488|29590|S0016292|5645234133,5648.3,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Daycare SSom,Eastfields of Bowers Hill,2023-09-05 00:00:00,SC01-000044869|29947|S0016281|5645266791,616,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Supp Living Tton,Promoting Independent Care Ltd,2023-09-05 00:00:00,SC01-000046651|29592|S0016292|5645234147,5649.85,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Supp Living Tton,Promoting Independent Care Ltd,2023-09-05 00:00:00,SC01-000046652|29593|S0016292|5645234148,5563.49,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Supp Living Tton,Promoting Independent Care Ltd,2023-09-05 00:00:00,SC01-000046653|29594|S0016292|5645234149,5549.5,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Supp Living Tton,Promoting Independent Care Ltd,2023-09-05 00:00:00,SC01-000046654|29596|S0016292|5645234150,5569.81,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Supp Living Tton,Promoting Independent Care Ltd,2023-09-05 00:00:00,SC01-000046657|29599|S0016292|5645234151,5583.15,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Supp Living Tton,Promoting Independent Care Ltd,2023-09-05 00:00:00,SC01-000046658|29600|S0016292|5645234152,5675.35,Transfer Payments - Adult Social Care Services Clients
