Cost Centre,Supplier,Date,Account,Amount
Force Intelligence Bureau,TREBLE 5 TREBLE 1 LTD,02/08/2023,Subscriptions,8208.00
Forensic Investigations,ASDARTS,19/07/2023,Maintenance Specialist Operation Equipment,929.62
Forensic Investigations,CAPITA BUSINESS SERVICES LTD (TRAVEL),12/07/2023,Public Transport & Parking,83.60
Forensic Investigations,CAPITA BUSINESS SERVICES LTD (TRAVEL),27/07/2023,Hotel Accommodation,2506.90
Forensic Investigations,CAPITA BUSINESS SERVICES LTD (TRAVEL),02/08/2023,Public Transport & Parking,741.90
Forensic Investigations,CAPITA BUSINESS SERVICES LTD (TRAVEL),25/08/2023,Hotel Accommodation,2176.19
Forensic Investigations,CAPITA BUSINESS SERVICES LTD (TRAVEL),20/09/2023,Hotel Accommodation,1266.76
Forensic Investigations,EUROFINS FORENSIC SERVICES LTD,05/07/2023,Forensic Analysis,15149.00
Forensic Investigations,EUROFINS FORENSIC SERVICES LTD,05/07/2023,Forensic Analysis,3993.69
Forensic Investigations,EUROFINS FORENSIC SERVICES LTD,26/07/2023,Forensic Analysis,8433.10
Forensic Investigations,EUROFINS FORENSIC SERVICES LTD,26/07/2023,Forensic Analysis,14235.00
Forensic Investigations,EUROFINS FORENSIC SERVICES LTD,09/08/2023,Forensic Analysis,3789.80
Forensic Investigations,EUROFINS FORENSIC SERVICES LTD,09/08/2023,Forensic Analysis,14504.00
Forensic Investigations,EUROFINS FORENSIC SERVICES LTD,23/08/2023,Forensic Analysis,7699.55
Forensic Investigations,EUROFINS FORENSIC SERVICES LTD,23/08/2023,Forensic Analysis,14603.70
Forensic Investigations,EUROFINS FORENSIC SERVICES LTD,06/09/2023,Forensic Analysis,7271.00
Forensic Investigations,EUROFINS FORENSIC SERVICES LTD,06/09/2023,Forensic Analysis,1746.10
Forensic Investigations,EUROFINS FORENSIC SERVICES LTD,27/09/2023,Forensic Analysis,9377.00
Forensic Investigations,EUROFINS FORENSIC SERVICES LTD,27/09/2023,Forensic Analysis,8264.04
Forensic Investigations,FORENSIC FOCUS LTD,05/07/2023,Professional Fees,670.00
Forensic Investigations,HOME OFFICE,09/08/2023,Specialist Equipment,2307.87
Forensic Investigations,JTF WIRELESS LTD,30/08/2023,Maintenance Specialist Operation Equipment,1630.10
Forensic Investigations,KEY FORENSIC SERVICES LTD,05/07/2023,Forensic Analysis,1263.24
Forensic Investigations,KEY FORENSIC SERVICES LTD,05/07/2023,Forensic Analysis,3993.65
Forensic Investigations,KEY FORENSIC SERVICES LTD,05/07/2023,Forensic Analysis,8880.62
Forensic Investigations,KEY FORENSIC SERVICES LTD,12/07/2023,Forensic Analysis,2959.21
Forensic Investigations,KEY FORENSIC SERVICES LTD,12/07/2023,Forensic Analysis,5984.29
Forensic Investigations,KEY FORENSIC SERVICES LTD,19/07/2023,Forensic Analysis,6516.93
Forensic Investigations,KEY FORENSIC SERVICES LTD,19/07/2023,Forensic Analysis,5629.84
Forensic Investigations,KEY FORENSIC SERVICES LTD,26/07/2023,Forensic Analysis,3017.16
Forensic Investigations,KEY FORENSIC SERVICES LTD,26/07/2023,Forensic Analysis,1581.54
Forensic Investigations,KEY FORENSIC SERVICES LTD,26/07/2023,Forensic Analysis,5635.90
Forensic Investigations,KEY FORENSIC SERVICES LTD,26/07/2023,Forensic Analysis,1563.82
Forensic Investigations,KEY FORENSIC SERVICES LTD,26/07/2023,Forensic Analysis,1370.47
Forensic Investigations,KEY FORENSIC SERVICES LTD,02/08/2023,Forensic Analysis,1933.08
Forensic Investigations,KEY FORENSIC SERVICES LTD,02/08/2023,Forensic Analysis,2441.55
Forensic Investigations,KEY FORENSIC SERVICES LTD,02/08/2023,Forensic Analysis,1656.90
Forensic Investigations,KEY FORENSIC SERVICES LTD,16/08/2023,Forensic Analysis,8816.04
Forensic Investigations,KEY FORENSIC SERVICES LTD,16/08/2023,Forensic Analysis,1545.47
Forensic Investigations,KEY FORENSIC SERVICES LTD,16/08/2023,Forensic Analysis,5252.05
Forensic Investigations,KEY FORENSIC SERVICES LTD,23/08/2023,Forensic Analysis,5742.00
Forensic Investigations,KEY FORENSIC SERVICES LTD,23/08/2023,Forensic Analysis,2411.41
Forensic Investigations,KEY FORENSIC SERVICES LTD,23/08/2023,Forensic Analysis,4024.07
Forensic Investigations,KEY FORENSIC SERVICES LTD,30/08/2023,Forensic Analysis,3001.67
Forensic Investigations,KEY FORENSIC SERVICES LTD,06/09/2023,Forensic Analysis,4234.67
Forensic Investigations,KEY FORENSIC SERVICES LTD,06/09/2023,Forensic Analysis,5674.82
Forensic Investigations,KEY FORENSIC SERVICES LTD,06/09/2023,Forensic Analysis,6005.74
Forensic Investigations,KEY FORENSIC SERVICES LTD,13/09/2023,Forensic Analysis,2307.98
Forensic Investigations,KEY FORENSIC SERVICES LTD,20/09/2023,Forensic Analysis,781.55
Forensic Investigations,KEY FORENSIC SERVICES LTD,20/09/2023,Forensic Analysis,5305.91
Forensic Investigations,KEY FORENSIC SERVICES LTD,20/09/2023,Forensic Analysis,1995.40
Forensic Investigations,KEY FORENSIC SERVICES LTD,27/09/2023,Forensic Analysis,5567.19
Forensic Investigations,KEY FORENSIC SERVICES LTD,27/09/2023,Forensic Analysis,1268.26
Forensic Investigations,KEY FORENSIC SERVICES LTD,27/09/2023,Forensic Analysis,2493.37
Forensic Investigations,KEY FORENSIC SERVICES LTD,27/09/2023,Forensic Analysis,2286.43
Forensic Investigations,KEY FORENSIC SERVICES LTD,27/09/2023,Forensic Analysis,2690.93
Forensic Investigations,KEY FORENSIC SERVICES LTD,27/09/2023,Forensic Analysis,2323.13
Forensic Investigations,MATTERPORT INC,15/09/2023,Specialist Equipment,6595.00
Forensic Investigations,ORCHID CELLMARK LTD,05/07/2023,Forensic Analysis,980.00
Forensic Investigations,ORCHID CELLMARK LTD,12/07/2023,Forensic Analysis,1510.00
Forensic Investigations,ORCHID CELLMARK LTD,12/07/2023,Forensic Analysis,2542.60
Forensic Investigations,ORCHID CELLMARK LTD,12/07/2023,Forensic Analysis,1320.00
Forensic Investigations,ORCHID CELLMARK LTD,12/07/2023,Forensic Analysis,5317.50
Forensic Investigations,ORCHID CELLMARK LTD,12/07/2023,Forensic Analysis,1076.00
Forensic Investigations,ORCHID CELLMARK LTD,26/07/2023,Forensic Analysis,1182.00
Forensic Investigations,ORCHID CELLMARK LTD,26/07/2023,Forensic Analysis,1085.00
Forensic Investigations,ORCHID CELLMARK LTD,26/07/2023,Forensic Analysis,604.00
Forensic Investigations,ORCHID CELLMARK LTD,26/07/2023,Forensic Analysis,3964.70
Forensic Investigations,ORCHID CELLMARK LTD,26/07/2023,Forensic Analysis,3653.00
Forensic Investigations,ORCHID CELLMARK LTD,02/08/2023,Forensic Analysis,627.00
Forensic Investigations,ORCHID CELLMARK LTD,16/08/2023,Forensic Analysis,900.00
Forensic Investigations,ORCHID CELLMARK LTD,16/08/2023,Forensic Analysis,1479.50
Forensic Investigations,ORCHID CELLMARK LTD,16/08/2023,Forensic Analysis,4401.00
Forensic Investigations,ORCHID CELLMARK LTD,16/08/2023,Forensic Analysis,755.00
Forensic Investigations,ORCHID CELLMARK LTD,16/08/2023,Forensic Analysis,3216.50
Forensic Investigations,ORCHID CELLMARK LTD,16/08/2023,Forensic Analysis,4261.40
Forensic Investigations,ORCHID CELLMARK LTD,16/08/2023,Forensic Analysis,1431.90
Forensic Investigations,ORCHID CELLMARK LTD,16/08/2023,Forensic Analysis,1630.50
Forensic Investigations,ORCHID CELLMARK LTD,16/08/2023,Forensic Analysis,2789.60
Forensic Investigations,ORCHID CELLMARK LTD,16/08/2023,Forensic Analysis,2927.10
Forensic Investigations,ORCHID CELLMARK LTD,30/08/2023,Forensic Analysis,874.50
Forensic Investigations,ORCHID CELLMARK LTD,30/08/2023,Forensic Analysis,5462.60
Forensic Investigations,ORCHID CELLMARK LTD,30/08/2023,Forensic Analysis,650.00
Forensic Investigations,ORCHID CELLMARK LTD,30/08/2023,Forensic Analysis,1285.79
Forensic Investigations,ORCHID CELLMARK LTD,30/08/2023,Forensic Analysis,9822.56
Forensic Investigations,ORCHID CELLMARK LTD,30/08/2023,Forensic Analysis,1133.00
Forensic Investigations,ORCHID CELLMARK LTD,30/08/2023,Forensic Analysis,2189.00
Forensic Investigations,ORCHID CELLMARK LTD,30/08/2023,Forensic Analysis,6306.63
Forensic Investigations,ORCHID CELLMARK LTD,30/08/2023,Forensic Analysis,6261.31
Forensic Investigations,ORCHID CELLMARK LTD,20/09/2023,Forensic Analysis,957.00
Forensic Investigations,ORCHID CELLMARK LTD,20/09/2023,Forensic Analysis,990.00
Forensic Investigations,ORCHID CELLMARK LTD,20/09/2023,Forensic Analysis,1918.40
Forensic Investigations,ORCHID CELLMARK LTD,20/09/2023,Forensic Analysis,3919.96
Forensic Investigations,ORCHID CELLMARK LTD,20/09/2023,Forensic Analysis,2184.60
Forensic Investigations,ORCHID CELLMARK LTD,20/09/2023,Forensic Analysis,2244.00
Forensic Investigations,ORCHID CELLMARK LTD,27/09/2023,Forensic Analysis,620.40
Forensic Investigations,ORCHID CELLMARK LTD,27/09/2023,Forensic Analysis,803.00
Forensic Investigations,ORCHID CELLMARK LTD,27/09/2023,Forensic Analysis,11467.83
Forensic Investigations,ORCHID CELLMARK LTD,27/09/2023,Forensic Analysis,2695.00
Forensic Investigations,ORCHID CELLMARK LTD,27/09/2023,Forensic Analysis,3548.60
Forensic Investigations,ORCHID CELLMARK LTD,27/09/2023,Forensic Analysis,1321.10
Forensic Investigations,POLICE AND CRIME COMMISSIONER FOR LANCASHIRE,05/07/2023,Other Partnerships,34743.00
Forensic Investigations,POLICE AND CRIME COMMISSIONER FOR MERSEYSIDE,16/08/2023,Other Partnerships,3147.00
Forensic Investigations,POLICE AND CRIME COMMISSIONER FOR MERSEYSIDE,16/08/2023,Other Partnerships,45326.00
Forensic Investigations,POLICE AND CRIME COMMISSIONER FOR MERSEYSIDE,23/08/2023,Other Partnerships,42681.00
Forensic Investigations,POLICE AND CRIME COMMISSIONER FOR MERSEYSIDE,23/08/2023,Other Partnerships,3244.00
Forensic Investigations,SPECIALIST COMPUTER CENTRES PLC,19/07/2023,Software Licences,1560.51
Forensic Investigations,SPECIALIST COMPUTER CENTRES PLC,06/09/2023,Software Licences,1560.51
Forensic Investigations,UNITED KINGDOM ACCREDITATION SERVICE,30/08/2023,Professional Fees,32938.50
Forensic Investigations,WA PRODUCTS (UK) LTD T/A SCENESAFE,05/07/2023,Maintenance Specialist Operation Equipment,954.18
Forensic Investigations,WA PRODUCTS (UK) LTD T/A SCENESAFE,19/07/2023,Specialist Equipment,516.00
Forensic Investigations,WA PRODUCTS (UK) LTD T/A SCENESAFE,19/07/2023,Specialist Equipment,539.45
Forensic Investigations,WA PRODUCTS (UK) LTD T/A SCENESAFE,23/08/2023,Forensic Analysis,2300.00
Forensic Investigations,WA PRODUCTS (UK) LTD T/A SCENESAFE,30/08/2023,Specialist Equipment,542.40
Forensic Investigations,WA PRODUCTS (UK) LTD T/A SCENESAFE,27/09/2023,Specialist Equipment,1722.50
GENERAL,ESTATE PROPERTY UPGRADES - WGLEALFZAINRGE FIMILMPRSO UVKE MLTEDNTS (VARIOUS SITES),12/07/2023,Building Works - Other,550.00
GENERAL,ESTATE PROPERTY UPGRADES - WGREELFSAHRAEM IM OPFFRIOCVE EFMURENNITTSU (RVEA LRTIODUS SITES),26/07/2023,Building Works - Other,6263.85
Harm Reduction Unit-cs,MERSEY CARE NHS FOUNDATION TRUST,30/08/2023,Professional Fees,14549.67
Harm Reduction Unit-cs,SPECIALIST COMPUTER CENTRES PLC,30/08/2023,Hardware - purchase,2116.09
HR Operations,ATALIAN SERVEST FOOD CO LTD (ANGEL HILL),26/07/2023,Contract Catering,1254.55
HR Operations,ATALIAN SERVEST FOOD CO LTD (CATERING),30/08/2023,Contract Catering,1466.39
HR Operations,CAPITA BUSINESS SERVICES LTD (TRAVEL),02/08/2023,Public Transport & Parking,73.80
HR Operations,CAPITA BUSINESS SERVICES LTD (TRAVEL),30/08/2023,Public Transport & Parking,74.10
HR Operations,CAPITA BUSINESS SERVICES LTD (TRAVEL),20/09/2023,Hotel Accommodation,293.34
HR Operations,COLLEGE OF POLICING,05/07/2023,External Training Courses,1388.16
HR Operations,CREWE ALEXANDER FOOTBALL CLUB,12/07/2023,Professional Fees,1717.30
HR Operations,CREWE ALEXANDER FOOTBALL CLUB,19/07/2023,Professional Fees,1717.30
HR Operations,CREWE ALEXANDER FOOTBALL CLUB,02/08/2023,Professional Fees,1817.50
HR Operations,CREWE ALEXANDER FOOTBALL CLUB,16/08/2023,Professional Fees,1917.70
HR Operations,CREWE ALEXANDER FOOTBALL CLUB,06/09/2023,Professional Fees,1917.70
HR Operations,CREWE ALEXANDER FOOTBALL CLUB,13/09/2023,Professional Fees,1917.70
HR Operations,HM REVENUE & CUSTOMS (PAYROLL),18/07/2023,NI,2719.70
HR Operations,LNRS DATA SERVICES LTD,09/08/2023,Software Licences,5050.00
HR Operations,MINDFUL EDGE LTD,27/09/2023,External Training Courses,8461.00
HR Operations,SFJ AWARDS LTD,26/07/2023,External Training Courses,6450.00
HR Operations,SME HCI LTD,02/08/2023,Counselling,10226.66
HR Operations,SOG RESOURCES LTD,06/09/2023,External Training Courses,2112.00
HR Operations,SOG RESOURCES LTD,06/09/2023,External Training Courses,2112.00
HR Operations,SONIC COMMUNICATIONS (INTERNATIONAL) LTD,30/08/2023,Specialist Equipment,6565.00
HR Operations,SPECIALIST COMPUTER CENTRES PLC,09/08/2023,Carriage,7.50
HR Operations,SPECIALIST COMPUTER CENTRES PLC,09/08/2023,Professional Fees,944.46
HR Operations,VAUGHAN ERGONOMICS LTD,19/07/2023,Office Equipment,517.70
HR Operations,XPS ADMINISTRATION LTD,12/07/2023,Consortium service - Pensions,1487.00
HR Operations,XPS ADMINISTRATION LTD,26/07/2023,Consortium service - Pensions,11266.67
HR Operations,XPS ADMINISTRATION LTD,09/08/2023,Consortium service - Pensions,500.00
HR Operations,XPS ADMINISTRATION LTD,09/08/2023,Consortium service - Pensions,11266.67
HR Operations,XPS ADMINISTRATION LTD,09/08/2023,Consortium service - Pensions,500.00
HR Operations,XPS ADMINISTRATION LTD,30/08/2023,Consortium service - Pensions,500.00
HR Operations,XPS ADMINISTRATION LTD,30/08/2023,Consortium service - Pensions,11266.67
In-Car ANPR/Video Refresh - Cheshire VehiIcNleTsOMOVE,LTD,05/07/2023,Non IT Equipment,1379.34
In-Car ANPR/Video Refresh - Cheshire VehiIcNleTsOMOVE,LTD,05/07/2023,Non IT Equipment,919.56
In-Car ANPR/Video Refresh - Cheshire VehiIcNleTsOMOVE,LTD,05/07/2023,Non IT Equipment,1550.94
In-Car ANPR/Video Refresh - Cheshire VehiIcNleTsOMOVE,LTD,05/07/2023,Non IT Equipment,2584.90
In-Car ANPR/Video Refresh - Cheshire VehiIcNleTsOMOVE,LTD,16/08/2023,Non IT Equipment,7356.48
In-Car ANPR/Video Refresh - Cheshire VehiIcNleTsOMOVE,LTD,16/08/2023,Non IT Equipment,3678.24
In-Car ANPR/Video Refresh - Cheshire VehiIcNleTsOMOVE,LTD,16/08/2023,Non IT Equipment,3618.86
In-Car ANPR/Video Refresh - Cheshire VehiIcNleTsOMOVE,LTD,16/08/2023,Non IT Equipment,3101.88
In-Car ANPR/Video Refresh - Cheshire VehiMcleOsTOROLA,SOLUTIONS UK LTD,19/07/2023,Non IT Equipment,235488.50
Information and Technology,AIRWAVE SOLUTIONS LTD (DD),31/07/2023,Airwave,92376.92
Information and Technology,AIRWAVE SOLUTIONS LTD (DD),24/08/2023,Airwave,91583.50
Information and Technology,AIRWAVE SOLUTIONS LTD (DD),25/09/2023,Airwave,112911.07
Information and Technology,ALEMBA LTD,12/07/2023,Minor Systems,14535.00
Information and Technology,ALEMBA LTD,09/08/2023,Minor Systems,11065.00
Information and Technology,BLUE PORTAL IT LTD,02/08/2023,Hardware - purchase,585.00
Information and Technology,BRITISH TELECOMMUNICATIONS PLC (GLOBAL SERV),02/08/2023,Fixed Telephone Call Charges & Line Rental,541.66
Information and Technology,BRITISH TELECOMMUNICATIONS PLC (GLOBAL SERV),23/08/2023,Fixed Telephone Call Charges & Line Rental,541.66
Information and Technology,BRITISH TELECOMMUNICATIONS PLC (GLOBAL SERV),27/09/2023,Fixed Telephone Call Charges & Line Rental,649.99
Information and Technology,BRITISH TELECOMMUNICATIONS PLC (TEL PAYMENT),12/07/2023,Fixed Telephone Call Charges & Line Rental,4950.00
Information and Technology,BRITISH TELECOMMUNICATIONS PLC (TEL PAYMENT),19/07/2023,Fixed Telephone Call Charges & Line Rental,4950.00
Information and Technology,BRITISH TELECOMMUNICATIONS PLC (TEL PAYMENT),16/08/2023,Fixed Telephone Call Charges & Line Rental,4950.00
Information and Technology,BRITISH TELECOMMUNICATIONS PLC (TEL PAYMENT),13/09/2023,Fixed Telephone Call Charges & Line Rental,4950.00
Information and Technology,BRITISH TELECOMMUNICATIONS PLC (TEL PAYMENT),27/09/2023,Telephony,1545.40
Information and Technology,CAPITA BUSINESS SERVICES LTD (BUSINESS SER),20/09/2023,Network Services,86712.50
Information and Technology,CAPITA BUSINESS SERVICES LTD (BUSINESS SER),20/09/2023,Telephony,8437.50
Information and Technology,CAPITA BUSINESS SERVICES LTD (TRAVEL),20/09/2023,Hotel Accommodation,252.45
Information and Technology,CAPITA BUSINESS SERVICES LTD (UPDATA),31/07/2023,Network Services,95150.00
Information and Technology,CGI IT UK LTD,05/07/2023,Other IT Costs,3066.00
Information and Technology,CGI IT UK LTD,12/07/2023,Other IT Costs,3066.00
Information and Technology,CGI IT UK LTD,12/07/2023,Other IT Costs,5968.10
Information and Technology,CGI IT UK LTD,02/08/2023,Other IT Costs,3066.00
Information and Technology,CGI IT UK LTD,02/08/2023,Other IT Costs,865.43
Information and Technology,CGI IT UK LTD,02/08/2023,Other IT Costs,562.70
Information and Technology,CGI IT UK LTD,06/09/2023,Other IT Costs,3066.00
Information and Technology,CGI IT UK LTD,06/09/2023,Other IT Costs,1536.33
Information and Technology,CGI IT UK LTD,06/09/2023,Other IT Costs,694.87
Information and Technology,CJS (UK MANAGEMENT) LTD,09/08/2023,Subscriptions,1252.20
Information and Technology,COMMERCIAL RIGGING SERVICES LTD,16/08/2023,Other IT Costs,535.00
Information and Technology,DATA PRO IT LTD,19/07/2023,Other IT Costs,720.00
Information and Technology,DATA PRO IT LTD,09/08/2023,Other IT Costs,5220.00
Information and Technology,DATA PRO IT LTD,13/09/2023,Other IT Costs,899.00
Information and Technology,DBL SOFTWARE LTD,05/07/2023,Other IT Costs,915.00
Information and Technology,EE LTD (AIRTIME),05/07/2023,Mobile Phone Call Charges & Contract Cost,717.54
Information and Technology,EE LTD (AIRTIME),05/07/2023,Mobile Phone Call Charges & Contract Cost,18297.16
Information and Technology,EE LTD (AIRTIME),12/07/2023,Mobile Phone Call Charges & Contract Cost,15669.61
Information and Technology,EE LTD (AIRTIME),02/08/2023,Mobile Phone Call Charges & Contract Cost,970.58
Information and Technology,EE LTD (AIRTIME),02/08/2023,Mobile Phone Call Charges & Contract Cost,16997.65
Information and Technology,EE LTD (AIRTIME),30/08/2023,Mobile Phone Call Charges & Contract Cost,16990.62
Information and Technology,EE LTD (AIRTIME),30/08/2023,Telephony,785.39
Information and Technology,EE LTD (AIRTIME),30/08/2023,Mobile Phone Call Charges & Contract Cost,934.72
Information and Technology,EE LTD (MAIN),09/08/2023,Telephony,2771.48
Information and Technology,EE LTD (MAIN),09/08/2023,Telephony,2161.33
Information and Technology,EE LTD (MAIN),09/08/2023,Telephony,1490.67
Information and Technology,EE LTD (MAIN),20/09/2023,Telephony,2537.40
Information and Technology,EXPONENTIAL-E LTD,23/08/2023,Network Services,7142.00
Information and Technology,EXPONENTIAL-E LTD,27/09/2023,Network Services,157452.18
Information and Technology,EXPONENTIAL-E LTD,27/09/2023,Software - purchase,612.00
Information and Technology,GADGET GIANT LTD,02/08/2023,Telephony,608.00
Information and Technology,GAMMA TELECOM HOLDINGS LTD,05/07/2023,Mobile Phone Call Charges & Contract Cost,3836.63
Information and Technology,HOME OFFICE,20/09/2023,Other National IT Services,15443.79
Information and Technology,INNAXYS LTD,30/08/2023,Subscriptions,8488.35
Information and Technology,INNAXYS LTD,30/08/2023,Subscriptions,14147.25
Information and Technology,INSIGHT DIRECT (UK) LTD,19/07/2023,Software Licences,5347.52
Information and Technology,MOTOROLA SOLUTIONS UK LTD,23/08/2023,Radio / Airwave - Equipment,2746.50
Information and Technology,MOTOROLA SOLUTIONS UK LTD,23/08/2023,Radio / Airwave - Equipment,1300.00
Information and Technology,MOTOROLA SOLUTIONS UK LTD,23/08/2023,Radio / Airwave - Equipment,1300.00
Information and Technology,NDI TECHNOLOGY LTD,12/07/2023,Minor Systems,7305.56
Information and Technology,NOMINET UK,20/09/2023,Network Services,955.23
Information and Technology,PURE IP LTD,26/07/2023,Telephony,2622.76
Information and Technology,PURE IP LTD,30/08/2023,Telephony,2526.32
Information and Technology,PURE IP LTD,27/09/2023,Telephony,2448.64
Information and Technology,SAAB AB,14/07/2023,Software Licences,703259.81
Information and Technology,SAAB AB,15/09/2023,Infrastructure Maintenance,6291.66
Information and Technology,SONIC COMMUNICATIONS (INTERNATIONAL) LTD,19/07/2023,Radio / Airwave - Equipment,592.50
Information and Technology,SONIC COMMUNICATIONS (INTERNATIONAL) LTD,19/07/2023,Radio / Airwave - Equipment,905.00
Information and Technology,SPECIALIST COMPUTER CENTRES PLC,05/07/2023,Software Licences,10762.17
Information and Technology,SPECIALIST COMPUTER CENTRES PLC,19/07/2023,Hardware - purchase,520.11
Information and Technology,SPECIALIST COMPUTER CENTRES PLC,19/07/2023,Software Licences,3936.77
Information and Technology,SPECIALIST COMPUTER CENTRES PLC,19/07/2023,Hardware - purchase,1201.56
Information and Technology,SPECIALIST COMPUTER CENTRES PLC,26/07/2023,Infrastructure Maintenance,20145.09
Information and Technology,SPECIALIST COMPUTER CENTRES PLC,26/07/2023,Infrastructure Maintenance,6970.00
Information and Technology,SPECIALIST COMPUTER CENTRES PLC,26/07/2023,Other IT Costs,2130.00
Information and Technology,SPECIALIST COMPUTER CENTRES PLC,02/08/2023,Professional Fees,19200.00
Information and Technology,SPECIALIST COMPUTER CENTRES PLC,02/08/2023,Professional Fees,13800.03
Information and Technology,SPECIALIST COMPUTER CENTRES PLC,02/08/2023,Professional Fees,16799.99
Information and Technology,SPECIALIST COMPUTER CENTRES PLC,02/08/2023,Software - purchase,110348.95
Information and Technology,SPECIALIST COMPUTER CENTRES PLC,02/08/2023,Professional Fees,10500.00
Information and Technology,SPECIALIST COMPUTER CENTRES PLC,02/08/2023,Professional Fees,6000.00
Information and Technology,SPECIALIST COMPUTER CENTRES PLC,09/08/2023,Infrastructure Maintenance,2197.60
Information and Technology,SPECIALIST COMPUTER CENTRES PLC,09/08/2023,Telephony,13679.10
Information and Technology,SPECIALIST COMPUTER CENTRES PLC,09/08/2023,Professional Fees,14400.28
Information and Technology,SPECIALIST COMPUTER CENTRES PLC,30/08/2023,Other Network Costs,4192.74
Information and Technology,SPECIALIST COMPUTER CENTRES PLC,30/08/2023,Software Licences,19921.56
Information and Technology,SPECIALIST COMPUTER CENTRES PLC,30/08/2023,Network Services,216808.00
Information and Technology,SPECIALIST COMPUTER CENTRES PLC,06/09/2023,Minor Systems,18049.96
Information and Technology,SPECIALIST COMPUTER CENTRES PLC,06/09/2023,Minor Systems,712.37
Information and Technology,SPECIALIST COMPUTER CENTRES PLC,20/09/2023,Network Services,68179.50
Information and Technology,SPECIALIST COMPUTER CENTRES PLC,20/09/2023,Network Services,2448.53
Information and Technology,SPECIALIST COMPUTER CENTRES PLC,20/09/2023,Telephony,90920.71
Information and Technology,SPECIALIST COMPUTER CENTRES PLC,20/09/2023,Professional Fees,10200.00
Information and Technology,SPECIALIST COMPUTER CENTRES PLC,20/09/2023,Network Services,68170.50
Information and Technology,SPECIALIST COMPUTER CENTRES PLC,20/09/2023,Hardware - purchase,1535.25
Information and Technology,SPECIALIST COMPUTER CENTRES PLC,20/09/2023,Software Licences,18348.58
Information and Technology,SPECIALIST COMPUTER CENTRES PLC,20/09/2023,Network Services,216808.00
Information and Technology,SPECIALIST COMPUTER CENTRES PLC,27/09/2023,Minor Systems,712.37
Information and Technology,TALK TALK BUSINESS (077 00064840),26/07/2023,Fixed Telephone Call Charges & Line Rental,633.88
Information and Technology,TALK TALK BUSINESS (077 00064840),30/08/2023,Fixed Telephone Call Charges & Line Rental,1481.25
Information and Technology,TALK TALK BUSINESS (077 00064840),27/09/2023,Fixed Telephone Call Charges & Line Rental,1010.03
Information and Technology,UNIT4 BUSINESS SOFTWARE LTD,26/07/2023,Software Licences,4230.00
Information and Technology,WHITTAN INDUSTRIAL LTD,13/09/2023,Radio / Airwave - Equipment,3244.11
Information Management,CAPITA BUSINESS SERVICES LTD (TRAVEL),12/07/2023,Public Transport & Parking,250.00
Information Management,DEEPSTORE LTD,26/07/2023,Storage,8341.14
Information Management,DEEPSTORE LTD,26/07/2023,Storage,4734.11
Information Management,DEEPSTORE LTD,30/08/2023,Storage,4991.55
Information Management,DEEPSTORE LTD,27/09/2023,Storage,4145.49
Information Management,INFORMATION COMMISSIONERS OFFICE,30/08/2023,Other Fees,2900.00
Information Management,SPECIALIST COMPUTER CENTRES PLC,30/08/2023,Hardware - purchase,849.02
Inventory Stock Holding -,GL ACS TECHNOLOGY GROUP LTD,06/09/2023,Accruals - Stock,689.70
Inventory Stock Holding -,GL ALTBERG LTD,23/08/2023,Accruals - Stock,808.20
Inventory Stock Holding -,GL ALTBERG LTD,13/09/2023,Accruals - Stock,718.40
Inventory Stock Holding -,GL ANTALIS LTD,05/07/2023,Accruals - Stock,934.05
Inventory Stock Holding -,GL ANTALIS LTD,12/07/2023,Accruals - Stock,934.00
Inventory Stock Holding -,GL ANTALIS LTD,16/08/2023,Accruals - Stock,934.00
Inventory Stock Holding -,GL ANTALIS LTD,20/09/2023,Accruals - Stock,934.00
Inventory Stock Holding -,GL ASPEN INTERNATIONAL LTD,12/07/2023,Accruals - Stock,563.17
Inventory Stock Holding -,GL BENNETT SAFETYWEAR LTD,30/08/2023,Accruals - Stock,6828.10
Inventory Stock Holding -,GL BENNETT SAFETYWEAR LTD,20/09/2023,Accruals - Stock,4692.00
Inventory Stock Holding -,GL BLUEBELL TRADING UK LTD,12/07/2023,Accruals - Stock,1005.00
Inventory Stock Holding -,GL BLUEBELL TRADING UK LTD,19/07/2023,Accruals - Stock,603.00
Inventory Stock Holding -,GL BLUEBELL TRADING UK LTD,13/09/2023,Accruals - Stock,643.20
Inventory Stock Holding -,GL BUSINESS IMAGE LTD,23/08/2023,Accruals - Stock,1235.20
Inventory Stock Holding -,GL CHILTERN GLOBAL LTD,23/08/2023,Accruals - Stock,7499.25
Inventory Stock Holding -,GL CHILTERN GLOBAL LTD,23/08/2023,Accruals - Stock,9999.00
Inventory Stock Holding -,GL CHILTERN GLOBAL LTD,23/08/2023,Accruals - Stock,9999.00
Inventory Stock Holding -,GL COONEEN DEFENCE LTD,26/07/2023,Accruals - Stock,753.70
Inventory Stock Holding -,GL COONEEN DEFENCE LTD,30/08/2023,Accruals - Stock,824.80
Inventory Stock Holding -,GL COONEEN DEFENCE LTD,30/08/2023,Accruals - Stock,2968.30
Inventory Stock Holding -,GL COONEEN PROTECTION LTD,27/09/2023,Accruals - Stock,3814.79
Inventory Stock Holding -,GL COONEEN PROTECTION LTD,27/09/2023,Accruals - Stock,4783.78
Inventory Stock Holding -,GL COONEEN PROTECTION LTD,27/09/2023,Accruals - Stock,4334.00
