Authority,Paid date,Document number,Gross,VAT,Net,Supplier,Directorate,GL description
Salford City Council,25/01/2023,601481648,16439.50,0.00,16439.50,Kerem Schlome Independent Schools,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481518,3194.40,0.00,3194.40,Kiddiewinkles Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481649,3753.75,0.00,3753.75,Kiddiewinkles Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481520,1716.00,0.00,1716.00,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481521,4638.27,0.00,4638.27,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481523,5756.89,0.00,5756.89,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481522,8152.32,0.00,8152.32,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481654,16552.77,0.00,16552.77,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481652,18591.80,0.00,18591.80,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481655,19836.48,0.00,19836.48,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481653,23051.94,0.00,23051.94,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481657,3640.00,0.00,3640.00,Kidz Corner Childcare Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481525,5808.00,0.00,5808.00,Kidz Corner Childcare Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481529,2613.60,0.00,2613.60,Kidz R Us Nursery Ltd - Pendlebury,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481661,12100.55,0.00,12100.55,Kidz R Us Nursery Ltd - Pendlebury,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481530,2904.00,0.00,2904.00,Kidz R Us Nursery Ltd - Swinton,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481662,13302.60,0.00,13302.60,Kidz R Us Nursery Ltd - Swinton,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481526,3775.20,0.00,3775.20,Kidzrus  Nursery Ltd - Monton,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481658,6825.20,0.00,6825.20,Kidzrus  Nursery Ltd - Monton,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481527,2032.80,0.00,2032.80,Kidzrus Nursery Ltd - Irlam,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481659,3837.17,0.00,3837.17,Kidzrus Nursery Ltd - Irlam,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481528,4936.80,0.00,4936.80,Kidzrus Nursery Ltd-Langworth Rd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481660,12887.00,0.00,12887.00,Kidzrus Nursery Ltd-Langworth Rd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481483,871.20,0.00,871.20,Kinderland,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,1600703206,6452.42,1075.40,5377.02,L123 Ltd T/A Veriserv,Place Directorate,UV Programmed Repairs
Salford City Council,25/01/2023,601481533,7550.40,0.00,7550.40,Ladybird Private Day Nursery,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481665,15015.00,0.00,15015.00,Ladybird Private Day Nursery,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481612,1609.30,0.00,1609.30,Little Blessings Childcare Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481484,1742.40,0.00,1742.40,Little Blessings Childcare Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481537,2013.44,0.00,2013.44,Little Explorers,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481669,2300.50,0.00,2300.50,Little Explorers,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481536,4065.60,0.00,4065.60,Little Explorers Day Nursery,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481668,8987.00,0.00,8987.00,Little Explorers Day Nursery,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481535,3753.55,0.00,3753.55,Little Explorers Eccles,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481667,5152.00,0.00,5152.00,Little Explorers Eccles,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481538,1161.60,0.00,1161.60,Little Gems Private Day Nursery,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481670,5636.40,0.00,5636.40,Little Gems Private Day Nursery,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481671,709.50,0.00,709.50,Little Learners,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481539,2032.80,0.00,2032.80,Little Learners,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481540,2481.60,0.00,2481.60,Little People Day Nursery,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481672,3182.00,0.00,3182.00,Little People Day Nursery,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481541,3484.80,0.00,3484.80,Little Sprouts Day Nursery Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481673,5676.00,0.00,5676.00,Little Sprouts Day Nursery Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481544,580.80,0.00,580.80,Manchester Jnr Girls School,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481543,2323.20,0.00,2323.20,Manchester Jnr Girls School,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481676,19015.15,0.00,19015.15,Manchester Jnr Girls School,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481728,680.00,0.00,680.00,Mds Mini Buses (Manchester) Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,25/01/2023,601481546,1452.00,0.00,1452.00,Merlin Childcare,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481678,5676.00,0.00,5676.00,Mice To Meet You Playgroup Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481547,10090.08,0.00,10090.08,Mice To Meet You Playgroup Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,1600703183,97750.00,0.00,97750.00,Mind In Salford,People (Adults) - CHSC,Payments to Agencies Externally Funded
Salford City Council,25/01/2023,601481551,1452.00,0.00,1452.00,Mojo-Out Of School Club,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481681,1643.95,0.00,1643.95,Mojo-Out Of School Club,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481680,1655.50,0.00,1655.50,Mojo-Out Of School Club,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481550,3859.68,0.00,3859.68,Mojo-Out Of School Club,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481552,580.80,0.00,580.80,Monton Village School Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481682,18521.25,0.00,18521.25,Monton Village School Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481469,21207.74,3534.63,17673.11,Nhs Greater Manchester Icb,People (Childrens) Service Group,Payments to Health Authority
Salford City Council,25/01/2023,601481470,24844.94,4140.83,20704.11,Nhs Greater Manchester Icb,People (Childrens) Service Group,Payments to Health Authority
Salford City Council,25/01/2023,601481731,313793.68,0.00,313793.68,Nhs Greater Manchester Icb,People (Childrens) Service Group,Payments to Health Authority
Salford City Council,25/01/2023,601481471,340525.00,0.00,340525.00,Nhs Greater Manchester Icb,People (Childrens) Service Group,Payments to Health Authority
Salford City Council,25/01/2023,601481729,545.29,90.88,454.41,Nudge Education,People (Childrens) Service Group,Classroom Supplies Capitation
Salford City Council,25/01/2023,601481524,2032.80,0.00,2032.80,Nutkins Nursery Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481656,14916.00,0.00,14916.00,Nutkins Nursery Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481687,693.00,0.00,693.00,Our Precious Tots Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481557,871.20,0.00,871.20,Our Precious Tots Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481564,1452.00,0.00,1452.00,Our Precious Tots Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481688,5237.60,0.00,5237.60,Oyy Lubavitch Girls School,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481692,2716.45,0.00,2716.45,Pomegranate Nursery Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481562,4936.80,0.00,4936.80,Pomegranate Nursery Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481592,6256.25,0.00,6256.25,Prestolee Multi Academy Trust,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481563,580.80,0.00,580.80,Rachael Bernadette Russell T/A Kidz,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481565,4065.60,0.00,4065.60,Rainbows Nursery,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481695,5203.00,0.00,5203.00,Rainbows Nursery,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481632,699.60,0.00,699.60,Redacted Data,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481506,871.20,0.00,871.20,Redacted Data,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481554,580.80,0.00,580.80,Redacted Data,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481693,1182.50,0.00,1182.50,Redacted Data,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481531,580.80,0.00,580.80,Redacted Data,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481723,669.35,0.00,669.35,Redacted Data,Place Directorate,Tenants Rental
Salford City Council,25/01/2023,601481599,704.55,0.00,704.55,Redacted Data,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481686,709.50,0.00,709.50,Redacted Data,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481570,844.80,0.00,844.80,Redacted Data,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481496,871.20,0.00,871.20,Redacted Data,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481534,871.20,0.00,871.20,Redacted Data,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481699,924.00,0.00,924.00,Redacted Data,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481639,939.40,0.00,939.40,Redacted Data,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481691,946.00,0.00,946.00,Redacted Data,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481696,946.00,0.00,946.00,Redacted Data,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481640,1399.20,0.00,1399.20,Redacted Data,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481623,1409.10,0.00,1409.10,Redacted Data,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481549,1452.00,0.00,1452.00,Redacted Data,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481454,551.99,92.00,459.99,Rm Education Plc,People (Childrens) Service Group,Computer Software (no annual fee)
Salford City Council,25/01/2023,601481568,3775.20,0.00,3775.20,Roobyloos Nursery Worsley Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481697,7095.00,0.00,7095.00,Roobyloos Nursery Worsley Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,1600703188,675.64,112.61,563.03,S & W Tlp (Project Co Two) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,25/01/2023,1600703189,1242.50,207.08,1035.42,S & W Tlp (Project Co Two) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,25/01/2023,1600702601,2304.00,384.00,1920.00,Salford Community Leisure Ltd,Place Directorate,non -UV Building Repairs & Maintenance
Salford City Council,25/01/2023,1600699137,95642.87,14107.85,81535.02,Salford Royal Nhs Foundation Trust,Capital Expenditure,Miscellaneous Expenses
Salford City Council,25/01/2023,1600701106,97758.45,15949.65,81808.80,Salford Royal Nhs Foundation Trust,Capital Expenditure,Miscellaneous Expenses
Salford City Council,25/01/2023,1600703222,4436.95,739.49,3697.46,Schofield & Sons Ltd,Capital Expenditure,Works & Building
Salford City Council,25/01/2023,1600703230,5225.80,870.97,4354.83,Schofield & Sons Ltd,Capital Expenditure,Works & Building
Salford City Council,25/01/2023,1600703231,5426.51,904.42,4522.09,Schofield & Sons Ltd,Capital Expenditure,Works & Building
Salford City Council,25/01/2023,1600703229,9525.06,1587.51,7937.55,Schofield & Sons Ltd,Capital Expenditure,Works & Building
Salford City Council,25/01/2023,601481700,946.00,0.00,946.00,Schools Out North West Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481571,2032.80,0.00,2032.80,Schools Out North West Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481555,1452.00,0.00,1452.00,Shelleys Shortie'S,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481684,3003.00,0.00,3003.00,Shelleys Shortie'S,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481516,1452.00,0.00,1452.00,Smiles Daycare Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481519,1399.20,0.00,1399.20,Social Adventures - Kids Adventures,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481650,4504.50,0.00,4504.50,Social Adventures - Kids Adventures,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481651,9676.33,0.00,9676.33,Social Adventures - Kids Adventures,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,1600703202,8748.00,1458.00,7290.00,Ssi Schaefer Limited,Place Directorate,Equipment Purchase
Salford City Council,25/01/2023,1600703201,9938.40,1656.40,8282.00,Ssi Schaefer Limited,Place Directorate,Equipment Purchase
Salford City Council,25/01/2023,601481597,7007.00,0.00,7007.00,St Augustine's C Of E Primary School,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481572,2016.96,0.00,2016.96,St Lukes Pre-School Playgroup,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481701,3373.30,0.00,3373.30,St Lukes Pre-School Playgroup,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481573,1452.00,0.00,1452.00,St Marys Treehouse Pre-School,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481702,2601.50,0.00,2601.50,St Marys Treehouse Pre-School,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481703,1277.10,0.00,1277.10,St Pauls Peel Playgroup Fund,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,1600703226,6415.20,1069.20,5346.00,Stannah Stairlifts Ltd,Capital Expenditure,Miscellaneous Grants
Salford City Council,25/01/2023,1600703223,8611.20,1435.20,7176.00,Stannah Stairlifts Ltd,Capital Expenditure,Miscellaneous Grants
Salford City Council,25/01/2023,601481704,5885.44,0.00,5885.44,Stepping Stones Day Nurseries Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481705,8508.40,0.00,8508.40,Sylvan House Day Nursery Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481507,2814.24,0.00,2814.24,T/A Holly House Day Nursery,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481633,13067.60,0.00,13067.60,T/A Holly House Day Nursery,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481508,2226.40,0.00,2226.40,T/A Holyrood Day Nursery - Media Ci,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481634,11663.75,0.00,11663.75,T/A Holyrood Day Nursery - Media Ci,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481509,580.80,0.00,580.80,T/A Holyrood Day Nursery - Salford,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481510,2613.60,0.00,2613.60,T/A Holyrood Day Nursery - Salford,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481635,7429.80,0.00,7429.80,T/A Holyrood Day Nursery - Salford,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481636,10593.92,0.00,10593.92,T/A Holyrood Day Nursery - Salford,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481511,5227.20,0.00,5227.20,T/A Holyrood Day Nursery (Swinton),People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481637,11825.00,0.00,11825.00,T/A Holyrood Day Nursery (Swinton),People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481567,1742.40,0.00,1742.40,T/A Lollytots Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481596,9009.00,0.00,9009.00,T/A Marlborough Road Academy,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481720,1386.00,0.00,1386.00,T/A Paddington Bear Childcare,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481590,2323.20,0.00,2323.20,T/A Paddington Bear Childcare,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481706,13151.60,0.00,13151.60,Talmud Torah Chinuch N'Orim School,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481577,580.80,0.00,580.80,Talmud Torah Yetev Lev,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481467,53545.80,0.00,53545.80,Talmud Torah Yetev Lev,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481579,2323.20,0.00,2323.20,Tashbar Academy Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481468,34188.00,0.00,34188.00,Tashbar Academy Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481710,16170.00,0.00,16170.00,The New Girls School,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481582,2534.40,0.00,2534.40,The Stables Day Nursery Limited,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481708,8701.00,0.00,8701.00,The Stables Day Nursery Limited,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481709,5956.65,0.00,5956.65,The Stables Day Nursery Monton,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481711,7130.25,0.00,7130.25,Tinytots Vision Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481584,8553.60,0.00,8553.60,Tinytots Vision Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481583,5227.20,0.00,5227.20,Tinytots Vision Nursery Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481712,5581.40,0.00,5581.40,Tinytots Vision Nursery Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481713,22966.35,0.00,22966.35,Toras Emes Primary School,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481714,3977.60,0.00,3977.60,Toras Moshe Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481489,2323.20,0.00,2323.20,Treasures Child Care Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481683,939.40,0.00,939.40,Tulip Day Care Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481485,2613.60,0.00,2613.60,University Of Salford Busy Bees,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481613,6070.17,0.00,6070.17,University Of Salford Busy Bees,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481586,2032.80,0.00,2032.80,Wasp Pre-School,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481715,3053.05,0.00,3053.05,Wasp Pre-School,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481716,4789.40,0.00,4789.40,Wasp Pre-School,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481717,2901.07,0.00,2901.07,Westwood Smarties Pre-School Nurser,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481587,3854.40,0.00,3854.40,Westwood Smarties Pre-School Nurser,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481588,2032.80,0.00,2032.80,Woodlands Day Nursery & Preschool,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481718,7007.00,0.00,7007.00,Woodlands Day Nursery & Preschool,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481719,1655.50,0.00,1655.50,Wow Kids Ltd T/A Bright Futures,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,601481589,4065.60,0.00,4065.60,Wow Kids Ltd T/A Bright Futures,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,25/01/2023,6003642287,1141.06,190.18,950.88,Www.Paper.Co.Uk,Service Reform (Corp Bus & Transform),Stationery
Salford City Council,25/01/2023,601481585,2032.80,0.00,2032.80,Zisse Kinder Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,26/01/2023,1600703248,1704.00,284.00,1420.00,Arboricultural Services Treework Lt,Place Directorate,Contractors
Salford City Council,26/01/2023,1600703238,673.20,112.20,561.00,Ashbrook (Warrington) Ltd,Place Directorate,Vehicle annual contract Hire (vms)
Salford City Council,26/01/2023,1600703261,1022.34,170.39,851.95,Barclay & Mathieson Ltd,Capital Expenditure,Payments to Contractors - Improvements
Salford City Council,26/01/2023,6003643169,589.39,3.14,586.25,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,26/01/2023,6003643213,1303.25,65.02,1238.23,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,26/01/2023,1600703267,756.00,126.00,630.00,Calibration And Repair Services Ltd,Place Directorate,Equipment Repair
Salford City Council,26/01/2023,1600703277,620.00,0.00,620.00,Care Solutions Recruitment Agency,People (Childrens) Service Group,Payments to Agencies
Salford City Council,26/01/2023,1600703282,620.00,0.00,620.00,Care Solutions Recruitment Agency,People (Childrens) Service Group,Payments to Agencies
Salford City Council,26/01/2023,1600703291,8054.68,1342.45,6712.23,Certas Energy Uk Ltd / Emo Oil Ltd,Place Directorate,Building Security Equipment
Salford City Council,26/01/2023,601481834,3897.00,649.50,3247.50,Chroma Consulting Uk Limited,Place Directorate,Other Professional Fees
Salford City Council,26/01/2023,1600703264,594.55,99.09,495.46,Click Fire & Security Ltd - 24 Acco,People (Childrens) Service Group,Works & Building
Salford City Council,26/01/2023,601481864,725.00,0.00,725.00,Department For Work & Pensions,Service Reform (Corp Bus & Transform),Provision for Liability Insurance
Salford City Council,26/01/2023,601481854,1794.00,299.00,1495.00,G & A Taylor Hotels Ltd,People (Adults) - CHSC,Rents
Salford City Council,26/01/2023,601481855,2142.00,357.00,1785.00,G & A Taylor Hotels Ltd,People (Adults) - CHSC,Rents
Salford City Council,26/01/2023,1600703296,1068.00,178.00,890.00,J Fletcher Engineers Ltd,Place Directorate,UV Air conditioning and handling
Salford City Council,26/01/2023,601481542,1742.40,0.00,1742.40,Magical Moments Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,26/01/2023,601481675,5401.55,0.00,5401.55,Magical Moments Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,26/01/2023,6003643290,523.00,0.00,523.00,Milton Manchester Hotel,People (Adults) - CHSC,Rents
Salford City Council,26/01/2023,6003643269,1522.06,0.00,1522.06,Quayside Bakery,Place Directorate,Food and refreshments
Salford City Council,26/01/2023,601481841,1500.00,0.00,1500.00,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,26/01/2023,1600703290,1750.00,0.00,1750.00,Redacted Data,People (Adults) - CHSC,Training expenses
Salford City Council,26/01/2023,1600703318,3007.28,501.21,2506.07,Schofield & Sons Ltd,Capital Expenditure,Works & Building
Salford City Council,26/01/2023,1600703319,3758.28,626.38,3131.90,Schofield & Sons Ltd,Capital Expenditure,Works & Building
Salford City Council,26/01/2023,1600703292,12091.28,2015.21,10076.07,Schofield & Sons Ltd,Capital Expenditure,Works & Building
Salford City Council,26/01/2023,1600703315,23878.99,3979.83,19899.16,Schofield & Sons Ltd,Capital Expenditure,Works & Building
Salford City Council,26/01/2023,1600703272,35994.00,5999.00,29995.00,Schofield & Sons Ltd,Capital Expenditure,Works & Building
Salford City Council,26/01/2023,1600703317,66845.02,0.00,66845.02,Seddon Construction Ltd,Capital Expenditure,Other Works
Salford City Council,26/01/2023,1600703316,70470.74,0.00,70470.74,Seddon Construction Ltd,Capital Expenditure,Other Works
Salford City Council,26/01/2023,601481869,558.86,93.14,465.72,Southern Electric,People (Childrens) Service Group,Electricity
Salford City Council,26/01/2023,1600703265,4692.96,782.16,3910.80,Standard Fuel Oils Ltd,Place Directorate,Vehicle Ancillary Costs
Salford City Council,26/01/2023,1600702920,1620.00,0.00,1620.00,Stearn Electric Co Ltd,People (Adults) - CHSC,Equipment Purchase
Salford City Council,26/01/2023,6003643309,520.00,0.00,520.00,Sure Storage Irlam,People (Adults) - CHSC,General Repairs
Salford City Council,26/01/2023,6003643320,600.00,0.00,600.00,Surewaste,People (Adults) - CHSC,Client Travel Expenses
Salford City Council,26/01/2023,601481835,746.62,0.00,746.62,T/A Pitney Bowes Purchase Power,Service Reform (Corp Bus & Transform),Postage
Salford City Council,26/01/2023,601481865,728.00,0.00,728.00,The Citywall Project Community Inte,People (Childrens) Service Group,Classroom Supplies Capitation
Salford City Council,26/01/2023,601481866,780.00,0.00,780.00,The Citywall Project Community Inte,People (Childrens) Service Group,Classroom Supplies Capitation
Salford City Council,26/01/2023,601481858,1404.00,0.00,1404.00,The Citywall Project Community Inte,People (Childrens) Service Group,Classroom Supplies Capitation
Salford City Council,26/01/2023,1600703246,6448.00,0.00,6448.00,The Citywall Project Community Inte,People (Childrens) Service Group,Pupil Assistance
Salford City Council,26/01/2023,1600703313,1373.52,228.92,1144.60,Whistl Uk Ltd,Service Reform (Corp Bus & Transform),Postage
Salford City Council,26/01/2023,1600703312,9906.84,1651.14,8255.70,Whistl Uk Ltd,Service Reform (Corp Bus & Transform),Postage
