Authority,Paid date,Document number,Gross,VAT,Net,Supplier,Directorate,GL description
Salford City Council,09/02/2023,601483138,4554.00,0.00,4554.00,The Court Service,Place Directorate,Debt Collection Agents
Salford City Council,09/02/2023,601483139,5652.00,0.00,5652.00,The Court Service,Place Directorate,Debt Collection Agents
Salford City Council,09/02/2023,1600704355,18780.50,0.00,18780.50,The Riverside Group,People (Adults) - CHSC,Payments to Agencies
Salford City Council,09/02/2023,601483159,1056.00,176.00,880.00,Time Recruitment Solutions Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,09/02/2023,1600704417,3533.33,0.00,3533.33,Urmston Grammar School,People (Childrens) Service Group,Payments to Other Local Authorities
Salford City Council,09/02/2023,1600704351,4950.00,825.00,4125.00,Viatec (Uk) Ltd,Place Directorate,Materials
Salford City Council,09/02/2023,1600704528,2070.00,345.00,1725.00,Vivid Resourcing,Place Directorate,Agency Fees
Salford City Council,09/02/2023,1600704382,3240.00,540.00,2700.00,Vivid Resourcing,Place Directorate,Agency Fees
Salford City Council,09/02/2023,6003650391,604.80,0.00,604.80,Westminster Insight,People (Childrens) Service Group,Books & Periodicals
Salford City Council,09/02/2023,1600704408,1194.79,199.13,995.66,Whistl Uk Ltd,Service Reform (Corp Bus & Transform),Postage
Salford City Council,09/02/2023,1600704335,3054.61,509.10,2545.51,Whistl Uk Ltd,Service Reform (Corp Bus & Transform),Postage
Salford City Council,09/02/2023,1600704334,6828.00,1138.00,5690.00,Whistl Uk Ltd,Service Reform (Corp Bus & Transform),Postage
Salford City Council,09/02/2023,1600704409,7020.70,1170.12,5850.58,Whistl Uk Ltd,Service Reform (Corp Bus & Transform),Postage
Salford City Council,09/02/2023,1600704362,8373.29,1395.55,6977.74,Xma Ltd,Capital Expenditure,Purchase of Computer Equipment
Salford City Council,10/02/2023,601483258,1224.00,204.00,1020.00,0161 Project Ltd,People (Childrens) Service Group,Classroom Supplies Capitation
Salford City Council,10/02/2023,1600704670,4674.59,148.55,4526.04,1010 Taxis,People (Childrens) Service Group,Client Travel Expenses
Salford City Council,10/02/2023,1600704665,6239.70,199.78,6039.92,1010 Taxis,People (Childrens) Service Group,Payments to Agencies
Salford City Council,10/02/2023,601483222,2835.00,0.00,2835.00,Alexander Housing Ltd,People (Adults) - CHSC,Rents
Salford City Council,10/02/2023,601483223,2835.00,0.00,2835.00,Alexander Housing Ltd,People (Adults) - CHSC,Rents
Salford City Council,10/02/2023,601483212,2961.00,126.00,2835.00,Alexander Housing Ltd,People (Adults) - CHSC,Rents
Salford City Council,10/02/2023,601483288,3969.00,504.00,3465.00,Alexander Housing Ltd,People (Adults) - CHSC,Rents
Salford City Council,10/02/2023,1600704662,8891.58,1481.93,7409.65,Alliance Disposables Ltd,Place Directorate,Equipment Purchase
Salford City Council,10/02/2023,1600704591,4120.90,686.82,3434.08,Allpay Ltd,Service Reform (Corp Bus & Transform),Bank Commission
Salford City Council,10/02/2023,1600704704,673.20,112.20,561.00,Ashbrook (Warrington) Ltd,Place Directorate,Vehicle annual contract Hire (vms)
Salford City Council,10/02/2023,601483236,1645880.80,79282.30,1566598.50,Aspire Intelligent Care & Support,People (Adults) - CHSC,Aspire management fee
Salford City Council,10/02/2023,1600704688,594.18,99.03,495.15,Barclay & Mathieson Ltd,Place Directorate,Equipment Purchase
Salford City Council,10/02/2023,6003650886,536.19,0.00,536.19,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,10/02/2023,6003650874,560.87,6.68,554.19,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,10/02/2023,6003650836,567.89,0.00,567.89,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,10/02/2023,6003650840,1110.23,59.28,1050.95,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,10/02/2023,6003650822,650.65,5.85,644.80,Brakes (Stored Cards),Service Reform (Corp Bus & Transform),Purchase Card Error Account
Salford City Council,10/02/2023,1600704559,672.60,112.10,560.50,Brenmo Plants,Place Directorate,Materials
Salford City Council,10/02/2023,1600704561,672.60,112.10,560.50,Brenmo Plants,Place Directorate,Materials
Salford City Council,10/02/2023,1600704562,672.60,112.10,560.50,Brenmo Plants,Place Directorate,Materials
Salford City Council,10/02/2023,6003651028,10518.71,0.00,10518.71,Care Direct Salford Ltd,People (Adults) - CHSC,Day Care
Salford City Council,10/02/2023,1600704673,930.00,0.00,930.00,Care Solutions Recruitment Agency,People (Childrens) Service Group,Payments to Agencies
Salford City Council,10/02/2023,601483234,1260.00,210.00,1050.00,Carrington Riding Centre,People (Childrens) Service Group,Payments to Agencies
Salford City Council,10/02/2023,601483233,1851.36,308.56,1542.80,Carrington Riding Centre,People (Childrens) Service Group,Payments to Agencies
Salford City Council,10/02/2023,601483232,3600.00,600.00,3000.00,Carrington Riding Centre,People (Childrens) Service Group,Payments to Agencies
Salford City Council,10/02/2023,1600704652,13840.00,0.00,13840.00,Centre For Specialist Eductional,People (Childrens) Service Group,Payments to Agencies
Salford City Council,10/02/2023,601483292,991.83,0.00,991.83,Chelsea & Westminster Hospital Nhs,Public Health,Payments to Agencies
Salford City Council,10/02/2023,1600704550,5639.97,0.00,5639.97,Choices Home For Children Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,10/02/2023,1600704597,588.00,98.00,490.00,Colin Masters Decorators Ltd,Place Directorate,UV Day to Day Repairs
Salford City Council,10/02/2023,1600704596,1860.00,310.00,1550.00,Colin Masters Decorators Ltd,Capital Expenditure,Works & Building
Salford City Council,10/02/2023,1600704606,810.00,135.00,675.00,Concerto Support Services Ltd,Capital Expenditure,Purchase of Furniture & Equipment
Salford City Council,10/02/2023,601483291,1953.00,0.00,1953.00,Cromwood Housing Ltd,People (Adults) - CHSC,Rents
Salford City Council,10/02/2023,601483321,7471.00,0.00,7471.00,Cromwood Housing Ltd,People (Adults) - CHSC,Rents
Salford City Council,10/02/2023,601483315,15306.00,0.00,15306.00,Cromwood Housing Ltd,People (Adults) - CHSC,Rents
Salford City Council,10/02/2023,601483293,44252.00,0.00,44252.00,Cromwood Housing Ltd,People (Adults) - CHSC,Rents
Salford City Council,10/02/2023,1600704653,4257.60,709.60,3548.00,David Mills T/A Dkaf,Service Reform (Corp Bus & Transform),Equipment Maintenance
Salford City Council,10/02/2023,601483295,608.32,101.39,506.93,Deepstore Ltd,Place Directorate,Hire of Facilities
Salford City Council,10/02/2023,601483298,787.32,131.22,656.10,Deepstore Ltd,Place Directorate,Hire of Facilities
Salford City Council,10/02/2023,1600704633,800.00,0.00,800.00,Djg Consultancy & Training,People (Childrens) Service Group,Consultants
Salford City Council,10/02/2023,1600704637,800.00,0.00,800.00,Djg Consultancy & Training,People (Childrens) Service Group,Consultants
Salford City Council,10/02/2023,1600704640,800.00,0.00,800.00,Djg Consultancy & Training,People (Childrens) Service Group,Consultants
Salford City Council,10/02/2023,1600704642,800.00,0.00,800.00,Djg Consultancy & Training,People (Childrens) Service Group,Consultants
Salford City Council,10/02/2023,601483285,6791.78,0.00,6791.78,Dlp Services Northern Ltd,Capital Expenditure,Improvement Grants
Salford City Council,10/02/2023,601483283,7195.14,0.00,7195.14,Dlp Services Northern Ltd,Capital Expenditure,Improvement Grants
Salford City Council,10/02/2023,601483281,8892.18,0.00,8892.18,Dlp Services Northern Ltd,Capital Expenditure,Improvement Grants
Salford City Council,10/02/2023,1600704657,6840.00,1140.00,5700.00,Dolphin Mobility Ltd,Capital Expenditure,Miscellaneous Grants
Salford City Council,10/02/2023,1600704645,1113.54,185.59,927.95,Ecg Facilities Services Ltd,Place Directorate,UV Air conditioning and handling
Salford City Council,10/02/2023,601483228,715.00,0.00,715.00,Edintervention Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,10/02/2023,601483229,825.00,0.00,825.00,Edintervention Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,10/02/2023,601483230,4180.00,0.00,4180.00,Edintervention Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,10/02/2023,601483231,4180.00,0.00,4180.00,Edintervention Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,10/02/2023,601483254,556.72,0.00,556.72,Enterprise Rent-A-Car Uk Ltd,Service Reform (Corp Bus & Transform),Provision for Liability Insurance
Salford City Council,10/02/2023,1600704702,103984.80,17330.80,86654.00,Estar Truck & Van Ltd,Capital Expenditure,Purchase of Vehicles & Plant
Salford City Council,10/02/2023,1600703557,11199.83,1866.64,9333.19,Exclusec Group Ltd,Place Directorate,Contractors
Salford City Council,10/02/2023,1600703555,29108.04,4851.34,24256.70,Exclusec Group Ltd,Place Directorate,Contractors
Salford City Council,10/02/2023,1600704701,9561.60,1593.60,7968.00,Exclusec Group Ltd,Capital Expenditure,External Fees - Other
Salford City Council,10/02/2023,1600704683,4874.74,812.46,4062.28,Exclusec Group Ltd,Service Reform (Corp Bus & Transform),Security Services
Salford City Council,10/02/2023,1600704677,5137.44,856.24,4281.20,Exclusec Group Ltd,Service Reform (Corp Bus & Transform),Security Services
Salford City Council,10/02/2023,1600704681,5595.84,932.64,4663.20,Exclusec Group Ltd,Service Reform (Corp Bus & Transform),Security Services
Salford City Council,10/02/2023,1600704672,8024.64,1337.44,6687.20,Exclusec Group Ltd,Service Reform (Corp Bus & Transform),Security Services
Salford City Council,10/02/2023,1600704685,8357.58,1392.93,6964.65,Exclusec Group Ltd,Service Reform (Corp Bus & Transform),Security Services
Salford City Council,10/02/2023,601483314,563.41,93.90,469.51,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,10/02/2023,601483300,580.60,96.76,483.84,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,10/02/2023,601483244,588.76,98.12,490.64,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,10/02/2023,601483305,642.66,107.11,535.55,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,10/02/2023,601483301,720.54,120.09,600.45,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,10/02/2023,601483304,735.23,122.54,612.69,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,10/02/2023,601483205,772.14,122.86,649.28,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,10/02/2023,601483247,863.42,143.90,719.52,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,10/02/2023,601483199,1018.99,169.83,849.16,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,10/02/2023,601483250,1170.70,195.12,975.58,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,10/02/2023,601483200,1481.51,246.91,1234.60,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,10/02/2023,601483311,1962.00,327.00,1635.00,G & A Taylor Hotels Ltd,People (Adults) - CHSC,Rents
Salford City Council,10/02/2023,601483312,2070.00,345.00,1725.00,G & A Taylor Hotels Ltd,People (Adults) - CHSC,Rents
Salford City Council,10/02/2023,1600704555,9000.00,1500.00,7500.00,Ing Media Ltd,Service Reform (Corp Bus & Transform),Marketing & Publicity
Salford City Council,10/02/2023,1600704660,2496.00,416.00,2080.00,Integrated Digital Cctv Systems Ltd,Place Directorate,Building Security Equipment
Salford City Council,10/02/2023,1600704605,897.02,149.50,747.52,J Fletcher Engineers Ltd,Place Directorate,UV Day to Day Repairs
Salford City Council,10/02/2023,601483277,8269.53,0.00,8269.53,Kdb Services Ltd,Capital Expenditure,Improvement Grants
Salford City Council,10/02/2023,601483273,8776.59,0.00,8776.59,Kdb Services Ltd,Capital Expenditure,Improvement Grants
Salford City Council,10/02/2023,601483279,8989.41,0.00,8989.41,Kdb Services Ltd,Capital Expenditure,Improvement Grants
Salford City Council,10/02/2023,601483272,10000.00,0.00,10000.00,Kdb Services Ltd,Capital Expenditure,Improvement Grants
Salford City Council,10/02/2023,601483275,10156.36,0.00,10156.36,Kdb Services Ltd,Capital Expenditure,Improvement Grants
Salford City Council,10/02/2023,1600704557,9186.97,1531.16,7655.81,Kdb Services Ltd,Capital Expenditure,Payments to Contractors - Improvements
Salford City Council,10/02/2023,6003651026,16347.38,0.00,16347.38,M & N Bland,People (Adults) - CHSC,Day Care
Salford City Council,10/02/2023,601483316,3813.90,0.00,3813.90,Marston Group Ltd,Service Reform (Corp Bus & Transform),VAT Adjustment
Salford City Council,10/02/2023,6003650733,513.00,0.00,513.00,Premier Inn,People (Childrens) Service Group,Staff Travel
Salford City Council,10/02/2023,601483213,780.00,130.00,650.00,Prospero Group Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,10/02/2023,6003650727,1689.49,0.00,1689.49,Quayside Bakery,Place Directorate,Food and refreshments
Salford City Council,10/02/2023,6003651025,11776.56,0.00,11776.56,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,10/02/2023,6003650574,14311.82,0.00,14311.82,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,10/02/2023,6003651029,27898.69,0.00,27898.69,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,10/02/2023,6003651027,42904.72,0.00,42904.72,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,10/02/2023,601483271,1200.00,0.00,1200.00,Redacted Data,Capital Expenditure,Payments to Contractors - Improvements
Salford City Council,10/02/2023,601483259,2400.00,0.00,2400.00,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,10/02/2023,601483208,612.00,102.00,510.00,Rtriibe,People (Childrens) Service Group,Agency Fees
Salford City Council,10/02/2023,1600704570,2309.12,384.85,1924.27,S & W Tlp (Project Co One) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,10/02/2023,1600704571,4932.28,822.05,4110.23,S & W Tlp (Project Co One) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,10/02/2023,1600704568,6555.53,0.00,6555.53,S & W Tlp (Project Co One) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,10/02/2023,1600704669,675060.17,112510.03,562550.14,Salford Schools Solutions Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,10/02/2023,601483317,8659.70,0.00,8659.70,Salford Womens Aid,Service Reform (Corp Bus & Transform),Contingency
Salford City Council,10/02/2023,1600703701,29222.76,4870.46,24352.30,Sap (Uk) Limited,Service Reform (Corp Bus & Transform),Computer Maintenance
Salford City Council,10/02/2023,1600703706,71940.71,11990.12,59950.59,Sap (Uk) Limited,Service Reform (Corp Bus & Transform),Computer Maintenance
Salford City Council,10/02/2023,1600704593,6525.60,1087.60,5438.00,Schofield & Sons Ltd,Capital Expenditure,Works & Building
Salford City Council,10/02/2023,1600703533,13259.54,2209.92,11049.62,Schofield & Sons Ltd,Capital Expenditure,Works & Building
Salford City Council,10/02/2023,1600703536,35866.80,5977.80,29889.00,Schofield & Sons Ltd,Capital Expenditure,Works & Building
Salford City Council,10/02/2023,601483192,93220.00,0.00,93220.00,Seashell Trust,People (Childrens) Service Group,Payments to Agencies
Salford City Council,10/02/2023,1600704586,4066.36,0.00,4066.36,Sh:24 Holdings Ltd,Public Health,Payments to Agencies
Salford City Council,10/02/2023,1600704554,4202.40,700.40,3502.00,Stannah Stairlifts Ltd,Capital Expenditure,Miscellaneous Grants
Salford City Council,10/02/2023,6003650771,1400.00,0.00,1400.00,Sumup *Lmac Roofing Ltd,People (Adults) - CHSC,Subscriptions
Salford City Council,10/02/2023,6003650777,650.00,0.00,650.00,Suresolutionsgroupltd,People (Adults) - CHSC,General Repairs
Salford City Council,10/02/2023,601483255,1435.01,239.17,1195.84,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
