Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description
MoJ,MoJ HQ,15/01/24,EXP - PURCHASE OF GOODS/SERVICES - NETWORKING - Networks VVI,Infrastructure Services - Voice & Video,VODAFONE LIMITED,4039242,"£25,770.49",Information technology related costs
MoJ,MoJ HQ,16/01/24,EXP - PURCHASE OF GOODS/SERVICES - NETWORKING - Networks VVI,Infrastructure Services - Voice & Video,VODAFONE LIMITED,4039198,"£31,766.77",Information technology related costs
MoJ,MoJ HQ,05/01/24,EXP - PURCHASE OF GOODS/SERVICES - NETWORKING - Networks WAN/LAN,Infrasturcture Services - Networks,VODAFONE LIMITED,393077,"£845,804.76",Information technology related costs
MoJ,MoJ HQ,15/01/24,EXP - PURCHASE OF GOODS/SERVICES - NETWORKING - Networks VVI,Infrastructure Services - Voice & Video,VODAFONE LIMITED,4038927,"£82,911.60",Information technology related costs
MoJ,MoJ HQ,15/01/24,EXP - PURCHASE OF GOODS/SERVICES - NETWORKING - Networks VVI,Infrastructure Services - Voice & Video,VODAFONE LIMITED,393081,"£304,451.18",Information technology related costs
MoJ,MoJ HQ,15/01/24,EXP - PURCHASE OF GOODS/SERVICES - NETWORKING - Networks VVI,Infrastructure Services - Voice & Video,VODAFONE LIMITED,393082,"£382,296.44",Information technology related costs
MoJ,MoJ HQ,15/01/24,EXP - PURCHASE OF GOODS/SERVICES - NETWORKING - Networks VVI,Infrastructure Services - Voice & Video,VODAFONE LIMITED,4038933,"£39,907.44",Information technology related costs
MoJ,MoJ HQ,15/01/24,EXP - PURCHASE OF GOODS/SERVICES - NETWORKING - Networks VVI,Infrastructure Services - Voice & Video,VODAFONE LIMITED,393083,"£67,999.13",Information technology related costs
MoJ,MoJ HQ,15/01/24,EXP - PURCHASE OF GOODS/SERVICES - NETWORKING - Networks VVI,Infrastructure Services - Voice & Video,VODAFONE LIMITED,4038932,"£75,061.09",Information technology related costs
MoJ,MoJ HQ,15/01/24,EXP - PURCHASE OF GOODS/SERVICES - NETWORKING - Networks VVI,Infrastructure Services - Voice & Video,VODAFONE LIMITED,4038930,"£616,345.20",Information technology related costs
MoJ,MoJ HQ,15/01/24,EXP - PURCHASE OF GOODS/SERVICES - NETWORKING - Networks VVI,Infrastructure Services - Voice & Video,VODAFONE LIMITED,4038942,"£26,724.00",Information technology related costs
MoJ,MoJ HQ,15/01/24,EXP - PURCHASE OF GOODS/SERVICES - NETWORKING - Networks VVI,Infrastructure Services - Voice & Video,VODAFONE LIMITED,4038937,"£28,508.75",Information technology related costs
MoJ,MoJ HQ,15/01/24,EXP - PURCHASE OF GOODS/SERVICES - NETWORKING - Networks VVI,Infrastructure Services - Voice & Video,VODAFONE LIMITED,4038941,"£227,530.14",Information technology related costs
MoJ,MoJ HQ,19/01/24,EXP - PURCHASE OF GOODS/SERVICES - NETWORKING - Networks WAN/LAN,Infrasturcture Services - Networks,VODAFONE LIMITED,4038972,"£81,158.45",Information technology related costs
MoJ,MoJ HQ,19/01/24,EXP - PURCHASE OF GOODS/SERVICES - NETWORKING - Networks WAN/LAN,Infrasturcture Services - Networks,VODAFONE LIMITED,4037798,"£279,540.72",Information technology related costs
MoJ,MoJ HQ,22/01/24,EXP - PURCHASE OF GOODS/SERVICES - NETWORKING - Networks WAN/LAN,Infrasturcture Services - Networks,VODAFONE LIMITED,4038921,"£58,475.04",Information technology related costs
MoJ,MoJ HQ,22/01/24,EXP - PURCHASE OF GOODS/SERVICES - NETWORKING - Networks WAN/LAN,Infrasturcture Services - Networks,VODAFONE LIMITED,393079,"£508,601.10",Information technology related costs
MoJ,MoJ HQ,24/01/24,EXP - PURCHASE OF GOODS/SERVICES - NETWORKING - Networks WAN/LAN,Probation Reform Prog Support,VODAFONE LIMITED,4038962,"£49,976.36",Information technology related costs
MoJ,MoJ HQ,24/01/24,EXP - PURCHASE OF GOODS/SERVICES - NETWORKING - Networks VVI,Infrastructure Services - Voice & Video,VODAFONE LIMITED,4037930,"-£82,680.00",Information technology related costs
MoJ,MoJ HQ,24/01/24,EXP - PURCHASE OF GOODS/SERVICES - NETWORKING - Networks WAN/LAN,Infrasturcture Services - Networks,VODAFONE LIMITED,4036846,"£51,427.65",Information technology related costs
MoJ,MoJ HQ,29/01/24,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,"Victim, Witness & CJS Delivery",WARWICKSHIRE POLICE & CRIME COMMISSIONER,P2-23/24-FB-War,"£350,557.95",Grant payments to Police and Crime Commissioners
MoJ,MoJ HQ,29/01/24,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,"Victim, Witness & CJS Delivery",WARWICKSHIRE POLICE & CRIME COMMISSIONER,P2-23/24-GG-War,"£420,160.30",Grant payments to Police and Crime Commissioners
MoJ,MoJ HQ,30/01/24,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,"Victim, Witness & CJS Delivery",WEST MERCIA POLICE & CRIME COMMISSIONER,P2-23/24-FB-WMERC,"£775,768.37",Grant payments to Police and Crime Commissioners
MoJ,MoJ HQ,10/01/24,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES - LEGAL SERVICES - THIRD PARTY LEGAL COSTS,MoJ Headquarters,WOMBLE BOND DICKINSON  UK LLP,2024/4781,"£110,000.00",Property related charges
MoJ,MoJ HQ,10/01/24,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES - LEGAL SERVICES - THIRD PARTY LEGAL COSTS,MoJ Headquarters,WOMBLE BOND DICKINSON  UK LLP,2024/4782,"£230,000.00",Property related charges
MoJ,MoJ HQ,19/01/24,EXP - PURCHASE OF GOODS/SERVICES - OTHER - Counselling & Advisory costs,HR Services,WORKING ON WELLBEING LTD TA OPTIMA HEALTH,0071037842,"£57,848.00",Staff occupational health services
MoJ,MoJ HQ,19/01/24,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - Staff Health and Safety,HR Services,WORKING ON WELLBEING LTD TA OPTIMA HEALTH,0071037751,"£60,277.50",Staff occupational health services
MoJ,MoJ HQ,19/01/24,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - Staff Health and Safety,HR Services,WORKING ON WELLBEING LTD TA OPTIMA HEALTH,0061002656,"-£356,038.20",Staff occupational health services
MoJ,MoJ HQ,19/01/24,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - Staff Health and Safety,HR Services,WORKING ON WELLBEING LTD TA OPTIMA HEALTH,0071037753,"£31,350.00",Staff occupational health services
MoJ,MoJ HQ,19/01/24,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - Staff Health and Safety,HR Services,WORKING ON WELLBEING LTD TA OPTIMA HEALTH,0071037752,"£356,038.20",Staff occupational health services
MoJ,MoJ HQ,19/01/24,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - Staff Health and Safety,HR Services,WORKING ON WELLBEING LTD TA OPTIMA HEALTH,0071037799,"£361,879.44",Staff occupational health services
MoJ,MoJ HQ,02/01/24,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - OTHER,Infrastructure Services - Print,XEROX U K LTD,900233105,"£190,819.48",Reprographics and printing services 
MoJ,MoJ HQ,12/01/24,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - OTHER,Infrastructure Services - Print,XEROX U K LTD,900233610,"£242,537.10",Reprographics and printing services 
MoJ,MoJ HQ,15/01/24,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - OTHER,Infrastructure Services - Print,XEROX U K LTD,900233645,"£56,351.80",Reprographics and printing services 
MoJ,MoJ HQ,16/01/24,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - OTHER,Infrastructure Services - Print,XEROX U K LTD,900233630,"£161,441.41",Reprographics and printing services 
MoJ,MoJ HQ,23/01/24,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - OTHER,Infrastructure Services - Print,XEROX U K LTD,900232904,"£504,596.82",Reprographics and printing services 
MoJ,MoJ HQ,11/01/24,EXP - PURCHASE OF GOODS/SERVICES - END USER SOFTWARE AND HARDWARE - Printing,Technology Support,XEROX U K LTD,90011196,"£85,654.80",Information technology related costs
MoJ,MoJ HQ,04/01/24,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - Reprographics,Performance and Account - SES,XEROX U K LTD,900233497,"£57,245.46",Reprographics and printing services
MoJ,MoJ HQ,11/01/24,EXP - PURCHASE OF GOODS/SERVICES - END USER SOFTWARE AND HARDWARE - Printing,Technology Support,XEROX U K LTD,900233106,"£175,258.51",Information technology related costs
MoJ,MoJ HQ,23/01/24,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - OTHER,Infrastructure Services - Print,XEROX U K LTD,900233607,"£506,661.42",Reprographics and printing services
MoJ,MoJ HQ,04/01/24,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES - Pension advice & administration,Financial Reporting & Control,XPS ADMINISTRATION LTD,A18711,"£94,999.99",Outsourced shared services
MoJ,MoJ HQ,08/01/24,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES - Pension advice & administration,Judicial Pension Scheme Programme,XPS ADMINISTRATION LTD,A18715,"£274,580.64",Outsourced shared services
MoJ,MoJ HQ,29/01/24,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES - Pension advice & administration,Judicial Pension Scheme Programme,XPS ADMINISTRATION LTD,A19167,"£60,420.79",Outsourced shared services
MoJ,MoJ HQ,29/01/24,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES - Pension advice & administration,Judicial Pension Scheme Programme,XPS ADMINISTRATION LTD,A18714,"£95,667.95",Outsourced shared services
MoJ,MoJ HQ,30/01/24,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES - Pension advice & administration,Judicial Pension Scheme Programme,XPS ADMINISTRATION LTD,A19166,"£33,005.65",Outsourced shared services
MoJ,MoJ HQ,30/01/24,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES - Pension advice & administration,Judicial Pension Scheme Programme,XPS ADMINISTRATION LTD,A18713,"£33,989.56",Outsourced shared services
,,,,,,407,"£101,861,653.75",
