Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
HMRC,HMRC,12/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900452409,"81,620.83",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,12/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900452414,"67,990.49",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,12/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900452415,"44,620.24",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,12/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900452416,"71,932.52",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,12/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900452417,"70,144.87",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,12/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900452418,"49,264.75",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,12/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900452422,"32,137.40",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,12/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900452423,"32,805.77",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,12/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900452424,"29,212.72",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,12/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900452432,"38,051.85",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,12/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900452436,"56,253.20",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,12/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900452437,"221,573.17",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,12/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900452442,"46,815.84",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,12/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900452445,"101,544.94",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,12/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900452446,"97,764.20",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,12/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900452447,"80,490.25",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,12/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900452449,"35,062.79",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,12/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900452451,"79,121.89",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,12/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900452454,"50,311.99",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,12/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900452455,"32,411.41",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,12/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900452456,"31,166.13",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,12/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900452457,"78,168.05",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,12/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900452458,"62,372.90",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,12/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900452462,"39,660.74",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,12/01/2024,Utility Payments - water,Estates,Inspired Energy plc,1900452481,"26,171.47",Utility Payments - water,PR4 2TZ,,,,
HMRC,HMRC,12/01/2024,Soft FM Services,Estates,SODEXO LTD,5100057603,"-19,901.81",Soft FM Services,M50 2UE,,,,
HMRC,HMRC,12/01/2024,Soft FM Services,Estates,SODEXO LTD,5100057603,"-3,239.83",Soft FM Services,M50 2UE,,,,
HMRC,HMRC,12/01/2024,Soft FM Services,Estates,SODEXO LTD,5100059654,"15,672.91",Soft FM Services,M50 2UE,,,,
HMRC,HMRC,12/01/2024,Soft FM Services,Estates,SODEXO LTD,5100059654,"96,276.42",Soft FM Services,M50 2UE,,,,
HMRC,HMRC,12/01/2024,Soft FM Services,Estates,SODEXO LTD,5100059684,"13,518.71",Soft FM Services,M50 2UE,,,,
HMRC,HMRC,12/01/2024,Soft FM Services,Estates,SODEXO LTD,5100059684,"83,043.47",Soft FM Services,M50 2UE,,,,
HMRC,HMRC,12/01/2024,PROJECT Mandays Supp,CDIO Transformation Programmes,CAPGEMINI,5100060028,"21,209.14",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,12/01/2024,Minor Wrks Irrec VAT,Estates,Gleeds Building Surveying Ltd,5100060034,"34,232.00",Minor Wrks Irrec VAT,W1W 6XF,,,,
HMRC,HMRC,12/01/2024,Contin Labor Build,B&T Border Change Delivery,CAPGEMINI,5100060039,"166,710.06",Customs Declaration Service Contractor Costs,TF3 3BD,,,,
HMRC,HMRC,12/01/2024,Debt coll serv (DEL),Debt Management,TDX GROUP LTD,5100060066,"59,862.04",Debt coll serv (DEL),LS1 4AP,,,,
HMRC,HMRC,12/01/2024,Debt coll serv (DEL),Debt Management,TDX GROUP LTD,5100060068,"39,103.26",Debt coll serv (DEL),LS1 4AP,,,,
HMRC,HMRC,12/01/2024,Debt coll serv (DEL),Debt Management,TDX GROUP LTD,5100060072,"67,199.27",Debt coll serv (DEL),LS1 4AP,,,,
HMRC,HMRC,12/01/2024,Debt coll serv (DEL),Debt Management,TDX GROUP LTD,5100060073,"3,054,795.11",Debt coll serv (DEL),LS1 4AP,,,,
HMRC,HMRC,12/01/2024,PROJECT Mandays Supp,B&T Border Change Delivery,FUJITSU SERVICES LTD,5100060078,"145,517.04",PVT Team for CHIEF sustainment,WA3 6GD,,,,
HMRC,HMRC,12/01/2024,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100060080,"800,203.88",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,12/01/2024,PROJECT Mandays Supp,CDIO Transformation Programmes,CAPGEMINI,5100060081,"109,366.08",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,12/01/2024,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100060083,"1,414,751.17",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,12/01/2024,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100060084,"315,746.88",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,12/01/2024,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100060085,"402,210.40",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,12/01/2024,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100060089,"102,771.63",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,12/01/2024,Training and tuition,CS Director General,CSL - KPMG LLP,5100060095,"28,971.04",Training and tuition,E14 5GL,,,,
HMRC,HMRC,12/01/2024,PROJECT Mandays Supp,Programme and Operational Delivery,EQUAL EXPERTS UK LTD,5100060097,"197,859.00",IT contractors,AL1 5HE,,,,
HMRC,HMRC,12/01/2024,Contin Labor Build,Government Banking and Payments,EXELA TECHNOLOGIES LTD,5100060277,"45,725.00",Contin Labor Build,TW20 9AB,,,,
HMRC,HMRC,12/01/2024,Contin Labor Build,Programme and Operational Delivery,COGNIZANT Technology Solutions,5100060295,"90,160.15",IT contractors,EC2M 4AG,,,,
HMRC,HMRC,12/01/2024,SW Lic Sup mngd Serv,Transformation DG & Programme Office,CGI IT UK LTD,5100060296,"61,975.24",SW Lic Sup mngd Serv,CF31 9AP,,,,
HMRC,HMRC,12/01/2024,PROJECT Mandays Supp,CDIO Transformation Programmes,CAPGEMINI,5100060299,"98,200.87",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,12/01/2024,PROJECT Mandays Supp,CCG Transformation Programmes,CAPGEMINI,5100060305,"20,894.10",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,15/01/2024,Physical Hosting and Infrastructure,CDIO - Core,FUJITSU SERVICES LTD,1900454058,"40,033.16",Physical Hosting and Infrastructure,WA3 6GD,,,,
HMRC,HMRC,15/01/2024,Business Continuity & Disaster Recovery,CDIO - Core,FUJITSU SERVICES LTD,1900454060,"45,583.69",Business Continuity & Disaster Recovery,WA3 6GD,,,,
HMRC,HMRC,15/01/2024,Other Non PFI Services VAT Recoverable,CDIO - Core,EOL IT SERVICES LTD,1900454090,"21,639.41",Other Non PFI Services VAT Recoverable,CM9 4LQ,,,,
HMRC,HMRC,15/01/2024,EU supply - Rec. VAT,CDIO - Core,NUANCE COMMUNICATIONS IRELAND LTD,5100059939,"181,768.45",EU supply - Rec. VAT,D02 F721,,,,
HMRC,HMRC,15/01/2024,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100060310,"483,881.94",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,15/01/2024,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100060316,"595,133.55",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,15/01/2024,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100060324,"66,053.94",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,15/01/2024,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100060326,"225,379.65",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,15/01/2024,PROJECT Mandays Supp,B&T Border Change Delivery,CGI IT UK LTD,5100060328,"21,075.75",Architect costs for MSS replacement. Trade Reporting,CF31 9AP,,,,
HMRC,HMRC,15/01/2024,Lifecycle Replace,Estates,Wates Property Services Ltd,5100060336,"60,094.85",Lifecycle Replace,EN1 3XA,,,,
HMRC,HMRC,15/01/2024,PROJECT Mandays Supp,Transformation DG & Programme Office,DELOITTE LLP (L),5100060347,"31,158.50",PROJECT Mandays Supp,MK9 1FD,,,,
HMRC,HMRC,15/01/2024,PROJECT Mandays Supp,Transformation DG & Programme Office,DELOITTE LLP (L),5100060348,"265,137.58",PROJECT Mandays Supp,MK9 1FD,,,,
HMRC,HMRC,15/01/2024,Project support,CDIO - Core,CAPGEMINI,5100060393,"252,637.60",Project support,TF3 3BD,,,,
HMRC,HMRC,15/01/2024,Soft Licen Integral,CDIO - Core,FUJITSU SERVICES LTD,5100060402,"223,791.77",Soft Licen Integral,WA3 6GD,,,,
HMRC,HMRC,15/01/2024,Consultancy – IT,CDIO - Core,COGNIZANT Technology Solutions,5100060520,"21,619.00",Consultancy – IT,EC2M 4AG,,,,
HMRC,HMRC,15/01/2024,Contin Labor Run,HMRC Security,BSI CYBERSECURITY AND INFORMATION,5100060532,"34,800.00",Contin Labor Run,MK5 8PP,,,,
HMRC,HMRC,15/01/2024,PROJECT Mandays Supp,CDIO - Core,CGI IT UK LTD,5100060535,"285,150.82",PROJECT Mandays Supp,CF31 9AP,,,,
HMRC,HMRC,15/01/2024,PROJECT Mandays Supp,CDIO - Core,HITACHI SOLUTIONS EUROPE LTD,5100060572,"665,221.91",PROJECT Mandays Supp,EC2N 1HQ,,,,
HMRC,HMRC,15/01/2024,Employee education,HR,CSL - KPMG LLP,5100060593,"244,947.95",Employee education,E14 5GL,,,,
HMRC,HMRC,15/01/2024,Employee education,HR,CSL - KPMG LLP,5100060601,"-36,630.00",Employee education,E14 5GL,,,,
HMRC,HMRC,15/01/2024,PROJECT Mandays Supp,Transformation DG & Programme Office,CAPGEMINI,5100060615,"21,378.17",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,15/01/2024,Dilapidations,Estates,WATERFRONT PROPERTY INVESTMENT LLP,5100060630,"762,500.00",Dilapidations,W1H 7BP,,,,
HMRC,HMRC,15/01/2024,Contin Labor Build,Risk & Intelligence,EQUAL EXPERTS UK LTD,5100060639,"73,605.50",Contin Labor Build,AL1 5HE,,,,
HMRC,HMRC,15/01/2024,PROJECT Mandays HMRC,Transformation DG & Programme Office,COGNIZANT Technology Solutions,5100060641,"739,069.80",PROJECT Mandays HMRC,EC2M 4AG,,,,
HMRC,HMRC,15/01/2024,PROJECT Mandays Supp,Transformation DG & Programme Office,EQUAL EXPERTS UK LTD,5100060646,"30,372.30",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,15/01/2024,Soft FM Services,Estates,OCS UK&I LIMITED,5100060663,"67,122.20",Soft FM Services,IP28 6LG,,,,
HMRC,HMRC,15/01/2024,Soft FM Services,Estates,OCS UK&I LIMITED,5100060663,"412,322.12",Soft FM Services,IP28 6LG,,,,
HMRC,HMRC,15/01/2024,PROJECT Mandays Supp,CDIO - Core,CGI IT UK LTD,5100060668,"98,925.38",PROJECT Mandays Supp,CF31 9AP,,,,
HMRC,HMRC,15/01/2024,Project support,CDIO - Core,People for Research Ltd,5100060698,"-1,730.00",Project support,BS1 4HG,,,,
HMRC,HMRC,15/01/2024,Project support,CDIO - Core,People for Research Ltd,5100060698,"39,879.00",Project support,BS1 4HG,,,,
HMRC,HMRC,15/01/2024,PROJECT Mandays Supp,CDIO Transformation Programmes,CAPGEMINI,5100060703,"170,176.79",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,16/01/2024,PROJECT Mandays Supp,Programme and Operational Delivery,COGNIZANT Technology Solutions,5100060721,"25,110.36",IT contractors,EC2M 4AG,,,,
HMRC,HMRC,16/01/2024,PROJECT Mandays Supp,Transformation DG & Programme Office,COGNIZANT Technology Solutions,5100060737,"22,393.56",PROJECT Mandays Supp,EC2M 4AG,,,,
HMRC,HMRC,16/01/2024,Cons ad imp (Ir VAT),HMRC Security,FCDO SERVICES,5100060752,"197,952.00",Cons ad imp (Ir VAT),MK19 7BH,,,,
HMRC,HMRC,16/01/2024,Govt dept services,CDIO - Core,DVLA,5100060753,"-22,335.43",Govt dept services,SA6 7JL,,,,
HMRC,HMRC,16/01/2024,Govt dept services,CDIO - Core,DVLA,5100060753,"134,012.59",Govt dept services,SA6 7JL,,,,
HMRC,HMRC,16/01/2024,PROJECT Mandays Supp,Programme and Operational Delivery,ACCENTURE (UK) LTD,5100060763,"178,533.00",IT contractors,EC3M 3BD,,,,
HMRC,HMRC,16/01/2024,PROJECT Mandays Supp,Transformation DG & Programme Office,COGNIZANT Technology Solutions,5100060785,"35,448.00",PROJECT Mandays Supp,EC2M 4AG,,,,
HMRC,HMRC,16/01/2024,PROJECT Mandays Supp,CDIO Transformation Programmes,ACCENTURE (UK) LTD,5100060786,"102,349.21",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,16/01/2024,Soft FM Services,Estates,OCS UK&I LIMITED,5100060789,"9,368.52",Soft FM Services,IP28 6LG,,,,
HMRC,HMRC,16/01/2024,Soft FM Services,Estates,OCS UK&I LIMITED,5100060789,"57,549.48",Soft FM Services,IP28 6LG,,,,
HMRC,HMRC,16/01/2024,SW Lic Sup mngd Serv,Transformation DG & Programme Office,CGI IT UK LTD,5100060882,"61,911.76",SW Lic Sup mngd Serv,CF31 9AP,,,,
HMRC,HMRC,16/01/2024,PROJECT Mandays Supp,Transformation DG & Programme Office,COGNIZANT Technology Solutions,5100060992,"26,901.00",PROJECT Mandays Supp,EC2M 4AG,,,,
HMRC,HMRC,16/01/2024,PROJECT Mandays Supp,Transformation DG & Programme Office,COGNIZANT Technology Solutions,5100060993,"52,359.00",PROJECT Mandays Supp,EC2M 4AG,,,,
HMRC,HMRC,16/01/2024,PROJECT Mandays Supp,CDIO Transformation Programmes,EQUAL EXPERTS UK LTD,5100060997,"21,806.24",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,16/01/2024,PROJECT Mandays Supp,PDC Customer Strategy & Tax Design,ACCENTURE (UK) LTD,5100061010,"46,467.64",Software Development,EC3M 3BD,,,,
HMRC,HMRC,16/01/2024,Cons COS 52 (Ir VAT),Transformation DG & Programme Office,McKINSEY & COMPANY,5100061016,"1,080,000.00",Cons COS 52 (Ir VAT),WC1A 1PB,,,,
HMRC,HMRC,16/01/2024,Consultancy – IT,CDIO - Core,COGNIZANT Technology Solutions,5100061023,"161,806.00",Consultancy – IT,EC2M 4AG,,,,
HMRC,HMRC,16/01/2024,PROJECT Mandays Supp,Programme and Operational Delivery,COGNIZANT Technology Solutions,5100061026,"23,478.00",IT contractors,EC2M 4AG,,,,
HMRC,HMRC,16/01/2024,PROJECT Mandays Supp,Programme and Operational Delivery,COGNIZANT Technology Solutions,5100061028,"23,478.00",IT contractors,EC2M 4AG,,,,
HMRC,HMRC,16/01/2024,PROJECT Mandays Supp,Programme and Operational Delivery,COGNIZANT Technology Solutions,5100061034,"43,117.00",IT contractors,EC2M 4AG,,,,
HMRC,HMRC,17/01/2024,Conferences,HMRC Communications,CALDER CONFERENCES LTD,1900465914,"29,453.76",Conferences,LS16 6RF,,,,
HMRC,HMRC,17/01/2024,Project Development,CDIO - Core,EQUAL EXPERTS UK LTD,1900465926,"402,752.75",Project Development,AL1 5HE,,,,
HMRC,HMRC,17/01/2024,Professional Services - Legal Services,Estates,HOGAN LOVELLS LLP,1900465942,"30,617.58",0,EC1A 2FG,,,,
HMRC,HMRC,17/01/2024,Contracted Services,Operational Excellence & Output Mgmt,COMMUNISIS UK LTD,1900465978,"21,283.39",Contracted Services,LS15 8AH,,,,
HMRC,HMRC,17/01/2024,Contracted Services,Operational Excellence & Output Mgmt,COMMUNISIS UK LTD,1900465979,"108,885.10",Contracted Services,LS15 8AH,,,,
HMRC,HMRC,17/01/2024,Contracted Services,Operational Excellence & Output Mgmt,COMMUNISIS UK LTD,1900465981,"39,579.50",Contracted Services,LS15 8AH,,,,
HMRC,HMRC,17/01/2024,Rent (Irrec VAT),Programme and Operational Delivery,Motis Freight Services Limited,5100039622,"73,920.00",Inland Border Facilities - Running Costs,CT17 9DN,,,,
HMRC,HMRC,17/01/2024,Rent (Irrec VAT),Programme and Operational Delivery,Motis Freight Services Limited,5100039679,"-221,760.00",Inland Border Facilities - Running Costs,CT17 9DN,,,,
HMRC,HMRC,17/01/2024,Rent (Irrec VAT),Programme and Operational Delivery,Motis Freight Services Limited,5100040081,"27,600.00",Inland Border Facilities - Running Costs,CT17 9DN,,,,
HMRC,HMRC,17/01/2024,Rent (Irrec VAT),Programme and Operational Delivery,Motis Freight Services Limited,5100042165,"42,780.00",Inland Border Facilities - Running Costs,CT17 9DN,,,,
HMRC,HMRC,17/01/2024,Rent (Irrec VAT),Programme and Operational Delivery,Motis Freight Services Limited,5100058816,"41,400.00",Inland Border Facilities - Running Costs,CT17 9DN,,,,
HMRC,HMRC,17/01/2024,PROJECT Mandays Supp,B&T Border Change Delivery,Atos Holding UK 1 Ltd,5100061040,"835,525.19",Customs Declaration Service Contractor Costs,WC1V 6EA,,,,
HMRC,HMRC,17/01/2024,PROJECT Mandays Supp,B&T Border Change Delivery,Atos Holding UK 1 Ltd,5100061041,"46,055.00",Customs Declaration Service Contractor Costs,WC1V 6EA,,,,
HMRC,HMRC,17/01/2024,FIS Spec Req - Res,Fraud Investigation Service,IBM UNITED KINGDOM LTD,5100061044,"63,840.00",FIS Spec Req - Res,SE1 9PZ,,,,
HMRC,HMRC,17/01/2024,PROJECT Mandays Supp,Transformation DG & Programme Office,ACCENTURE (UK) LTD,5100061052,"175,378.80",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,17/01/2024,SW Lic Sup mngd Serv,Transformation DG & Programme Office,CGI IT UK LTD,5100061066,"77,778.06",SW Lic Sup mngd Serv,CF31 9AP,,,,
HMRC,HMRC,17/01/2024,PROJECT Mandays Supp,CDIO Transformation Programmes,ACCENTURE (UK) LTD,5100061076,"70,829.36",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,17/01/2024,PROJECT Mandays Supp,CDIO Transformation Programmes,ACCENTURE (UK) LTD,5100061078,"41,296.41",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,17/01/2024,File archive storage,Estates,IRON MOUNTAIN UK PLC,5100061083,"132,983.44",File archive storage,EH54 5DL,,,,
HMRC,HMRC,17/01/2024,IT Security Vetting,CDIO - Core,CABINET OFFICE,5100061084,"249,281.50",IT Security Vetting,FY1 9JN,,,,
HMRC,HMRC,17/01/2024,SW Lic Sup Off shlf,Government Banking and Payments,Bottomline Technologies,5100061091,"72,004.20",Swift Service Bureau charges,GU51 2QJ,,,,
HMRC,HMRC,17/01/2024,National postal ZVAT,Operational Excellence & Output Mgmt,Royal Mail Group Ltd,5100061093,487.9,National postal ZVAT,S49 1HQ,,,,
HMRC,HMRC,17/01/2024,National postal EVAT,Operational Excellence & Output Mgmt,Royal Mail Group Ltd,5100061093,"49,315.68",National postal EVAT,S49 1HQ,,,,
HMRC,HMRC,17/01/2024,Nat Pst Del Ser(VAT),Operational Excellence & Output Mgmt,Royal Mail Group Ltd,5100061093,"136,131.42",Nat Pst Del Ser(VAT),S49 1HQ,,,,
HMRC,HMRC,17/01/2024,SW Lic Sup Off shlf,CDIO - Core,MICROSOFT LTD,5100061094,"2,580,834.00",SW Lic Sup Off shlf,RG6 1WG,,,,
HMRC,HMRC,17/01/2024,Contin Labor Build,Programme and Operational Delivery,COGNIZANT Technology Solutions,5100061099,"88,107.75",IT contractors,EC2M 4AG,,,,
HMRC,HMRC,17/01/2024,Rent (Irrec VAT),Programme and Operational Delivery,Motis Freight Services Limited,5100061102,"42,780.00",Inland Border Facilities - Running Costs,CT17 9DN,,,,
HMRC,HMRC,17/01/2024,PROJECT Mandays Supp,CDIO - Core,COGNIZANT Technology Solutions,5100061105,"21,261.00",PROJECT Mandays Supp,EC2M 4AG,,,,
HMRC,HMRC,17/01/2024,PROJECT Mandays Supp,B&T Border Change Delivery,CAPGEMINI,5100061107,"52,323.98",ETMP & EOPS structure for ATWD,TF3 3BD,,,,
HMRC,HMRC,17/01/2024,PROJECT Mandays Supp,Transformation DG & Programme Office,EQUAL EXPERTS UK LTD,5100061111,"118,471.68",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,17/01/2024,PROJECT Mandays Supp,Operational Excellence & Output Mgmt,ACCENTURE (UK) LTD,5100061234,"22,696.48",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,17/01/2024,PROJECT Mandays Supp,Operational Excellence & Output Mgmt,ACCENTURE (UK) LTD,5100061235,"57,487.45",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,17/01/2024,Consultancy – IT,CDIO - Core,COGNIZANT Technology Solutions,5100061237,"21,619.00",Consultancy – IT,EC2M 4AG,,,,
HMRC,HMRC,17/01/2024,PROJECT Mandays Supp,Transformation DG & Programme Office,ACCENTURE (UK) LTD,5100061244,"118,975.67",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,17/01/2024,PROJECT Mandays Supp,CSG Strategy and Change,ACCENTURE (UK) LTD,5100061245,"176,552.66",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,17/01/2024,Grant in Aid Funding,Intermediaries,TAX VOLUNTEERS,5100061310,"74,695.50",Grant in Aid Funding,DT6 5DB,,,,
HMRC,HMRC,17/01/2024,PROJECT Mandays Supp,CDIO - Core,CGI IT UK LTD,5100061330,"23,454.75",PROJECT Mandays Supp,CF31 9AP,,,,
HMRC,HMRC,17/01/2024,Soft Licen Integral,CDIO - Core,SPECIALIST COMPUTER CTR,5100061332,"35,543.40",Soft Licen Integral,B11 2LE,,,,
HMRC,HMRC,17/01/2024,PROJECT Mandays Supp,CCG Transformation Programmes,Atos Holding UK 1 Ltd,5100061338,"78,203.02",PROJECT Mandays Supp,WC1V 6EA,,,,
HMRC,HMRC,17/01/2024,PROJECT Mandays Supp,Transformation Making Tax Digital,ACCENTURE (UK) LTD,5100061341,"5,929.96",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,17/01/2024,PROJECT Mandays Supp,Transformation Making Tax Digital,ACCENTURE (UK) LTD,5100061341,"31,147.63",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,17/01/2024,SW Lic Sup Bespkd,PDC Customer Strategy & Tax Design,COGNIZANT Technology Solutions,5100061342,"43,581.88",Software Development,EC2M 4AG,,,,
HMRC,HMRC,17/01/2024,SW Lic Sup Bespkd,PDC Customer Strategy & Tax Design,COGNIZANT Technology Solutions,5100061343,"43,581.88",Software Development,EC2M 4AG,,,,
HMRC,HMRC,17/01/2024,PROJECT Mandays Supp,Transformation Making Tax Digital,CGI IT UK LTD,5100061344,"42,151.50",PROJECT Mandays Supp,CF31 9AP,,,,
HMRC,HMRC,17/01/2024,WAN maint or supp,CDIO - Core,HIGHSPEED OFFICE LTD,5100061348,"27,796.06",WAN maint or supp,E1 8HQ,,,,
HMRC,HMRC,18/01/2024,Recruitment,Programme and Operational Delivery,SODEXO LTD,1900465965,"1,066.90",Inland Border Facilities - Running Costs,M50 2UE,,,,
HMRC,HMRC,18/01/2024,Equipment & Machinery,Programme and Operational Delivery,SODEXO LTD,1900465965,"10,756.29",Inland Border Facilities - Running Costs,M50 2UE,,,,
HMRC,HMRC,18/01/2024,IT Software Licenses and Support,Programme and Operational Delivery,SODEXO LTD,1900465965,"30,350.30",Inland Border Facilities - Running Costs,M50 2UE,,,,
HMRC,HMRC,18/01/2024,Minor New Works,Programme and Operational Delivery,SODEXO LTD,1900465965,"44,132.02",Inland Border Facilities - Running Costs,M50 2UE,,,,
HMRC,HMRC,18/01/2024,Facilities Management -Hard FM,Programme and Operational Delivery,SODEXO LTD,1900465965,"107,380.11",Inland Border Facilities - Running Costs,M50 2UE,,,,
HMRC,HMRC,18/01/2024,Professional Services - Property Services,Programme and Operational Delivery,SODEXO LTD,1900465965,"311,037.14",Inland Border Facilities - Running Costs,M50 2UE,,,,
HMRC,HMRC,18/01/2024,Accommodation Security Services,Programme and Operational Delivery,SODEXO LTD,1900465965,"730,545.76",Inland Border Facilities - Running Costs,M50 2UE,,,,
HMRC,HMRC,18/01/2024,Projects,Programme and Operational Delivery,SODEXO LTD,1900465965,"1,437,048.30",Inland Border Facilities - Running Costs,M50 2UE,,,,
HMRC,HMRC,18/01/2024,Minor New Works,Programme and Operational Delivery,SODEXO LTD,1900465966,205.32,Inland Border Facilities - Running Costs,M50 2UE,,,,
HMRC,HMRC,18/01/2024,Recruitment,Programme and Operational Delivery,SODEXO LTD,1900465966,745,Inland Border Facilities - Running Costs,M50 2UE,,,,
HMRC,HMRC,18/01/2024,Equipment & Machinery,Programme and Operational Delivery,SODEXO LTD,1900465966,"4,112.87",Inland Border Facilities - Running Costs,M50 2UE,,,,
HMRC,HMRC,18/01/2024,Facilities Management -Hard FM,Programme and Operational Delivery,SODEXO LTD,1900465966,"16,570.56",Inland Border Facilities - Running Costs,M50 2UE,,,,
HMRC,HMRC,18/01/2024,IT Software Licenses and Support,Programme and Operational Delivery,SODEXO LTD,1900465966,"21,813.19",Inland Border Facilities - Running Costs,M50 2UE,,,,
HMRC,HMRC,18/01/2024,Accommodation Security Services,Programme and Operational Delivery,SODEXO LTD,1900465966,"125,754.23",Inland Border Facilities - Running Costs,M50 2UE,,,,
HMRC,HMRC,18/01/2024,Projects,Programme and Operational Delivery,SODEXO LTD,1900465966,"138,221.98",Inland Border Facilities - Running Costs,M50 2UE,,,,
