Organisation Name,Organisation Code,Unique Ref No ,Effective Date,Directorate where expenditure incurred, Supplier Name ,Payment Date,Net amount,Purpose of Spend,"Procurement Classification
(Higher Level)","Procurement Classification
(Lower Level)",CAPITAL / REVEUNE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7270,31.07.2023,ADULT SOCIAL CARE,STARTING POINT RECRUITMENT LTD,06/07/2023,675.25,6547-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7271,31.07.2023,ADULT SOCIAL CARE,STARTING POINT RECRUITMENT LTD,06/07/2023,688.57,6623-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7272,31.07.2023,ADULT SOCIAL CARE,STARTING POINT RECRUITMENT LTD,06/07/2023,699.52,6547-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7273,31.07.2023,ADULT SOCIAL CARE,STARTING POINT RECRUITMENT LTD,06/07/2023,964,6623-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7274,31.07.2023,ADULT SOCIAL CARE,STARTING POINT RECRUITMENT LTD,03/07/2023,994.72,6548-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7275,31.07.2023,ADULT SOCIAL CARE,STARTING POINT RECRUITMENT LTD,03/07/2023,"1,000.13",6548-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7276,31.07.2023,ADULT SOCIAL CARE,STARTING POINT RECRUITMENT LTD,10/07/2023,"2,259.40",6623-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7277,31.07.2023,CHILDRENS,STARTING POINT RECRUITMENT LTD,10/07/2023,541.64,6314-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7278,31.07.2023,RESOURCES AND TRANSFORMATION,STARTING POINT RECRUITMENT LTD,04/07/2023,684.38,6625-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7279,31.07.2023,CHILDRENS,STARTING POINT RECRUITMENT LTD,03/07/2023,688.57,6633-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7280,31.07.2023,CHILDRENS,STARTING POINT RECRUITMENT LTD,17/07/2023,765.65,6211-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7281,31.07.2023,RESOURCES AND TRANSFORMATION,STARTING POINT RECRUITMENT LTD,04/07/2023,770.71,6625-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7282,31.07.2023,RESOURCES AND TRANSFORMATION,STARTING POINT RECRUITMENT LTD,04/07/2023,770.71,6625-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7283,31.07.2023,CHILDRENS,STARTING POINT RECRUITMENT LTD,24/07/2023,781.62,6221-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7284,31.07.2023,CHILDRENS,STARTING POINT RECRUITMENT LTD,03/07/2023,886.27,6221-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7285,31.07.2023,CHILDRENS,STARTING POINT RECRUITMENT LTD,06/07/2023,893.61,6222-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7286,31.07.2023,CHILDRENS,STARTING POINT RECRUITMENT LTD,17/07/2023,885.96,6211-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7287,31.07.2023,CHILDRENS,STARTING POINT RECRUITMENT LTD,04/07/2023,"1,017.75",6241-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7288,31.07.2023,CHILDRENS,STARTING POINT RECRUITMENT LTD,04/07/2023,"1,017.75",6241-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7289,31.07.2023,CHILDRENS,STARTING POINT RECRUITMENT LTD,04/07/2023,"1,180.00",6241-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7290,31.07.2023,CHILDRENS,STARTING POINT RECRUITMENT LTD,04/07/2023,"1,180.00",6241-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7291,31.07.2023,CHILDRENS,STARTING POINT RECRUITMENT LTD,04/07/2023,"1,205.00",6241-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7292,31.07.2023,CHILDRENS,STARTING POINT RECRUITMENT LTD,11/07/2023,"1,526.21",6222-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7293,31.07.2023,CHILDRENS,STARTING POINT RECRUITMENT LTD,10/07/2023,"1,601.24",6212-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7294,31.07.2023,CHILDRENS,STARTING POINT RECRUITMENT LTD,04/07/2023,"2,360.00",6241-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7295,31.07.2023,CHILDRENS,STARTING POINT RECRUITMENT LTD,03/07/2023,"3,894.00",6241-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7296,31.07.2023,CHILDRENS,STARTING POINT RECRUITMENT LTD,03/07/2023,482.71,6223-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7297,31.07.2023,CHILDRENS,STARTING POINT RECRUITMENT LTD,03/07/2023,697.45,6223-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7298,31.07.2023,CHILDRENS,STARTING POINT RECRUITMENT LTD,11/07/2023,406.98,6222-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7299,31.07.2023,CHILDRENS,STARTING POINT RECRUITMENT LTD,10/07/2023,968.49,6222-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7300,31.07.2023,CHILDRENS,STARTING POINT RECRUITMENT LTD,17/07/2023,934.51,6211-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7301,31.07.2023,CHILDRENS,STARTING POINT RECRUITMENT LTD,11/07/2023,472.85,6222-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7302,31.07.2023,CHILDRENS,STARTING POINT RECRUITMENT LTD,11/07/2023,479.5,6222-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7303,31.07.2023,CHILDRENS,STARTING POINT RECRUITMENT LTD,11/07/2023,381.5,6222-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7304,31.07.2023,CHILDRENS,STARTING POINT RECRUITMENT LTD,10/07/2023,532.61,6314-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7305,31.07.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",STARTING POINT RECRUITMENT LTD,03/07/2023,585.55,6413-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7306,31.07.2023,CHILDRENS,STARTING POINT RECRUITMENT LTD,10/07/2023,374.38,6314-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7307,31.07.2023,RESOURCES AND TRANSFORMATION,STARTING POINT RECRUITMENT LTD,13/07/2023,980.87,6623-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7308,31.07.2023,CHILDRENS,STARTING POINT RECRUITMENT LTD,17/07/2023,354.74,6211-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7309,31.07.2023,RESOURCES AND TRANSFORMATION,STARTING POINT RECRUITMENT LTD,04/07/2023,684.38,6625-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7310,31.07.2023,CHILDRENS,STARTING POINT RECRUITMENT LTD,04/07/2023,"1,205.00",6241-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7311,31.07.2023,CHILDRENS,STARTING POINT RECRUITMENT LTD,04/07/2023,"1,897.89",6241-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7312,31.07.2023,CHILDRENS,STARTING POINT RECRUITMENT LTD,04/07/2023,"1,897.89",6241-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7313,31.07.2023,CHILDRENS,STARTING POINT RECRUITMENT LTD,03/07/2023,"1,897.89",6241-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7314,31.07.2023,CHILDRENS,STARTING POINT RECRUITMENT LTD,04/07/2023,"1,897.89",6241-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7315,31.07.2023,CHILDRENS,STARTING POINT RECRUITMENT LTD,04/07/2023,"2,360.00",6241-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7316,31.07.2023,CHILDRENS,STARTING POINT RECRUITMENT LTD,04/07/2023,"2,360.00",6241-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7317,31.07.2023,CHILDRENS,STARTING POINT RECRUITMENT LTD,04/07/2023,"2,360.00",6241-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7318,31.07.2023,CHILDRENS,STARTING POINT RECRUITMENT LTD,04/07/2023,"2,892.00",6241-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7319,31.07.2023,CHILDRENS,STARTING POINT RECRUITMENT LTD,04/07/2023,"2,530.50",6241-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7320,31.07.2023,CHILDRENS,STARTING POINT RECRUITMENT LTD,04/07/2023,"2,596.00",6241-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7321,31.07.2023,CHILDRENS,STARTING POINT RECRUITMENT LTD,04/07/2023,"3,082.75",6241-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7322,31.07.2023,ADULT SOCIAL CARE,STARTING POINT RECRUITMENT LTD,06/07/2023,"1,309.43",6548-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7323,31.07.2023,ADULT SOCIAL CARE,STARTING POINT RECRUITMENT LTD,06/07/2023,"1,475.79",6554-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7324,31.07.2023,ADULT SOCIAL CARE,STARTING POINT RECRUITMENT LTD,06/07/2023,"1,491.38",6554-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7325,31.07.2023,ADULT SOCIAL CARE,STARTING POINT RECRUITMENT LTD,06/07/2023,751.73,6554-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7326,31.07.2023,ADULT SOCIAL CARE,STARTING POINT RECRUITMENT LTD,06/07/2023,"1,337.18",6547-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7327,31.07.2023,CHILDRENS,STARTING POINT RECRUITMENT LTD,11/07/2023,"1,783.40",6222-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7328,31.07.2023,ADULT SOCIAL CARE,STARTING POINT RECRUITMENT LTD,06/07/2023,"1,388.16",6547-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7329,31.07.2023,ADULT SOCIAL CARE,STARTING POINT RECRUITMENT LTD,06/07/2023,"1,433.95",6554-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7330,31.07.2023,ADULT SOCIAL CARE,STARTING POINT RECRUITMENT LTD,06/07/2023,"1,444.19",6537-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7331,31.07.2023,CHILDRENS,STARTING POINT RECRUITMENT LTD,03/07/2023,"1,506.56",6222-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7332,31.07.2023,ADULT SOCIAL CARE,STARTING POINT RECRUITMENT LTD,06/07/2023,"1,337.18",6548-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7333,31.07.2023,ADULT SOCIAL CARE,STARTING POINT RECRUITMENT LTD,06/07/2023,"2,075.25",6554-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7334,31.07.2023,ADULT SOCIAL CARE,STARTING POINT RECRUITMENT LTD,06/07/2023,991.23,6537-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7335,31.07.2023,ADULT SOCIAL CARE,STARTING POINT RECRUITMENT LTD,06/07/2023,"1,309.43",6548-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7336,31.07.2023,ADULT SOCIAL CARE,STARTING POINT RECRUITMENT LTD,06/07/2023,"1,426.72",6547-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7337,31.07.2023,ADULT SOCIAL CARE,STARTING POINT RECRUITMENT LTD,06/07/2023,"1,605.06",6537-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7338,31.07.2023,ADULT SOCIAL CARE,STARTING POINT RECRUITMENT LTD,06/07/2023,"1,739.00",6547-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7339,31.07.2023,CHILDRENS,STARTING POINT RECRUITMENT LTD,11/07/2023,"1,169.10",6222-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7340,31.07.2023,CHILDRENS,STARTING POINT RECRUITMENT LTD,03/07/2023,"1,441.89",6222-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7341,31.07.2023,CHILDRENS,STARTING POINT RECRUITMENT LTD,10/07/2023,"1,586.96",6212-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7342,31.07.2023,ADULT SOCIAL CARE,STARTING POINT RECRUITMENT LTD,06/07/2023,"1,431.68",6548-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7343,31.07.2023,ADULT SOCIAL CARE,STARTING POINT RECRUITMENT LTD,06/07/2023,"1,481.67",6548-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7344,31.07.2023,CHILDRENS,STARTING POINT RECRUITMENT LTD,03/07/2023,"1,511.56",6222-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7345,31.07.2023,CHILDRENS,STARTING POINT RECRUITMENT LTD,06/07/2023,"1,741.96",6222-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7346,31.07.2023,CHILDRENS,STARTING POINT RECRUITMENT LTD,11/07/2023,"1,846.67",6222-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7347,31.07.2023,ADULT SOCIAL CARE,STARTING POINT RECRUITMENT LTD,27/07/2023,672.87,6547-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7348,31.07.2023,ADULT SOCIAL CARE,STARTING POINT RECRUITMENT LTD,06/07/2023,"1,322.74",6548-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7349,31.07.2023,ADULT SOCIAL CARE,STARTING POINT RECRUITMENT LTD,03/07/2023,"1,391.95",6548-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7350,31.07.2023,ADULT SOCIAL CARE,STARTING POINT RECRUITMENT LTD,06/07/2023,"1,431.85",6547-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7351,31.07.2023,CHILDRENS,STARTING POINT RECRUITMENT LTD,06/07/2023,"1,378.38",6222-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7352,31.07.2023,CHILDRENS,STARTING POINT RECRUITMENT LTD,06/07/2023,"1,363.08",6222-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7353,31.07.2023,CHILDRENS,STARTING POINT RECRUITMENT LTD,03/07/2023,"1,441.89",6222-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7354,31.07.2023,CHILDRENS,STARTING POINT RECRUITMENT LTD,11/07/2023,"1,465.74",6222-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7355,31.07.2023,CHILDRENS,STARTING POINT RECRUITMENT LTD,03/07/2023,"1,741.96",6222-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7356,31.07.2023,CHILDRENS,STARTING POINT RECRUITMENT LTD,10/07/2023,"2,226.84",6212-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7357,31.07.2023,RESOURCES AND TRANSFORMATION,STARTING POINT RECRUITMENT LTD,13/07/2023,"1,002.75",6623-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7358,31.07.2023,ADULT SOCIAL CARE,STARTING POINT RECRUITMENT LTD,06/07/2023,"1,104.64",6547-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7359,31.07.2023,ADULT SOCIAL CARE,STARTING POINT RECRUITMENT LTD,06/07/2023,"1,309.43",6547-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7360,31.07.2023,ADULT SOCIAL CARE,STARTING POINT RECRUITMENT LTD,06/07/2023,"1,337.18",6547-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7361,31.07.2023,ADULT SOCIAL CARE,STARTING POINT RECRUITMENT LTD,06/07/2023,"1,366.75",6554-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7362,31.07.2023,CHILDRENS,STARTING POINT RECRUITMENT LTD,04/07/2023,"1,205.00",6241-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7363,31.07.2023,CHILDRENS,STARTING POINT RECRUITMENT LTD,04/07/2023,"1,205.00",6241-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7364,31.07.2023,CHILDRENS,STARTING POINT RECRUITMENT LTD,04/07/2023,"1,205.00",6241-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7365,31.07.2023,CHILDRENS,STARTING POINT RECRUITMENT LTD,10/07/2023,"1,783.40",6222-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7366,31.07.2023,CHILDRENS,STARTING POINT RECRUITMENT LTD,04/07/2023,"2,410.00",6241-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7367,31.07.2023,CHILDRENS,STARTING POINT RECRUITMENT LTD,04/07/2023,"2,410.00",6241-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7368,31.07.2023,CHILDRENS,STARTING POINT RECRUITMENT LTD,04/07/2023,"2,410.00",6241-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7369,31.07.2023,CHILDRENS,STARTING POINT RECRUITMENT LTD,04/07/2023,"3,615.00",6241-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7370,31.07.2023,ADULT SOCIAL CARE,STARTING POINT RECRUITMENT LTD,06/07/2023,888.84,6554-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7371,31.07.2023,ADULT SOCIAL CARE,STARTING POINT RECRUITMENT LTD,06/07/2023,"1,121.11",6554-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7372,31.07.2023,ADULT SOCIAL CARE,STARTING POINT RECRUITMENT LTD,06/07/2023,"1,377.33",6554-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7373,31.07.2023,ADULT SOCIAL CARE,STARTING POINT RECRUITMENT LTD,06/07/2023,"1,355.25",6554-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7374,31.07.2023,ADULT SOCIAL CARE,STARTING POINT RECRUITMENT LTD,06/07/2023,"1,487.15",6537-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7375,31.07.2023,ADULT SOCIAL CARE,STARTING POINT RECRUITMENT LTD,06/07/2023,"2,711.25",6623-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC152-7376,31.07.2023,ADULT SOCIAL CARE,STARTING POINT RECRUITMENT LTD,06/07/2023,"1,446.00",6550-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
