FORMAT CIAXLONE REPORT,DefnSheetName=_defntemp_,,,,,,,,,,,,,,,,,,
*,Body Name,Supplier Name,Transaction Ref/No,Supplier Code,Payment Date,Gross Value (detail),Vat Amount,Service Label,Service Code,Expenditure Code,Expenditure Category,Service Division,Directorate,Department,Department Description,Sub Team,Sub Team Description,Reference,Unique Reference
LIST,Blackpool Council,Autism Initiatives Uk,213723,1000025,28/03/2024,"2,893.17",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,293253,1000025213723293253
LIST,Blackpool Council,Autism Initiatives Uk,213724,1000025,28/03/2024,"1,509.48",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,293254,1000025213724293254
LIST,Blackpool Council,Autism Initiatives Uk,213725,1000025,28/03/2024,980.76,0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,293256,1000025213725293256
LIST,Blackpool Council,Autism Initiatives Uk,213726,1000025,28/03/2024,"1,827.84",0.00,Homecare,20256,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,293257,1000025213726293257
LIST,Blackpool Council,Autism Initiatives Uk,213727,1000025,28/03/2024,996.80,0.00,Supported Living / Group Homes,20139,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,293258,1000025213727293258
LIST,Blackpool Council,Autism Initiatives Uk,213728,1000025,28/03/2024,"1,188.27",0.00,Supported Living / Group Homes,20490,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,293260,1000025213728293260
LIST,Blackpool Council,Autism Initiatives Uk,213729,1000025,28/03/2024,"2,983.89",0.00,Supported Living / Group Homes,20256,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,293261,1000025213729293261
LIST,Blackpool Council,Autism Initiatives Uk,213730,1000025,28/03/2024,"1,882.98",0.00,Supported Living / Group Homes,20256,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,293262,1000025213730293262
LIST,Blackpool Council,Autism Initiatives Uk,213731,1000025,28/03/2024,"2,879.20",0.00,Supported Living / Group Homes,20256,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,293263,1000025213731293263
LIST,Blackpool Council,Autism Initiatives Uk,213732,1000025,28/03/2024,"1,360.44",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,293264,1000025213732293264
LIST,Blackpool Council,Autism Initiatives Uk,213733,1000025,28/03/2024,"2,031.50",0.00,Supported Living / Group Homes,20256,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,293265,1000025213733293265
LIST,Blackpool Council,Autism Initiatives Uk,213734,1000025,28/03/2024,"1,508.14",0.00,Supported Living / Group Homes,20256,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,293266,1000025213734293266
LIST,Blackpool Council,Autism Initiatives Uk,213735,1000025,28/03/2024,996.80,0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,293268,1000025213735293268
LIST,Blackpool Council,Autism Initiatives Uk,213736,1000025,28/03/2024,"1,483.55",0.00,Supported Living / Group Homes,20256,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,293269,1000025213736293269
LIST,Blackpool Council,Autism Initiatives Uk,213737,1000025,28/03/2024,"1,188.78",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,293270,1000025213737293270
LIST,Blackpool Council,Autism Initiatives Uk,213738,1000025,28/03/2024,"2,158.88",0.00,Supported Living / Group Homes,20268,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,293271,1000025213738293271
LIST,Blackpool Council,Autism Initiatives Uk,213739,1000025,28/03/2024,"1,015.53",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,293272,1000025213739293272
LIST,Blackpool Council,Autism Initiatives Uk,213740,1000025,28/03/2024,666.40,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,293273,1000025213740293273
LIST,Blackpool Council,Autism Initiatives Uk,213741,1000025,28/03/2024,"1,121.08",0.00,Supported Living / Group Homes,20256,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,293274,1000025213741293274
LIST,Blackpool Council,Autism Initiatives Uk,213742,1000025,28/03/2024,"1,383.41",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,293275,1000025213742293275
LIST,Blackpool Council,Autism Initiatives Uk,213743,1000025,28/03/2024,"1,200.31",0.00,Supported Living / Group Homes,20139,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,293276,1000025213743293276
LIST,Blackpool Council,Autism Initiatives Uk,213744,1000025,28/03/2024,"1,188.27",0.00,Supported Living / Group Homes,20348,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,293277,1000025213744293277
LIST,Blackpool Council,Autism Initiatives Uk,213746,1000025,28/03/2024,"2,583.41",0.00,Supported Living / Group Homes,20256,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,293279,1000025213746293279
LIST,Blackpool Council,Autism Initiatives Uk,213747,1000025,28/03/2024,"1,608.92",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,293280,1000025213747293280
LIST,Blackpool Council,Autism Initiatives Uk,213748,1000025,28/03/2024,"1,583.18",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,293281,1000025213748293281
LIST,Blackpool Council,Autism Initiatives Uk,213749,1000025,28/03/2024,666.40,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,293282,1000025213749293282
LIST,Blackpool Council,Autism Initiatives Uk,213750,1000025,28/03/2024,996.80,0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,293283,1000025213750293283
LIST,Blackpool Council,Autism Initiatives Uk,213751,1000025,28/03/2024,"3,815.36",0.00,Supported Living / Group Homes,20256,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,293284,1000025213751293284
LIST,Blackpool Council,Autism Initiatives Uk,213752,1000025,28/03/2024,371.28,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,293285,1000025213752293285
LIST,Blackpool Council,Autism Initiatives Uk,213753,1000025,28/03/2024,"3,526.44",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,293286,1000025213753293286
LIST,Blackpool Council,Autism Initiatives Uk,213755,1000025,28/03/2024,278.46,0.00,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,293288,1000025213755293288
LIST,Blackpool Council,Autism Initiatives Uk,213757,1000025,28/03/2024,336.98,0.00,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,293290,1000025213757293290
LIST,Blackpool Council,Autism Initiatives Uk,213758,1000025,28/03/2024,278.46,0.00,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,293291,1000025213758293291
LIST,Blackpool Council,Autism Initiatives Uk,213759,1000025,28/03/2024,292.60,0.00,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,293292,1000025213759293292
LIST,Blackpool Council,Autism Initiatives Uk,213760,1000025,28/03/2024,292.60,0.00,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,293293,1000025213760293293
LIST,Blackpool Council,Autism Initiatives Uk,213761,1000025,28/03/2024,278.46,0.00,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,293294,1000025213761293294
LIST,Blackpool Council,Autism Initiatives Uk,213763,1000025,28/03/2024,371.28,0.00,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,293296,1000025213763293296
LIST,Blackpool Council,Autism Initiatives Uk,213764,1000025,28/03/2024,292.60,0.00,Other Day Services,20423,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,293297,1000025213764293297
LIST,Blackpool Council,Autism Initiatives Uk,213766,1000025,28/03/2024,292.60,0.00,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,293299,1000025213766293299
LIST,Blackpool Council,Autism Initiatives Uk,213768,1000025,28/03/2024,292.60,0.00,Other Day Services,20423,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,293301,1000025213768293301
LIST,Blackpool Council,Autism Initiatives Uk,213771,1000025,28/03/2024,292.60,0.00,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,293304,1000025213771293304
LIST,Blackpool Council,Autism Initiatives Uk,213772,1000025,28/03/2024,292.60,0.00,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,293305,1000025213772293305
LIST,Blackpool Council,Autism Initiatives Uk,213775,1000025,28/03/2024,292.60,0.00,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,293308,1000025213775293308
LIST,Blackpool Council,Autism Initiatives Uk,213776,1000025,28/03/2024,351.12,0.00,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,293309,1000025213776293309
LIST,Blackpool Council,Autism Initiatives Uk,213777,1000025,28/03/2024,464.10,0.00,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,293310,1000025213777293310
LIST,Blackpool Council,Autism Initiatives Uk,213778,1000025,28/03/2024,464.10,0.00,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,293311,1000025213778293311
LIST,Blackpool Council,Autism Initiatives Uk,213780,1000025,28/03/2024,464.10,0.00,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,293313,1000025213780293313
LIST,Blackpool Council,Autism Initiatives Uk,213782,1000025,28/03/2024,292.60,0.00,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,293315,1000025213782293315
LIST,Blackpool Council,Autism Initiatives Uk,213783,1000025,28/03/2024,361.20,0.00,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,293316,1000025213783293316
LIST,Blackpool Council,Autism Initiatives Uk,213785,1000025,28/03/2024,371.28,0.00,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,293318,1000025213785293318
LIST,Blackpool Council,Autism Initiatives Uk,213786,1000025,28/03/2024,464.10,0.00,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,293319,1000025213786293319
LIST,Blackpool Council,Autism Initiatives Uk,213787,1000025,28/03/2024,371.28,0.00,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,293320,1000025213787293320
LIST,Blackpool Council,Autism Initiatives Uk,213788,1000025,28/03/2024,292.60,0.00,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,293321,1000025213788293321
LIST,Blackpool Council,Autism Initiatives Uk,213789,1000025,28/03/2024,278.46,0.00,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,293322,1000025213789293322
LIST,Blackpool Council,Autism Initiatives Uk,213790,1000025,28/03/2024,429.80,0.00,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,293323,1000025213790293323
LIST,Blackpool Council,Autism Initiatives Uk,213791,1000025,28/03/2024,292.60,0.00,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,293324,1000025213791293324
LIST,Blackpool Council,Autism Initiatives Uk,213793,1000025,28/03/2024,292.60,0.00,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,293326,1000025213793293326
LIST,Blackpool Council,Autism Initiatives Uk,213796,1000025,28/03/2024,464.10,0.00,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,293329,1000025213796293329
LIST,Blackpool Council,Autism Initiatives Uk,213797,1000025,28/03/2024,371.28,0.00,Other Day Services,20257,64508,Day Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,293330,1000025213797293330
LIST,Blackpool Council,M I Hamid T/A Care Solutions,213798,1003770,28/03/2024,733.04,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,8876,10037702137988876
LIST,Blackpool Council,M I Hamid T/A Care Solutions,213803,1003770,28/03/2024,285.60,0.00,Homecare,20477,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,8881,10037702138038881
LIST,Blackpool Council,M I Hamid T/A Care Solutions,213804,1003770,28/03/2024,266.56,0.00,Homecare,20393,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,8882,10037702138048882
LIST,Blackpool Council,M I Hamid T/A Care Solutions,213805,1003770,28/03/2024,266.56,0.00,Homecare,20440,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,8883,10037702138058883
LIST,Blackpool Council,M I Hamid T/A Care Solutions,213809,1003770,28/03/2024,266.56,0.00,Homecare,20393,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,8887,10037702138098887
LIST,Blackpool Council,M I Hamid T/A Care Solutions,213811,1003770,28/03/2024,666.40,0.00,Homecare,20393,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,8889,10037702138118889
LIST,Blackpool Council,Routes Healthcare North Limited,213817,1001918,28/03/2024,666.40,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,300193,1001918213817300193
LIST,Blackpool Council,Routes Healthcare North Limited,213818,1001918,28/03/2024,533.12,0.00,Homecare,20234,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,300194,1001918213818300194
LIST,Blackpool Council,Routes Healthcare North Limited,213819,1001918,28/03/2024,733.04,0.00,Homecare,20477,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,300195,1001918213819300195
LIST,Blackpool Council,Routes Healthcare North Limited,213820,1001918,28/03/2024,733.04,0.00,Homecare,20422,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,300196,1001918213820300196
LIST,Blackpool Council,Routes Healthcare North Limited,213821,1001918,28/03/2024,533.12,0.00,Homecare,20440,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,300197,1001918213821300197
LIST,Blackpool Council,Routes Healthcare North Limited,213823,1001918,28/03/2024,266.56,0.00,Homecare,20422,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,300199,1001918213823300199
LIST,Blackpool Council,Routes Healthcare North Limited,213825,1001918,28/03/2024,780.64,0.00,Homecare,20422,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,300201,1001918213825300201
LIST,Blackpool Council,Routes Healthcare North Limited,213827,1001918,28/03/2024,533.12,0.00,Homecare,20377,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,300203,1001918213827300203
LIST,Blackpool Council,Routes Healthcare North Limited,213828,1001918,28/03/2024,666.40,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,300204,1001918213828300204
LIST,Blackpool Council,Routes Healthcare North Limited,213830,1001918,28/03/2024,742.56,0.00,Homecare,20393,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,300207,1001918213830300207
LIST,Blackpool Council,Routes Healthcare North Limited,213831,1001918,28/03/2024,266.56,0.00,Homecare,20477,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,300209,1001918213831300209
LIST,Blackpool Council,Routes Healthcare North Limited,213832,1001918,28/03/2024,266.56,0.00,Homecare,20477,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,300210,1001918213832300210
LIST,Blackpool Council,Routes Healthcare North Limited,213834,1001918,28/03/2024,266.56,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,300212,1001918213834300212
LIST,Blackpool Council,Routes Healthcare North Limited,213835,1001918,28/03/2024,314.16,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,300214,1001918213835300214
LIST,Blackpool Council,Routes Healthcare North Limited,213836,1001918,28/03/2024,533.12,0.00,Homecare,20349,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,300215,1001918213836300215
LIST,Blackpool Council,Routes Healthcare North Limited,213841,1001918,28/03/2024,837.76,0.00,Homecare,20377,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,300221,1001918213841300221
LIST,Blackpool Council,Routes Healthcare North Limited,213842,1001918,28/03/2024,304.64,0.00,Homecare,20440,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,300222,1001918213842300222
LIST,Blackpool Council,Routes Healthcare North Limited,213843,1001918,28/03/2024,647.36,0.00,Homecare,20349,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,300223,1001918213843300223
LIST,Blackpool Council,Routes Healthcare North Limited,213844,1001918,28/03/2024,999.60,0.00,Homecare,20440,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,300224,1001918213844300224
LIST,Blackpool Council,Routes Healthcare North Limited,213845,1001918,28/03/2024,704.48,0.00,Homecare,20377,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,300225,1001918213845300225
LIST,Blackpool Council,Routes Healthcare North Limited,213847,1001918,28/03/2024,266.56,0.00,Homecare,20377,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,300230,1001918213847300230
LIST,Blackpool Council,Routes Healthcare North Limited,213849,1001918,28/03/2024,733.04,0.00,Homecare,20156,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,300232,1001918213849300232
LIST,Blackpool Council,Routes Healthcare North Limited,213850,1001918,28/03/2024,295.12,0.00,Homecare,20222,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,300233,1001918213850300233
LIST,Blackpool Council,Routes Healthcare North Limited,213852,1001918,28/03/2024,266.56,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,300235,1001918213852300235
LIST,Blackpool Council,Routes Healthcare North Limited,213856,1001918,28/03/2024,352.24,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,300240,1001918213856300240
LIST,Blackpool Council,Routes Healthcare North Limited,213857,1001918,28/03/2024,352.24,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,300241,1001918213857300241
LIST,Blackpool Council,Routes Healthcare North Limited,213858,1001918,28/03/2024,257.04,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,300242,1001918213858300242
LIST,Blackpool Council,Routes Healthcare North Limited,213859,1001918,28/03/2024,666.40,0.00,Homecare,20440,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,300243,1001918213859300243
LIST,Blackpool Council,Routes Healthcare North Limited,213861,1001918,28/03/2024,466.48,0.00,Homecare,20440,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,300245,1001918213861300245
LIST,Blackpool Council,Routes Healthcare North Limited,213865,1001918,28/03/2024,799.68,0.00,Homecare,20422,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,300251,1001918213865300251
LIST,Blackpool Council,Voyage 1 Limited T/A Voyage Care,213866,1001160,28/03/2024,"3,342.06",0.00,Supported Living / Group Homes,20348,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,NWE010802,1001160213866NWE010802
LIST,Blackpool Council,Voyage 1 Limited T/A Voyage Care,213867,1001160,28/03/2024,"2,839.16",0.00,Supported Living / Group Homes,20421,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,NWE010803,1001160213867NWE010803
LIST,Blackpool Council,Voyage 1 Limited T/A Voyage Care,213868,1001160,28/03/2024,"2,681.28",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,NWE010804,1001160213868NWE010804
LIST,Blackpool Council,Voyage 1 Limited T/A Voyage Care,213869,1001160,28/03/2024,"3,138.47",0.00,Supported Living / Group Homes,20421,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,NWE010806,1001160213869NWE010806
