Organisation name,Organisation Code,Effective date,Directorate / service where expenditure incurred,Service Category label,Service category URI,Supplier (Beneficiary) name,Local supplier (beneficiary) internal reference,Supplier,Supplier registered charity number,VCSE grant,Payment date - G/L Date,Transaction number,Net Amount,Irrecoverable VAT,purpose_of_spend,Procurement classification / merchant category: Council’s procurement category name,Procurement classification / merchant category: CPV label,Procurement classification / merchant category: CPV code,Procurement classification / merchant category: Proclass label,Procurement classification / merchant category: Proclass code,card_transaction,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,"UASC, Asylum LC and NRPF",,SAINSBURYS S/MKTS,0,,,,02/10/2023,11198913725,10.00,,S24 Support allowance : Other Allowances,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Early Help and Social Work,,TESCO STORES 4393,0,,,,02/10/2023,11198913915,14.60,,Food and Catering,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Health Partnership,Head of Service CIS,,Oyster Online,0,,,,02/10/2023,11198913939,30.00,,Staff and Volunteer Travel Expenses,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,BCK www.giftcards.co.,0,,,,02/10/2023,11198913795,35.00,,LAC Contact,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Family and Care Resources,,SAINSBURYS S/MKTS,0,,,,02/10/2023,11198913891,14.00,,Food and Catering,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,PAYBYPHONE RE RBKC,0,,,,02/10/2023,11198913735,6.07,,Parking and congestion charges,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Needs,Housing Solutions,,BOLT.EU/B/2310022041,0,,,,02/10/2023,11198913817,37.43,,Staff and Volunteer Travel Expenses,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Needs,Temporary Accommodation & Resettlement,,TRAVELODG TRAVELODGE G,0,,,,02/10/2023,11198913835,"1,585.72",,Hire of Accommodation and Facilities,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,LAC Leaving Care,,VILAMOURA CAFE AND SHO,0,,,,02/10/2023,11198913895,23.33,,Catering,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Early Help and Social Work,,PRET A MANGER,0,,,,02/10/2023,11198913919,14.50,,Catering,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Health Partnership,Head of Service CIS,,Oyster Online,0,,,,02/10/2023,11198913943,30.00,,Staff and Volunteer Travel Expenses,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Early Help and Social Work,,SAINSBURYS S/MKTS,0,,,,02/10/2023,11198913911,8.45,,Food and Catering,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,AMZNMktplace,,,,,02/10/2023,11198913737,217.99,,Equipment,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Early Help and Social Work,,SAINSBURYS S/MKTS,0,,,,02/10/2023,11198913799,23.87,,Food and Catering,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Needs,Housing Solutions,,BOLT.EU/B/2310030120,0,,,,03/10/2023,11198913821,39.10,,Staff and Volunteer Travel Expenses,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,School Standards,,Amazon.co.uk HT80A9NS4,0,,,,02/10/2023,11198913931,15.99,,"Books, DVDs and CDs",,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Business Improvement,,RINGGO PARKING,0,,,,02/10/2023,11198913711,5.13,,Purchase of IT Equipment,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Children With Disabilities,,WATERSTONES,0,,,,02/10/2023,11198913789,24.58,,"Books, DVDs and CDs",,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Neighbourhood Services,,SABA UK - Hornton Stre,0,,,,02/10/2023,11198913807,20.00,,Parking and congestion charges,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Libraries & Archives,Kensington and Chelsea Library Service,,JOHN WILEY & SONS LTD,0,,,,02/10/2023,11198913825,30.00,,Subscriptions,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,TESCO GIFT CARD,0,,,,02/10/2023,11198913695,20.00,,Food and Catering,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,"UASC, Asylum LC and NRPF",,WWW.ARGOS.CO.UK,0,,,,02/10/2023,11198913715,657.46,,S24 Support allowance  : Leaving Care Gr,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,LUL TICKET MACHINE,,,,,02/10/2023,11198913739,10.00,,Staff and Volunteer Travel Expenses,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Neighbourhood Services,,TESCO STORES     2765,0,,,,02/10/2023,11198913811,12.25,,Food and Catering,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Needs,Temporary Accommodation & Resettlement,,TRAVELODG TRAVELODGE G,0,,,,02/10/2023,11198913831,77.00,,Hire of Accommodation and Facilities,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Needs,Temporary Accommodation & Resettlement,,TRAVELODG TRAVELODGE G,0,,,,02/10/2023,11198913831,"1,654.91",,Hire of Accommodation and Facilities,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,"Cleaner, Greener and Cultural Services",Leisure and Parks,,FINEST-FILTERS.CO.UK,0,,,,02/10/2023,11198913851,74.95,,Equipment,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,TESCO STORES 6109,0,,,,02/10/2023,11198913743,57.63,,Food and Catering,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Family and Care Resources,,Dunelm SoftFurnishings,0,,,,02/10/2023,11198913889,57.00,,Furniture,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Communities,Community Participation,,TOPS PIZZA COM,0,,,,02/10/2023,11198913759,50.46,,Food and Catering,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,LAC Leaving Care,,SAINSBURYS S/MKTS,0,,,,02/10/2023,11198913777,34.00,,Food and Catering,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Communities,Community Safety,,LUL TICKET MACHINE,0,,,,02/10/2023,11198913839,27.00,,Staff and Volunteer Travel Expenses,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,"Cleaner, Greener and Cultural Services",Leisure and Parks,,KOIZONE,0,,,,02/10/2023,11198913855,247.90,,Equipment,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Children With Disabilities,,DMN/FLIGHTCLUBSHOREDIT,0,,,,02/10/2023,11198913875,125.24,,Other employee expenses,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,VOUCHER EXPRESS,0,,,,02/10/2023,11198913691,114.40,,Hired and Contracted Services,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Family and Care Resources,,WF  UK3969094974,0,,,,02/10/2023,11198913861,134.98,,Furniture,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service - MH BiBorough,,SOCIALWORKENGLANDPAYME,0,,,,02/10/2023,11198913881,90.00,,IT Software,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Early Help and Social Work,,PRET A MANGER,0,,,,02/10/2023,11198913765,9.30,,Catering,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,AMZNMKTPLACE,0,,,,01/10/2023,11198913749,295.00,,Equipment,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,LAC Leaving Care,,UBER    TRIP,0,,,,02/10/2023,11198913769,15.59,,Hired and Contracted Services,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,TESCO STORES 6109,0,,,,02/10/2023,11198913785,108.65,,Food and Catering,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,BKG HOTEL AT BOOKING.C,0,,,,02/10/2023,11198913959,"1,088.59",,Temporary Accommodation,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Communities,Community Participation,,SAINSBURYS S/MKTS,0,,,,02/10/2023,11198913757,12.85,,Food and Catering,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,LAC Leaving Care,,VOUCHER EXPRESS,0,,,,02/10/2023,11198913773,45.00,,Food and Catering,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,M&S SIMPLY FOOD-SSP,0,,,,02/10/2023,11198913845,7.40,,Food and Catering,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Family and Care Resources,,SAINSBURYS S/MKTS,0,,,,02/10/2023,11198913863,14.59,,Food and Catering,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,UBER  TRIP,0,,,,02/10/2023,11198913885,5.45,,S24 Support allowance : Client travellin,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Family and Care Resources,,W M MORRISON STORE,0,,,,02/10/2023,11198913899,18.89,,Food and Catering,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Family and Care Resources,,SKY SUBSCRIPTION,0,,,,29/09/2023,11198913927,165.00,,Hired and Contracted Services,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Health Partnership,Head of Service CIS,,Oyster Online,0,,,,02/10/2023,11198913953,30.00,,Staff and Volunteer Travel Expenses,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,TESCO STORES 6837,0,,,,02/10/2023,11198913699,33.95,,Food and Catering,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management General Fund,Lancaster West (GF),,JOHN GOSLETT   CO,0,,,,02/10/2023,11198913731,88.20,,Furniture,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,CMT UK LTD TAXI FARE,0,,,,29/09/2023,11190565603,21.20,,Staff and Volunteer Travel Expenses,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,UBER    TRIP,0,,,,29/09/2023,11190565597,8.90,,Staff and Volunteer Travel Expenses,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,School Standards,,GSUITE_triboroughmusic,0,,,,01/10/2023,11190565669,23.00,,IT Software,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,UBER    TRIP,0,,,,29/09/2023,11190565599,19.93,,Staff and Volunteer Travel Expenses,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service - MH BiBorough,,UBER    PASS,0,,,,01/10/2023,11190565607,5.99,,Staff and Volunteer Travel Expenses,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,ADOBE CREATIVE CLOUD,0,,,,01/10/2023,11190565663,43.32,,IT Software,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Fostering and Adoption,,Trainline,0,,,,29/09/2023,11190565671,122.78,,Staff and Volunteer Travel Expenses,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,"Cleaner, Greener and Cultural Services",Leisure and Parks,,EVENTBRITE.COM ORG FEE,0,,,,29/09/2023,11190565593,6.66,,Equipment,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,UBER    TRIP,0,,,,29/09/2023,11190565601,18.01,,Staff and Volunteer Travel Expenses,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,FANTASTIC SERVICES,0,,,,29/09/2023,11190565605,111.00,,Cleaning Services,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Children With Disabilities,,SAINSBURYS S/MKTS,0,,,,29/09/2023,11190565611,5.15,,Food and Catering,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Children With Disabilities,,SAINSBURYS S/MKTS,0,,,,29/09/2023,11190565613,1.20,,Food and Catering,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Children With Disabilities,,SumUp   JB taxi,0,,,,29/09/2023,11190565609,13.14,,Staff and Volunteer Travel Expenses,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,TESCO GIFT CARD,0,,,,29/09/2023,11190565487,40.00,,Food and Catering,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Financial Management,Company & Bid Costs,,POST OFFICE COUNTER,0,,,,29/09/2023,11190565657,6.37,,Postage and Delivery,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Children With Disabilities,,B&M 540 - WILLESDEN,0,,,,29/09/2023,11190565533,3.00,,Food and Catering,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Neighbourhood Services,,MARKS&SPENCER PLC,0,,,,29/09/2023,11190565535,21.80,,Staff development and training :EO9,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,"Cleaner, Greener and Cultural Services",Culture and Place,,MOULDLIFELT,0,,,,28/09/2023,11190565515,15.61,,"Educational Supplies, Stationery & Mater",,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,Zettle_ BUBBLEOLOGY UK,,,,,29/09/2023,11190565523,9.88,,Catering,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,WWW.SCREWFIX.COM,0,,,,29/09/2023,11190565543,20.82,,Equipment,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Libraries & Archives,Libraries,,DIEGO IFE,0,,,,29/09/2023,11190565553,39.98,,"Books, DVDs and CDs",,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Communities,Registrars Births Deaths and Marriages,,WAITROSE 173,0,,,,29/09/2023,11190565567,6.87,,Stationery,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,WWW.GOMPELS.CO.UK,0,,,,29/09/2023,11190565531,79.00,,Equipment,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,WWW.ARGOS.CO.UK,0,,,,29/09/2023,11190565539,9.58,,Equipment,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Communications,Communications,,SLACK T6Z39K8LQ,0,,,,01/10/2023,11190565547,112.00,,IT Software,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,"Cleaner, Greener and Cultural Services",Greener Living,,HILLIER GARDEN CENTRES,0,,,,01/10/2023,11190565529,16.36,,Day Activities,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Neighbourhood Services,,TESCO STORES 3300,0,,,,29/09/2023,11190565537,4.78,,Staff development and training :EO9,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Customer Delivery,Assessments & Benefits,,BA Inflight Sales,0,,,,30/09/2023,11190565545,4.99,,Telephone : Calls,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,SAINSBURYS S/MKTS,,,,,29/09/2023,11190565549,2.00,,Food and Catering,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Needs,Housing Solutions,,PRET A MANGER,0,,,,29/09/2023,11190565557,1.50,,Equipment,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,"UASC, Asylum LC and NRPF",,Zettle_ BROWN RICE POR,0,,,,29/09/2023,11190565561,11.00,,Catering,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Communities,Registrars Births Deaths and Marriages,,WAITROSE 173,0,,,,30/09/2023,11190565569,38.79,,Food and Catering,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,"UASC, Asylum LC and NRPF",,San Marino,0,,,,29/09/2023,11190565541,3.30,,Other employee expenses,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,GIFT CARD,,,,,29/09/2023,11190565551,35.00,,Equipment,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Needs,Housing Solutions,,PRET A MANGER,0,,,,29/09/2023,11190565559,2.25,,Equipment,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,AMZNMktplace,0,,,,01/10/2023,11190565565,99.97,,Equipment,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,"UASC, Asylum LC and NRPF",,UBER    TRIP,,,,,29/09/2023,11190565491,17.91,,Staff and Volunteer Travel Expenses,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Needs,Housing Solutions,,John Forrest Master Ba,0,,,,29/09/2023,11190565555,6.54,,Equipment,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Business Improvement,,REGISTERED OFFICE (UK),0,,,,01/10/2023,11190565499,239.98,,Purchase of IT Equipment,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,"UASC, Asylum LC and NRPF",,BRITISH A 1252168000641,,,,,29/09/2023,11190565495,415.32,,Staff and Volunteer Travel Expenses,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Customer Delivery,Corporate Safety & Work Place Facilities,,AMZNBUSINESS 1K8K117W4,0,,,,29/09/2023,11190565503,5.89,,Equipment,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Neighbourhood Services,,ZOOM.US 888-799-9666,0,,,,29/09/2023,11190565489,60.32,,Telephone : Equipment,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,"Cleaner, Greener and Cultural Services",Greener Living,,Amazon Prime 1K9ZV0IR4,,,,,29/09/2023,11190565637,7.49,,Marketing costs,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service - MH BiBorough,,GETT,0,,,,30/09/2023,11190565645,34.99,,Staff and Volunteer Travel Expenses,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service - MH BiBorough,,UBER    TRIP,0,,,,30/09/2023,11190565653,11.90,,Staff and Volunteer Travel Expenses,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,"Cleaner, Greener and Cultural Services",Waste and Street Enforcement,,AMZNMktplace,0,,,,29/09/2023,11190565639,38.74,,Day Activities,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service - MH BiBorough,,GETT,0,,,,01/10/2023,11190565647,21.99,,Staff and Volunteer Travel Expenses,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Business Improvement,,DNH GO DADDY EUROPE GB,0,,,,28/09/2023,11190565497,101.88,,Purchase of IT Equipment,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Customer Delivery,Corporate Safety & Work Place Facilities,,AMZNBUSINESS 1K9D097R4,0,,,,28/09/2023,11190565505,3.74,,Equipment,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,WWW.RIVERFORD.CO.UK,0,,,,01/10/2023,11190565507,39.20,,Food and Catering,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,"UASC, Asylum LC and NRPF",,VOUCHER EXPRESS,,,,,29/09/2023,11190565493,70.00,,Hired and Contracted Services,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Communities,Registrars Births Deaths and Marriages,,Google ADS7155555378,0,,,,01/10/2023,11190565501,508.69,,"Publicity, Promotions and Advertisement",,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,EDF ENERGY-DOM,0,,,,29/09/2023,11190565513,50.00,,Utilities,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,Back Market UK Ltd,,,,,29/09/2023,11190565521,125.90,,Equipment,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,CO-OP GROUP FOOD,0,,,,29/09/2023,11190565509,0.83,,Section 17 : Other,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,LORDS BM,0,,,,29/09/2023,11190565517,11.25,,Equipment,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,LAC Leaving Care,,TFL TRAVEL CH,0,,,,28/09/2023,11190565525,6.40,,Food and Catering,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,WWW.OVOENERGY.COM,0,,,,29/09/2023,11190565511,50.00,,Utilities,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Communications,Communications,,TWITTER PAID FEATURES,0,,,,30/09/2023,11190565519,9.60,,IT Software,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,VOUCHER EXPRESS,0,,,,29/09/2023,11190565527,40.00,,Food and Catering,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service - MH BiBorough,,GETT,0,,,,30/09/2023,11190565643,10.99,,Staff and Volunteer Travel Expenses,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service - MH BiBorough,,UBER    TRIP,0,,,,28/09/2023,11190565651,8.99,,Staff and Volunteer Travel Expenses,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service - MH BiBorough,,UBER    TRIP,0,,,,30/09/2023,11190565655,7.93,,Staff and Volunteer Travel Expenses,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service - MH BiBorough,,SwiftCar,0,,,,01/10/2023,11190565641,7.30,,Staff and Volunteer Travel Expenses,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service - MH BiBorough,,GETT,0,,,,01/10/2023,11190565649,16.99,,Staff and Volunteer Travel Expenses,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,"UASC, Asylum LC and NRPF",,SPORTSDIRECT.COM,0,,,,30/09/2023,11190565575,84.99,,Clothing and Uniforms,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Needs,Housing Solutions,,Maison Puget,0,,,,29/09/2023,11190565587,6.50,,Hire of Equipment,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Communities,Registrars Births Deaths and Marriages,,Cheyne News Ltd,0,,,,01/10/2023,11190565571,2.48,,Stationery,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,VOUCHER EXPRESS,0,,,,29/09/2023,11190565579,50.00,,Hired and Contracted Services,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Communities,Economic Development & AFL,,GSUITE_earlscourtbusin,0,,,,01/10/2023,11190565591,4.60,,IT Software,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,"UASC, Asylum LC and NRPF",,TESCO GIFT CARD,0,,,,29/09/2023,11190565573,16.67,,Food and Catering,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,TESCO GIFT CARD,0,,,,29/09/2023,11190565581,116.00,,Food and Catering,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Clinical Practice,,UKC PSYCHOTHERAPY,0,,,,29/09/2023,11190565583,296.00,,Professional Fees,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,VOUCHER EXPRESS,0,,,,29/09/2023,11190565577,50.00,,Hired and Contracted Services,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,CURRYS ONLINE,0,,,,29/09/2023,11190565619,464.95,,Equipment,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,CO-OP GROUP FOOD,0,,,,29/09/2023,11190565627,2.40,,Section 17 : Other,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,BRITISH A 1252168000459,0,,,,29/09/2023,11190565615,316.78,,Staff and Volunteer Travel Expenses,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Communities,Registrars Births Deaths and Marriages,,AMZNMKTPLACE,0,,,,29/09/2023,11190565623,264.19,,Equipment,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Family and Care Resources,,SP PARTY PACKS,0,,,,29/09/2023,11190565631,22.90,,Equipment,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,BRITISH A 1252168000460,0,,,,29/09/2023,11190565617,229.78,,Staff and Volunteer Travel Expenses,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Early Help and Social Work,,VOUCHER EXPRESS,0,,,,29/09/2023,11190565625,30.00,,Hired and Contracted Services,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Family and Care Resources,,SAINSBURYS S/MKTS,0,,,,29/09/2023,11190565633,10.00,,Food and Catering,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Partners in Practice,,Premier Inn,0,,,,28/09/2023,11190565635,118.00,,Hire of Accommodation and Facilities,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Communities,Registrars Births Deaths and Marriages,,WAITROSE 173,0,,,,29/09/2023,11190565621,77.75,,Food and Catering,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Needs,Housing Solutions,,Neev & May LG,0,,,,29/09/2023,11190565589,3.50,,Hire of Equipment,,,,,,Yes,,,,
