Organisation name,Organisation Code,Effective date,Directorate / service where expenditure incurred,Service Category label,Service category URI,Supplier (Beneficiary) name,Local supplier (beneficiary) internal reference,Supplier,Supplier registered charity number,VCSE grant,Payment date - G/L Date,Transaction number,Net Amount,Irrecoverable VAT,purpose_of_spend,Procurement classification / merchant category: Council’s procurement category name,Procurement classification / merchant category: CPV label,Procurement classification / merchant category: CPV code,Procurement classification / merchant category: Proclass label,Procurement classification / merchant category: Proclass code,card_transaction
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Children With Disabilities,,London Borough Of Hounslow ,1231811,,,,18/06/2024,2200400568,"7,200.00",,Residential Children's Homes : Respite,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Children With Disabilities,,Nursing Direct Healthcare Limited,1268485,,,,26/04/2024,2200390440,"3,452.24",,Additional Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Children With Disabilities,,Nursing Direct Healthcare Limited,1268485,,,,26/04/2024,2200390442,"1,904.16",,Additional Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Children With Disabilities,,Nursing Direct Healthcare Limited,1268485,,,,08/05/2024,2200392135,"7,134.17",,Additional Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Children With Disabilities,,Nursing Direct Healthcare Limited,1268485,,,,08/05/2024,2200392136,"4,376.44",,Additional Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Children With Disabilities,,Nursing Direct Healthcare Limited,1268485,,,,08/05/2024,2200392137,"2,087.10",,Additional Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Children With Disabilities,,Nursing Direct Healthcare Limited,1268485,,,,08/05/2024,2200392138,"7,144.85",,Additional Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Children With Disabilities,,Nursing Direct Healthcare Limited,1268485,,,,16/05/2024,2200394020,"3,376.20",,Additional Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Children With Disabilities,,Nursing Direct Healthcare Limited,1268485,,,,05/06/2024,2200397737,"2,498.86",,Additional Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Children With Disabilities,,Nursing Direct Healthcare Limited,1268485,,,,05/06/2024,2200397739,"2,916.38",,Additional Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Children With Disabilities,,Nursing Direct Healthcare Limited,1268485,,,,05/06/2024,2200397740,893.1,,Additional Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Children With Disabilities,,Nursing Direct Healthcare Limited,1268485,,,,24/06/2024,2200401548,"3,915.00",,Additional Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Children With Disabilities,,Nursing Direct Healthcare Limited,1268485,,,,24/06/2024,2200401639,"1,428.96",,Additional Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Children With Disabilities,,Q + ,1252968,,,,11/04/2024,2200386822,"12,992.00",,Residential Children's Homes : Respite,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Children With Disabilities,,Reamcare Ltd ,1256771,,,,08/05/2024,2200392035,"19,254.90",,Children's Homes,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Children With Disabilities,,Reamcare Ltd ,1256771,,,,08/05/2024,2200392059,"19,896.73",,Children's Homes,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Children With Disabilities,,Reamcare Ltd ,1256771,,,,24/06/2024,2200401701,"19,254.90",,Children's Homes,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Children With Disabilities,,Redacted,1307522,,,,10/05/2024,3500047977,"1,890.00",,Fostering Agency : Fees,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Children With Disabilities,,Special People ,1231532,,,,18/04/2024,2200388656,"6,082.00",,Short Breaks Care Packages,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Children With Disabilities,,Special People ,1231532,,,,23/05/2024,2200395446,"7,450.03",,Short Breaks Care Packages,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Early Help and Social Work,,Westway Trust ,1235654,,,,20/05/2024,2200394438,"1,050.00",,Costs of Other Staff : E07,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Early Help and Social Work,,Contour Direct Ltd ,1257919,,,,29/04/2024,2200390552,"1,657.00",,Fixtures and Fittings,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Early Help and Social Work,,Posturite (Uk) Ltd ,1235186,,,,29/04/2024,2200390558,"1,025.73",,IT Software,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Early Help and Social Work,,Hands Free Computing Ltd,1234689,,,,27/06/2024,2200402386,560,,Training related expenditure,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Early Help and Social Work,,The Knowledge Academy Limited ,1235517,,,,28/05/2024,2200395922,"2,295.00",,Training related expenditure,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Early Help and Social Work,,The Knowledge Academy Limited ,1235517,,,,12/06/2024,2200399608,"2,295.00",,Training related expenditure,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Family and Care Resources,,Central & North West London Nhs Trust,1232019,,,,22/04/2024,2200389037,"16,223.13",,Payments to Health Authorities,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Children With Disabilities,,A I Care Services Ltd,1232091,,,,18/04/2024,2200388673,"1,911.00",,Short Breaks Care Packages,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Children With Disabilities,,Duprey Psychology Ltd.,1315527,,,,21/06/2024,2200401351,"4,882.70",,Income: General Fees and Charges,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Children With Disabilities,,Redacted,D000000023,,,,13/06/2024,3110670553,769.5,,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Children With Disabilities,,Nursing Direct Healthcare Limited,1268485,,,,18/04/2024,2200388421,"2,192.91",,Additional Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Children With Disabilities,,Nursing Direct Healthcare Limited,1268485,,,,18/04/2024,2200388422,"2,603.50",,Additional Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Children With Disabilities,,Nursing Direct Healthcare Limited,1268485,,,,04/05/2024,2200391697,768.12,,Additional Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Children With Disabilities,,Nursing Direct Healthcare Limited,1268485,,,,07/05/2024,2200391906,"1,071.72",,Additional Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Children With Disabilities,,Nursing Direct Healthcare Limited,1268485,,,,07/05/2024,2200391907,714.48,,Additional Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Children With Disabilities,,Nursing Direct Healthcare Limited,1268485,,,,07/05/2024,2200391908,"1,786.20",,Additional Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Children With Disabilities,,Nursing Direct Healthcare Limited,1268485,,,,07/05/2024,2200391909,714.48,,Additional Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Children With Disabilities,,Nursing Direct Healthcare Limited,1268485,,,,10/05/2024,2200392774,"1,607.58",,Additional Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Children With Disabilities,,Nursing Direct Healthcare Limited,1268485,,,,16/05/2024,2200394013,"2,197.08",,Additional Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Children With Disabilities,,Nursing Direct Healthcare Limited,1268485,,,,16/05/2024,2200394014,"2,107.78",,Additional Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Children With Disabilities,,Nursing Direct Healthcare Limited,1268485,,,,16/05/2024,2200394015,"2,212.26",,Additional Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Children With Disabilities,,Nursing Direct Healthcare Limited,1268485,,,,16/05/2024,2200394021,"1,428.96",,Additional Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Children With Disabilities,,Nursing Direct Healthcare Limited,1268485,,,,05/06/2024,2200397776,"2,227.44",,Additional Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Children With Disabilities,,Nursing Direct Healthcare Limited,1268485,,,,05/06/2024,2200397800,"1,369.42",,Additional Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Children With Disabilities,,Nursing Direct Healthcare Limited,1268485,,,,05/06/2024,2200397808,"1,786.20",,Additional Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Children With Disabilities,,Nursing Direct Healthcare Limited,1268485,,,,05/06/2024,2200397812,"1,607.58",,Additional Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Children With Disabilities,,Nursing Direct Healthcare Limited,1268485,,,,12/06/2024,2200399436,"1,482.60",,Additional Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Children With Disabilities,,Nursing Direct Healthcare Limited,1268485,,,,24/06/2024,2200401684,"1,428.96",,Additional Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Children With Disabilities,,Redacted,1234252,,,,30/04/2024,3110645583,"2,000.00",,Other Allowances,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Children With Disabilities,,Redacted,1234252,,,,30/04/2024,3110645584,742.79,,Other Allowances,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,St Francis Rc Primary School ,1232833,,,,11/04/2024,3110641089,510,,Additional Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,St Francis Rc Primary School ,1232833,,,,11/04/2024,3110641090,"1,140.00",,Additional Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,Thomas Jones Primary School ,1232848,,,,23/04/2024,3110644070,"3,404.89",,Additional Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,A I Care Services Ltd,1232091,,,,22/04/2024,3110642401,792,,Short Breaks Care Packages,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,Capital Homecare Uk Ltd ,1230850,,,,23/04/2024,3110644069,"1,613.64",,Short Breaks Care Packages,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,Capital Homecare Uk Ltd ,1230850,,,,26/04/2024,3110645093,"2,382.04",,Short Breaks Care Packages,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,Capital Homecare Uk Ltd ,1230850,,,,26/04/2024,3110645093,"1,191.02",,Short Breaks Care Packages,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,Capital Homecare Uk Ltd ,1230850,,,,04/06/2024,3110668453,"1,808.40",,Short Breaks Care Packages,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,Capital Homecare Uk Ltd ,1230850,,,,20/06/2024,3110673959,"1,849.50",,Short Breaks Care Packages,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,City Of Westminster ,1231771,,,,02/04/2024,2200384686,"29,822.73",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,Explora Haven Training and Support,1303383,,,,13/05/2024,3110656000,"1,078.74",,Short Breaks Care Packages,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,Explora Haven Training and Support,1303383,,,,13/05/2024,3110656008,995.76,,Short Breaks Care Packages,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,Explora Haven Training and Support,1303383,,,,29/05/2024,3110666342,512.64,,Short Breaks Care Packages,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,Explora Haven Training and Support,1303383,,,,29/05/2024,3110666353,973.44,,Short Breaks Care Packages,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,Glow Domiciliary Healthcare Ltd,1292077,,,,18/04/2024,2200388728,"21,381.15",,Short Breaks Care Packages,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,Redacted,1261333,,,,07/05/2024,3110649887,"1,560.00",,Personal Budget,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,PERSONAL PAYMENTS,1298865,,,,07/05/2024,3110649907,"3,900.00",,Personal Budget,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,Hope Care Agency Ltd ,1230431,,,,12/04/2024,3110641181,640.44,,Short Breaks Care Packages,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,Hope Care Agency Ltd ,1230431,,,,20/06/2024,3110673958,"2,424.90",,Short Breaks Care Packages,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,T/A Optimam Complex Care,1315720,,,,26/04/2024,3110645094,"1,088.00",,Short Breaks Care Packages,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,T/A Optimam Complex Care,1315720,,,,13/05/2024,3110656006,"2,176.00",,Short Breaks Care Packages,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,T/A Optimam Complex Care,1315720,,,,03/06/2024,3110666687,"2,176.00",,Short Breaks Care Packages,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,PERSONAL PAYMENTS,1303311,,,,03/06/2024,3110666842,"10,500.00",,Personal Budget,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,Redacted,1286723,,,,03/04/2024,3110638067,"1,560.00",,Personal Budget,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,Redacted,1236263,,,,03/04/2024,3110638064,780,,Direct Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,PERSONAL PAYMENTS,1306914,,,,03/04/2024,3110638066,590.57,,Direct Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,Redacted,1265218,,,,03/04/2024,3110638070,"1,508.00",,Direct Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,Redacted,1236817,,,,03/04/2024,3110638077,624,,Direct Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,Redacted,1236267,,,,03/04/2024,3110638085,702,,Direct Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,Redacted,1236800,,,,03/04/2024,3110638093,"1,872.00",,Direct Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,Redacted,1233272,,,,03/04/2024,3110638101,572,,Direct Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,Redacted,1236547,,,,03/04/2024,3110638105,933,,Direct Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,Redacted,1279130,,,,07/05/2024,3110649876,753.14,,Direct Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,Redacted,1236263,,,,07/05/2024,3110649879,"1,133.57",,Direct Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,Redacted,1265218,,,,07/05/2024,3110649881,"2,191.57",,Direct Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,PERSONAL PAYMENTS,1304679,,,,07/05/2024,3110649882,"1,014.42",,Direct Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,Redacted,1268821,,,,07/05/2024,3110649883,566.79,,Direct Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,Redacted,1236817,,,,07/05/2024,3110649885,906.86,,Direct Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,Redacted,1236267,,,,07/05/2024,3110649892,"1,020.21",,Direct Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,Redacted,1252736,,,,07/05/2024,3110649897,604.57,,Direct Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,Redacted,1236800,,,,07/05/2024,3110649900,"2,720.57",,Direct Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,Redacted,1236547,,,,07/05/2024,3110649918,933,,Direct Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,Redacted,1236263,,,,03/06/2024,3110666812,"1,080.00",,Direct Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,Redacted,1279130,,,,03/06/2024,3110666814,576,,Direct Payments,,,,,,No
