Beneficiary,Transactiosn Date,TransNo,Procurement,Purpose of Spend,Organisation,Amount
BEE NETWORK APP,18/11/2024,31181021,Transport Related Expenditure,Officers Travel & Subsistence,Greater Manchester Combined Authority,61.90
BEE NETWORK APP,18/11/2024,31181057,Transport Related Expenditure,Officers Travel & Subsistence,Greater Manchester Combined Authority,61.90
CREVEJARIA STA CRUZ,18/11/2024,31180836,"Supplies, Services & Other Expenses",Subsistence,Greater Manchester Combined Authority,13.67
CREVEJARIA STA CRUZ,18/11/2024,31180986,"Supplies, Services & Other Expenses",Subsistence,Greater Manchester Combined Authority,10.40
Domino s Pizza,18/11/2024,31181243,"Supplies, Services & Other Expenses",Subsistence,Greater Manchester Combined Authority,54.69
HIGH SPEED TRAINING,18/11/2024,31181048,Indirect Employee Allowances,Other Training Expenses,Greater Manchester Combined Authority,24.00
HIGH SPEED TRAINING,18/11/2024,31181087,Indirect Employee Allowances,Other Training Expenses,Greater Manchester Combined Authority,30.00
Hilton Birmingham Metr,18/11/2024,31181212,"Supplies, Services & Other Expenses",Subsistence,Greater Manchester Combined Authority,158.65
INST OF ADV MOTORI,18/11/2024,31180892,Indirect Employee Allowances,Devolved Training,Greater Manchester Combined Authority,47.00
INST OF ADV MOTORI,18/11/2024,31181076,Indirect Employee Allowances,Devolved Training,Greater Manchester Combined Authority,215.00
INST OF ADV MOTORI,18/11/2024,31181125,Indirect Employee Allowances,Devolved Training,Greater Manchester Combined Authority,47.00
KEBABS DA PRAIA,18/11/2024,31181139,"Supplies, Services & Other Expenses",Subsistence,Greater Manchester Combined Authority,31.87
Premier Inn,18/11/2024,31180885,"Supplies, Services & Other Expenses",Subsistence,Greater Manchester Combined Authority,319.96
RESTARURANTE,18/11/2024,31180988,"Supplies, Services & Other Expenses",Subsistence,Greater Manchester Combined Authority,210.08
RESTAURANTE GARCA,18/11/2024,31180863,"Supplies, Services & Other Expenses",Subsistence,Greater Manchester Combined Authority,32.00
RESTAURANTE GARCA,18/11/2024,31180957,"Supplies, Services & Other Expenses",Subsistence,Greater Manchester Combined Authority,156.10
RESTAURANTE GARCA,18/11/2024,31181088,"Supplies, Services & Other Expenses",Subsistence,Greater Manchester Combined Authority,36.88
RESTAURANTE GINSU,18/11/2024,31180865,"Supplies, Services & Other Expenses",Subsistence,Greater Manchester Combined Authority,74.87
SABORES CASEIROS,18/11/2024,31180975,"Supplies, Services & Other Expenses",Subsistence,Greater Manchester Combined Authority,16.13
SAINSBURYS.CO.UK,18/11/2024,31181117,"Supplies, Services & Other Expenses",Subsistence,Greater Manchester Combined Authority,171.21
STARBUCKS,18/11/2024,31181211,"Supplies, Services & Other Expenses",Subsistence,Greater Manchester Combined Authority,20.50
TESCO STORES 5731,18/11/2024,31181179,"Supplies, Services & Other Expenses",Subsistence,Greater Manchester Combined Authority,150.00
TESCO STORES 5731,18/11/2024,31180871,"Supplies, Services & Other Expenses",Subsistence,Greater Manchester Combined Authority,76.24
TRANSPORT FOR GREATER,18/11/2024,31181154,Transport Related Expenditure,Officers Travel & Subsistence,Greater Manchester Combined Authority,75.60
TRANSPORT FOR GREATER,18/11/2024,31180904,Transport Related Expenditure,Officers Travel & Subsistence,Greater Manchester Combined Authority,148.40
TRANSPORT FOR GREATER,18/11/2024,31181109,Transport Related Expenditure,Officers Travel & Subsistence,Greater Manchester Combined Authority,333.00
TRANSPORT FOR GREATER,18/11/2024,31180824,Transport Related Expenditure,Officers Travel & Subsistence,Greater Manchester Combined Authority,256.20
TRANSPORT FOR GREATER,18/11/2024,31180830,"Supplies, Services & Other Expenses",Subsistence,Greater Manchester Combined Authority,418.40
