BODY,NAME,EXPENSE AREA,EXPENSE TYPE,REFERENCE,DATE,AMOUNT
Rotherham Metropolitan Borough Council,Adult Care & Housing,ASPIRE IN THE COMMUNITY SERVICES LTD,Supporting People - Independent Sector Residential,11618404,45111,-880.12
Rotherham Metropolitan Borough Council,Adult Care & Housing,YOUR CARE PROVIDER LTD,Supporting People - Independent Sector Residential,11618405,45111,644.3
Rotherham Metropolitan Borough Council,Adult Care & Housing,YOUR CARE PROVIDER LTD,Supporting People - Independent Sector Residential,11618405,45111,-197.95
Rotherham Metropolitan Borough Council,Adult Care & Housing,YOUR CARE PROVIDER LTD,Supporting People - Independent Sector Residential,11618405,45111,641.64
Rotherham Metropolitan Borough Council,Adult Care & Housing,YOUR CARE PROVIDER LTD,Supporting People - Independent Sector Residential,11618406,45111,8077.2
Rotherham Metropolitan Borough Council,Adult Care & Housing,YOUR CARE PROVIDER LTD,Supporting People - Independent Sector Residential,11618406,45111,634.25
Rotherham Metropolitan Borough Council,Adult Care & Housing,YOUR CARE PROVIDER LTD,Supporting People - Independent Sector Residential,11618406,45111,-3057.76
Rotherham Metropolitan Borough Council,Adult Care & Housing,YOUR CARE PROVIDER LTD,Supporting People - Independent Sector Residential,11618406,45111,-27418
Rotherham Metropolitan Borough Council,Adult Care & Housing,YOUR CARE PROVIDER LTD,Supporting People - Independent Sector Residential,11618406,45111,33600.21
Rotherham Metropolitan Borough Council,Adult Care & Housing,KNIGHTINGALE CARE LTD,Supporting People - Independent Sector Residential,11618408,45111,905.21
Rotherham Metropolitan Borough Council,Adult Care & Housing,KNIGHTINGALE CARE LTD,Supporting People - Independent Sector Residential,11618409,45111,4010.54
Rotherham Metropolitan Borough Council,Adult Care & Housing,KNIGHTINGALE CARE LTD,Supporting People - Independent Sector Residential,11618409,45111,3895.71
Rotherham Metropolitan Borough Council,Adult Care & Housing,KNIGHTINGALE CARE LTD,Supporting People - Independent Sector Residential,11618409,45111,-986.72
Rotherham Metropolitan Borough Council,Adult Care & Housing,KNIGHTINGALE CARE LTD,Supporting People - Independent Sector Residential,11618409,45111,-356.14
Rotherham Metropolitan Borough Council,Adult Care & Housing,KNIGHTINGALE CARE LTD,Supporting People - Independent Sector Residential,11618409,45111,6320
Rotherham Metropolitan Borough Council,Adult Care & Housing,KNIGHTINGALE CARE LTD,Supporting People - Independent Sector Residential,11618409,45111,632
Rotherham Metropolitan Borough Council,Adult Care & Housing,KNIGHTINGALE CARE LTD,Supporting People - Independent Sector Residential,11618409,45111,-1037.89
Rotherham Metropolitan Borough Council,Adult Care & Housing,KNIGHTINGALE CARE LTD,Supporting People - Independent Sector Residential,11618409,45111,-632
Rotherham Metropolitan Borough Council,Adult Care & Housing,KNIGHTINGALE CARE LTD,Supporting People - Independent Sector Residential,11618409,45111,606
Rotherham Metropolitan Borough Council,Adult Care & Housing,KNIGHTINGALE CARE LTD,Supporting People - Independent Sector Residential,11618409,45111,86.57
Rotherham Metropolitan Borough Council,Adult Care & Housing,KNIGHTINGALE CARE LTD,Supporting People - Independent Sector Residential,11618409,45111,1255.92
Rotherham Metropolitan Borough Council,Adult Care & Housing,KNIGHTINGALE CARE LTD,Supporting People - Independent Sector Residential,11618409,45111,1212
Rotherham Metropolitan Borough Council,Adult Care & Housing,KNIGHTINGALE CARE LTD,Supporting People - Independent Sector Residential,11618409,45111,-175.49
Rotherham Metropolitan Borough Council,Adult Care & Housing,OASIS-CARE UK GROUP LIMITED,Supporting People - Independent Sector Residential,11618412,45111,5342.05
Rotherham Metropolitan Borough Council,Adult Care & Housing,COMMUNITY PLACES LTD,Supporting People - Independent Sector Residential,11618414,45111,5215.11
Rotherham Metropolitan Borough Council,Adult Care & Housing,COMMUNITY PLACES LTD,Supporting People - Independent Sector Residential,11618414,45111,-120.8
Rotherham Metropolitan Borough Council,Adult Care & Housing,PATHFINDERS CARE (OLLERTON) LTD,Supporting People - Independent Sector Residential,11618415,45111,1792.77
Rotherham Metropolitan Borough Council,Adult Care & Housing,ANCHOR HANOVER GROUP,Supporting People - Independent Sector Residential,11618416,45111,590
Rotherham Metropolitan Borough Council,Adult Care & Housing,ANCHOR HANOVER GROUP,Supporting People - Independent Sector Residential,11618416,45111,-590
Rotherham Metropolitan Borough Council,Adult Care & Housing,ANCHOR HANOVER GROUP,Supporting People - Independent Sector Residential,11618416,45111,503.86
Rotherham Metropolitan Borough Council,Adult Care & Housing,VALORUM CARE LIMITED,Supporting People - Independent Sector Residential,11618417,45111,1000.42
Rotherham Metropolitan Borough Council,Adult Care & Housing,VALORUM CARE LIMITED,Supporting People - Independent Sector Residential,11618417,45111,-197.2
Rotherham Metropolitan Borough Council,Adult Care & Housing,HELTCORP LTD,Supporting People - Independent Sector Residential,11618418,45111,5482.25
Rotherham Metropolitan Borough Council,Adult Care & Housing,HELTCORP LTD,Supporting People - Independent Sector Residential,11618418,45111,1212
Rotherham Metropolitan Borough Council,Adult Care & Housing,HELTCORP LTD,Supporting People - Independent Sector Residential,11618418,45111,645.66
Rotherham Metropolitan Borough Council,Adult Care & Housing,HELTCORP LTD,Supporting People - Independent Sector Residential,11618418,45111,1284
Rotherham Metropolitan Borough Council,Adult Care & Housing,HELTCORP LTD,Supporting People - Independent Sector Residential,11618418,45111,-456.63
Rotherham Metropolitan Borough Council,Adult Care & Housing,HELTCORP LTD,Supporting People - Independent Sector Residential,11618418,45111,606
Rotherham Metropolitan Borough Council,Adult Care & Housing,HELTCORP LTD,Supporting People - Independent Sector Residential,11618418,45111,-123.79
Rotherham Metropolitan Borough Council,Adult Care & Housing,HELTCORP LTD,Supporting People - Independent Sector Residential,11618418,45111,606
Rotherham Metropolitan Borough Council,Adult Care & Housing,HELTCORP LTD,Supporting People - Independent Sector Residential,11618418,45111,606
Rotherham Metropolitan Borough Council,Adult Care & Housing,HELTCORP LTD,Supporting People - Independent Sector Residential,11618418,45111,-141.56
Rotherham Metropolitan Borough Council,Adult Care & Housing,BEECH CLIFFE LTD,Supporting People - Independent Sector Residential,11618419,45111,6159.29
Rotherham Metropolitan Borough Council,Adult Care & Housing,BEECH CLIFFE LTD,Supporting People - Independent Sector Residential,11618419,45111,-241.6
Rotherham Metropolitan Borough Council,Adult Care & Housing,ORCHID HOUSE RESIDENTIAL CARE HOME,Supporting People - Independent Sector Residential,11618420,45111,131.51
Rotherham Metropolitan Borough Council,Adult Care & Housing,ORCHID HOUSE RESIDENTIAL CARE HOME,Supporting People - Independent Sector Residential,11618420,45111,-12.72
Rotherham Metropolitan Borough Council,Adult Care & Housing,ORCHID HOUSE RESIDENTIAL CARE HOME,Supporting People - Independent Sector Residential,11618420,45111,6121.99
Rotherham Metropolitan Borough Council,Adult Care & Housing,ORCHID HOUSE RESIDENTIAL CARE HOME,Supporting People - Independent Sector Residential,11618420,45111,-349.68
Rotherham Metropolitan Borough Council,Adult Care & Housing,VALEO LTD,Supporting People - Independent Sector Residential,11618421,45111,4501.61
Rotherham Metropolitan Borough Council,Adult Care & Housing,VALEO LTD,Supporting People - Independent Sector Residential,11618421,45111,-101.25
Rotherham Metropolitan Borough Council,Adult Care & Housing,VALEO LTD,Supporting People - Independent Sector Residential,11618422,45111,2547.05
Rotherham Metropolitan Borough Council,Adult Care & Housing,VALEO LTD,Supporting People - Independent Sector Residential,11618422,45111,-61.95
Rotherham Metropolitan Borough Council,Adult Care & Housing,COVEBERRY LIMITED,Supporting People - Independent Sector Residential,11618424,45111,2162.53
Rotherham Metropolitan Borough Council,Adult Care & Housing,COVEBERRY LIMITED,Supporting People - Independent Sector Residential,11618424,45111,-128.25
Rotherham Metropolitan Borough Council,Adult Care & Housing,HOUSE OF LIGHT TRUST LTD,Supporting People - Independent Sector Residential,11618425,45111,5544.72
Rotherham Metropolitan Borough Council,Adult Care & Housing,HOUSE OF LIGHT TRUST LTD,Supporting People - Independent Sector Residential,11618425,45111,-854.81
Rotherham Metropolitan Borough Council,Adult Care & Housing,HOUSE OF LIGHT TRUST LTD,Supporting People - Independent Sector Residential,11618425,45111,1144.63
Rotherham Metropolitan Borough Council,Adult Care & Housing,HOUSE OF LIGHT TRUST LTD,Supporting People - Independent Sector Residential,11618425,45111,-90.25
Rotherham Metropolitan Borough Council,Adult Care & Housing,FUTURE DIRECTIONS CIC,Supporting People - Independent Sector Residential,11618427,45111,3070.52
Rotherham Metropolitan Borough Council,Adult Care & Housing,FUTURE DIRECTIONS CIC,Supporting People - Independent Sector Residential,11618427,45111,-90.25
Rotherham Metropolitan Borough Council,Adult Care & Housing,RELATIVETO LTD,Supporting People - Independent Sector Residential,11618428,45111,124.45
Rotherham Metropolitan Borough Council,Adult Care & Housing,RELATIVETO LTD,Supporting People - Independent Sector Residential,11618428,45111,-118.8
Rotherham Metropolitan Borough Council,Adult Care & Housing,RELATIVETO LTD,Supporting People - Independent Sector Residential,11618428,45111,3843.13
Rotherham Metropolitan Borough Council,Adult Care & Housing,SUSASH SHEFFIELD LTD,Supporting People - Independent Sector Residential,11618429,45111,1977.39
Rotherham Metropolitan Borough Council,Adult Care & Housing,SUSASH SHEFFIELD LTD,Supporting People - Independent Sector Residential,11618429,45111,6649.42
Rotherham Metropolitan Borough Council,Adult Care & Housing,SUSASH SHEFFIELD LTD,Supporting People - Independent Sector Residential,11618429,45111,690
Rotherham Metropolitan Borough Council,Adult Care & Housing,SUSASH SHEFFIELD LTD,Supporting People - Independent Sector Residential,11618429,45111,-550.63
Rotherham Metropolitan Borough Council,Adult Care & Housing,SUSASH SHEFFIELD LTD,Supporting People - Independent Sector Residential,11618429,45111,1419.6
Rotherham Metropolitan Borough Council,Adult Care & Housing,SUSASH SHEFFIELD LTD,Supporting People - Independent Sector Residential,11618429,45111,2528
Rotherham Metropolitan Borough Council,Adult Care & Housing,SUSASH SHEFFIELD LTD,Supporting People - Independent Sector Residential,11618429,45111,632
Rotherham Metropolitan Borough Council,Adult Care & Housing,SUSASH SHEFFIELD LTD,Supporting People - Independent Sector Residential,11618429,45111,-600.53
Rotherham Metropolitan Borough Council,Adult Care & Housing,SUSASH SHEFFIELD LTD,Supporting People - Independent Sector Residential,11618429,45111,815.62
Rotherham Metropolitan Borough Council,Adult Care & Housing,SUSASH SHEFFIELD LTD,Supporting People - Independent Sector Residential,11618429,45111,606
Rotherham Metropolitan Borough Council,Adult Care & Housing,SUSASH SHEFFIELD LTD,Supporting People - Independent Sector Residential,11618429,45111,-148.41
Rotherham Metropolitan Borough Council,Adult Care & Housing,SUSASH SHEFFIELD LTD,Supporting People - Independent Sector Residential,11618429,45111,1148
Rotherham Metropolitan Borough Council,Adult Care & Housing,METHODIST HOMES,Supporting People - Independent Sector Residential,11618430,45111,439.42
Rotherham Metropolitan Borough Council,Adult Care & Housing,METHODIST HOMES,Supporting People - Independent Sector Residential,11618430,45111,1189.82
Rotherham Metropolitan Borough Council,Adult Care & Housing,METHODIST HOMES,Supporting People - Independent Sector Residential,11618430,45111,-169.1
Rotherham Metropolitan Borough Council,Adult Care & Housing,METHODIST HOMES,Supporting People - Independent Sector Residential,11618430,45111,10216.29
Rotherham Metropolitan Borough Council,Adult Care & Housing,METHODIST HOMES,Supporting People - Independent Sector Residential,11618430,45111,1536.12
Rotherham Metropolitan Borough Council,Adult Care & Housing,METHODIST HOMES,Supporting People - Independent Sector Residential,11618430,45111,-4981.21
Rotherham Metropolitan Borough Council,Adult Care & Housing,METHODIST HOMES,Supporting People - Independent Sector Residential,11618430,45111,-683.24
Rotherham Metropolitan Borough Council,Adult Care & Housing,METHODIST HOMES,Supporting People - Independent Sector Residential,11618430,45111,12740
Rotherham Metropolitan Borough Council,Adult Care & Housing,METHODIST HOMES,Supporting People - Independent Sector Residential,11618430,45111,632
Rotherham Metropolitan Borough Council,Adult Care & Housing,METHODIST HOMES,Supporting People - Independent Sector Residential,11618430,45111,-4029.13
Rotherham Metropolitan Borough Council,Adult Care & Housing,METHODIST HOMES,Supporting People - Independent Sector Residential,11618430,45111,601.84
Rotherham Metropolitan Borough Council,Adult Care & Housing,METHODIST HOMES,Supporting People - Independent Sector Residential,11618430,45111,-6.29
Rotherham Metropolitan Borough Council,Adult Care & Housing,METHODIST HOMES,Supporting People - Independent Sector Residential,11618430,45111,606
Rotherham Metropolitan Borough Council,Adult Care & Housing,METHODIST HOMES,Supporting People - Independent Sector Residential,11618430,45111,-178.87
Rotherham Metropolitan Borough Council,Adult Care & Housing,VOYAGE 1 LTD,Supporting People - Independent Sector Residential,11618431,45111,7601.15
Rotherham Metropolitan Borough Council,Adult Care & Housing,VOYAGE 1 LTD,Supporting People - Independent Sector Residential,11618431,45111,-401.37
Rotherham Metropolitan Borough Council,Adult Care & Housing,VOYAGE 1 LTD,Supporting People - Independent Sector Residential,11618431,45111,8587.32
Rotherham Metropolitan Borough Council,Adult Care & Housing,VOYAGE 1 LTD,Supporting People - Independent Sector Residential,11618431,45111,6458.68
Rotherham Metropolitan Borough Council,Adult Care & Housing,VOYAGE 1 LTD,Supporting People - Independent Sector Residential,11618431,45111,22079.67
Rotherham Metropolitan Borough Council,Adult Care & Housing,VOYAGE 1 LTD,Supporting People - Independent Sector Residential,11618431,45111,-865.42
Rotherham Metropolitan Borough Council,Adult Care & Housing,VOYAGE 1 LTD,Supporting People - Independent Sector Residential,11618431,45111,6458.68
Rotherham Metropolitan Borough Council,Adult Care & Housing,VOYAGE 1 LTD,Supporting People - Independent Sector Residential,11618431,45111,19423.24
Rotherham Metropolitan Borough Council,Adult Care & Housing,VOYAGE 1 LTD,Supporting People - Independent Sector Residential,11618431,45111,-995.7
Rotherham Metropolitan Borough Council,Adult Care & Housing,MOORGATE CARE VILLAGE LTD,Supporting People - Independent Sector Residential,11618432,45111,3735.07
Rotherham Metropolitan Borough Council,Adult Care & Housing,MOORGATE CARE VILLAGE LTD,Supporting People - Independent Sector Residential,11618432,45111,5598
Rotherham Metropolitan Borough Council,Adult Care & Housing,MOORGATE CARE VILLAGE LTD,Supporting People - Independent Sector Residential,11618432,45111,-1702.09
Rotherham Metropolitan Borough Council,Adult Care & Housing,MOORGATE CARE VILLAGE LTD,Supporting People - Independent Sector Residential,11618432,45111,8540.5
Rotherham Metropolitan Borough Council,Adult Care & Housing,MOORGATE CARE VILLAGE LTD,Supporting People - Independent Sector Residential,11618432,45111,1818
Rotherham Metropolitan Borough Council,Adult Care & Housing,MOORGATE CARE VILLAGE LTD,Supporting People - Independent Sector Residential,11618432,45111,-2278.01
Rotherham Metropolitan Borough Council,Adult Care & Housing,MOORGATE CARE VILLAGE LTD,Supporting People - Independent Sector Residential,11618432,45111,-839.55
Rotherham Metropolitan Borough Council,Adult Care & Housing,MOORGATE CARE VILLAGE LTD,Supporting People - Independent Sector Residential,11618432,45111,6952
Rotherham Metropolitan Borough Council,Adult Care & Housing,MOORGATE CARE VILLAGE LTD,Supporting People - Independent Sector Residential,11618432,45111,3934.14
Rotherham Metropolitan Borough Council,Adult Care & Housing,MOORGATE CARE VILLAGE LTD,Supporting People - Independent Sector Residential,11618432,45111,-1961.05
Rotherham Metropolitan Borough Council,Adult Care & Housing,MOORGATE CARE VILLAGE LTD,Supporting People - Independent Sector Residential,11618432,45111,-1815.18
Rotherham Metropolitan Borough Council,Adult Care & Housing,MOORGATE CARE VILLAGE LTD,Supporting People - Independent Sector Residential,11618432,45111,622
Rotherham Metropolitan Borough Council,Adult Care & Housing,MOORGATE CARE VILLAGE LTD,Supporting People - Independent Sector Residential,11618432,45111,-175.1
Rotherham Metropolitan Borough Council,Adult Care & Housing,MOORGATE CARE VILLAGE LTD,Supporting People - Independent Sector Residential,11618432,45111,1823.06
Rotherham Metropolitan Borough Council,Adult Care & Housing,MOORGATE CARE VILLAGE LTD,Supporting People - Independent Sector Residential,11618432,45111,-476.86
Rotherham Metropolitan Borough Council,Adult Care & Housing,MOORGATE CARE VILLAGE LTD,Supporting People - Independent Sector Residential,11618432,45111,622
Rotherham Metropolitan Borough Council,Adult Care & Housing,MOORGATE CARE VILLAGE LTD,Supporting People - Independent Sector Residential,11618432,45111,-169.43
Rotherham Metropolitan Borough Council,Adult Care & Housing,MOORGATE CARE VILLAGE LTD,Supporting People - Independent Sector Residential,11618432,45111,606
Rotherham Metropolitan Borough Council,Adult Care & Housing,PARK CARE 2,Supporting People - Independent Sector Residential,11618433,45111,7069.39
Rotherham Metropolitan Borough Council,Adult Care & Housing,PARK CARE 2,Supporting People - Independent Sector Residential,11618434,45111,8501.23
Rotherham Metropolitan Borough Council,Adult Care & Housing,PARK CARE 2,Supporting People - Independent Sector Residential,11618434,45111,1299.8
Rotherham Metropolitan Borough Council,Adult Care & Housing,PARK CARE 2,Supporting People - Independent Sector Residential,11618434,45111,-159.96
Rotherham Metropolitan Borough Council,Adult Care & Housing,PARK CARE 2,Supporting People - Independent Sector Residential,11618435,45111,1863.05
Rotherham Metropolitan Borough Council,Adult Care & Housing,FOUR SEASONS HEALTH CARE (ENGLAND) LTD,Supporting People - Independent Sector Residential,11618436,45111,596.56
Rotherham Metropolitan Borough Council,Adult Care & Housing,FOUR SEASONS HEALTH CARE (ENGLAND) LTD,Supporting People - Independent Sector Residential,11618436,45111,-243.4
Rotherham Metropolitan Borough Council,Adult Care & Housing,FOUR SEASONS HEALTH CARE (ENGLAND) LTD,Supporting People - Independent Sector Residential,11618436,45111,547
Rotherham Metropolitan Borough Council,Adult Care & Housing,FOUR SEASONS HEALTH CARE (ENGLAND) LTD,Supporting People - Independent Sector Residential,11618436,45111,-462.43
Rotherham Metropolitan Borough Council,Adult Care & Housing,FOUR SEASONS HEALTH CARE (ENGLAND) LTD,Supporting People - Independent Sector Residential,11618436,45111,547
Rotherham Metropolitan Borough Council,Adult Care & Housing,FOUR SEASONS HEALTH CARE (ENGLAND) LTD,Supporting People - Independent Sector Residential,11618436,45111,-177.33
Rotherham Metropolitan Borough Council,Adult Care & Housing,PARK CARE 2,Supporting People - Independent Sector Residential,11618437,45111,1672.93
Rotherham Metropolitan Borough Council,Adult Care & Housing,PARK CARE 2,Supporting People - Independent Sector Residential,11618437,45111,-120.8
Rotherham Metropolitan Borough Council,Adult Care & Housing,PARK CARE 2,Supporting People - Independent Sector Residential,11618437,45111,4998.91
Rotherham Metropolitan Borough Council,Adult Care & Housing,PARK CARE 2,Supporting People - Independent Sector Residential,11618437,45111,-359.4
Rotherham Metropolitan Borough Council,Adult Care & Housing,PARK CARE 2,Supporting People - Independent Sector Residential,11618437,45111,1361.19
Rotherham Metropolitan Borough Council,Adult Care & Housing,PARK CARE 2,Supporting People - Independent Sector Residential,11618438,45111,1087.18
Rotherham Metropolitan Borough Council,Adult Care & Housing,PARK CARE 2,Supporting People - Independent Sector Residential,11618438,45111,-175.6
Rotherham Metropolitan Borough Council,Adult Care & Housing,PARK CARE 2,Supporting People - Independent Sector Residential,11618438,45111,8693.22
Rotherham Metropolitan Borough Council,Adult Care & Housing,PARK CARE 2,Supporting People - Independent Sector Residential,11618438,45111,-181.87
Rotherham Metropolitan Borough Council,Adult Care & Housing,SAPHIRE CARE SERVICES,Supporting People - Independent Sector Residential,11618439,45111,14571.08
Rotherham Metropolitan Borough Council,Adult Care & Housing,SAPHIRE CARE SERVICES,Supporting People - Independent Sector Residential,11618439,45111,-451.65
Rotherham Metropolitan Borough Council,Adult Care & Housing,SAPHIRE CARE SERVICES,Supporting People - Independent Sector Residential,11618440,45111,8490.84
Rotherham Metropolitan Borough Council,Adult Care & Housing,SAPHIRE CARE SERVICES,Supporting People - Independent Sector Residential,11618440,45111,-438.8
Rotherham Metropolitan Borough Council,Adult Care & Housing,PARK CARE 2,Supporting People - Independent Sector Residential,11618441,45111,3812.9
Rotherham Metropolitan Borough Council,Adult Care & Housing,PARK CARE 2,Supporting People - Independent Sector Residential,11618442,45111,2584.94
Rotherham Metropolitan Borough Council,Adult Care & Housing,PARK CARE 2,Supporting People - Independent Sector Residential,11618442,45111,7350.93
Rotherham Metropolitan Borough Council,Adult Care & Housing,PARK CARE 2,Supporting People - Independent Sector Residential,11618442,45111,1164.85
Rotherham Metropolitan Borough Council,Adult Care & Housing,PARK CARE 2,Supporting People - Independent Sector Residential,11618442,45111,-120.8
Rotherham Metropolitan Borough Council,Adult Care & Housing,PINGLEY COURT CARE LTD,Supporting People - Independent Sector Residential,11618444,45111,680
Rotherham Metropolitan Borough Council,Adult Care & Housing,PINGLEY COURT CARE LTD,Supporting People - Independent Sector Residential,11618444,45111,-50
Rotherham Metropolitan Borough Council,Adult Care & Housing,THE ABBEYS (RAWMARSH) LTD,Supporting People - Independent Sector Residential,11618445,45111,-1725.52
Rotherham Metropolitan Borough Council,Adult Care & Housing,THE ABBEYS (RAWMARSH) LTD,Supporting People - Independent Sector Residential,11618445,45111,1957
Rotherham Metropolitan Borough Council,Adult Care & Housing,THE ABBEYS (RAWMARSH) LTD,Supporting People - Independent Sector Residential,11618445,45111,6744.06
Rotherham Metropolitan Borough Council,Adult Care & Housing,THE ABBEYS (RAWMARSH) LTD,Supporting People - Independent Sector Residential,11618445,45111,-239.48
Rotherham Metropolitan Borough Council,Adult Care & Housing,THE ABBEYS (RAWMARSH) LTD,Supporting People - Independent Sector Residential,11618445,45111,13420
Rotherham Metropolitan Borough Council,Adult Care & Housing,THE ABBEYS (RAWMARSH) LTD,Supporting People - Independent Sector Residential,11618445,45111,1936
Rotherham Metropolitan Borough Council,Adult Care & Housing,THE ABBEYS (RAWMARSH) LTD,Supporting People - Independent Sector Residential,11618445,45111,-4381.03
Rotherham Metropolitan Borough Council,Adult Care & Housing,THE ABBEYS (RAWMARSH) LTD,Supporting People - Independent Sector Residential,11618445,45111,-486.78
Rotherham Metropolitan Borough Council,Adult Care & Housing,BESPOKE CARE AND SUPPORT LTD,Supporting People - Independent Sector Residential,11618447,45111,8220.36
Rotherham Metropolitan Borough Council,Adult Care & Housing,BESPOKE CARE AND SUPPORT LTD,Supporting People - Independent Sector Residential,11618447,45111,8908.19
Rotherham Metropolitan Borough Council,Adult Care & Housing,COUNTRYWIDE HEALTHCARE LTD,Supporting People - Independent Sector Residential,11618448,45111,789.42
Rotherham Metropolitan Borough Council,Adult Care & Housing,COUNTRYWIDE HEALTHCARE LTD,Supporting People - Independent Sector Residential,11618448,45111,-120.8
Rotherham Metropolitan Borough Council,Adult Care & Housing,PRISTINE CARE GROUP LTD,Supporting People - Independent Sector Residential,11618449,45111,7520
Rotherham Metropolitan Borough Council,Adult Care & Housing,PRISTINE CARE GROUP LTD,Supporting People - Independent Sector Residential,11618449,45111,-2814.1
Rotherham Metropolitan Borough Council,Adult Care & Housing,PRISTINE CARE GROUP LTD,Supporting People - Independent Sector Residential,11618449,45111,9142
Rotherham Metropolitan Borough Council,Adult Care & Housing,PRISTINE CARE GROUP LTD,Supporting People - Independent Sector Residential,11618449,45111,94.29
Rotherham Metropolitan Borough Council,Adult Care & Housing,PRISTINE CARE GROUP LTD,Supporting People - Independent Sector Residential,11618449,45111,-1929.78
Rotherham Metropolitan Borough Council,Adult Care & Housing,PRISTINE CARE GROUP LTD,Supporting People - Independent Sector Residential,11618449,45111,-21.17
Rotherham Metropolitan Borough Council,Adult Care & Housing,PRISTINE CARE GROUP LTD,Supporting People - Independent Sector Residential,11618449,45111,622
Rotherham Metropolitan Borough Council,Adult Care & Housing,PRISTINE CARE GROUP LTD,Supporting People - Independent Sector Residential,11618449,45111,-56.27
Rotherham Metropolitan Borough Council,Adult Care & Housing,PRISTINE CARE GROUP LTD,Supporting People - Independent Sector Residential,11618449,45111,606
Rotherham Metropolitan Borough Council,Adult Care & Housing,PRISTINE CARE GROUP LTD,Supporting People - Independent Sector Residential,11618449,45111,-112.39
Rotherham Metropolitan Borough Council,Adult Care & Housing,THE CONIFERS NURSING HOME (BRIDLINGTON),Supporting People - Independent Sector Residential,11618450,45111,672.6
Rotherham Metropolitan Borough Council,Adult Care & Housing,THE CONIFERS NURSING HOME (BRIDLINGTON),Supporting People - Independent Sector Residential,11618450,45111,-120.8
Rotherham Metropolitan Borough Council,Adult Care & Housing,MARIA MALLABAND LTD,Supporting People - Independent Sector Residential,11618451,45111,1466.22
Rotherham Metropolitan Borough Council,Adult Care & Housing,MARIA MALLABAND LTD,Supporting People - Independent Sector Residential,11618451,45111,-200
Rotherham Metropolitan Borough Council,Adult Care & Housing,COUNTRYWIDE CARE HOMES LTD,Supporting People - Independent Sector Residential,11618452,45111,219.71
Rotherham Metropolitan Borough Council,Adult Care & Housing,COUNTRYWIDE CARE HOMES LTD,Supporting People - Independent Sector Residential,11618452,45111,794
Rotherham Metropolitan Borough Council,Adult Care & Housing,COUNTRYWIDE CARE HOMES LTD,Supporting People - Independent Sector Residential,11618452,45111,102.29
Rotherham Metropolitan Borough Council,Adult Care & Housing,COUNTRYWIDE CARE HOMES LTD,Supporting People - Independent Sector Residential,11618452,45111,-102.28
Rotherham Metropolitan Borough Council,Adult Care & Housing,PRINCIPLE SUPPORT LTD,Supporting People - Independent Sector Residential,11618453,45111,949.77
Rotherham Metropolitan Borough Council,Adult Care & Housing,INDEPENDENCE FOR LIFE LTD,Supporting People - Independent Sector Residential,11618454,45111,11590.4
Rotherham Metropolitan Borough Council,Adult Care & Housing,INDEPENDENCE FOR LIFE LTD,Supporting People - Independent Sector Residential,11618454,45111,-813.05
Rotherham Metropolitan Borough Council,Adult Care & Housing,JUBILEE CARE HOME LIMITED,Supporting People - Independent Sector Residential,11618455,45111,9807.5
Rotherham Metropolitan Borough Council,Adult Care & Housing,JUBILEE CARE HOME LIMITED,Supporting People - Independent Sector Residential,11618455,45111,606
Rotherham Metropolitan Borough Council,Adult Care & Housing,JUBILEE CARE HOME LIMITED,Supporting People - Independent Sector Residential,11618455,45111,-2891.82
Rotherham Metropolitan Borough Council,Adult Care & Housing,JUBILEE CARE HOME LIMITED,Supporting People - Independent Sector Residential,11618455,45111,-191.53
Rotherham Metropolitan Borough Council,Adult Care & Housing,JUBILEE CARE HOME LIMITED,Supporting People - Independent Sector Residential,11618455,45111,10744
Rotherham Metropolitan Borough Council,Adult Care & Housing,JUBILEE CARE HOME LIMITED,Supporting People - Independent Sector Residential,11618455,45111,2528
Rotherham Metropolitan Borough Council,Adult Care & Housing,JUBILEE CARE HOME LIMITED,Supporting People - Independent Sector Residential,11618455,45111,-2482.61
Rotherham Metropolitan Borough Council,Adult Care & Housing,JUBILEE CARE HOME LIMITED,Supporting People - Independent Sector Residential,11618455,45111,-531.13
Rotherham Metropolitan Borough Council,Adult Care & Housing,AUTISM PLUS LTD,Supporting People - Independent Sector Residential,11618457,45111,1751.04
Rotherham Metropolitan Borough Council,Adult Care & Housing,RUNWOOD HOMES LTD,Supporting People - Independent Sector Residential,11618458,45111,28.25
Rotherham Metropolitan Borough Council,Adult Care & Housing,RUNWOOD HOMES LTD,Supporting People - Independent Sector Residential,11618458,45111,3075.94
Rotherham Metropolitan Borough Council,Adult Care & Housing,RUNWOOD HOMES LTD,Supporting People - Independent Sector Residential,11618458,45111,5751.85
Rotherham Metropolitan Borough Council,Adult Care & Housing,RUNWOOD HOMES LTD,Supporting People - Independent Sector Residential,11618458,45111,622
Rotherham Metropolitan Borough Council,Adult Care & Housing,RUNWOOD HOMES LTD,Supporting People - Independent Sector Residential,11618458,45111,-1724.44
Rotherham Metropolitan Borough Council,Adult Care & Housing,RUNWOOD HOMES LTD,Supporting People - Independent Sector Residential,11618458,45111,-205.58
Rotherham Metropolitan Borough Council,Adult Care & Housing,RUNWOOD HOMES LTD,Supporting People - Independent Sector Residential,11618458,45111,8025.71
Rotherham Metropolitan Borough Council,Adult Care & Housing,RUNWOOD HOMES LTD,Supporting People - Independent Sector Residential,11618458,45111,690
Rotherham Metropolitan Borough Council,Adult Care & Housing,RUNWOOD HOMES LTD,Supporting People - Independent Sector Residential,11618458,45111,-772.69
