Supplier Name,Net Amount,Spend Type,Service,Department,Account,Entry Date,Payment type,
CASTLE POINT GAS & HEATING CO LTD," 1,382.75 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,24 Jul 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 1,659.53 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,17 Jul 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 1,698.26 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,3 Jul 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 1,698.26 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,25 Sep 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 1,725.92 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,17 Jul 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 1,743.78 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,3 Jul 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 1,743.78 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,10 Jul 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 1,743.78 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,24 Jul 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 1,782.51 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,3 Jul 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 1,785.88 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,4 Aug 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 1,785.88 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,14 Aug 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 1,785.88 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,25 Sep 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 1,803.91 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,24 Jul 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 1,803.91 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,14 Aug 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 1,803.91 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,14 Aug 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 1,803.91 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,21 Aug 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 1,803.91 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,29 Aug 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 1,803.91 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,11 Sep 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 1,803.91 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,18 Sep 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 1,814.76 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,25 Sep 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 1,814.76 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,25 Sep 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 1,814.76 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,25 Sep 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 1,827.98 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,3 Jul 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 1,827.98 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,24 Jul 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 1,827.98 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,18 Sep 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 1,833.98 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,4 Aug 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 1,842.64 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,4 Aug 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 1,846.01 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,24 Jul 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 1,846.01 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,24 Jul 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 1,846.01 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,4 Aug 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 1,846.01 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,21 Aug 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 1,870.08 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,24 Jul 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 1,888.11 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,24 Jul 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 1,888.11 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,24 Jul 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 1,888.11 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,21 Aug 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 1,888.11 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,29 Aug 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 1,888.11 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,11 Sep 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 1,894.11 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,18 Sep 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 1,912.18 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,7 Aug 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 1,924.16 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,7 Aug 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 1,924.16 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,14 Aug 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 1,930.21 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,21 Aug 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 1,954.24 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,18 Sep 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,002.13 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,11 Sep 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,074.49 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,18 Sep 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,212.70 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,3 Jul 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,212.70 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,10 Jul 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,212.70 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,17 Jul 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,212.70 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,17 Jul 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,212.70 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,24 Jul 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,212.70 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,24 Jul 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,212.70 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,4 Aug 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,248.76 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,21 Aug 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,251.43 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,3 Jul 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,251.43 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,3 Jul 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,251.43 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,10 Jul 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,251.43 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,10 Jul 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,251.43 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,17 Jul 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,251.43 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,14 Aug 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,251.43 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,29 Aug 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,280.70 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,24 Jul 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,283.68 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,24 Jul 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,290.16 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,10 Jul 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,290.16 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,10 Jul 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,290.16 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,10 Jul 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,290.16 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,17 Jul 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,290.16 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,24 Jul 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,290.16 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,24 Jul 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,290.16 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,24 Jul 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,290.16 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,4 Aug 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,306.75 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,3 Jul 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,322.41 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,4 Aug 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,328.89 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,10 Jul 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,328.89 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,17 Jul 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,351.00 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,17 Jul 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,353.43 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,24 Jul 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,361.14 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,10 Jul 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,361.14 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,17 Jul 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,361.14 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,17 Jul 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,367.62 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,17 Jul 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,393.39 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,4 Aug 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,405.20 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,3 Jul 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,405.20 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,10 Jul 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,405.20 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,10 Jul 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,405.20 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,17 Jul 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,405.20 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,17 Jul 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,405.20 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,17 Jul 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,405.20 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,17 Jul 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,405.20 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,17 Jul 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,405.20 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,24 Jul 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,405.20 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,24 Jul 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,405.20 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,24 Jul 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,405.20 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,4 Aug 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,405.20 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,4 Aug 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,405.20 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,4 Aug 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,405.20 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,4 Aug 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,405.20 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,7 Aug 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,405.20 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,7 Aug 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,405.20 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,7 Aug 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,405.20 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,7 Aug 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,405.20 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,14 Aug 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,405.20 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,14 Aug 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,405.20 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,14 Aug 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,405.20 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,14 Aug 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,405.20 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,14 Aug 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,405.20 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,14 Aug 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,405.20 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,14 Aug 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,405.20 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,14 Aug 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,405.20 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,14 Aug 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,405.20 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,14 Aug 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,405.20 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,14 Aug 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,405.20 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,14 Aug 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,405.20 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,21 Aug 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,405.20 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,21 Aug 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,405.20 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,21 Aug 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,405.20 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,29 Aug 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,405.20 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,29 Aug 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,405.20 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,29 Aug 23,Invoiced,
CASTLE POINT GAS & HEATING CO LTD," 2,405.20 ",Capital Expenditure/Fee Costs ,Individual Gas                ,Homes & Neighbourhoods,HRA,29 Aug 23,Invoiced,
