Report of all payments made by TfL for value equal to or greater than £250.00 Excl. VAT,,,,,,
Reporting Period:   2,,,,,,
Start Date:  30 April 2023,,,,,,
End Date:   27 May 2023,,,,,,
Financial Year:  2023/24,,,,,,
,,,,,,
Entity,Vendor Name,Expenditure Account ,Document Number,Clearing Date,Amount (£),Merchant Category
SURFACE TRANSPORT CORP,AGIITO LIMITED,Hotel Accommodation,1002\1900075158,26 May 2023,333.00,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Fleet,1005\5110259516,10 May 2023,332.50,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,N/A,1005\5110276625,24 May 2023,332.50,
LONDON UNDERGROUND LTD,BANNER GROUP LIMITED,Stationery,1005\5110259107,10 May 2023,332.43,
RAIL FOR LONDON LIMITED,REDACTED,Minor Staff Expenses,1020\3000004493,26 May 2023,332.10,
LT MUSEUM TRADING LTD,HIVIS,LTM Purchase of Clothing & Accessories - Children,1024\1900023124,22 May 2023,332.00,
TFL CORPORATE,AGIITO LIMITED,Staff Travel (Business Fares),1001\1900163522,17 May 2023,331.93,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1101162951,16 May 2023,331.85,
TFL CORPORATE,CUTWEL LTD,Fleet,1001\5110274142,22 May 2023,331.74,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110260312,10 May 2023,331.37,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110260979,10 May 2023,331.37,
LUL NOMINEE BCV LIMITED,HAYLEY GROUP PLC,Plant & Equipment Purchases,1033\5110276573,24 May 2023,331.34,
TFL CORPORATE,REDACTED,Professional & Academic Fees - Employees,1001\3000045999,19 May 2023,331.00,
LONDON RIVER SERVICES LTD,AGIITO LIMITED,Hotel Accommodation,1007\1900004407,26 May 2023,331.00,
LONDON RIVER SERVICES LTD,AGIITO LIMITED,Hotel Accommodation,1007\1900004408,26 May 2023,331.00,
LONDON RIVER SERVICES LTD,AGIITO LIMITED,Hotel Accommodation,1007\1900004409,26 May 2023,331.00,
LONDON TRANSPORT MUSEUM,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1011\1900017568,10 May 2023,330.73,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Office Cleaning,1005\5110262914,18 May 2023,330.50,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Uniforms,1005\5110269187,12 May 2023,330.16,
RAIL FOR LONDON LIMITED,LANES GROUP PLC,Horticultural Expenses,1020\5110260478,12 May 2023,330.07,
SURFACE TRANSPORT CORP,CAMDEN NEW JOURNAL,PR Cost Product Cost & PR Fees,1002\5110249837,10 May 2023,330.00,
SURFACE TRANSPORT CORP,CAMDEN NEW JOURNAL,PR Cost Product Cost & PR Fees,1002\5110255048,18 May 2023,330.00,
SURFACE TRANSPORT CORP,CAMDEN NEW JOURNAL,PR Cost Product Cost & PR Fees,1002\5110257401,10 May 2023,330.00,
SURFACE TRANSPORT CORP,CAMDEN NEW JOURNAL,PR Cost Product Cost & PR Fees,1002\5110257404,10 May 2023,330.00,
SURFACE TRANSPORT CORP,CAMDEN NEW JOURNAL,PR Cost Product Cost & PR Fees,1002\5110259378,18 May 2023,330.00,
SURFACE TRANSPORT CORP,CAMDEN NEW JOURNAL,PR Cost Product Cost & PR Fees,1002\5110259849,03 May 2023,330.00,
SURFACE TRANSPORT CORP,CAMDEN NEW JOURNAL,PR Cost Product Cost & PR Fees,1002\5110260656,16 May 2023,330.00,
SURFACE TRANSPORT CORP,CAMDEN NEW JOURNAL,PR Cost Product Cost & PR Fees,1002\5110267192,04 May 2023,330.00,
LONDON UNDERGROUND LTD,BROWNINGS ELECTRIC CO LTD,Plant & Equipment Purchases,1005\5110267704,05 May 2023,330.00,
LONDON UNDERGROUND LTD,HIREMECH LTD,Plant & Equipment Purchases,1005\5110275964,24 May 2023,330.00,
LONDON UNDERGROUND LTD,A J WELLS & SONS LTD,Connect PFI Service Costs,1005\5110277078,25 May 2023,330.00,
LONDON UNDERGROUND LTD,HELLERMANN TYTON,N/A,1005\5110256582,02 May 2023,330.00,
LONDON UNDERGROUND LTD,PERCY LANE PRODUCTS,N/A,1005\5110268828,12 May 2023,330.00,
LONDON UNDERGROUND LTD,PLASSER UK LTD,N/A,1005\5110265816,24 May 2023,329.88,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Plant & Equipment Purchases,1005\5110276493,24 May 2023,329.56,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Fleet,1005\5110265425,24 May 2023,329.10,
LONDON UNDERGROUND LTD,AGIITO LIMITED,Hotel Accommodation,1005\1900258353,12 May 2023,328.42,
LONDON UNDERGROUND LTD,SPEEDY ASSET SERVICES LTD,Plant & Equipment Purchases,1005\5110268901,25 May 2023,328.29,
LONDON RIVER SERVICES LTD,CAMBER SECURITY SYSTEMS LIMITED,Building Maintenance & Repairs,1007\5110277510,25 May 2023,328.00,
TRANSPORT TRADING LTD,FAST KEY SERVICES LTD,Furniture & Equipment,1004\5110268842,25 May 2023,327.95,
LONDON UNDERGROUND LTD,C E F,Vehicle Repairs & Maintenance,1005\5110259439,10 May 2023,327.65,
LONDON UNDERGROUND LTD,COMPUTACENTER PLC,Computer Consumables,1005\5110264218,23 May 2023,327.36,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1101163619,18 May 2023,327.10,
LONDON UNDERGROUND LTD,CEMBRE LTD,N/A,1005\5110277648,26 May 2023,327.00,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Office Cleaning,1005\5110260945,12 May 2023,326.80,
LONDON UNDERGROUND LTD,BANNER GROUP LIMITED,Printing,1005\5110257795,10 May 2023,326.37,
LONDON UNDERGROUND LTD,C E F,Vehicle Repairs & Maintenance,1005\5110265173,17 May 2023,326.20,
LONDON UNDERGROUND LTD,FAZAKERLEY REWINDS LTD,Fleet,1005\5110267037,24 May 2023,326.00,
LUL NOMINEE BCV LIMITED,HAYLEY GROUP PLC,Plant & Equipment Purchases,1033\5110262873,17 May 2023,325.94,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Telephony Fixed,1005\5110266127,24 May 2023,325.47,
LONDON UNDERGROUND LTD,GREGGS,Refreshments/Meals at Meetings,1005\3000100540,05 May 2023,325.35,5812
LONDON TRANSPORT MUSEUM,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1011\1900017642,17 May 2023,325.31,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Plant & Equipment Purchases,1005\5110262378,17 May 2023,325.27,
TFL CORPORATE,AGIITO LIMITED,Hotel Accommodation,1001\1900166341,26 May 2023,325.15,
LONDON UNDERGROUND LTD,HIREMECH LTD,Electrical Equipment Maintenance,1005\5110271506,15 May 2023,325.00,
LONDON UNDERGROUND LTD,HIREMECH LTD,Vehicle Repairs & Maintenance,1005\5110266396,03 May 2023,325.00,
LONDON TRANSPORT MUSEUM,ELIZABETH FRASER-BETTS,Management & Support Consultancy,1011\5110275502,24 May 2023,325.00,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Track General Maintenance,1005\5110262536,19 May 2023,325.00,
LONDON UNDERGROUND LTD,BRITISH MICA CO HOLDINGS LTD,Fleet,1005\5110267465,23 May 2023,325.00,
LONDON UNDERGROUND LTD,BRITISH MICA CO HOLDINGS LTD,Fleet,1005\5110267603,22 May 2023,325.00,
DIAL A RIDE,CASTLE AUTOMOTIVE & ENG SUPP LTD,Plant & Equipment Purchases,1010\5110270498,12 May 2023,324.70,
LONDON UNDERGROUND LTD,FILTRATION LTD,N/A,1005\5110268977,10 May 2023,324.25,
LONDON UNDERGROUND LTD,FILTRATION LTD,N/A,1005\5110269048,19 May 2023,324.25,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005\5110265569,23 May 2023,324.16,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005\5110266323,24 May 2023,324.16,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005\5110266324,24 May 2023,324.16,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005\5110266325,24 May 2023,324.16,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005\5110266326,24 May 2023,324.16,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005\5110266327,24 May 2023,324.16,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005\5110266328,24 May 2023,324.16,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005\5110272681,24 May 2023,324.16,
LONDON TRANSPORT MUSEUM,IMPRESS PRINT SERVICES LTD,Management & Support Consultancy,1011\5110272910,17 May 2023,324.00,
LONDON UNDERGROUND LTD,NAZEING GLASS WORKS LTD,N/A,1005\5110259683,03 May 2023,324.00,
LONDON UNDERGROUND LTD,GARDNER MAWDSLEY PRINT LTD,N/A,1005\5110274122,19 May 2023,324.00,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Maintenance Materials,1005\5110258427,10 May 2023,323.85,
LONDON UNDERGROUND LTD,YY SECURITY INSTALLATIONS LTD,Building Maintenance & Repairs,1005\5110265180,02 May 2023,323.59,
TFL CORPORATE,REDACTED,Professional & Academic Fees - Employees,1001\3000045854,05 May 2023,322.85,
TFL CORPORATE,REDACTED,Professional & Academic Fees - Employees,1001\3000045889,05 May 2023,322.85,
TFL CORPORATE,REDACTED,Professional & Academic Fees - Employees,1001\3000045902,05 May 2023,322.85,
TFL CORPORATE,REDACTED,Professional & Academic Fees - Employees,1001\3000045950,12 May 2023,322.85,
TFL CORPORATE,REDACTED,Professional & Academic Fees - Employees,1001\3000046032,19 May 2023,322.85,
LONDON TRANSPORT MUSEUM,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1011\1900017647,17 May 2023,322.76,
LONDON TRANSPORT MUSEUM,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1011\1900017649,17 May 2023,322.76,
LONDON TRANSPORT MUSEUM,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1011\1900017694,24 May 2023,322.76,
TRANSPORT TRADING LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1004\1901694152,17 May 2023,322.71,
TFL CORPORATE,REDACTED,Hotel Accommodation,1001\3000046075,26 May 2023,322.67,
LONDON UNDERGROUND LTD,YY SECURITY INSTALLATIONS LTD,Stationery,1005\5110273076,19 May 2023,322.50,
DIAL A RIDE,SOUTHERN MOTOR GROUP CROYDON ,Vehicle Repairs & Maintenance,1010\5110267173,04 May 2023,322.00,
LUL NOMINEE SSL LIMITED,TYLER BROS LTD,N/A,1031\5110270572,12 May 2023,321.75,
SURFACE TRANSPORT CORP,TOOMEY SCAFFOLDING,General Fees & Charges,1002\1900075244,16 May 2023,321.00,
LONDON UNDERGROUND LTD,ENTERPRISE RENT-A-CAR,Vehicle Operating Leases,1005\5110267046,24 May 2023,320.70,
LONDON UNDERGROUND LTD,ENTERPRISE RENT-A-CAR,Vehicle Operating Leases,1005\5110267047,24 May 2023,320.70,
LONDON UNDERGROUND LTD,ENTERPRISE RENT-A-CAR,Vehicle Operating Leases,1005\5110267049,24 May 2023,320.70,
LONDON UNDERGROUND LTD,ENTERPRISE RENT-A-CAR,Vehicle Operating Leases,1005\5110267050,24 May 2023,320.70,
LONDON UNDERGROUND LTD,ENTERPRISE RENT-A-CAR,Vehicle Operating Leases,1005\5110267051,24 May 2023,320.70,
LONDON UNDERGROUND LTD,ENTERPRISE RENT-A-CAR,Vehicle Operating Leases,1005\5110267194,24 May 2023,320.70,
LONDON UNDERGROUND LTD,ENTERPRISE RENT-A-CAR,Vehicle Operating Leases,1005\5110267263,24 May 2023,320.70,
LONDON UNDERGROUND LTD,ENTERPRISE RENT-A-CAR,Vehicle Operating Leases,1005\5110267264,24 May 2023,320.70,
LONDON UNDERGROUND LTD,ENTERPRISE RENT-A-CAR,Vehicle Operating Leases,1005\5110267274,24 May 2023,320.70,
LONDON UNDERGROUND LTD,ENTERPRISE RENT-A-CAR,Vehicle Operating Leases,1005\5110267278,24 May 2023,320.70,
LONDON UNDERGROUND LTD,ENTERPRISE RENT-A-CAR,Vehicle Operating Leases,1005\5110267286,24 May 2023,320.70,
LONDON UNDERGROUND LTD,ENTERPRISE RENT-A-CAR,Vehicle Operating Leases,1005\5110267304,24 May 2023,320.70,
LONDON UNDERGROUND LTD,ENTERPRISE RENT-A-CAR,Vehicle Operating Leases,1005\5110267305,24 May 2023,320.70,
LONDON UNDERGROUND LTD,ENTERPRISE RENT-A-CAR,Vehicle Operating Leases,1005\5110267309,24 May 2023,320.70,
LONDON UNDERGROUND LTD,ENTERPRISE RENT-A-CAR,Vehicle Operating Leases,1005\5110267323,24 May 2023,320.70,
LONDON UNDERGROUND LTD,ENTERPRISE RENT-A-CAR,Vehicle Operating Leases,1005\5110267328,24 May 2023,320.70,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110260817,10 May 2023,320.55,
DIAL A RIDE,ACCESS INDEPENDENT LTD,Management & Support Consultancy,1010\5110267233,17 May 2023,320.32,
TFL CORPORATE,St Johns Institute of Dermatology,Medical Reports,1001\1900166301,05 May 2023,320.00,
LONDON UNDERGROUND LTD,VIKING PRECISION ENGINEERS LTD,Vehicle Repairs & Maintenance,1005\5110274010,19 May 2023,320.00,
LONDON UNDERGROUND LTD,BANNER GROUP LIMITED,Stationery,1005\5110256039,03 May 2023,319.61,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110260296,10 May 2023,319.58,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110260736,10 May 2023,319.58,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110260811,10 May 2023,319.58,
LONDON UNDERGROUND LTD,COMECH METROLOGY,Plant & Equipment Purchases,1005\5110276331,24 May 2023,319.33,
LONDON BUS SERVICES LTD,TRAPEZE PTI LTD,Computer Consumables,1006\5110261987,19 May 2023,318.94,
LONDON UNDERGROUND LTD,CITY SPRINT UK LTD,Couriers,1005\1900258294,11 May 2023,318.70,
RAIL FOR LONDON LIMITED,ALSTOM ENGINEERING & SERVICES LTD,Signalling Systems,1020\5110268675,26 May 2023,318.40,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1101160027,05 May 2023,318.30,
LONDON UNDERGROUND LTD,C E F,Maintenance Materials,1005\5110250389,12 May 2023,318.28,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Vehicle Repairs & Maintenance,1005\5110266060,24 May 2023,318.18,
LONDON UNDERGROUND LTD,BANNER GROUP LIMITED,Printing,1005\5110262493,17 May 2023,318.00,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1101164656,22 May 2023,317.70,
TRANSPORT TRADING LTD,SARAH HOPE,Planning & Development Consultancy,1004\5110270739,16 May 2023,317.20,
LUL NOMINEE BCV LIMITED,HAYLEY GROUP PLC,Plant & Equipment Purchases,1033\5110263622,22 May 2023,317.20,
LONDON UNDERGROUND LTD,REDACTED,Refreshments/Meals at Meetings,1005\3000100741,26 May 2023,317.06,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Pumps & Drainage,1005\5110262843,17 May 2023,317.05,
TRANSPORT TRADING LTD,SLI.DO S. R. O.,Computer Software,1004\5110258586,12 May 2023,317.00,
LONDON UNDERGROUND LTD,INDUST-SOLUTION SERVICES,N/A,1005\5110277408,25 May 2023,316.80,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1101159294,04 May 2023,316.50,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110260564,10 May 2023,316.46,
LUL NOMINEE BCV LIMITED,RS COMPONENTS LTD,Plant & Equipment Purchases,1033\5110262488,17 May 2023,316.02,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,N/A,1005\5110265573,24 May 2023,316.00,
LONDON UNDERGROUND LTD,REACTEC LIMITED,Computer Hardware,1005\5110266743,03 May 2023,315.80,
TFL CORPORATE,REDACTED,Staff Travel (Business Fares),1001\3000045845,05 May 2023,315.37,
LT MUSEUM TRADING LTD,MIKE HARRIS,Purchase of Books for Resale,1024\1900023075,24 May 2023,315.25,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110260303,10 May 2023,315.15,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Plant & Equipment Purchases,1005\5110256652,03 May 2023,315.15,
RAIL FOR LONDON LIMITED,ROYAL BRITISH LEGION INDUSTRIES,N/A,1020\5110265724,02 May 2023,315.12,
SURFACE TRANSPORT CORP,O2 UK LTD,Radio Pagers,1002\1900075271,19 May 2023,315.00,
CYCLE HIRE SCHEME,STUDENT BEANS LTD,Partnership Marketing - Costs Incurred,1016\5110258238,03 May 2023,315.00,
LONDON UNDERGROUND LTD,SWEETNAM & BRADLEY LTD,N/A,1005\5110272281,16 May 2023,314.60,
RAIL FOR LONDON LIMITED,HAYLEY GROUP PLC,Signalling Systems,1020\5110276433,24 May 2023,314.40,
LONDON UNDERGROUND LTD,CORPORATE DOCUMENT SERVICES LTD,Printing,1005\5110265604,03 May 2023,314.15,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Maintenance Materials,1005\5110257786,09 May 2023,314.10,
LUL NOMINEE BCV LIMITED,RS COMPONENTS LTD,Fleet,1033\5110262895,18 May 2023,314.02,
TFL CORPORATE,REDACTED,Professional & Academic Fees - Employees,1001\3000046011,19 May 2023,313.95,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1101164185,22 May 2023,313.80,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Uniforms,1005\5110276556,24 May 2023,313.72,
LUL NOMINEE BCV LIMITED,TROTEC LASER LTD,Track General Maintenance,1033\5110266714,03 May 2023,313.55,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110260301,10 May 2023,313.53,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110260657,10 May 2023,313.53,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110260663,10 May 2023,313.53,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110260665,10 May 2023,313.53,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110260904,10 May 2023,313.53,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110261226,10 May 2023,313.53,
VICTORIA COACH STATN LTD,AGENTIS WORKWEAR LTD,Uniforms,1008\5110276901,25 May 2023,313.34,
PUBLIC CARRIAGE OFFICE,BANNER GROUP LIMITED,Stationery,1003\5110276289,23 May 2023,312.76,
PUBLIC CARRIAGE OFFICE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1003\1900056810,10 May 2023,312.66,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1101158322,01 May 2023,312.60,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Plant & Equipment Purchases,1005\5110262428,17 May 2023,312.50,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Plant & Equipment Purchases,1005\5110262430,17 May 2023,312.50,
LT MUSEUM TRADING LTD,CAVARA BUSINESS SERVICES,Corporate Subscriptions,1024\5110277566,25 May 2023,312.10,
LONDON UNDERGROUND LTD,MITSUBISHI ELECTRIC EUROPE BV,Fleet,1005\5110258620,05 May 2023,312.00,
LUL NOMINEE SSL LIMITED,SMITHS ENGINEERING WORKS (NI) LTD,N/A,1031\5110226582,03 May 2023,312.00,
LONDON UNDERGROUND LTD,BWT UK LTD,Caterers Service Charges,1005\1900259700,25 May 2023,311.94,
LUL NOMINEE BCV LIMITED,KINGSBEECH LTD,Track General Maintenance,1033\5110277342,25 May 2023,311.80,
LONDON TRANSPORT MUSEUM,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1011\1900017583,10 May 2023,311.73,
LONDON UNDERGROUND LTD,C E F,Maintenance Materials,1005\5110275625,23 May 2023,311.70,
LONDON UNDERGROUND LTD,ALSTOM ENGINEERING & SERVICES LTD,N/A,1005\5110255275,22 May 2023,311.60,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Plant & Equipment Purchases,1005\5110269641,24 May 2023,311.49,
TFL CORPORATE,REDACTED,Professional & Academic Fees - Employees,1001\3000046001,19 May 2023,311.33,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Vehicle Repairs & Maintenance,1005\5110266128,24 May 2023,311.09,
SURFACE TRANSPORT CORP,AGIITO LIMITED,Hotel Accommodation,1002\1900075157,26 May 2023,311.04,
LONDON UNDERGROUND LTD,SOUTH EAST SUPPLIES LTD,Fleet,1005\5110275139,22 May 2023,310.97,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,N/A,1005\5110269245,22 May 2023,310.55,
LONDON UNDERGROUND LTD,RYGOR COMMERCIALS LTD,Vehicle Repairs & Maintenance,1005\5110253903,15 May 2023,310.00,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,N/A,1005\5110255987,02 May 2023,310.00,
SURFACE TRANSPORT CORP,T-KARTOR SWEDEN AB,Street Furniture,1002\5110272401,16 May 2023,309.00,
LONDON UNDERGROUND LTD,MEDWAY SLING COMPANY MKT LTD,N/A,1005\5110266487,23 May 2023,309.00,
LONDON BUS SERVICES LTD,MOBILE FLEETWASH UK LTD,Vehicle Repairs & Maintenance,1006\5110276896,24 May 2023,308.64,
LONDON RIVER SERVICES LTD,EDF ENERGY,Electricity,1007\1900004479,26 May 2023,308.56,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Plant & Equipment Purchases,1005\5110261867,17 May 2023,308.54,
LONDON UNDERGROUND LTD,ZENITH VEHICLE CONTRACTS LIMITED,Vehicle Operating Leases,1005\5110270641,26 May 2023,308.31,
LONDON UNDERGROUND LTD,REDACTED,Professional & Academic Fees - Employees,1005\3000100683,19 May 2023,308.21,
TFL CORPORATE,REDACTED,Professional & Academic Fees - Employees,1001\3000046089,26 May 2023,308.00,
LUL NOMINEE BCV LIMITED,AALCO METAL LTD (AYLESBURY),Track General Maintenance,1033\5110258221,09 May 2023,307.94,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1101158079,01 May 2023,307.80,
LT MUSEUM TRADING LTD,MACMILLAN DISTRIBUTION LIMITED,Purchase of Books for Resale,1024\1900023032,11 May 2023,307.57,
LONDON RIVER SERVICES LTD,REDACTED,Computer Consumables,1007\3000000339,05 May 2023,307.44,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1101166208,26 May 2023,307.40,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Plant & Equipment Purchases,1005\5110265476,24 May 2023,307.35,
LONDON UNDERGROUND LTD,BANNER GROUP LIMITED,Printing,1005\5110264289,24 May 2023,307.28,
RAIL FOR LONDON LIMITED,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1020\1900007960,24 May 2023,307.14,
TFL CORPORATE,AER TRAINING LTD,Staff Training,1001\5110276324,25 May 2023,307.00,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Plant & Equipment Purchases,1005\5110261045,16 May 2023,307.00,
TFL CORPORATE,RS COMPONENTS LTD,Office Cleaning,1001\5110263049,22 May 2023,306.96,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1101158525,02 May 2023,306.70,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1101161449,11 May 2023,306.40,
TRANSPORT TRADING LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1004\1901693828,03 May 2023,306.32,
LONDON UNDERGROUND LTD,KINGSBEECH LTD,Vehicle Repairs & Maintenance,1005\5110274909,24 May 2023,306.20,
SURFACE TRANSPORT CORP,RED & BLUE SCAFFOLDING LTD,General Fees & Charges,1002\1900075243,16 May 2023,306.00,
SURFACE TRANSPORT CORP,SOUTH LONDON PRESS,PR Cost Product Cost & PR Fees,1002\5110259889,10 May 2023,306.00,
SURFACE TRANSPORT CORP,SOUTH LONDON PRESS,PR Cost Product Cost & PR Fees,1002\5110259891,10 May 2023,306.00,
LONDON UNDERGROUND LTD,C E F,Building Maintenance & Repairs,1005\5110266373,24 May 2023,305.76,
LONDON UNDERGROUND LTD,ACL HIRE LIMITED,Vehicle Operating Leases,1005\5110267474,25 May 2023,305.70,
LONDON UNDERGROUND LTD,ACL HIRE LIMITED,Vehicle Operating Leases,1005\5110267476,25 May 2023,305.70,
LONDON UNDERGROUND LTD,ACL HIRE LIMITED,Vehicle Operating Leases,1005\5110267477,25 May 2023,305.70,
LONDON UNDERGROUND LTD,ACL HIRE LIMITED,Vehicle Operating Leases,1005\5110267478,25 May 2023,305.70,
LONDON UNDERGROUND LTD,ACL HIRE LIMITED,Vehicle Operating Leases,1005\5110267479,25 May 2023,305.70,
LONDON UNDERGROUND LTD,ACL HIRE LIMITED,Vehicle Operating Leases,1005\5110267483,25 May 2023,305.70,
LONDON UNDERGROUND LTD,ACL HIRE LIMITED,Vehicle Operating Leases,1005\5110267485,25 May 2023,305.70,
LONDON UNDERGROUND LTD,ACL HIRE LIMITED,Vehicle Operating Leases,1005\5110267620,25 May 2023,305.70,
LONDON UNDERGROUND LTD,ACL HIRE LIMITED,Vehicle Operating Leases,1005\5110267623,25 May 2023,305.70,
LONDON UNDERGROUND LTD,ACL HIRE LIMITED,Vehicle Operating Leases,1005\5110267647,25 May 2023,305.70,
LONDON UNDERGROUND LTD,ACL HIRE LIMITED,Vehicle Operating Leases,1005\5110267738,25 May 2023,305.70,
LONDON UNDERGROUND LTD,ACL HIRE LIMITED,Vehicle Operating Leases,1005\5110267750,25 May 2023,305.70,
LONDON UNDERGROUND LTD,ACL HIRE LIMITED,Vehicle Operating Leases,1005\5110267770,25 May 2023,305.70,
LONDON UNDERGROUND LTD,ACL HIRE LIMITED,Vehicle Operating Leases,1005\5110267775,25 May 2023,305.70,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Plant & Equipment Purchases,1005\5110265566,24 May 2023,305.52,
LONDON BUS SERVICES LTD,BANNER GROUP LIMITED,Stationery,1006\5110261920,17 May 2023,305.44,
LUL NOMINEE BCV LIMITED,HAYLEY GROUP PLC,Plant & Equipment Purchases,1033\5110264931,24 May 2023,305.30,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Plant & Equipment Purchases,1005\5110269215,12 May 2023,305.28,
TFL CORPORATE,REDACTED,Professional & Academic Fees - Employees,1001\3000045971,19 May 2023,305.00,
TFL CORPORATE,REDACTED,Professional & Academic Fees - Employees,1001\3000045989,19 May 2023,305.00,
