Report of all payments made by TfL for value equal to or greater than £250.00 Excl. VAT,,,,,,
Reporting Period:   3,,,,,,
Start Date:  28 May 2023,,,,,,
End Date:   24 June 2023,,,,,,
Financial Year:  2023/24,,,,,,
,,,,,,
Entity,Vendor Name,Expenditure Account ,Document Number,Clearing Date,Amount (£),Merchant Category
LUL NOMINEE BCV LIMITED,HAYLEY GROUP PLC,Plant & Equipment Purchases,1033\5110278599,21 Jun 2023,"2,835.99",
LONDON UNDERGROUND LTD,SIEMENS MOBILITY LIMITED,Stock of Signals and Electricals,1005\5110264353,20 Jun 2023,"2,835.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900171717,14 Jun 2023,"2,833.40",
SURFACE TRANSPORT CORP,CONCEPT INFORMATION TECHNOLOGY,Management & Support Consultancy,1002\5110285728,12 Jun 2023,"2,832.00",
LONDON UNDERGROUND LTD,ELECTROHM RESISTORS LTD,Stock of Fleet,1005\5110271291,31 May 2023,"2,830.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900171814,14 Jun 2023,"2,829.54",
TRANSPORT TRADING LTD,QUAY OFFICE FURNISHERS LTD,Building Maintenance & Repairs,1004\5110286574,23 Jun 2023,"2,829.00",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900260457,31 May 2023,"2,828.56",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900261824,21 Jun 2023,"2,828.56",
LONDON UNDERGROUND LTD,HI TECH MOULDINGS LTD,Stock of Signals and Electricals,1005\5110280664,21 Jun 2023,"2,825.20",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900169220,31 May 2023,"2,822.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900169671,07 Jun 2023,"2,822.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900169752,07 Jun 2023,"2,822.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900170072,07 Jun 2023,"2,822.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900170113,07 Jun 2023,"2,822.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900170128,07 Jun 2023,"2,822.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900170375,07 Jun 2023,"2,822.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900170739,07 Jun 2023,"2,822.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900171055,14 Jun 2023,"2,822.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900171149,14 Jun 2023,"2,822.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900171549,14 Jun 2023,"2,822.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900171689,14 Jun 2023,"2,822.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900171806,14 Jun 2023,"2,822.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900171827,14 Jun 2023,"2,822.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900172465,21 Jun 2023,"2,822.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900173024,21 Jun 2023,"2,822.00",
TTL PROPERTIES LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1040\1900005321,21 Jun 2023,"2,819.64",
LONDON UNDERGROUND LTD,PROBRAND LTD,Maintenance Materials,1005\5110266810,06 Jun 2023,"2,818.64",
TRANSPORT TRADING LTD,LONDON BOROUGH OF EALING,Rates,1004\1901694669,31 May 2023,"2,818.00",
CYCLE HIRE SCHEME,CITY OF WESTMINSTER,Borough Services,1016\5110253068,13 Jun 2023,"2,811.32",
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005\5110272377,07 Jun 2023,"2,811.00",
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005\5110272828,07 Jun 2023,"2,811.00",
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005\5110272832,07 Jun 2023,"2,811.00",
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005\5110281177,19 Jun 2023,"2,811.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900169895,07 Jun 2023,"2,810.40",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900169896,07 Jun 2023,"2,810.40",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900171541,14 Jun 2023,"2,810.40",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900172656,21 Jun 2023,"2,810.40",
LONDON UNDERGROUND LTD,ELECTROHM RESISTORS LTD,Stock of Fleet,1005\5110271282,31 May 2023,"2,810.00",
LONDON UNDERGROUND LTD,BMAC LTD,Stock of Fleet,1005\5110287491,20 Jun 2023,"2,807.70",
LONDON UNDERGROUND LTD,BMAC LTD,Stock of Fleet,1005\5110288098,21 Jun 2023,"2,807.70",
LT MUSEUM TRADING LTD,THE LONDON TOY COMPANY,LTM Purchase of Gifts for Resale,1024\1900023212,09 Jun 2023,"2,807.64",
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SYSTEMS LTD,Pumps & Drainage,1031\5110270314,31 May 2023,"2,804.60",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900170107,07 Jun 2023,"2,804.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900170185,07 Jun 2023,"2,804.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900170197,07 Jun 2023,"2,804.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900170898,14 Jun 2023,"2,804.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900170914,14 Jun 2023,"2,804.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900171291,14 Jun 2023,"2,804.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900168738,31 May 2023,"2,803.20",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900172070,21 Jun 2023,"2,803.20",
TRANSPORT TRADING LTD,BT SERVICE AGILITY,Purchase of Telecommunications Equipment,1004\1901694517,14 Jun 2023,"2,802.10",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900172318,21 Jun 2023,"2,800.40",
LONDON UNDERGROUND LTD,AJAY ELECTRONICS LTD,Stock of Signals and Electricals,1005\5110283093,06 Jun 2023,"2,800.00",
SURFACE TRANSPORT CORP,CSTS LTD,Road Maintenance,1002\5110277444,20 Jun 2023,"2,798.36",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900169707,07 Jun 2023,"2,794.88",
SURFACE TRANSPORT CORP,REDSPEED INTERNATIONAL  LTD,Computer Software,1002\5110278904,21 Jun 2023,"2,794.39",
LUL NOMINEE BCV LIMITED,PROGRESS RAIL SERVICES UK LTD,Stock Of Track,1033\5110276818,12 Jun 2023,"2,794.20",
TFL CORPORATE,INSIGHT EXECUTIVE GROUP LIMITED,Management & Support Consultancy,1001\5110284409,14 Jun 2023,"2,792.81",
LONDON UNDERGROUND LTD,MORGANITE ELECTRICAL CARBON LTD,Equipment Repairs & Maintenance,1005\5110281452,21 Jun 2023,"2,792.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900169672,07 Jun 2023,"2,790.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900169717,07 Jun 2023,"2,790.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900169869,07 Jun 2023,"2,790.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900170109,07 Jun 2023,"2,790.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900170111,07 Jun 2023,"2,790.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900170119,07 Jun 2023,"2,790.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900170120,07 Jun 2023,"2,790.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900170123,07 Jun 2023,"2,790.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900170124,07 Jun 2023,"2,790.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900170159,07 Jun 2023,"2,790.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900170188,07 Jun 2023,"2,790.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900170194,07 Jun 2023,"2,790.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900170345,07 Jun 2023,"2,790.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900170417,07 Jun 2023,"2,790.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900170907,14 Jun 2023,"2,790.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900170916,14 Jun 2023,"2,790.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900170920,14 Jun 2023,"2,790.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900170927,14 Jun 2023,"2,790.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900170975,14 Jun 2023,"2,790.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900171081,14 Jun 2023,"2,790.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900171111,14 Jun 2023,"2,790.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900171206,14 Jun 2023,"2,790.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900171239,14 Jun 2023,"2,790.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900171367,14 Jun 2023,"2,790.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900171637,14 Jun 2023,"2,790.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900171639,14 Jun 2023,"2,790.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900171640,14 Jun 2023,"2,790.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900171917,14 Jun 2023,"2,790.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900172441,21 Jun 2023,"2,790.80",
RFL (IINFRASTRUCTURE) LTD,C E F,Civil Engineering Construction Works,1025\5110279930,19 Jun 2023,"2,790.70",
TRANSPORT TRADING LTD,LONDON BOROUGH OF TOWER HAMLETS,Rates,1004\1901694675,31 May 2023,"2,790.00",
LONDON UNDERGROUND LTD,ELECTROHM RESISTORS LTD,Stock of Fleet,1005\5110271284,31 May 2023,"2,790.00",
LONDON UNDERGROUND LTD,COMECH METROLOGY,Plant & Equipment Purchases,1005\5110290420,23 Jun 2023,"2,782.19",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900171310,14 Jun 2023,"2,782.08",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900172929,21 Jun 2023,"2,782.08",
LONDON BUS SERVICES LTD,COMPUTACENTER PLC,Computer Hardware,1006\5110285063,09 Jun 2023,"2,781.01",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900169760,07 Jun 2023,"2,779.20",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900169761,07 Jun 2023,"2,779.20",
LONDON UNDERGROUND LTD,JNG CONSTRUCTION & ENGINEERING,Connect PFI Service Costs,1005\5110289790,21 Jun 2023,"2,779.01",
LUL NOMINEE BCV LIMITED,PROGRESS RAIL SERVICES UK LTD,Stock Of Track,1033\5110276822,12 Jun 2023,"2,777.94",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900170172,07 Jun 2023,"2,777.76",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900168524,31 May 2023,"2,776.20",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900170031,07 Jun 2023,"2,776.20",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900171048,14 Jun 2023,"2,776.20",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900171243,14 Jun 2023,"2,776.20",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900171337,14 Jun 2023,"2,776.20",
RAIL FOR LONDON LIMITED,SIMPLY 4 GROUP LTD,Road Maintenance,1020\5110272077,20 Jun 2023,"2,775.00",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900260314,31 May 2023,"2,774.75",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900260315,31 May 2023,"2,774.75",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900261294,14 Jun 2023,"2,774.75",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900261901,21 Jun 2023,"2,774.75",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900168977,31 May 2023,"2,772.96",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900169938,07 Jun 2023,"2,772.96",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900169960,07 Jun 2023,"2,772.96",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900170032,07 Jun 2023,"2,772.96",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900170229,07 Jun 2023,"2,772.96",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900170465,07 Jun 2023,"2,772.96",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900170513,07 Jun 2023,"2,772.96",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900170982,14 Jun 2023,"2,772.96",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900171050,14 Jun 2023,"2,772.96",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900171199,14 Jun 2023,"2,772.96",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900171351,14 Jun 2023,"2,772.96",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900171616,14 Jun 2023,"2,772.96",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900171618,14 Jun 2023,"2,772.96",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900171620,14 Jun 2023,"2,772.96",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900171622,14 Jun 2023,"2,772.96",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900171624,14 Jun 2023,"2,772.96",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900171625,14 Jun 2023,"2,772.96",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900172819,21 Jun 2023,"2,772.96",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900172820,21 Jun 2023,"2,772.96",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900173043,21 Jun 2023,"2,772.96",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900170426,07 Jun 2023,"2,768.05",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900171072,14 Jun 2023,"2,768.05",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900170583,07 Jun 2023,"2,766.84",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900260342,31 May 2023,"2,766.83",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900170024,07 Jun 2023,"2,764.20",
RAIL FOR LONDON LIMITED,J C ELECTRICAL LTD,Building Maintenance & Repairs,1020\5110239917,14 Jun 2023,"2,760.94",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900172745,21 Jun 2023,"2,758.90",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900170306,07 Jun 2023,"2,758.76",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900171042,14 Jun 2023,"2,758.76",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900171407,14 Jun 2023,"2,758.76",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900168804,31 May 2023,"2,754.20",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900170314,07 Jun 2023,"2,754.20",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900170440,07 Jun 2023,"2,754.20",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900171690,14 Jun 2023,"2,754.20",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900171811,14 Jun 2023,"2,754.20",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900172999,21 Jun 2023,"2,754.20",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900170246,07 Jun 2023,"2,752.50",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900171188,14 Jun 2023,"2,752.50",
TFL CORPORATE,INVESTIGO,Management & Support Consultancy,1001\5110249537,30 May 2023,"2,750.00",
TFL CORPORATE,INVESTIGO,Management & Support Consultancy,1001\5110250427,30 May 2023,"2,750.00",
TFL CORPORATE,INVESTIGO,Management & Support Consultancy,1001\5110250671,30 May 2023,"2,750.00",
TFL CORPORATE,INVESTIGO,Management & Support Consultancy,1001\5110251098,30 May 2023,"2,750.00",
TFL CORPORATE,INVESTIGO,Management & Support Consultancy,1001\5110251131,30 May 2023,"2,750.00",
TFL CORPORATE,INVESTIGO,Management & Support Consultancy,1001\5110251490,30 May 2023,"2,750.00",
TFL CORPORATE,INVESTIGO,Management & Support Consultancy,1001\5110253508,30 May 2023,"2,750.00",
TFL CORPORATE,INVESTIGO,Management & Support Consultancy,1001\5110254400,30 May 2023,"2,750.00",
TFL CORPORATE,TNR COMMUNICATIONS LTD,Staff Training,1001\5110281806,06 Jun 2023,"2,750.00",
SURFACE TRANSPORT CORP,PELL FRISCHMANN CONSULTANTS LTD,Civil Engineering Construction Works,1002\5110274243,08 Jun 2023,"2,750.00",
TFL CORPORATE,INVESTIGO,Management & Support Consultancy,1001\5110284479,14 Jun 2023,"2,750.00",
TFL CORPORATE,INVESTIGO,Management & Support Consultancy,1001\5110284535,14 Jun 2023,"2,750.00",
TFL CORPORATE,INSIGHT EXECUTIVE GROUP LIMITED,Management & Support Consultancy,1001\5110284365,19 Jun 2023,"2,750.00",
LONDON UNDERGROUND LTD,TRATOS LTD,Stock of Other Spares,1005\5110273350,19 Jun 2023,"2,750.00",
TFL CORPORATE,INVESTIGO,Management & Support Consultancy,1001\5110253744,22 Jun 2023,"2,750.00",
TFL CORPORATE,INVESTIGO,Management & Support Consultancy,1001\5110258277,22 Jun 2023,"2,750.00",
TFL CORPORATE,INVESTIGO,Management & Support Consultancy,1001\5110267513,22 Jun 2023,"2,750.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900170529,07 Jun 2023,"2,748.96",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900171848,14 Jun 2023,"2,748.96",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900172915,21 Jun 2023,"2,748.96",
TFL CORPORATE,DHC Consultants Limited,Event Management Fee,1001\1900171948,23 Jun 2023,"2,748.60",
RFL (IINFRASTRUCTURE) LTD,GPX ENGINEERING LTD,Track General Maintenance,1025\5110288338,22 Jun 2023,"2,746.40",
TTL PROPERTIES LTD,AVISON YOUNG (UK) LIMITED,Building Maintenance & Repairs,1040\5110284235,13 Jun 2023,"2,745.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900168919,31 May 2023,"2,742.84",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900170904,14 Jun 2023,"2,742.84",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900172864,21 Jun 2023,"2,742.84",
RFL (IINFRASTRUCTURE) LTD,KONE PLC,Building Maintenance & Repairs,1025\5110280313,21 Jun 2023,"2,742.84",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900169127,31 May 2023,"2,740.76",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900170208,07 Jun 2023,"2,740.76",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900170248,07 Jun 2023,"2,740.76",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900170597,07 Jun 2023,"2,740.76",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900171391,14 Jun 2023,"2,740.76",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900171440,14 Jun 2023,"2,740.76",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900171510,14 Jun 2023,"2,740.76",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900168696,31 May 2023,"2,740.75",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900168751,31 May 2023,"2,740.75",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900168944,31 May 2023,"2,740.75",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900169684,07 Jun 2023,"2,740.75",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900170268,07 Jun 2023,"2,740.75",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900170476,07 Jun 2023,"2,740.75",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900170647,07 Jun 2023,"2,740.75",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900171000,14 Jun 2023,"2,740.75",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900171001,14 Jun 2023,"2,740.75",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900171105,14 Jun 2023,"2,740.75",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900171176,14 Jun 2023,"2,740.75",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900171307,14 Jun 2023,"2,740.75",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900171446,14 Jun 2023,"2,740.75",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900171732,14 Jun 2023,"2,740.75",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900171901,14 Jun 2023,"2,740.75",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900172914,21 Jun 2023,"2,740.75",
TFL CORPORATE,INVESTIGO,Management & Support Consultancy,1001\5110278333,30 May 2023,"2,740.00",
TFL CORPORATE,INVESTIGO,Management & Support Consultancy,1001\5110278361,30 May 2023,"2,740.00",
TFL CORPORATE,INVESTIGO,Management & Support Consultancy,1001\5110278390,30 May 2023,"2,740.00",
LONDON UNDERGROUND LTD,WECS PRECISION LTD,Stock of Fleet,1005\5110281440,09 Jun 2023,"2,740.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900170033,07 Jun 2023,"2,739.30",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900171396,14 Jun 2023,"2,739.30",
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1101172153,16 Jun 2023,"2,739.10",
TRANSPORT TRADING LTD,LONDON BOROUGH OF HILLINGDON,Rates,1004\1901694711,31 May 2023,"2,738.46",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900170366,07 Jun 2023,"2,738.45",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900171225,14 Jun 2023,"2,738.45",
TFL CORPORATE,INSIGHT EXECUTIVE GROUP LIMITED,Management & Support Consultancy,1001\5110284400,14 Jun 2023,"2,737.44",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900168674,31 May 2023,"2,737.26",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900170019,07 Jun 2023,"2,737.26",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900171507,14 Jun 2023,"2,737.26",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900172363,21 Jun 2023,"2,737.26",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900172742,21 Jun 2023,"2,736.72",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900169371,31 May 2023,"2,736.36",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900170099,07 Jun 2023,"2,736.36",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900171427,14 Jun 2023,"2,736.36",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900170118,07 Jun 2023,"2,735.70",
