Report of all payments made by TfL for value equal to or greater than £250.00 Excl. VAT,,,,,,,,,,
Reporting Period:  7,,,,,,,,,,
Start Date:  17 September 2023,,,,,,,,,,
End Date: 14 October 2023,,,,,,,,,,
Financial Year:  2023/24,,,,,,,,,,
,,,,,,,,,,
Entity,Vendor,Expence Account,Document Number,Clearing Date,Amount,Merchant Category,,,,
LONDON TRANSPORT MUSEUM,Reed Specialist Recruitment Ltd,Agency Staff,1011/1900018586,20 Sep 2023,£521,,,,,
LONDON UNDERGROUND LTD,ACL Hire Limited,Vehicle Operating Leases,1005/5110324555,27 Sep 2023,£521,,,,,
LONDON UNDERGROUND LTD,ACL Hire Limited,Vehicle Operating Leases,1005/5110324557,27 Sep 2023,£521,,,,,
LONDON UNDERGROUND LTD,Sixt Rent A Car,Vehicle Operating Leases,1005/5110333670,11 Oct 2023,£521,,,,,
LUL NOMINEE BCV LIMITED,KINGSBEECH LTD,Vehicle Repairs & Maintenance,1033/5110335730,03 Oct 2023,£520,,,,,
LONDON UNDERGROUND LTD,BWT UK Limited,Caterers Service Charges,1005/1900267922,27 Sep 2023,£520,,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900187914,20 Sep 2023,£520,,,,,
DIAL A RIDE,Coachworks Ltd,Vehicle Running Costs,1010/5110337259,02 Oct 2023,£520,,,,,
LONDON UNDERGROUND LTD,Hiremech Limited,Plant & Equipment Purchases,1005/5110339408,05 Oct 2023,£520,,,,,
LONDON UNDERGROUND LTD,WILLIAM COOK RAIL LTD,Fleet,1005/5110324502,27 Sep 2023,£520,,,,,
LONDON UNDERGROUND LTD,WILLIAM COOK RAIL LTD,Fleet,1005/5110325809,27 Sep 2023,£520,,,,,
TFL CORPORATE,TRAINSAFE WELDABILITY LTD,Staff Training,1001/5110333936,26 Sep 2023,£520,,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110330907,10 Oct 2023,£518,,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110329920,10 Oct 2023,£518,,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110329924,10 Oct 2023,£518,,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110329942,10 Oct 2023,£518,,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110330115,10 Oct 2023,£518,,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110330117,10 Oct 2023,£518,,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110330171,10 Oct 2023,£518,,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110330768,10 Oct 2023,£518,,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110330781,10 Oct 2023,£518,,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110330783,10 Oct 2023,£518,,,,,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Office Cleaning,1005/5110321887,26 Sep 2023,£518,,,,,
LONDON UNDERGROUND LTD,Sixt Rent A Car,Vehicle Operating Leases,1005/5110330043,04 Oct 2023,£518,,,,,
TRANSPORT TRADING LTD,GBM Services Limited,Office Cleaning,1004/5110328598,18 Sep 2023,£518,,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110329932,10 Oct 2023,£518,,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110329940,10 Oct 2023,£518,,,,,
LONDON UNDERGROUND LTD,MILLS LTD,Maintenance Materials,1005/5110337177,02 Oct 2023,£518,,,,,
LONDON UNDERGROUND LTD,BWT UK Limited,Caterers Service Charges,1005/1900267941,27 Sep 2023,£518,,,,,
SURFACE TRANSPORT CORP,SitexOrbis Limited,Software Maintenance,1002/5110327186,26 Sep 2023,£518,,,,,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Protective Clothing,1005/5110324301,27 Sep 2023,£517,,,,,
LONDON TRANSPORT MUSEUM,Reed Specialist Recruitment Ltd,Agency Staff,1011/1900018616,20 Sep 2023,£517,,,,,
LONDON UNDERGROUND LTD,Van Wonderen Flowers,Event Management Fee,1005/5110339747,05 Oct 2023,£517,,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110332201,10 Oct 2023,£517,,,,,
LONDON UNDERGROUND LTD,4-RAIL Services Limited,Non Recyclable Waste Disposal/Refuse Collection,1005/5110334768,02 Oct 2023,£516,,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900187404,20 Sep 2023,£515,,,,,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Fleet,1005/5110329663,11 Oct 2023,£515,,,,,
LONDON UNDERGROUND LTD,VOITH TURBO LTD,Fleet,1005/5110330053,19 Sep 2023,£515,,,,,
LONDON UNDERGROUND LTD,West Kilburn Baptist Church,Caterers Service Charges,1005/5110326260,27 Sep 2023,£515,,,,,
TRANSPORT TRADING LTD,UNIVERSAL,Office Accommodation Moves,1004/5110333935,29 Sep 2023,£514,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697195,20 Sep 2023,£514,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697201,20 Sep 2023,£514,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697219,20 Sep 2023,£514,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697536,04 Oct 2023,£514,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697625,11 Oct 2023,£514,,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110330853,10 Oct 2023,£514,,,,,
LONDON UNDERGROUND LTD,VIKING PRECISION ENGINEERS LTD,N/A,1005/5110332979,25 Sep 2023,£514,,,,,
SURFACE TRANSPORT CORP,C.S.Hodges & Son Ltd,General Fees & Charges,1002/1900076939,27 Sep 2023,£513,,,,,
LONDON UNDERGROUND LTD,SCAFFTAG LTD,Vehicle Repairs & Maintenance,1005/5110333204,25 Sep 2023,£513,,,,,
LONDON UNDERGROUND LTD,SCAFFTAG LTD,Street Furniture,1005/5110333201,25 Sep 2023,£512,,,,,
LONDON UNDERGROUND LTD,BANNER GROUP LIMITED,Stationery,1005/5110326144,04 Oct 2023,£512,,,,,
RAIL FOR LONDON LIMITED,Castle Water Limited,Water,1020/5110343856,13 Oct 2023,£511,,,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900267744,20 Sep 2023,£511,,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191520,11 Oct 2023,£510,,,,,
LONDON BUS SERVICES LTD,Corporate Document Services Ltd,Production Artwork And Design For Marketing,1006/5110336333,04 Oct 2023,£510,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697655,11 Oct 2023,£509,,,,,
LONDON UNDERGROUND LTD,VIKING PRECISION ENGINEERS LTD,N/A,1005/5110332972,25 Sep 2023,£508,,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110329980,10 Oct 2023,£508,,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110330958,10 Oct 2023,£508,,,,,
LONDON UNDERGROUND LTD,RS Components Ltd,Fleet,1005/5110329742,13 Oct 2023,£508,,,,,
TFL CORPORATE,Cutwel Ltd,Fleet,1001/5110332263,22 Sep 2023,£508,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697246,20 Sep 2023,£508,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697271,20 Sep 2023,£508,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697274,20 Sep 2023,£508,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697280,20 Sep 2023,£508,,,,,
TRANSPORT TRADING LTD,UNIVERSAL,Office Accommodation Moves,1004/5110341317,11 Oct 2023,£508,,,,,
LONDON UNDERGROUND LTD,YY Security Installations Ltd,Building Maintenance & Repairs,1005/5110337680,04 Oct 2023,£508,,,,,
SURFACE TRANSPORT CORP,VCCP Group LLP,Production Artwork And Design For Marketing,1002/5110325250,27 Sep 2023,£507,,,,,
LONDON UNDERGROUND LTD,Econ Construction Ltd,Non Recyclable Waste Disposal/Refuse Collection,1005/5110324291,26 Sep 2023,£507,,,,,
LONDON UNDERGROUND LTD,Hilti (GB) Ltd,Maintenance Materials,1005/5110330317,09 Oct 2023,£506,,,,,
LONDON UNDERGROUND LTD,BANNER GROUP LIMITED,Printing,1005/5110327970,11 Oct 2023,£506,,,,,
LONDON UNDERGROUND LTD,MitsubishiElectricEurope BV Germany,Fleet,1005/5110324829,29 Sep 2023,£506,,,,,
LONDON UNDERGROUND LTD,BANNER GROUP LIMITED,Stationery,1005/5110319212,19 Sep 2023,£505,,,,,
LONDON BUS SERVICES LTD,BANNER GROUP LIMITED,Stationery,1006/5110323410,27 Sep 2023,£505,,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110330925,10 Oct 2023,£505,,,,,
LONDON UNDERGROUND LTD,LEO TEXTILES LIMITED,Uniforms,1005/5110306470,29 Sep 2023,£505,,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900188735,27 Sep 2023,£505,,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190963,11 Oct 2023,£505,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697194,20 Sep 2023,£505,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697210,20 Sep 2023,£505,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697216,20 Sep 2023,£505,,,,,
LONDON UNDERGROUND LTD,BWT UK Limited,Caterers Service Charges,1005/1900267931,27 Sep 2023,£504,,,,,
LONDON TRANSPORT MUSEUM,Reed Specialist Recruitment Ltd,Agency Staff,1011/1900018637,27 Sep 2023,£504,,,,,
LUL NOMINEE SSL LIMITED,WECS PRECISION LTD,N/A,1031/5110331420,21 Sep 2023,£504,,,,,
LONDON UNDERGROUND LTD,PSV GLASS - (ABL HOLDING) LTD,N/A,1005/5110321338,20 Sep 2023,£504,,,,,
LONDON UNDERGROUND LTD,KINGSBEECH LTD,Furniture & Equipment,1005/5110339502,09 Oct 2023,£504,,,,,
LONDON UNDERGROUND LTD,BANNER GROUP LIMITED,Stationery,1005/5110323420,27 Sep 2023,£503,,,,,
LONDON UNDERGROUND LTD,BWT UK Limited,Caterers Service Charges,1005/1900267951,27 Sep 2023,£503,,,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900060509,04 Oct 2023,£502,,,,,
TFL CORPORATE,Computacenter Plc,Telephony Fixed,1001/5110319115,18 Sep 2023,£502,,,,,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Track General Maintenance,1005/5110322495,27 Sep 2023,£502,,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110330775,10 Oct 2023,£502,,,,,
TRANSPORT TRADING LTD,WJB Services Limited,Office Accommodation Moves,1004/5110339524,04 Oct 2023,£502,,,,,
TRANSPORT TRADING LTD,Quay Office Furnishers Ltd,Furniture & Equipment,1004/5110332860,27 Sep 2023,£502,,,,,
LONDON UNDERGROUND LTD,SWEETNAM & BRADLEY LTD,N/A,1005/5110336873,03 Oct 2023,£502,,,,,
TRANSPORT TRADING LTD,One Time Supplier - Fares11011991912024,Fares Refund Control  (TTL Only),1004/1101199191,20 Sep 2023,£501,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697260,20 Sep 2023,£501,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697197,20 Sep 2023,£501,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697198,20 Sep 2023,£501,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697202,20 Sep 2023,£501,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697204,20 Sep 2023,£501,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697209,20 Sep 2023,£501,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697213,20 Sep 2023,£501,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697214,20 Sep 2023,£501,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697215,20 Sep 2023,£501,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697217,20 Sep 2023,£501,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697222,20 Sep 2023,£501,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697223,20 Sep 2023,£501,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697226,20 Sep 2023,£501,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697230,20 Sep 2023,£501,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697231,20 Sep 2023,£501,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697233,20 Sep 2023,£501,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697234,20 Sep 2023,£501,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697235,20 Sep 2023,£501,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697236,20 Sep 2023,£501,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697241,20 Sep 2023,£501,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697243,20 Sep 2023,£501,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697244,20 Sep 2023,£501,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697245,20 Sep 2023,£501,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697255,20 Sep 2023,£501,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697257,20 Sep 2023,£501,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697258,20 Sep 2023,£501,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697259,20 Sep 2023,£501,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697262,20 Sep 2023,£501,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697266,20 Sep 2023,£501,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697268,20 Sep 2023,£501,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697270,20 Sep 2023,£501,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697272,20 Sep 2023,£501,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697273,20 Sep 2023,£501,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697276,20 Sep 2023,£501,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697277,20 Sep 2023,£501,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697278,20 Sep 2023,£501,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697279,20 Sep 2023,£501,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697281,20 Sep 2023,£501,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697284,20 Sep 2023,£501,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697286,20 Sep 2023,£501,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697318,27 Sep 2023,£501,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697356,27 Sep 2023,£501,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697388,27 Sep 2023,£501,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697393,27 Sep 2023,£501,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697498,04 Oct 2023,£501,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697505,04 Oct 2023,£501,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697507,04 Oct 2023,£501,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697509,04 Oct 2023,£501,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697513,04 Oct 2023,£501,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697526,04 Oct 2023,£501,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697559,04 Oct 2023,£501,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697617,11 Oct 2023,£501,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697624,11 Oct 2023,£501,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697664,11 Oct 2023,£501,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697672,11 Oct 2023,£501,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697681,11 Oct 2023,£501,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697683,11 Oct 2023,£501,,,,,
LUL NOMINEE BCV LIMITED,KPK (SHEET METAL) LTD,Track General Maintenance,1033/5110322929,26 Sep 2023,£501,,,,,
PUBLIC CARRIAGE OFFICE,REDACTED,Legal Fees,1003/1900060665,29 Sep 2023,£500,,,,,
PUBLIC CARRIAGE OFFICE,REDACTED,Legal Fees,1003/1900060836,10 Oct 2023,£500,,,,,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Maintenance Materials,1005/5110326036,04 Oct 2023,£500,,,,,
LONDON UNDERGROUND LTD,Hiremech Limited,Plant & Equipment Purchases,1005/5110337327,02 Oct 2023,£500,,,,,
LONDON UNDERGROUND LTD,LTG Rail GmbH,Exchange Gain Realised,1005/2000779711,28 Sep 2023,£500,,,,,
LONDON UNDERGROUND LTD,NORTON & ASSOCIATES LTD,Infrastructure Maintenance and Repair,1005/5110341225,10 Oct 2023,£500,,,,,
TFL CORPORATE,O2 UK Limited,Furniture & Equipment,1001/5110290952,29 Sep 2023,£500,,,,,
TRANSPORT TRADING LTD,One Time Supplier - Fares11011991452024,Fares Refund Control  (TTL Only),1004/1101199145,20 Sep 2023,£500,,,,,
LONDON UNDERGROUND LTD,Orion Access Equipment Limited,Civil Engineering Construction Works,1005/5110277978,21 Sep 2023,£500,,,,,
RFL (IINFRASTRUCTURE) LTD,Plasser UK Ltd,Plant & Equipment Purchases,1025/5110324760,27 Sep 2023,£500,,,,,
LONDON RIVER SERVICES LTD,Port of London Authority,Infrastructure Maintenance and Repair,1007/5110332391,11 Oct 2023,£500,,,,,
LONDON UNDERGROUND LTD,Robin Gargrave Associates,Signalling Systems,1005/5110339410,04 Oct 2023,£500,,,,,
TFL CORPORATE,VCCP Group LLP,Production Artwork And Design For Marketing,1001/5110325263,27 Sep 2023,£500,,,,,
TFL CORPORATE,VCCP Group LLP,Production Artwork And Design For Marketing,1001/5110328913,04 Oct 2023,£500,,,,,
TFL CORPORATE,VCCP Group LLP,Production Artwork And Design For Marketing,1001/5110332021,11 Oct 2023,£500,,,,,
DIAL A RIDE,Wallace School of Transport,Management & Support Consultancy,1010/5110329536,18 Sep 2023,£500,,,,,
DIAL A RIDE,Wallace School of Transport,Management & Support Consultancy,1010/5110336349,02 Oct 2023,£500,,,,,
TRANSPORT TRADING LTD,One Time Supplier - Fares11012043202024,Fares Refund Control  (TTL Only),1004/1101204320,04 Oct 2023,£499,,,,,
LONDON UNDERGROUND LTD,BANNER GROUP LIMITED,Stationery,1005/5110322034,27 Sep 2023,£499,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697208,20 Sep 2023,£499,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697269,20 Sep 2023,£499,,,,,
LONDON TRANSPORT MUSEUM,Reed Specialist Recruitment Ltd,Agency Staff,1011/1900018601,20 Sep 2023,£499,,,,,
LONDON UNDERGROUND LTD,WECS PRECISION LTD,N/A,1005/5110331426,21 Sep 2023,£499,,,,,
LONDON UNDERGROUND LTD,RS Components Ltd,Fleet,1005/5110323310,27 Sep 2023,£498,,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900187968,20 Sep 2023,£498,,,,,
LONDON UNDERGROUND LTD,BWT UK Limited,Caterers Service Charges,1005/1900267950,27 Sep 2023,£498,,,,,
LONDON UNDERGROUND LTD,Siemens Mobility Limited,Signalling Systems,1005/5110320792,20 Sep 2023,£497,,,,,
LONDON UNDERGROUND LTD,Siemens Mobility Limited,Signalling Systems,1005/5110321119,20 Sep 2023,£497,,,,,
LONDON UNDERGROUND LTD,Siemens Mobility Limited,Signalling Systems,1005/5110325699,27 Sep 2023,£497,,,,,
LONDON RIVER SERVICES LTD,BT SERVICE AGILITY,Telephony Fixed,1007/1900004943,03 Oct 2023,£497,,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110332213,10 Oct 2023,£496,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697564,04 Oct 2023,£496,,,,,
RAIL FOR LONDON LIMITED,Ground Transportation Systems UKLtd,Computer Hardware,1020/5110324274,20 Sep 2023,£496,,,,,
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1031/5110320964,19 Sep 2023,£496,,,,,
LONDON UNDERGROUND LTD,Richmond Interior Supplies Ltd,Fleet,1005/5110341128,09 Oct 2023,£496,,,,,
LONDON UNDERGROUND LTD,Richmond Interior Supplies Ltd,Fleet,1005/5110342296,11 Oct 2023,£496,,,,,
LONDON UNDERGROUND LTD,RS Components Ltd,Plant & Equipment Purchases,1005/5110320990,20 Sep 2023,£496,,,,,
LONDON UNDERGROUND LTD,RS Components Ltd,Vehicle Repairs & Maintenance,1005/5110328440,11 Oct 2023,£496,,,,,
TTL PROPERTIES LTD,Reed Specialist Recruitment Ltd,Agency Staff,1040/1900006165,27 Sep 2023,£496,,,,,
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SYSTEMS LTD,N/A,1031/5110329220,04 Oct 2023,£495,,,,,
RFL (IINFRASTRUCTURE) LTD,ALPHA ELECTRONICS LTD,Signalling Systems,1025/5110331061,20 Sep 2023,£495,,,,,
LONDON UNDERGROUND LTD,chainstream uk ltd,Fleet,1005/5110331327,21 Sep 2023,£495,,,,,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Maintenance Materials,1005/5110327334,09 Oct 2023,£495,,,,,
TFL CORPORATE,INSTITUTION OF MECHANICAL ENGS,Staff Training,1001/5110325200,26 Sep 2023,£495,,,,,
LONDON UNDERGROUND LTD,Pablon Tools Limited,Plant & Equipment Purchases,1005/5110338235,03 Oct 2023,£495,,,,,
TTL PROPERTIES LTD,C E F,Vehicle Repairs & Maintenance,1040/5110337573,02 Oct 2023,£495,,,,,
TRANSPORT TRADING LTD,Senator International Ltd,Furniture & Equipment,1004/5110333068,11 Oct 2023,£495,,,,,
RAIL FOR LONDON LIMITED,777 Demolition & Haulage Co Ltd,Non Recyclable Waste Disposal/Refuse Collection,1020/5110336499,03 Oct 2023,£494,,,,,
TTL PROPERTIES LTD,OCTOPUS ENERGY,Electricity,1040/1900006331,06 Oct 2023,£493,,,,,
DIAL A RIDE,Agentis Workwear Ltd,Uniforms,1010/5110338545,04 Oct 2023,£493,,,,,
LONDON UNDERGROUND LTD,SOUTH EAST SUPPLIES LTD,Vehicle Repairs & Maintenance,1005/5110337719,02 Oct 2023,£493,,,,,
RAIL FOR LONDON LIMITED,Equans Services Limited,Fire and Safety Equipment,1020/5110253661,06 Oct 2023,£493,,,,,
RAIL FOR LONDON LIMITED,Pulse Media Limited,Rail Replacement Service Costs,1020/5110329309,03 Oct 2023,£492,,,,,
LONDON BUS SERVICES LTD,GBM Services Limited,Office Cleaning,1006/5110328584,18 Sep 2023,£492,,,,,
LONDON UNDERGROUND LTD,RS Components Ltd,Non Recyclable Waste Disposal/Refuse Collection,1005/5110322890,19 Sep 2023,£492,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697232,20 Sep 2023,£492,,,,,
VICTORIA COACH STATN LTD,AZTEC CHEMICALS LTD,Building Maintenance & Repairs,1008/5110325075,27 Sep 2023,£492,,,,,
LONDON UNDERGROUND LTD,BWT UK Limited,Caterers Service Charges,1005/1900267943,27 Sep 2023,£492,,,,,
LONDON UNDERGROUND LTD,City Sprint UK Ltd,Couriers,1005/1900268849,13 Oct 2023,£491,,,,,
LONDON UNDERGROUND LTD,AUTOHOME RECOVERY,Vehicle Running Costs,1005/5110331315,21 Sep 2023,£490,,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110329949,10 Oct 2023,£490,,,,,
