Report of all payments made by TfL for value equal to or greater than £250.00 Excl. VAT,,,,,,
Reporting Period:  6,,,,,,
Start Date:  20 August 2023,,,,,,
End Date: 16 September 2023,,,,,,
Financial Year:  2023/24,,,,,,
,,,,,,
Entity,Vendor,Expence Account,Document Number,Clearing Date,Amount,Merchant Category
LONDON UNDERGROUND LTD,SCHUNK CARBON TECHNOLOGY LIMITED,Fleet,1005/5110323119,01 Sep 2023,588.16,
LONDON UNDERGROUND LTD,Lift Components Ltd,N/A,1005/5110316672,11 Sep 2023,586.84,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110315868,11 Sep 2023,586.24,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110315869,11 Sep 2023,586.24,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110315870,11 Sep 2023,586.24,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110315871,11 Sep 2023,586.24,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110315872,11 Sep 2023,586.24,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110315873,11 Sep 2023,586.24,
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SYSTEMS LTD,N/A,1031/5110314928,05 Sep 2023,585.30,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110319477,06 Sep 2023,585.14,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Building Maintenance & Repairs,1005/5110316934,12 Sep 2023,584.97,
LT MUSEUM TRADING LTD,The London Toy Company,LTM Purchase of Gifts for Resale,1024/1900023494,23 Aug 2023,584.66,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110310098,08 Sep 2023,584.62,
TRANSPORT TRADING LTD,UNIVERSAL,Furniture & Equipment,1004/5110319752,29 Aug 2023,584.57,
TRANSPORT TRADING LTD,UNIVERSAL,Furniture & Equipment,1004/5110326176,13 Sep 2023,584.57,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002/5110306681,21 Aug 2023,584.26,
LONDON UNDERGROUND LTD,Daisy Corporate Services TradingLtd,Telephony Fixed,1005/5110314724,06 Sep 2023,583.34,
LONDON UNDERGROUND LTD,Computacenter Plc,Computer Hardware,1005/5110312389,30 Aug 2023,582.52,
LONDON UNDERGROUND LTD,Computacenter Plc,Computer Hardware,1005/5110314262,06 Sep 2023,582.52,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Plant & Equipment Purchases,1005/5110318001,13 Sep 2023,582.40,
LONDON UNDERGROUND LTD,Faiveley Transport Tamworth Ltd,Fleet,1005/5110298832,15 Sep 2023,582.36,
LONDON UNDERGROUND LTD,BWT UK Limited,Caterers Service Charges,1005/1900266168,29 Aug 2023,582.24,
LONDON UNDERGROUND LTD,BWT UK Limited,Caterers Service Charges,1005/1900266225,29 Aug 2023,582.24,
LONDON UNDERGROUND LTD,BWT UK Limited,Caterers Service Charges,1005/1900266169,29 Aug 2023,582.14,
LONDON UNDERGROUND LTD,BWT UK Limited,Caterers Service Charges,1005/1900266224,29 Aug 2023,582.12,
LUL NOMINEE BCV LIMITED,Hilti (GB) Ltd,Equipment Repairs & Maintenance,1033/5110318309,13 Sep 2023,581.96,
LONDON UNDERGROUND LTD,SCHUNK CARBON TECHNOLOGY LIMITED,Stock of Fleet,1005/5110312800,25 Aug 2023,581.77,
LONDON UNDERGROUND LTD,BWT UK Limited,Caterers Service Charges,1005/1900266226,29 Aug 2023,581.52,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901696724,30 Aug 2023,581.27,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901696886,06 Sep 2023,581.27,
LONDON UNDERGROUND LTD,BWT UK Limited,Caterers Service Charges,1005/1900266180,29 Aug 2023,581.00,
LONDON UNDERGROUND LTD,BWT UK Limited,Caterers Service Charges,1005/1900266216,29 Aug 2023,580.90,
TRANSPORT TRADING LTD,BWT UK Limited,Caterers Service Charges,1004/1901696691,29 Aug 2023,580.50,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Protective Clothing,1005/5110316814,12 Sep 2023,580.38,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Protective Clothing,1005/5110316847,12 Sep 2023,580.38,
LONDON TRANSPORT MUSEUM,Reed Specialist Recruitment Ltd,Agency Staff,1011/1900018486,30 Aug 2023,580.12,
TFL CORPORATE,Art and Design Installation AV Ltd.,Production Artwork And Design For Marketing,1001/5110322247,05 Sep 2023,580.00,
LONDON UNDERGROUND LTD,C E F,Vehicle Repairs & Maintenance,1005/5110310245,21 Aug 2023,580.00,
RFL (IINFRASTRUCTURE) LTD,Lavazza Professional UK Ltd,Vending Machine Supplies & Rental,1025/1900001716,11 Sep 2023,580.00,
LONDON UNDERGROUND LTD,Active Med Supplies Limited,Protective Clothing,1005/5110309484,23 Aug 2023,579.95,
LONDON UNDERGROUND LTD,BWT UK Limited,Caterers Service Charges,1005/1900266230,29 Aug 2023,579.82,
LONDON UNDERGROUND LTD,BWT UK Limited,Caterers Service Charges,1005/1900266222,29 Aug 2023,579.64,
RFL (IINFRASTRUCTURE) LTD,RS Components Ltd,Plant & Equipment Purchases,1025/5110317479,13 Sep 2023,579.36,
DIAL A RIDE,EDF Energy,Electricity,1010/1900013642,22 Aug 2023,579.33,
LONDON UNDERGROUND LTD,BWT UK Limited,Caterers Service Charges,1005/1900266204,29 Aug 2023,579.18,
LONDON UNDERGROUND LTD,Quay Office Furnishers Ltd,Furniture & Equipment,1005/5110323436,06 Sep 2023,579.00,
LONDON UNDERGROUND LTD,BWT UK Limited,Caterers Service Charges,1005/1900266202,29 Aug 2023,578.32,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901696907,06 Sep 2023,578.18,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697090,13 Sep 2023,578.18,
LONDON UNDERGROUND LTD,COMECH METROLOGY,Plant & Equipment Purchases,1005/5110321149,29 Aug 2023,577.60,
LT MUSEUM TRADING LTD,All-Pro Packaging Services,Purchase of Services for Resale,1024/1900023503,23 Aug 2023,577.00,
LONDON UNDERGROUND LTD,BWT UK Limited,Caterers Service Charges,1005/1900266178,29 Aug 2023,575.68,
LONDON UNDERGROUND LTD,BWT UK Limited,Caterers Service Charges,1005/1900266177,29 Aug 2023,575.54,
LONDON UNDERGROUND LTD,BWT UK Limited,Caterers Service Charges,1005/1900266174,29 Aug 2023,575.34,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Plant & Equipment Purchases,1005/5110314337,06 Sep 2023,575.32,
LONDON UNDERGROUND LTD,PIRTEK,Fleet,1005/5110307062,21 Aug 2023,575.26,
LONDON UNDERGROUND LTD,RS Components Ltd,Fleet,1005/5110311885,30 Aug 2023,575.19,
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110306701,24 Aug 2023,575.00,
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110306711,24 Aug 2023,575.00,
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110306880,24 Aug 2023,575.00,
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110306886,24 Aug 2023,575.00,
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110314235,31 Aug 2023,575.00,
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110314236,31 Aug 2023,575.00,
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110314243,31 Aug 2023,575.00,
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110314244,31 Aug 2023,575.00,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Uniforms,1005/5110312444,30 Aug 2023,574.72,
LONDON UNDERGROUND LTD,BWT UK Limited,Caterers Service Charges,1005/1900266228,29 Aug 2023,574.56,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186273,13 Sep 2023,574.28,
LONDON UNDERGROUND LTD,BWT UK Limited,Caterers Service Charges,1005/1900266227,29 Aug 2023,573.84,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110319535,06 Sep 2023,573.40,
LONDON UNDERGROUND LTD,BWT UK Limited,Caterers Service Charges,1005/1900266193,29 Aug 2023,573.22,
LONDON UNDERGROUND LTD,C E F,Vehicle Repairs & Maintenance,1005/5110323061,01 Sep 2023,573.20,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901696737,30 Aug 2023,572.31,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697131,13 Sep 2023,572.31,
LONDON UNDERGROUND LTD,BWT UK Limited,Caterers Service Charges,1005/1900266203,29 Aug 2023,572.08,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900059996,06 Sep 2023,572.03,
LUL NOMINEE BCV LIMITED,HAYLEY GROUP PLC,Plant & Equipment Purchases,1033/5110310618,25 Aug 2023,571.93,
TRANSPORT TRADING LTD,One Time Supplier - Fares11011912312024,Fares Refund Control  (TTL Only),1004/1101191231,22 Aug 2023,571.90,
LONDON UNDERGROUND LTD,BWT UK Limited,Caterers Service Charges,1005/1900266223,29 Aug 2023,571.74,
LONDON UNDERGROUND LTD,BWT UK Limited,Caterers Service Charges,1005/1900266206,29 Aug 2023,571.32,
SURFACE TRANSPORT CORP,Reed Specialist Recruitment Ltd,Agency Staff,1002/1900076579,30 Aug 2023,570.82,
LONDON UNDERGROUND LTD,BWT UK Limited,Caterers Service Charges,1005/1900266199,29 Aug 2023,570.52,
TTL PROPERTIES LTD,Reed Specialist Recruitment Ltd,Agency Staff,1040/1900005981,30 Aug 2023,570.47,
LONDON UNDERGROUND LTD,RS Components Ltd,Protective Clothing,1005/5110311319,30 Aug 2023,570.42,
LONDON UNDERGROUND LTD,VIKING PRECISION ENGINEERS LTD,N/A,1005/5110321255,29 Aug 2023,570.24,
LONDON UNDERGROUND LTD,BWT UK Limited,Caterers Service Charges,1005/1900266179,29 Aug 2023,570.20,
RFL (IINFRASTRUCTURE) LTD,ALPHA ELECTRONICS LTD,Track General Maintenance,1025/5110322143,31 Aug 2023,570.00,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Pumps & Drainage,1005/5110315484,06 Sep 2023,570.00,
LONDON UNDERGROUND LTD,City Sprint UK Ltd,Couriers,1005/1900266753,15 Sep 2023,569.49,
LONDON UNDERGROUND LTD,BANNER GROUP LIMITED,Printing,1005/5110312590,31 Aug 2023,569.36,
LONDON UNDERGROUND LTD,BANNER GROUP LIMITED,Printing,1005/5110313878,06 Sep 2023,569.36,
LONDON UNDERGROUND LTD,BANNER GROUP LIMITED,Printing,1005/5110316334,12 Sep 2023,569.36,
TFL CORPORATE,Tritech 3D Ltd,Fleet,1001/5110328861,15 Sep 2023,568.99,
TRANSPORT TRADING LTD,Lavazza Professional UK Ltd,Vending Machine Supplies & Rental,1004/1901696674,11 Sep 2023,568.91,
SURFACE TRANSPORT CORP,Reach Publishing Services Limited,Statutory Ads Notices Communications & Consultatio,1002/5110313289,01 Sep 2023,568.88,
LONDON UNDERGROUND LTD,C E F,Vehicle Repairs & Maintenance,1005/5110310765,23 Aug 2023,568.62,
LONDON UNDERGROUND LTD,A&A Electrical Distributors Ltd,Civil Engineering Construction Works,1005/5110318288,22 Aug 2023,568.00,
LONDON UNDERGROUND LTD,Faiveley Transport Tamworth Ltd,Fleet,1005/5110318413,13 Sep 2023,567.86,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185001,06 Sep 2023,567.52,
LONDON UNDERGROUND LTD,C E F,Electrical Equipment Maintenance,1005/5110322622,11 Sep 2023,567.23,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110254724,08 Sep 2023,566.65,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900059992,06 Sep 2023,566.58,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900060115,13 Sep 2023,566.58,
SURFACE TRANSPORT CORP,Reed Specialist Recruitment Ltd,Agency Staff,1002/1900076635,06 Sep 2023,566.43,
SURFACE TRANSPORT CORP,Reed Specialist Recruitment Ltd,Agency Staff,1002/1900076636,06 Sep 2023,566.43,
SURFACE TRANSPORT CORP,Reed Specialist Recruitment Ltd,Agency Staff,1002/1900076646,06 Sep 2023,566.43,
TRANSPORT TRADING LTD,UNIVERSAL,Office Accommodation Moves,1004/5110322583,06 Sep 2023,566.40,
LONDON UNDERGROUND LTD,BWT UK Limited,Caterers Service Charges,1005/1900266219,29 Aug 2023,566.24,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Maintenance Materials,1005/5110316922,12 Sep 2023,565.60,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900059857,06 Sep 2023,565.60,
LONDON UNDERGROUND LTD,4-RAIL Services Limited,Non Recyclable Waste Disposal/Refuse Collection,1005/5110320438,30 Aug 2023,565.46,
LONDON UNDERGROUND LTD,Computacenter Plc,Telephony Fixed,1005/5110311804,30 Aug 2023,565.02,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186118,13 Sep 2023,564.90,
TFL CORPORATE,HAYLEY GROUP PLC,Protective Clothing,1001/5110309840,25 Aug 2023,564.57,
LONDON UNDERGROUND LTD,AGIITO LIMITED,Hotel Accommodation,1005/1900266165,11 Sep 2023,563.95,
LONDON UNDERGROUND LTD,Secheron Hasler (UK) Ltd,Fleet,1005/5110316640,08 Sep 2023,563.50,
LONDON UNDERGROUND LTD,SOUTH EAST SUPPLIES LTD,Plant & Equipment Purchases,1005/5110321315,29 Aug 2023,563.45,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Stationery,1005/5110314276,06 Sep 2023,563.35,
LONDON UNDERGROUND LTD,Hiremech Limited,Maintenance Materials,1005/5110318456,21 Aug 2023,563.33,
LONDON UNDERGROUND LTD,Hiremech Limited,Plant & Equipment Purchases,1005/5110327158,12 Sep 2023,563.33,
LONDON UNDERGROUND LTD,Ground Transportation Systems UKLtd,MR Construction Costs,1005/5110307153,22 Aug 2023,563.24,
TRANSPORT TRADING LTD,Harris Installations Services Ltd,Office Accommodation Moves,1004/5110322278,05 Sep 2023,563.00,
LONDON UNDERGROUND LTD,H.E.S. SALES LTD,Plant & Equipment Purchases,1005/5110318431,21 Aug 2023,562.90,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Plant & Equipment Purchases,1005/5110312511,30 Aug 2023,562.70,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110319338,06 Sep 2023,562.68,
LONDON UNDERGROUND LTD,BWT UK Limited,Caterers Service Charges,1005/1900266175,29 Aug 2023,562.36,
TFL CORPORATE,Lavazza Professional UK Ltd,Vending Machine Supplies & Rental,1001/1900183819,11 Sep 2023,562.26,
TTL PROPERTIES LTD,High Court Enforcement Group Ltd,Legal Fees,1040/5110325701,14 Sep 2023,561.60,
LUL NOMINEE BCV LIMITED,HAYLEY GROUP PLC,Plant & Equipment Purchases,1033/5110304314,23 Aug 2023,561.44,
TRANSPORT TRADING LTD,MITIE FM LIMITED,Security Services (Guards),1004/5110307824,21 Aug 2023,561.18,
LUL NOMINEE BCV LIMITED,DIRECT TRACK SOLUTIONS LTD,Track General Maintenance,1033/5110320528,29 Aug 2023,560.75,
LONDON UNDERGROUND LTD,BWT UK Limited,Caterers Service Charges,1005/1900266208,29 Aug 2023,560.74,
SURFACE TRANSPORT CORP,Reed Specialist Recruitment Ltd,Agency Staff,1002/1900076694,13 Sep 2023,560.71,
SURFACE TRANSPORT CORP,Reed Specialist Recruitment Ltd,Agency Staff,1002/1900076717,13 Sep 2023,560.71,
SURFACE TRANSPORT CORP,Reed Specialist Recruitment Ltd,Agency Staff,1002/1900076718,13 Sep 2023,560.71,
LUL NOMINEE SSL LIMITED,ALSTOM TRANSPORT LTD,N/A,1031/5110321275,13 Sep 2023,560.00,
LONDON UNDERGROUND LTD,Active Med Supplies Limited,Protective Clothing,1005/5110309480,23 Aug 2023,559.95,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Plant & Equipment Purchases,1005/5110318000,13 Sep 2023,559.68,
TFL CORPORATE,Pitney Bowes Ltd,Computer Consumables,1001/5110327100,12 Sep 2023,559.38,
LONDON UNDERGROUND LTD,Ground Transportation Systems UKLtd,Computer Hardware,1005/5110307180,22 Aug 2023,559.00,
LUL NOMINEE BCV LIMITED,HAYLEY GROUP PLC,Plant & Equipment Purchases,1033/5110308349,23 Aug 2023,558.50,
DIAL A RIDE,Quadient UK Ltd,Postage,1010/5110324028,06 Sep 2023,558.50,
LONDON UNDERGROUND LTD,BWT UK Limited,Caterers Service Charges,1005/1900266192,29 Aug 2023,558.36,
LONDON UNDERGROUND LTD,Corporate Document Services Ltd,Contracted Services Buildings,1005/5110320525,30 Aug 2023,558.25,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186377,13 Sep 2023,558.16,
LONDON UNDERGROUND LTD,BWT UK Limited,Caterers Service Charges,1005/1900266200,29 Aug 2023,558.12,
TTL PROPERTIES LTD,C E F,Vehicle Repairs & Maintenance,1040/5110310192,21 Aug 2023,557.08,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,N/A,1005/5110307591,23 Aug 2023,557.00,
LONDON UNDERGROUND LTD,Arnold Clark Finance Limited,Vehicle Operating Leases,1005/5110311073,25 Aug 2023,555.52,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Plant & Equipment Purchases,1005/5110316325,11 Sep 2023,555.51,
TFL CORPORATE,RS Components Ltd,Telephony Mobile,1001/5110311310,30 Aug 2023,555.29,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110317084,11 Sep 2023,554.80,
LONDON UNDERGROUND LTD,BWT UK Limited,Caterers Service Charges,1005/1900266167,29 Aug 2023,554.74,
LONDON TRANSPORT MUSEUM,Impress Print Services Ltd,LTM Purchase of Posters & Print Prods for Resale,1011/5110321190,29 Aug 2023,554.00,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110318961,06 Sep 2023,553.34,
LONDON UNDERGROUND LTD,C E F,Building Maintenance & Repairs,1005/5110322592,06 Sep 2023,553.20,
RAIL FOR LONDON LIMITED,HAYLEY GROUP PLC,Road Maintenance,1020/5110317416,13 Sep 2023,553.00,
LUL NOMINEE BCV LIMITED,SWEETNAM & BRADLEY LTD,Plant & Equipment Purchases,1033/5110322289,31 Aug 2023,552.84,
LONDON UNDERGROUND LTD,BWT UK Limited,Caterers Service Charges,1005/1900266207,29 Aug 2023,551.90,
TFL CORPORATE,Corporate Document Services Ltd,Advertising,1001/5110316480,21 Aug 2023,550.55,
TFL CORPORATE,Corporate Document Services Ltd,Advertising,1001/5110320028,24 Aug 2023,550.55,
TFL CORPORATE,Corporate Document Services Ltd,Advertising,1001/5110322783,06 Sep 2023,550.55,
TFL CORPORATE,Corporate Document Services Ltd,Advertising,1001/5110326377,13 Sep 2023,550.55,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900059969,06 Sep 2023,550.37,
LONDON UNDERGROUND LTD,BWT UK Limited,Caterers Service Charges,1005/1900266211,29 Aug 2023,550.34,
LONDON TRANSPORT MUSEUM,Boomerang Media,Advertising,1011/5110314910,06 Sep 2023,550.00,
DIAL A RIDE,Emo Oil,Vehicle Repairs & Maintenance,1010/5110286725,25 Aug 2023,550.00,
LONDON UNDERGROUND LTD,Faiveley Transport Tamworth Ltd,Fleet,1005/5110300560,31 Aug 2023,550.00,
LONDON UNDERGROUND LTD,Faiveley Transport Tamworth Ltd,Fleet,1005/5110300561,01 Sep 2023,550.00,
LONDON UNDERGROUND LTD,Faiveley Transport Tamworth Ltd,Fleet,1005/5110319336,15 Sep 2023,550.00,
LONDON UNDERGROUND LTD,PTSG Access and Safety Ltd,Pumps & Drainage,1005/5110314618,31 Aug 2023,550.00,
LONDON UNDERGROUND LTD,PTSG Access and Safety Ltd,Pumps & Drainage,1005/5110317131,06 Sep 2023,550.00,
LONDON UNDERGROUND LTD,PTSG Access and Safety Ltd,Pumps & Drainage,1005/5110319641,13 Sep 2023,550.00,
LONDON UNDERGROUND LTD,PTSG Access and Safety Ltd,Pumps & Drainage,1005/5110319660,13 Sep 2023,550.00,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900059669,23 Aug 2023,549.85,
LONDON UNDERGROUND LTD,Solo Rail Solutions Limited,Fleet,1005/5110309462,23 Aug 2023,549.42,
LONDON UNDERGROUND LTD,Solo Rail Solutions Limited,Fleet,1005/5110309465,23 Aug 2023,549.42,
LONDON UNDERGROUND LTD,Solo Rail Solutions Limited,Fleet,1005/5110309469,23 Aug 2023,549.42,
LONDON UNDERGROUND LTD,Solo Rail Solutions Limited,Fleet,1005/5110314103,25 Aug 2023,549.42,
LONDON UNDERGROUND LTD,Solo Rail Solutions Limited,Fleet,1005/5110318466,30 Aug 2023,549.42,
LONDON UNDERGROUND LTD,Solo Rail Solutions Limited,Fleet,1005/5110318470,30 Aug 2023,549.42,
LONDON UNDERGROUND LTD,Solo Rail Solutions Limited,Fleet,1005/5110318472,30 Aug 2023,549.42,
LONDON UNDERGROUND LTD,Solo Rail Solutions Limited,Fleet,1005/5110318826,13 Sep 2023,549.42,
TFL CORPORATE,Vodafone Limited,Telephony Fixed,1001/5110300786,07 Sep 2023,549.21,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,N/A,1005/5110308338,23 Aug 2023,549.00,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186566,13 Sep 2023,548.15,
LONDON UNDERGROUND LTD,City Sprint UK Ltd,Couriers,1005/1900265649,25 Aug 2023,548.00,
LONDON UNDERGROUND LTD,KINGSBEECH LTD,Maintenance Materials,1005/5110325038,12 Sep 2023,548.00,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Maintenance Materials,1005/5110314913,06 Sep 2023,547.34,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900059534,23 Aug 2023,547.05,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900059648,23 Aug 2023,547.05,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900059701,30 Aug 2023,547.05,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900059704,30 Aug 2023,547.05,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900059766,30 Aug 2023,547.05,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900059991,06 Sep 2023,547.05,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900060003,13 Sep 2023,547.05,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900060082,13 Sep 2023,547.05,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900060117,13 Sep 2023,547.05,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265826,23 Aug 2023,546.42,
LONDON UNDERGROUND LTD,BWT UK Limited,Caterers Service Charges,1005/1900266218,29 Aug 2023,546.38,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900265976,23 Aug 2023,545.45,
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SYSTEMS LTD,Pumps & Drainage,1031/5110315762,06 Sep 2023,545.00,
LONDON UNDERGROUND LTD,PSV GLASS - (ABL HOLDING) LTD,Vehicle Repairs & Maintenance,1005/5110328637,15 Sep 2023,545.00,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900059525,23 Aug 2023,544.98,
LONDON UNDERGROUND LTD,City Sprint UK Ltd,Couriers,1005/1900265784,01 Sep 2023,544.72,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900183629,23 Aug 2023,544.39,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900184823,30 Aug 2023,544.39,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900185994,06 Sep 2023,544.39,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900186314,13 Sep 2023,544.39,
LONDON UNDERGROUND LTD,BWT UK Limited,Caterers Service Charges,1005/1900266217,29 Aug 2023,543.90,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110319370,06 Sep 2023,543.80,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110319546,06 Sep 2023,543.80,
RFL (IINFRASTRUCTURE) LTD,Amba Hydraulics ltd,Plant & Equipment Purchases,1025/5110318305,23 Aug 2023,542.50,
LONDON UNDERGROUND LTD,Hiremech Limited,Plant & Equipment Purchases,1005/5110327161,12 Sep 2023,541.67,
LONDON UNDERGROUND LTD,Hiremech Limited,Vehicle Repairs & Maintenance,1005/5110327674,13 Sep 2023,541.67,
LONDON UNDERGROUND LTD,BWT UK Limited,Caterers Service Charges,1005/1900266170,29 Aug 2023,541.42,
LUL NOMINEE SSL LIMITED,SEI Identification Solutions Ltd,N/A,1031/5110312244,06 Sep 2023,541.05,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Plant & Equipment Purchases,1005/5110306970,22 Aug 2023,541.02,
LUL NOMINEE SSL LIMITED,Dellner Ferrabyrne Limited,Stock Issues - Repairables,1031/5110318380,13 Sep 2023,540.90,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900059547,23 Aug 2023,540.89,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900059552,23 Aug 2023,540.89,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900059782,30 Aug 2023,540.89,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900059831,30 Aug 2023,540.89,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900060053,13 Sep 2023,540.89,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900060127,13 Sep 2023,540.24,
DIAL A RIDE,Coachworks Ltd,Vehicle Repairs & Maintenance,1010/5110328138,14 Sep 2023,540.00,
LONDON UNDERGROUND LTD,HAWKER SIDDELEY SWITCHGEAR LTD,Electrical Equipment Maintenance,1005/5110325328,07 Sep 2023,540.00,
