Report of all payments made by TfL for value equal to or greater than £250.00 Excl. VAT,,,,,,
Reporting Period:   1,,,,,,
Start Date:  1 April 2023,,,,,,
End Date:   29 April 2023,,,,,,
Financial Year:  2023/24,,,,,,
,,,,,,
Entity,Vendor Name,Expenditure Account ,Document Number,Clearing Date,Amount (£),Merchant Category
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110245379,05-Apr-23,440.79,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1101157055,27-Apr-23,440.4,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1101155753,24-Apr-23,440.03,
RAIL FOR LONDON LIMITED,SYNECTICS SECURITY LTD,Stock of Fleet,1020\5110261287,20-Apr-23,440,
RAIL FOR LONDON LIMITED,SYNECTICS SECURITY LTD,Stock of Fleet,1020\5110261288,20-Apr-23,440,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110245270,05-Apr-23,439.74,
RAIL FOR LONDON LIMITED,COMPUTACENTER PLC,Telephony Fixed,1020\5110238903,11-Apr-23,439.46,
LONDON TRANSPORT MUSEUM,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1011\1900017408,12-Apr-23,439.36,
TRANSPORT TRADING LTD,LONDON BOROUGH OF LAMBETH,Rates,1004\1901693541,21-Apr-23,439.12,
LONDON UNDERGROUND LTD,DAWSON E&E PARTS (EUROPE) LTD,Escalators,1005\5110246575,03-Apr-23,438.95,
LUL NOMINEE SSL LIMITED,KPK (SHEET METAL) LTD,Stock of Fleet,1031\5110235643,05-Apr-23,438.8,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Uniforms,1005\5110247256,26-Apr-23,438.2,
LONDON UNDERGROUND LTD,LIMESQUARE VEHICLE RENTAL LIMITED,Vehicle Operating Leases,1005\5110254914,05-Apr-23,438.01,
LONDON UNDERGROUND LTD,LIMESQUARE VEHICLE RENTAL LIMITED,Vehicle Operating Leases,1005\5110256940,11-Apr-23,438.01,
LONDON UNDERGROUND LTD,COMECH METROLOGY,Plant & Equipment Purchases,1005\5110247812,05-Apr-23,438,
LUL NOMINEE BCV LIMITED,RS COMPONENTS LTD,Fleet,1033\5110239275,12-Apr-23,437.82,
LONDON UNDERGROUND LTD,HIREMECH LTD,Track General Maintenance,1005\5110261997,27-Apr-23,437.18,
LUL NOMINEE BCV LIMITED,TURNER TOOLS LTD INC BESCO IND.,Equipment Repairs & Maintenance,1033\5110263405,26-Apr-23,436.5,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Plant & Equipment Purchases,1005\5110254507,27-Apr-23,436.46,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110245258,05-Apr-23,435.91,
RFL (IINFRASTRUCTURE) LTD,EQUANS SERVICES LIMITED,Fire and Safety Equipment,1025\5110246636,19-Apr-23,435.77,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900162954,26-Apr-23,435.2,
LONDON UNDERGROUND LTD,YY SECURITY INSTALLATIONS LTD,Building Maintenance & Repairs,1005\5110255425,05-Apr-23,435,
LONDON UNDERGROUND LTD,KONECRANES DEMAG UK LTD,Maintenance of Plant & Equipment,1005\5110254834,04-Apr-23,435,
LONDON UNDERGROUND LTD,BWT UK LTD,Caterers Service Charges,1005\1900257873,26-Apr-23,434.43,
LONDON UNDERGROUND LTD,BOC GASES,Maintenance Materials,1005\5110254664,25-Apr-23,434.37,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110245365,05-Apr-23,434.34,
LUL NOMINEE BCV LIMITED,RS COMPONENTS LTD,Fleet,1033\5110247315,26-Apr-23,434.32,
LONDON UNDERGROUND LTD,COMECH METROLOGY,Plant & Equipment Purchases,1005\5110256610,21-Apr-23,434.21,
TFL CORPORATE,BT SERVICE AGILITY,Telephony Fixed,1001\1900160086,17-Apr-23,434.17,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1101151022,06-Apr-23,433.7,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Plant & Equipment Purchases,1005\5110246368,25-Apr-23,433.45,
LONDON UNDERGROUND LTD,HIREMECH LTD,Electrical Equipment Maintenance,1005\5110258017,14-Apr-23,433.33,
LONDON UNDERGROUND LTD,HIREMECH LTD,Maintenance Materials,1005\5110257317,13-Apr-23,433.33,
LONDON UNDERGROUND LTD,HIREMECH LTD,Plant & Equipment Purchases,1005\5110257967,13-Apr-23,433.33,
LONDON UNDERGROUND LTD,C E F,Vehicle Repairs & Maintenance,1005\5110248869,26-Apr-23,432.7,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Office Cleaning,1005\5110234124,03-Apr-23,432.61,
LONDON UNDERGROUND LTD,ACTON COMMERCIAL FACTORS LTD,Vehicle Repairs & Maintenance,1005\5110258899,19-Apr-23,432.55,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110245387,05-Apr-23,432.49,
TRANSPORT TRADING LTD,WJB SERVICES LIMITED,Office Accommodation Moves,1004\5110255227,05-Apr-23,432.1,
RAIL FOR LONDON LIMITED,WJB SERVICES LIMITED,Office Accommodation Moves,1020\5110260816,19-Apr-23,432.1,
LUL NOMINEE BCV LIMITED,PARKSIDE STEEL (STOCKHOLDERS),Track General Maintenance,1033\5110255502,26-Apr-23,432,
LT MUSEUM TRADING LTD,KEEP CALM AND CARRY ON BEV. CO LTD,LTM Purchase of Food for Resale,1024\1900023001,14-Apr-23,432,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Plant & Equipment Purchases,1005\5110233246,03-Apr-23,431.88,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110245121,05-Apr-23,431.58,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1101149280,03-Apr-23,431.43,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Vehicle Repairs & Maintenance,1005\5110243925,19-Apr-23,431.42,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Vehicle Repairs & Maintenance,1005\5110244790,21-Apr-23,431.42,
SURFACE TRANSPORT CORP,SIEMENS MOBILITY LIMITED,Traffic Signals,1002\5110257498,12-Apr-23,431.33,
LONDON UNDERGROUND LTD,DUCTCLEAN (UK) LTD T/A DCUK FM,Non Recyclable Waste Disposal/Refuse Collection,1005\5110259902,18-Apr-23,431.28,
LONDON UNDERGROUND LTD,CRAIG & DERRICOTT LTD,Stock of Fleet,1005\5110235396,03-Apr-23,431.16,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Plant & Equipment Purchases,1005\5110234147,03-Apr-23,430.92,
TTL PROPERTIES LTD,EDF ENERGY,Electricity,1040\1900004557,11-Apr-23,430.46,
DIAL A RIDE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1010\1900013065,26-Apr-23,430.45,
LONDON UNDERGROUND LTD,CHAINSTREAM UK LTD,Vehicle Repairs & Maintenance,1005\5110260206,18-Apr-23,430,
LT MUSEUM TRADING LTD,THE LOGO CENTRE,Protective Clothing,1024\5110259684,18-Apr-23,429.95,
LONDON UNDERGROUND LTD,COMPUTACENTER PLC,Computer Consumables,1005\5110254802,26-Apr-23,429.92,
LONDON UNDERGROUND LTD,BWT UK LTD,Caterers Service Charges,1005\1900257869,26-Apr-23,429.9,
LUL NOMINEE BCV LIMITED,HAYLEY GROUP PLC,Plant & Equipment Purchases,1033\5110243063,17-Apr-23,429.87,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900161176,12-Apr-23,429.78,
LONDON UNDERGROUND LTD,C E F,Vehicle Repairs & Maintenance,1005\5110239885,05-Apr-23,429.56,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Fleet,1005\5110244814,21-Apr-23,429.34,
LONDON UNDERGROUND LTD,BANNER GROUP LIMITED,Printing,1005\5110238569,12-Apr-23,429.32,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1101154359,18-Apr-23,429.3,
TFL CORPORATE,MRS L MARSHALL,Professional & Academic Fees - Employees,1001\3000045805,28-Apr-23,429,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900163208,26-Apr-23,428.96,
TFL CORPORATE,DEEPSTORE LIMITED,Document Archive & Storage,1001\5110255071,06-Apr-23,427.52,
LONDON UNDERGROUND LTD,SENATOR INTERNATIONAL LTD,Furniture & Equipment,1005\5110235872,05-Apr-23,427.5,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110245308,05-Apr-23,427.32,
LONDON UNDERGROUND LTD,MENDIP MEDIA GROUP LTD,Transcription,1005\5110260171,21-Apr-23,427.15,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900159502,05-Apr-23,426.99,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110245328,05-Apr-23,426.88,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110245331,05-Apr-23,426.88,
TFL CORPORATE,RS COMPONENTS LTD,Fleet,1001\5110243932,19-Apr-23,426.7,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Stock of Fleet,1005\5110258216,19-Apr-23,426.42,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900163405,26-Apr-23,426.38,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1101153524,17-Apr-23,426.1,
LONDON UNDERGROUND LTD,QUAY OFFICE FURNISHERS LTD,Furniture & Equipment,1005\5110257380,17-Apr-23,426,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110245371,05-Apr-23,425.98,
SURFACE TRANSPORT CORP,BT SERVICE AGILITY,Telephony Fixed,1002\1900074838,26-Apr-23,425.62,
LONDON UNDERGROUND LTD,RYGOR COMMERCIALS LTD,Vehicle Repairs & Maintenance,1005\5110249722,24-Apr-23,425,
LONDON UNDERGROUND LTD,AIRQUICK (NEWARK) LTD,Equipment Repairs & Maintenance,1005\5110252715,18-Apr-23,425,
LONDON UNDERGROUND LTD,AIRQUICK (NEWARK) LTD,Equipment Repairs & Maintenance,1005\5110260357,19-Apr-23,425,
LONDON UNDERGROUND LTD,AIRQUICK (NEWARK) LTD,Equipment Repairs & Maintenance,1005\5110260362,19-Apr-23,425,
LONDON UNDERGROUND LTD,AIRQUICK (NEWARK) LTD,Equipment Repairs & Maintenance,1005\5110261152,19-Apr-23,425,
LONDON UNDERGROUND LTD,AIRQUICK (NEWARK) LTD,Equipment Repairs & Maintenance,1005\5110261948,26-Apr-23,425,
LT MUSEUM TRADING LTD,GRANTHAM BOOK SERVICES,Purchase of Books for Resale,1024\1900022931,18-Apr-23,424.4,
TTL PROPERTIES LTD,E.ON NEXT ENERGY LTD,Electricity,1040\1900004059,13-Apr-23,424.3,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Maintenance Materials,1005\5110254491,26-Apr-23,424.2,
TRANSPORT TRADING LTD,LONDON BOROUGH OF CROYDON,Rates,1004\1901692524,20-Apr-23,424.15,
TRANSPORT TRADING LTD,LONDON BOROUGH OF CROYDON,Rates,1004\1901692525,20-Apr-23,424.15,
TRANSPORT TRADING LTD,LONDON BOROUGH OF CROYDON,Rates,1004\1901692528,20-Apr-23,424.15,
TRANSPORT TRADING LTD,LONDON BOROUGH OF CROYDON,Rates,1004\1901692532,20-Apr-23,424.15,
TRANSPORT TRADING LTD,LONDON BOROUGH OF CROYDON,Rates,1004\1901692533,20-Apr-23,424.15,
TRANSPORT TRADING LTD,LONDON BOROUGH OF CROYDON,Rates,1004\1901692536,20-Apr-23,424.15,
TRANSPORT TRADING LTD,LONDON BOROUGH OF CROYDON,Rates,1004\1901692537,20-Apr-23,424.15,
TRANSPORT TRADING LTD,LONDON BOROUGH OF CROYDON,Rates,1004\1901692538,20-Apr-23,424.15,
TRANSPORT TRADING LTD,LONDON BOROUGH OF CROYDON,Rates,1004\1901692555,20-Apr-23,424.15,
TRANSPORT TRADING LTD,LONDON BOROUGH OF MERTON,Rates,1004\1901693558,21-Apr-23,424.15,
TRANSPORT TRADING LTD,LONDON BOROUGH OF MERTON,Rates,1004\1901693559,21-Apr-23,424.15,
TRANSPORT TRADING LTD,LONDON BOROUGH OF MERTON,Rates,1004\1901693569,21-Apr-23,424.15,
TRANSPORT TRADING LTD,LONDON BOROUGH OF MERTON,Rates,1004\1901693570,21-Apr-23,424.15,
LONDON UNDERGROUND LTD,QUAY OFFICE FURNISHERS LTD,Furniture & Equipment,1005\5110259271,19-Apr-23,424,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Signalling Systems,1005\5110237357,05-Apr-23,424,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Signalling Systems,1005\5110238657,11-Apr-23,424,
CYCLE HIRE SCHEME,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1016\1900000203,26-Apr-23,423.99,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110245317,05-Apr-23,423.59,
TTL PROPERTIES LTD,EDF ENERGY,Electricity,1040\1900004703,26-Apr-23,422.56,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Fleet,1005\5110240939,17-Apr-23,422.2,
LONDON UNDERGROUND LTD,SELLA CONTROLS LIMITED,Fleet,1005\5110251498,14-Apr-23,422,
LONDON UNDERGROUND LTD,SELLA CONTROLS LIMITED,Fleet,1005\5110251499,14-Apr-23,422,
LONDON UNDERGROUND LTD,SELLA CONTROLS LIMITED,Fleet,1005\5110253005,11-Apr-23,422,
LONDON UNDERGROUND LTD,SELLA CONTROLS LIMITED,Fleet,1005\5110261647,28-Apr-23,422,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Computer Consumables,1005\5110244925,24-Apr-23,421.74,
LUL NOMINEE SSL LIMITED,CREACTIVE DESIGN LTD,Stock Issues - Repairables,1031\5110256942,17-Apr-23,420.82,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900162314,19-Apr-23,420.54,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Uniforms,1005\5110243019,19-Apr-23,420.33,
LONDON UNDERGROUND LTD,CORPORATE DOCUMENT SERVICES LTD,Fleet,1005\5110256442,28-Apr-23,420.24,
TFL CORPORATE,QUAY OFFICE FURNISHERS LTD,Building Maintenance & Repairs,1001\5110246959,04-Apr-23,420,
LONDON UNDERGROUND LTD,QUARTZELEC LTD,Electrical Equipment Maintenance,1005\5110239589,12-Apr-23,420,
LONDON UNDERGROUND LTD,GENERATED POWER SERVICES LIMITED,Electrical Equipment Maintenance,1005\5110260636,25-Apr-23,420,
TTL PROPERTIES LTD,HAYMARKET PUBLISHING SERVICES LTD,LTM Design & Presentation Consultancy,1040\5110256861,11-Apr-23,420,
LONDON TRANSPORT MUSEUM,ELEANOR DOLAN,Management & Support Consultancy,1011\5110256573,06-Apr-23,420,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Pumps & Drainage,1005\5110246778,24-Apr-23,420,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Stock of Fleet,1005\5110255413,05-Apr-23,420,
TRANSPORT TRADING LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1004\1901692216,12-Apr-23,419.19,
TRANSPORT TRADING LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1004\1901692376,26-Apr-23,419.19,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110245314,05-Apr-23,419.18,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110245423,05-Apr-23,419.18,
LONDON UNDERGROUND LTD,HAMPSHIRE HOSE SERVICES LTD,Stock of Fleet,1005\5110255771,06-Apr-23,419.01,
LONDON TRANSPORT MUSEUM,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1011\1900017413,12-Apr-23,418.96,
LONDON UNDERGROUND LTD,FEDEX EXPRESS UK TRANSPORTATION LTD,Postage,1005\5110246946,14-Apr-23,418.68,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Plant & Equipment Purchases,1005\5110240793,14-Apr-23,418.31,
TFL CORPORATE,CORPORATE DOCUMENT SERVICES LTD,Printing,1001\5110256206,06-Apr-23,418.2,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900162265,19-Apr-23,418.16,
TRANSPORT TRADING LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1004\1901692275,19-Apr-23,417.89,
LONDON UNDERGROUND LTD,OSMOND GROUP LIMITED,Staff Welfare Benefits,1005\5110257583,12-Apr-23,417.76,
LONDON UNDERGROUND LTD,AGIITO LIMITED,Hotel Accommodation,1005\1900257427,24-Apr-23,417.63,
RFL (IINFRASTRUCTURE) LTD,AGIITO LIMITED,Hotel Accommodation,1025\1900001509,24-Apr-23,417.3,
CYCLE HIRE SCHEME,STUDENT BEANS LTD,Partnership Marketing - Costs Incurred,1016\5110236951,05-Apr-23,417,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Office Cleaning,1005\5110244645,19-Apr-23,416.7,
LONDON UNDERGROUND LTD,MISS S LOFTHOUSE,Furniture & Equipment,1005\3000100525,28-Apr-23,416.67,
RAIL FOR LONDON LIMITED,HAYLEY GROUP PLC,Electrical Equipment Maintenance,1020\5110237940,06-Apr-23,416.65,
LONDON TRANSPORT MUSEUM,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1011\1900017395,12-Apr-23,416.62,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110245313,05-Apr-23,416.49,
LONDON TRANSPORT MUSEUM,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1011\1900017359,05-Apr-23,416.11,
LONDON TRANSPORT MUSEUM,SMART TEACHERS,Agency Staff,1011\5110243786,12-Apr-23,415.8,
LONDON UNDERGROUND LTD,YY SECURITY INSTALLATIONS LTD,Building Maintenance & Repairs,1005\5110255674,05-Apr-23,415.64,
LONDON UNDERGROUND LTD,MENDIP MEDIA GROUP LTD,Transcription,1005\5110258609,19-Apr-23,415.31,
TRANSPORT TRADING LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1004\1901692385,26-Apr-23,415.15,
RFL (IINFRASTRUCTURE) LTD,HSS HIRE,Staff Training,1025\5110253751,21-Apr-23,415.1,
LONDON UNDERGROUND LTD,MOTIVAIR COMPRESSORS LTD,Plant & Equipment Purchases,1005\5110258921,14-Apr-23,415,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1101157067,27-Apr-23,414.8,
RFL (IINFRASTRUCTURE) LTD,HAYLEY GROUP PLC,Maintenance Materials,1025\5110240034,12-Apr-23,414.8,
LONDON UNDERGROUND LTD,SOUTH EAST SUPPLIES LTD,Fleet,1005\5110249187,05-Apr-23,414.73,
SURFACE TRANSPORT CORP,AGIITO LIMITED,Hotel Accommodation,1002\1900074493,03-Apr-23,414.72,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110245027,05-Apr-23,414.07,
LONDON UNDERGROUND LTD,WISEN INNOVATION,Civil Engineering Construction Works,1005\5110261240,20-Apr-23,413,
TFL CORPORATE,EQUANS SERVICES LIMITED,Equipment Repairs & Maintenance,1001\5110246680,12-Apr-23,412.98,
LONDON UNDERGROUND LTD,EQUANS SERVICES LIMITED,Fire and Safety Equipment,1005\5110254268,19-Apr-23,412.93,
LONDON UNDERGROUND LTD,MORS SMITT STS SIGNALS,Fleet,1005\5110252901,06-Apr-23,412.64,
DIAL A RIDE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1010\1900012984,12-Apr-23,412.33,
DIAL A RIDE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1010\1900012997,19-Apr-23,412.33,
RFL (IINFRASTRUCTURE) LTD,HAYLEY GROUP PLC,Uniforms,1025\5110248234,26-Apr-23,412.11,
LUL NOMINEE BCV LIMITED,HAYLEY GROUP PLC,Office Cleaning,1033\5110246545,24-Apr-23,411.84,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Fleet,1005\5110239257,12-Apr-23,411.7,
LONDON TRANSPORT MUSEUM,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1011\1900017426,19-Apr-23,411.62,
LUL NOMINEE BCV LIMITED,HAYLEY GROUP PLC,Maintenance Materials,1033\5110236330,05-Apr-23,411.56,
LONDON UNDERGROUND LTD,LIMESQUARE VEHICLE RENTAL LIMITED,Vehicle Operating Leases,1005\5110256934,11-Apr-23,411.27,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900163186,26-Apr-23,411.04,
LONDON UNDERGROUND LTD,GT GETTAXI (UK) LTD,Travel to/from work (Unsocial Hours),1005\5110257315,18-Apr-23,411.01,
SURFACE TRANSPORT CORP,CORPORATE DOCUMENT SERVICES LTD,Printing,1002\5110247575,04-Apr-23,410.97,
LUL NOMINEE BCV LIMITED,KINGSBEECH LTD,Track General Maintenance,1033\5110254715,05-Apr-23,410.4,
PUBLIC CARRIAGE OFFICE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1003\1900056278,19-Apr-23,410.29,
PUBLIC CARRIAGE OFFICE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1003\1900056438,26-Apr-23,410.29,
PUBLIC CARRIAGE OFFICE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1003\1900056472,26-Apr-23,410.29,
PUBLIC CARRIAGE OFFICE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1003\1900056487,26-Apr-23,410.29,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Plant & Equipment Purchases,1005\5110244638,19-Apr-23,410.2,
LONDON UNDERGROUND LTD,LH-PLC,Fleet,1005\5110242712,18-Apr-23,410,
LONDON UNDERGROUND LTD,LH-PLC,Fleet,1005\5110246173,19-Apr-23,410,
LONDON UNDERGROUND LTD,LH-PLC,Fleet,1005\5110254964,26-Apr-23,410,
LONDON UNDERGROUND LTD,PRV ENGINEERING LTD,Stock of Fleet,1005\5110257610,12-Apr-23,410,
LONDON UNDERGROUND LTD,B HEPWORTH & CO LTD,Fleet,1005\5110260525,19-Apr-23,409.72,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Protective Clothing,1005\5110243834,19-Apr-23,409.32,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1101154049,17-Apr-23,409.3,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110245556,05-Apr-23,409.24,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1101156595,25-Apr-23,409.05,
VICTORIA COACH STATN LTD,TOTAL GAS & POWER LTD,Gas,1008\5110262703,27-Apr-23,409,
LT MUSEUM TRADING LTD,CAPITAL TRANSPORT PUBLISHING,Purchase of Books for Resale,1024\1900022986,14-Apr-23,408.91,
LONDON UNDERGROUND LTD,AGIITO LIMITED,Hotel Accommodation,1005\1900257426,24-Apr-23,408.88,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900159122,05-Apr-23,408.16,
RFL (IINFRASTRUCTURE) LTD,AMBA HYDRAULICS LTD,Pumps & Drainage,1025\5110255298,05-Apr-23,407.3,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1101155344,21-Apr-23,407.25,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1101155079,20-Apr-23,406.9,
LONDON TRANSPORT MUSEUM,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1011\1900017394,12-Apr-23,406.6,
LONDON UNDERGROUND LTD,BOOKER LTD,Refreshments/Meals at Meetings,1005\3000100499,28/04/2023,406.55,5411
LONDON TRANSPORT MUSEUM,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1011\1900017416,12-Apr-23,406.53,
LONDON UNDERGROUND LTD,C E F,Stock of Other Spares,1005\5110262794,24-Apr-23,405.9,
PUBLIC CARRIAGE OFFICE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1003\1900056481,26-Apr-23,405.55,
PUBLIC CARRIAGE OFFICE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1003\1900056554,26-Apr-23,405.18,
PUBLIC CARRIAGE OFFICE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1003\1900056586,26-Apr-23,405.18,
LONDON UNDERGROUND LTD,LH-PLC,Fleet,1005\5110237515,05-Apr-23,405,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110245400,05-Apr-23,404.11,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110245419,05-Apr-23,403.75,
LONDON UNDERGROUND LTD,UNIPART RAIL LTD,Stock Of Track,1005\5110250297,14-Apr-23,403.3,
RAIL FOR LONDON LIMITED,HAYLEY GROUP PLC,Horticultural Expenses,1020\5110236499,05-Apr-23,403.15,
TRANSPORT TRADING LTD,BWT UK LTD,Caterers Service Charges,1004\1901692367,26-Apr-23,403.14,
TRANSPORT TRADING LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1004\1901692271,19-Apr-23,403.05,
LONDON UNDERGROUND LTD,MOTIVAIR COMPRESSORS LTD,Maintenance of Plant & Equipment,1005\5110262630,25-Apr-23,402.79,
LONDON UNDERGROUND LTD,ENTERPRISE RENT-A-CAR,Vehicle Operating Leases,1005\5110254754,26-Apr-23,402.69,
LONDON UNDERGROUND LTD,ENTERPRISE RENT-A-CAR,Vehicle Operating Leases,1005\5110254815,26-Apr-23,402.69,
LONDON UNDERGROUND LTD,ENTERPRISE RENT-A-CAR,Vehicle Operating Leases,1005\5110254816,26-Apr-23,402.69,
LONDON UNDERGROUND LTD,ENTERPRISE RENT-A-CAR,Vehicle Operating Leases,1005\5110254833,26-Apr-23,402.69,
LONDON UNDERGROUND LTD,ENTERPRISE RENT-A-CAR,Vehicle Operating Leases,1005\5110254846,26-Apr-23,402.69,
LONDON UNDERGROUND LTD,ENTERPRISE RENT-A-CAR,Vehicle Operating Leases,1005\5110254849,26-Apr-23,402.69,
LONDON UNDERGROUND LTD,ENTERPRISE RENT-A-CAR,Vehicle Operating Leases,1005\5110254853,26-Apr-23,402.69,
LONDON UNDERGROUND LTD,ENTERPRISE RENT-A-CAR,Vehicle Operating Leases,1005\5110254874,26-Apr-23,402.69,
LONDON UNDERGROUND LTD,ENTERPRISE RENT-A-CAR,Vehicle Operating Leases,1005\5110254885,26-Apr-23,402.69,
LONDON UNDERGROUND LTD,ENTERPRISE RENT-A-CAR,Vehicle Operating Leases,1005\5110254888,26-Apr-23,402.69,
