Report of all payments made by TfL for value equal to or greater than £250.00 Excl. VAT,,,,,,
Reporting Period:  5,,,,,,
Start Date:  23 July 2023,,,,,,
End Date: 19 August 2023,,,,,,
Financial Year:  2023/24,,,,,,
,,,,,,
Entity,Vendor,Expence Account,Document Number,Clearing Date,Amount,Merchant Category
LONDON UNDERGROUND LTD,The 4OC Limited,Management & Support Consultancy,1005/5110304748,26 Jul 2023,"256,055.00",
DOCKLANDS LIGHT RAILWAY,RTI LTD,Civil Engineering Construction Works,1012/5110312809,08 Aug 2023,"255,980.64",
LONDON BUS SERVICES LTD,DOCKLANDS MINIBUS LITD ,Bus Contract Payments,1006/1900049308,18 Aug 2023,"254,676.07",
TFL CORPORATE,Phoenix Software,Manage IT Services,1001/5110302645,09 Aug 2023,"252,775.35",
TFL CORPORATE,Deloitte MCS Ltd,Management & Support Consultancy,1001/5110302656,09 Aug 2023,"251,850.00",
DIAL A RIDE,Hagen Wolf Limited,Legal Fees,1010/1900013546,24 Jul 2023,"250,000.00",
TFL CORPORATE,Siemens Financial Services Limited,Manage IT Services,1001/5110310294,03 Aug 2023,"247,474.41",
SURFACE TRANSPORT CORP,Road Management Services A13 Plc,Road Maintenance,1002/5110314152,16 Aug 2023,"247,000.00",
SURFACE TRANSPORT CORP,Costain Limited,Road Maintenance,1002/5110301986,25 Jul 2023,"245,824.35",
RFL (IINFRASTRUCTURE) LTD,GB RAILFREIGHT LTD,Vehicle Repairs & Maintenance,1025/5110313932,14 Aug 2023,"241,686.91",
LONDON UNDERGROUND LTD,Ground Transportation Systems UKLtd,Signalling Systems,1005/5110312353,16 Aug 2023,"238,878.71",
LONDON UNDERGROUND LTD,1stinrail LTD,Track General Maintenance,1005/5110303808,24 Jul 2023,"238,371.69",
LONDON UNDERGROUND LTD,Delatim Limited,MR Construction Costs,1005/5110317658,18 Aug 2023,"237,733.07",
TFL CORPORATE,Probrand Ltd,Computer Hardware,1001/5110294871,26 Jul 2023,"236,957.51",
RAIL FOR LONDON LIMITED,NETWORK RAIL INFRASTRUCTURE,Terminal 5 PFI Service Costs,1020/5110266444,24 Jul 2023,"236,620.62",
LONDON UNDERGROUND LTD,GPX Engineering Ltd,Track General Maintenance,1005/5110307934,08 Aug 2023,"236,231.21",
SURFACE TRANSPORT CORP,Telent Technology Services Ltd,Traffic Signals,1002/5110300126,02 Aug 2023,"234,196.38",
SURFACE TRANSPORT CORP,Costain Limited,Road Maintenance,1002/5110315776,16 Aug 2023,"233,308.44",
LONDON UNDERGROUND LTD,EDF Energy,Electricity,1005/1900265740,11 Aug 2023,"230,144.16",
LONDON BUS SERVICES LTD,TRUEFORM ENGINEERING LTD,Purchase of Bus Shelters,1006/5110313972,14 Aug 2023,"229,150.91",
RAIL FOR LONDON LIMITED,Alstom Engineering & Services LTD,Vehicle Repairs & Maintenance,1020/5110316110,18 Aug 2023,"228,186.10",
LONDON UNDERGROUND LTD,Delatim Limited,MR Construction Costs,1005/5110304711,26 Jul 2023,"228,109.02",
RFL (IINFRASTRUCTURE) LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Signalling Systems,1025/5110300085,02 Aug 2023,"226,102.94",
RAIL FOR LONDON LIMITED,Alstom Engineering & Services LTD,Vehicle Repairs & Maintenance,1020/5110316222,18 Aug 2023,"225,348.37",
SURFACE TRANSPORT CORP,Gardens of Peace Muslim Cemetery,Other Joint Funding Contributions,1002/1900075598,24 Jul 2023,"224,021.70",
SURFACE TRANSPORT CORP,Telent Technology Services Ltd,Road Maintenance,1002/5110310981,03 Aug 2023,"223,482.14",
RAIL FOR LONDON LIMITED,Alstom Engineering & Services LTD,Vehicle Repairs & Maintenance,1020/5110307838,03 Aug 2023,"222,230.22",
RAIL FOR LONDON LIMITED,EDF Energy,Traction Current,1020/5110303329,24 Jul 2023,"221,895.70",
SURFACE TRANSPORT CORP,CSTS Ltd,Road Maintenance,1002/5110297124,31 Jul 2023,"219,852.05",
LONDON UNDERGROUND LTD,Cleshar Contract Services,Track General Maintenance,1005/5110312132,07 Aug 2023,"217,649.02",
LONDON UNDERGROUND LTD,Lendlease Jacobs Joint Venture,Civil Engineering Construction Works,1005/5110306457,17 Aug 2023,"216,981.68",
LONDON BUS SERVICES LTD,London United Busways Limited,Bus Contract Payments,1006/1900049225,31 Jul 2023,"216,644.46",
LONDON UNDERGROUND LTD,GPX Engineering Ltd,Track General Maintenance,1005/5110307408,09 Aug 2023,"215,378.02",
SURFACE TRANSPORT CORP,Telent Technology Services Ltd,Connect PFI Service Costs,1002/5110298847,26 Jul 2023,"213,238.86",
LONDON BUS SERVICES LTD,F M Conway Ltd,Road Maintenance,1006/5110315829,15 Aug 2023,"211,776.07",
TFL CORPORATE,Deloitte MCS Ltd,Management & Support Consultancy,1001/5110302652,09 Aug 2023,"210,200.00",
LONDON UNDERGROUND LTD,Ground Transportation Systems UKLtd,Signalling Systems,1005/5110312302,18 Aug 2023,"208,820.64",
LUL NOMINEE SSL LIMITED,CIRCET (UK) LIMITED,Civil Engineering Construction Works,1031/5110312758,16 Aug 2023,"206,237.89",
SURFACE TRANSPORT CORP,London Borough of Camden,Borough Services - Claim Against Pr Yr Accrual,1002/1900076091,16 Aug 2023,"206,000.00",
RFL (IINFRASTRUCTURE) LTD,Talleres ZITRON SA UK Branch,Franchise/Concession Fixed Fee,1025/5110299962,02 Aug 2023,"205,748.56",
TTL PROPERTIES LTD,VINCI Construction UK Limited,Building Maintenance & Repairs,1040/5110316379,17 Aug 2023,"205,355.71",
TFL CORPORATE,Amazon Web Services EMEA SARL,Manage IT Services,1001/5110302603,28 Jul 2023,"205,106.89",
TFL CORPORATE,Computacenter Plc,Computer Hardware,1001/5110298872,26 Jul 2023,"200,436.00",
LONDON UNDERGROUND LTD,Taylor Woodrow Cons BAM Nuttal Ltd,MR Construction Costs,1005/5110297445,26 Jul 2023,"199,751.35",
LONDON UNDERGROUND LTD,Cleshar Contract Services,Track General Maintenance,1005/5110312117,07 Aug 2023,"198,121.06",
SURFACE TRANSPORT CORP,London Borough of Enfield,Borough Services - Claim Against Pr Yr Accrual,1002/1900075829,09 Aug 2023,"197,000.00",
LONDON BUS SERVICES LTD,Nel Hydrogen A/S,Vehicle Repairs & Maintenance,1006/5110302930,11 Aug 2023,"195,645.24",
TRANSPORT TRADING LTD,MORGAN SINDALL  PLC,Civil Engineering Construction Works,1004/5110313273,09 Aug 2023,"195,149.82",
SURFACE TRANSPORT CORP,Siemens Mobility Limited,Traffic Signals,1002/5110274362,09 Aug 2023,"193,335.13",
TFL CORPORATE,BOXXE Ltd,Computer Software,1001/5110307393,01 Aug 2023,"193,040.00",
LONDON UNDERGROUND LTD,Abellio London Ltd,Franchise/Concession Fixed Fee,1005/5110295546,25 Jul 2023,"190,385.68",
LONDON UNDERGROUND LTD,The 4OC Limited,Management & Support Consultancy,1005/5110313042,09 Aug 2023,"190,350.00",
LONDON UNDERGROUND LTD,Delatim Limited,MR Construction Costs,1005/5110304737,24 Jul 2023,"190,022.13",
DOCKLANDS LIGHT RAILWAY,Aecom Infrastructure & Envir UK Ltd,Professional Engineering Services,1012/5110292974,26 Jul 2023,"189,582.45",
TTL PROPERTIES LTD,VINCI Construction UK Limited,Building Maintenance & Repairs,1040/5110311434,17 Aug 2023,"187,957.55",
DOCKLANDS LIGHT RAILWAY,Ground Transportation Systems UKLtd,Civil Engineering Construction Works,1012/5110300204,02 Aug 2023,"186,656.09",
SURFACE TRANSPORT CORP,Probrand Ltd,Computer Hardware,1002/5110309509,08 Aug 2023,"182,759.56",
TFL CORPORATE,Deloitte MCS Ltd,Management & Support Consultancy,1001/5110302653,09 Aug 2023,"182,450.00",
LONDON UNDERGROUND LTD,Cleshar Contract Services,Track General Maintenance,1005/5110312109,07 Aug 2023,"182,425.08",
LONDON BUS SERVICES LTD,Ringway Infrastructure Services Ltd,Road Maintenance,1006/5110315854,16 Aug 2023,"180,447.80",
TRANSPORT TRADING LTD,Novacroft Direct Ltd,Manage IT Services,1004/5110316211,15 Aug 2023,"179,337.56",
TRANSPORT TRADING LTD,MORGAN SINDALL  PLC,Civil Engineering Construction Works,1004/5110303359,24 Jul 2023,"178,507.97",
DOCKLANDS LIGHT RAILWAY,Dyer & Butler Ltd,Civil Engineering Construction Works,1012/5110303733,09 Aug 2023,"178,450.61",
LONDON UNDERGROUND LTD,Cleshar Contract Services,Track General Maintenance,1005/5110312123,07 Aug 2023,"177,879.35",
LONDON UNDERGROUND LTD,Cleshar Contract Services,Track General Maintenance,1005/5110312115,07 Aug 2023,"175,949.11",
LONDON UNDERGROUND LTD,Lendlease Jacobs Joint Venture,Civil Engineering Construction Works,1005/5110297724,01 Aug 2023,"175,189.54",
SURFACE TRANSPORT CORP,GeoPlace LLP,Section 159 Payments,1002/1900076455,11 Aug 2023,"175,000.00",
SURFACE TRANSPORT CORP,Siemens Mobility Limited,Traffic Signals,1002/5110302865,25 Jul 2023,"172,692.44",
DOCKLANDS LIGHT RAILWAY,Ground Transportation Systems UKLtd,Computer Hardware,1012/5110314572,16 Aug 2023,"172,654.32",
RAIL FOR LONDON LIMITED,345 Rail Leasing Limited,Vehicle Operating Leases,1020/5110308770,16 Aug 2023,"172,506.16",
LONDON UNDERGROUND LTD,GBM Services Limited,Office Cleaning,1005/5110301853,24 Jul 2023,"171,480.38",
RAIL FOR LONDON LIMITED,NETWORK RAIL INFRASTRUCTURE,Terminal 5 PFI Service Costs,1020/5110305984,16 Aug 2023,"168,581.00",
TRANSPORT TRADING LTD,Sodexo Ltd,Caterers Service Charges,1004/5110297542,31 Jul 2023,"166,404.45",
LONDON UNDERGROUND LTD,Cleshar Contract Services,Track General Maintenance,1005/5110312125,07 Aug 2023,"166,189.15",
DOCKLANDS LIGHT RAILWAY,Enable Infrastructure Ltd,Vehicle Repairs & Maintenance,1012/5110309311,02 Aug 2023,"164,796.24",
SURFACE TRANSPORT CORP,one.network,Manage IT Services,1002/5110316458,16 Aug 2023,"161,250.00",
LONDON UNDERGROUND LTD,Ground Transportation Systems UKLtd,Signalling Systems,1005/5110299727,27 Jul 2023,"158,593.55",
SURFACE TRANSPORT CORP,Redspeed International  Ltd,PCN and Penalty Fare Processing,1002/5110304991,16 Aug 2023,"158,252.22",
LONDON UNDERGROUND LTD,ARLINGTON FLEET SERVICES LTD,Vehicle Repairs & Maintenance,1005/5110317279,17 Aug 2023,"157,815.00",
TFL CORPORATE,Amazon Web Services EMEA SARL,Manage IT Services,1001/5110302601,28 Jul 2023,"153,665.59",
TFL CORPORATE,Deloitte MCS Ltd,Management & Support Consultancy,1001/5110302654,09 Aug 2023,"153,663.00",
SURFACE TRANSPORT CORP,EDF Energy,Electricity,1002/5110303326,24 Jul 2023,"152,880.50",
TRANSPORT TRADING LTD,JOURNEYCALL LTD,Ticket & Pass Production,1004/5110311668,17 Aug 2023,"150,897.12",
LONDON BUS SERVICES LTD,TRUEFORM ENGINEERING LTD,Purchase of Bus Shelters,1006/5110313911,14 Aug 2023,"150,678.00",
DOCKLANDS LIGHT RAILWAY,Cleshar Contract Services,Civil Engineering Construction Works,1012/5110307132,02 Aug 2023,"150,560.33",
TFL CORPORATE,Phoenix Software,Manage IT Services,1001/5110302679,09 Aug 2023,"149,773.80",
TRANSPORT TRADING LTD,MVA Consultancy Group,Marketing Strategy And Consultancy,1004/5110306513,16 Aug 2023,"149,530.51",
RFL (IINFRASTRUCTURE) LTD,Siemens Mobility Limited,Professional Engineering Services,1025/5110297658,16 Aug 2023,"148,033.44",
LONDON UNDERGROUND LTD,KONE PLC,Lift Maintenance,1005/5110298693,28 Jul 2023,"146,392.20",
SURFACE TRANSPORT CORP,LA International Computer Consultan,Management & Support Consultancy,1002/5110312363,07 Aug 2023,"145,977.60",
LONDON UNDERGROUND LTD,Ground Transportation Systems UKLtd,Computer Hardware,1005/5110298403,24 Jul 2023,"144,980.00",
SURFACE TRANSPORT CORP,Telent Technology Services Ltd,Road Maintenance,1002/5110297908,02 Aug 2023,"144,714.56",
SURFACE TRANSPORT CORP,SmartSourcing Ltd,Management & Support Consultancy,1002/5110307427,07 Aug 2023,"144,300.00",
TTL PROPERTIES LTD,Cleshar Contract Services,Building Maintenance & Repairs,1040/5110306516,17 Aug 2023,"142,628.36",
LONDON UNDERGROUND LTD,EMERSON NETWORK POWER LTD,Traction Current,1005/5110296969,31 Jul 2023,"140,560.70",
TFL CORPORATE,Daisy Corporate Services TradingLtd,Maintenance of Telecommunications Equipment,1001/5110305623,25 Jul 2023,"140,450.50",
TFL CORPORATE,Daisy Corporate Services TradingLtd,Maintenance of Telecommunications Equipment,1001/5110305625,02 Aug 2023,"140,450.50",
SURFACE TRANSPORT CORP,Asite Solutions Ltd,Computer Software,1002/5110296334,26 Jul 2023,"140,100.00",
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Signalling Systems,1005/5110298332,26 Jul 2023,"139,722.56",
RAIL FOR LONDON LIMITED,VINCI Construction UK Limited,Building Maintenance & Repairs,1020/5110300233,26 Jul 2023,"139,475.58",
LONDON BUS SERVICES LTD,EDF Energy,Electricity,1006/5110306783,01 Aug 2023,"138,844.81",
SURFACE TRANSPORT CORP,Ringway Infrastructure Services Ltd,Road Maintenance,1002/5110316388,16 Aug 2023,"137,922.14",
LONDON BUS SERVICES LTD,VIX ACIS LIMITED,Road Maintenance,1006/5110296459,24 Jul 2023,"137,389.12",
LUL NOMINEE BCV LIMITED,Geoaccess Ltd,MR Construction Costs,1033/5110274929,08 Aug 2023,"136,154.00",
TFL CORPORATE,KPMG,Financial Statement Audit Fees,1001/5110299478,26 Jul 2023,"135,793.00",
TRANSPORT TRADING LTD,LONDON BOROUGH OF LEWISHAM,Rates,1004/1901696381,01 Aug 2023,"135,660.00",
RAIL FOR LONDON LIMITED,Alstom Engineering & Services LTD,Vehicle Repairs & Maintenance,1020/5110307527,27 Jul 2023,"132,257.35",
LONDON UNDERGROUND LTD,Schweerbau Gmbh & Co.KG *paid bacs*,Maintenance Materials,1005/5110294624,26 Jul 2023,"131,613.53",
TFL CORPORATE,CAPITA BUSINESS SERVICES LTD,IT Consultancy,1001/5110294000,25 Jul 2023,"131,509.35",
TRANSPORT TRADING LTD,LONDON BOROUGH OF HAMM& FULHAM,Rates,1004/1901696683,16 Aug 2023,"131,404.00",
RAIL FOR LONDON LIMITED,Alstom Engineering & Services LTD,Vehicle Repairs & Maintenance,1020/5110313105,10 Aug 2023,"130,894.19",
TFL CORPORATE,Bancroft Ltd,Office Accommodation Moves,1001/5110299572,02 Aug 2023,"130,525.33",
LONDON UNDERGROUND LTD,EMERSON NETWORK POWER LTD,Maintenance of Plant & Equipment,1005/5110307351,27 Jul 2023,"129,897.52",
TFL CORPORATE,Deloitte MCS Ltd,Management & Support Consultancy,1001/5110305628,16 Aug 2023,"129,606.00",
DOCKLANDS LIGHT RAILWAY,Delatim Ltd,Civil Engineering Construction Works,1012/5110317230,17 Aug 2023,"129,372.68",
LONDON UNDERGROUND LTD,ARK Signalling Consultancy,Professional Engineering Services,1005/5110283979,08 Aug 2023,"128,877.44",
TFL CORPORATE,Visit Britian,Advertising,1001/5110315894,16 Aug 2023,"127,570.00",
LONDON UNDERGROUND LTD,Ground Transportation Systems UKLtd,Civil Engineering Construction Works,1005/5110312180,18 Aug 2023,"126,450.18",
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110306664,16 Aug 2023,"126,096.00",
LONDON UNDERGROUND LTD,Probrand Ltd,Software Maintenance,1005/5110298935,02 Aug 2023,"125,266.31",
SURFACE TRANSPORT CORP,Thames Water Utilities Ltd,Section 159 Payments,1002/1900076291,01 Aug 2023,"125,000.00",
TFL CORPORATE,Computacenter Plc,Computer Hardware,1001/5110301141,09 Aug 2023,"124,032.00",
TFL CORPORATE,Computacenter Plc,Computer Hardware,1001/5110301142,09 Aug 2023,"124,032.00",
LONDON UNDERGROUND LTD,Octavius Infrastructure Ltd,Retentions Control Account > 1Year,1005/5110316628,16 Aug 2023,"123,261.89",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Track General Maintenance,1005/5110310967,03 Aug 2023,"122,492.06",
LONDON UNDERGROUND LTD,STRATEGIC RAIL CONSULTANTS LTD,Professional Engineering Services,1005/5110317681,18 Aug 2023,"121,874.75",
LONDON UNDERGROUND LTD,ALSTOM NL SERVICE PROVISION LTD,MR Construction Costs,1005/5110295394,14 Aug 2023,"121,792.44",
DOCKLANDS LIGHT RAILWAY,ASH Construction Group,Maintenance Materials,1012/5110304346,26 Jul 2023,"120,809.62",
LONDON UNDERGROUND LTD,MERSEN UK TEESSIDE LIMITED,Vehicle Repairs & Maintenance,1005/5110294316,26 Jul 2023,"120,789.59",
TFL CORPORATE,Portaramp UK Limited,Civil Engineering Construction Works,1001/5110316195,18 Aug 2023,"120,648.00",
RAIL FOR LONDON LIMITED,Arriva Rail London,Franchise/Concession Fixed Fee,1020/5110303739,14 Aug 2023,"120,000.00",
DOCKLANDS LIGHT RAILWAY,Octavius Infrastructure Ltd,Professional Engineering Services,1012/5110305674,02 Aug 2023,"119,758.69",
LONDON UNDERGROUND LTD,GPX Engineering Ltd,Track General Maintenance,1005/5110307304,08 Aug 2023,"119,676.24",
LONDON BUS SERVICES LTD,F M Conway Ltd,Road Maintenance,1006/5110315864,16 Aug 2023,"119,045.63",
LONDON UNDERGROUND LTD,GPX Engineering Ltd,Track General Maintenance,1005/5110307948,08 Aug 2023,"118,323.98",
LONDON UNDERGROUND LTD,Taylor Woodrow Cons BAM Nuttal Ltd,Civil Engineering Construction Works,1005/5110315781,15 Aug 2023,"117,742.88",
LONDON UNDERGROUND LTD,The 4OC Limited,Management & Support Consultancy,1005/5110311030,04 Aug 2023,"116,875.00",
LONDON UNDERGROUND LTD,Balfour Beatty Group Ltd,Contracted Services Buildings,1005/5110288376,08 Aug 2023,"116,398.64",
LONDON UNDERGROUND LTD,TPS Ltd,Signalling Systems,1005/5110312756,09 Aug 2023,"116,382.08",
SURFACE TRANSPORT CORP,EC Harris LLP,Computer Software,1002/5110296409,26 Jul 2023,"116,187.33",
LONDON UNDERGROUND LTD,EMERSON NETWORK POWER LTD,Maintenance of Plant & Equipment,1005/5110282495,26 Jul 2023,"116,098.20",
RAIL FOR LONDON LIMITED,Alstom Engineering & Services LTD,Vehicle Repairs & Maintenance,1020/5110307523,27 Jul 2023,"115,930.62",
LONDON UNDERGROUND LTD,Alstom Transport UK Ltd,Vehicle Operating Leases,1005/5110301319,09 Aug 2023,"115,098.00",
LONDON UNDERGROUND LTD,Abellio London Ltd,Franchise/Concession Fixed Fee,1005/5110295548,25 Jul 2023,"115,086.36",
LONDON BUS SERVICES LTD,EDF Energy,Electricity,1006/5110306795,07 Aug 2023,"114,851.56",
TRANSPORT TRADING LTD,Frankland (UK) Ltd,Building Maintenance & Repairs,1004/5110313993,14 Aug 2023,"114,770.91",
RAIL FOR LONDON LIMITED,Giffen Group Ltd,MR Construction Costs,1020/5110317129,17 Aug 2023,"113,875.98",
TFL CORPORATE,Insight Direct UK Limited,Computer Hardware,1001/5110299983,02 Aug 2023,"113,534.00",
LONDON UNDERGROUND LTD,STRATEGIC RAIL CONSULTANTS LTD,Professional Engineering Services,1005/5110309287,02 Aug 2023,"113,304.00",
SURFACE TRANSPORT CORP,CSTS Ltd,Connect PFI Service Costs,1002/5110305935,28 Jul 2023,"112,271.23",
TFL CORPORATE,CDW Limited,Software Maintenance,1001/5110298497,11 Aug 2023,"111,381.52",
TTL PROPERTIES LTD,JONES LANG LASALLE,Planning & Development Consultancy,1040/5110302073,09 Aug 2023,"111,315.00",
TTL PROPERTIES LTD,JONES LANG LASALLE,Planning & Development Consultancy,1040/5110302075,09 Aug 2023,"111,315.00",
TTL PROPERTIES LTD,JONES LANG LASALLE,Planning & Development Consultancy,1040/5110302077,09 Aug 2023,"111,315.00",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Track General Maintenance,1005/5110310973,03 Aug 2023,"111,123.20",
TFL CORPORATE,Computacenter Plc,Computer Hardware,1001/5110301139,09 Aug 2023,"110,466.00",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Track General Maintenance,1005/5110309285,02 Aug 2023,"110,425.92",
LUL NOMINEE BCV LIMITED,CIRCET (UK) LIMITED,Civil Engineering Construction Works,1033/5110310822,03 Aug 2023,"109,434.15",
VICTORIA COACH STATN LTD,National Express Ltd,VCS Repayments & Commission,1008/1900004813,26 Jul 2023,"109,254.15",
LONDON BUS SERVICES LTD,East London Bus & Coach Company Ltd,Bus Contract Payments,1006/1900049256,04 Aug 2023,"109,251.21",
TRANSPORT TRADING LTD,Graysons Hospitality Limited,Caterers Service Charges,1004/5110296485,26 Jul 2023,"109,163.91",
LONDON UNDERGROUND LTD,PCG Associates Limited,Signalling Systems,1005/5110310869,04 Aug 2023,"108,908.90",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Track General Maintenance,1005/5110309251,02 Aug 2023,"108,905.92",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Track General Maintenance,1005/5110310860,03 Aug 2023,"108,905.92",
SURFACE TRANSPORT CORP,London Borough of Enfield,Borough Services - Claim Against Pr Yr Accrual,1002/1900075885,14 Aug 2023,"108,722.00",
LONDON UNDERGROUND LTD,Siemens Mobility Limited,Maintenance Materials,1005/5110293396,24 Jul 2023,"107,796.99",
TRANSPORT TRADING LTD,Graysons Hospitality Limited,Caterers Service Charges,1004/5110316516,17 Aug 2023,"107,311.10",
LONDON UNDERGROUND LTD,Armadillo Marketing Ltd,Stock of Other Spares,1005/5110297026,08 Aug 2023,"106,981.00",
LONDON UNDERGROUND LTD,Wingate Electrical PLC,MR Construction Costs,1005/5110303305,02 Aug 2023,"106,970.36",
TFL CORPORATE,EQUINIX (UK) LTD,Manage IT Services,1001/5110297508,27 Jul 2023,"106,319.52",
LONDON UNDERGROUND LTD,BP Oil UK Limited,Vehicle Operating Leases,1005/5110297801,26 Jul 2023,"105,939.41",
LONDON UNDERGROUND LTD,KONE PLC,Escalators,1005/5110308556,31 Jul 2023,"105,847.89",
LONDON BUS SERVICES LTD,VINCI Construction UK Limited,Building Maintenance & Repairs,1006/5110294891,26 Jul 2023,"104,930.18",
LONDON BUS SERVICES LTD,VINCI Construction UK Limited,Building Maintenance & Repairs,1006/5110294899,26 Jul 2023,"104,930.18",
TFL CORPORATE,Jacobs U.K Limited,Management & Support Consultancy,1001/5110305941,16 Aug 2023,"104,713.83",
DOCKLANDS LIGHT RAILWAY,Data Tech Holdings Ltd,Civil Engineering Construction Works,1012/5110309198,02 Aug 2023,"104,539.50",
DOCKLANDS LIGHT RAILWAY,CONST. Y AUX. DE FERROCARRILES S.A,Vehicle Purchases,1012/5110304393,24 Jul 2023,"104,328.19",
LONDON BUS SERVICES LTD,TRUEFORM ENGINEERING LTD,Purchase of Bus Shelters,1006/5110308507,31 Jul 2023,"103,918.52",
RAIL FOR LONDON LIMITED,Alstom Engineering & Services LTD,Vehicle Repairs & Maintenance,1020/5110307521,27 Jul 2023,"103,428.75",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Track General Maintenance,1005/5110309247,02 Aug 2023,"103,321.60",
SURFACE TRANSPORT CORP,MediaEdge:CIA,Advertising,1002/5110305800,04 Aug 2023,"103,311.72",
TFL CORPORATE,Dr Sauer & Partners Ltd,Planning & Development Consultancy,1001/5110301796,04 Aug 2023,"102,921.39",
TFL CORPORATE,MediaEdge:CIA,Advertising,1001/5110301912,28 Jul 2023,"102,542.74",
DOCKLANDS LIGHT RAILWAY,RTI LTD,Civil Engineering Construction Works,1012/5110311375,04 Aug 2023,"102,200.47",
TFL CORPORATE,STRATEGIC RAIL CONSULTANTS LTD,Management & Support Consultancy,1001/5110314595,17 Aug 2023,"101,599.63",
SURFACE TRANSPORT CORP,London Borough of Enfield,Borough Services - Claim Against Pr Yr Accrual,1002/1900075884,14 Aug 2023,"100,000.00",
LONDON UNDERGROUND LTD,Ashurst LLP,Legal Fees,1005/1900265647,09 Aug 2023,"100,000.00",
TFL CORPORATE,MediaEdge:CIA,Advertising,1001/5110306807,08 Aug 2023,"99,968.82",
LONDON UNDERGROUND LTD,TEW Plus Ltd,Building Maintenance & Repairs,1005/5110291663,11 Aug 2023,"99,517.84",
RAIL FOR LONDON LIMITED,SCHUNK CARBON TECHNOLOGY LIMITED,Exchange Loss Realised,1020/2000071720,28 Jul 2023,"99,090.00",
