Report of all payments made by TfL for value equal to or greater than £250.00 Excl. VAT,,,,,,,,,
Reporting Period:  11,,,,,,,,,
Start Date: 07/01/2024,,,,,,,,,
End Date: 03/02/2024,,,,,,,,,
Financial Year:  2023/24,,,,,,,,,
,,,,,,,,,
Entity,Vendor,Expence Account,Document Number,Clearing Date,Amount,Merchant Category,,,
LT MUSEUM TRADING LTD,Turnaround Publisher Services Ltd,Purchase of Books for Resale,1024/1900024222,30-Jan-24,267.35,,,,
TFL CORPORATE,HAYLEY GROUP PLC,Uniforms,1001/5110376532,08-Jan-24,267.33,,,,
TRANSPORT TRADING LTD,One Time Supplier - Fares11012336842024,Fares Refund Control  (TTL Only),1004/1101233684,15-Jan-24,267.30,,,,
TRANSPORT TRADING LTD,One Time Supplier - Fares11012328762024,Fares Refund Control  (TTL Only),1004/1101232876,10-Jan-24,267.30,,,,
LONDON UNDERGROUND LTD,BANNER GROUP LIMITED,Stationery,1005/5110382818,17-Jan-24,267.16,,,,
TRANSPORT TRADING LTD,One Time Supplier - Fares11012374842024,Fares Refund Control  (TTL Only),1004/1101237484,29-Jan-24,267.10,,,,
LONDON UNDERGROUND LTD,SWEETNAM & BRADLEY LTD,Fleet,1005/5110396003,31-Jan-24,267.03,,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900063554,24-Jan-24,266.95,,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900063216,10-Jan-24,266.95,,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900063383,17-Jan-24,266.95,,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900063381,17-Jan-24,266.95,,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900063288,10-Jan-24,266.95,,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900063487,24-Jan-24,266.95,,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900063510,24-Jan-24,266.95,,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900063336,17-Jan-24,266.95,,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900063546,24-Jan-24,266.95,,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900063405,17-Jan-24,266.95,,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900063334,17-Jan-24,266.95,,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900063313,17-Jan-24,266.95,,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900063485,24-Jan-24,266.95,,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900063564,24-Jan-24,266.95,,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900063479,24-Jan-24,266.95,,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900063346,17-Jan-24,266.95,,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900063316,17-Jan-24,266.95,,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900063367,17-Jan-24,266.95,,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900063241,10-Jan-24,266.95,,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900063364,17-Jan-24,266.95,,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900063325,17-Jan-24,266.95,,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900063328,17-Jan-24,266.95,,,,
TRANSPORT TRADING LTD,One Time Supplier - Fares11012330872024,Fares Refund Control  (TTL Only),1004/1101233087,11-Jan-24,266.80,,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900274912,10-Jan-24,266.75,,,,
TRANSPORT TRADING LTD,Novacroft Direct Ltd,Manage IT Services,1004/5110388444,12-Jan-24,266.68,,,,
LUL NOMINEE BCV LIMITED,HAYLEY GROUP PLC,Plant & Equipment Purchases,1033/5110381299,16-Jan-24,266.62,,,,
LONDON UNDERGROUND LTD,Smallbills Garage Ltd,Vehicle Repairs & Maintenance,1005/5110387399,12-Jan-24,266.43,,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900276045,31-Jan-24,266.00,,,,
LONDON TRANSPORT MUSEUM,Reed Specialist Recruitment Ltd,Agency Staff,1011/1900019479,17-Jan-24,265.66,,,,
TRANSPORT TRADING LTD,One Time Supplier - Fares11012339542024,Fares Refund Control  (TTL Only),1004/1101233954,15-Jan-24,265.52,,,,
TFL CORPORATE,ATLASSIAN,Computer Consumables,1001/3000048981,26-Jan-24,265.40,,,,
LONDON UNDERGROUND LTD,WECS PRECISION LTD,Fleet,1005/5110380886,15-Jan-24,265.00,,,,
LONDON UNDERGROUND LTD,WECS PRECISION LTD,Fleet,1005/5110380888,15-Jan-24,265.00,,,,
LONDON UNDERGROUND LTD,WECS PRECISION LTD,Fleet,1005/5110380876,15-Jan-24,265.00,,,,
LONDON UNDERGROUND LTD,WECS PRECISION LTD,Fleet,1005/5110380853,15-Jan-24,265.00,,,,
LONDON UNDERGROUND LTD,WECS PRECISION LTD,Fleet,1005/5110380878,15-Jan-24,265.00,,,,
LONDON UNDERGROUND LTD,WECS PRECISION LTD,Fleet,1005/5110397615,02-Feb-24,265.00,,,,
LONDON UNDERGROUND LTD,WECS PRECISION LTD,Fleet,1005/5110380863,15-Jan-24,265.00,,,,
LONDON UNDERGROUND LTD,WECS PRECISION LTD,Fleet,1005/5110380864,15-Jan-24,265.00,,,,
LONDON UNDERGROUND LTD,WECS PRECISION LTD,Fleet,1005/5110380844,15-Jan-24,265.00,,,,
LONDON UNDERGROUND LTD,WECS PRECISION LTD,Fleet,1005/5110397598,02-Feb-24,265.00,,,,
LONDON UNDERGROUND LTD,WECS PRECISION LTD,Fleet,1005/5110380867,15-Jan-24,265.00,,,,
LONDON UNDERGROUND LTD,WECS PRECISION LTD,Fleet,1005/5110380869,15-Jan-24,265.00,,,,
LONDON UNDERGROUND LTD,WECS PRECISION LTD,Fleet,1005/5110397614,02-Feb-24,265.00,,,,
LONDON UNDERGROUND LTD,WECS PRECISION LTD,Fleet,1005/5110380850,15-Jan-24,265.00,,,,
LONDON UNDERGROUND LTD,WECS PRECISION LTD,Fleet,1005/5110397613,02-Feb-24,265.00,,,,
LONDON UNDERGROUND LTD,WECS PRECISION LTD,Fleet,1005/5110391602,19-Jan-24,265.00,,,,
LONDON UNDERGROUND LTD,WECS PRECISION LTD,Fleet,1005/5110380833,16-Jan-24,265.00,,,,
LONDON UNDERGROUND LTD,WECS PRECISION LTD,Fleet,1005/5110380829,16-Jan-24,265.00,,,,
LONDON UNDERGROUND LTD,WECS PRECISION LTD,Fleet,1005/5110380831,16-Jan-24,265.00,,,,
LONDON UNDERGROUND LTD,WECS PRECISION LTD,Fleet,1005/5110391578,19-Jan-24,265.00,,,,
LONDON UNDERGROUND LTD,WECS PRECISION LTD,Fleet,1005/5110380837,15-Jan-24,265.00,,,,
LONDON UNDERGROUND LTD,WECS PRECISION LTD,Fleet,1005/5110380846,15-Jan-24,265.00,,,,
LONDON UNDERGROUND LTD,WECS PRECISION LTD,Fleet,1005/5110380834,15-Jan-24,265.00,,,,
LONDON UNDERGROUND LTD,WECS PRECISION LTD,Fleet,1005/5110380836,15-Jan-24,265.00,,,,
LONDON UNDERGROUND LTD,KINGSBEECH LTD,Plant & Equipment Purchases,1005/5110393513,26-Jan-24,265.00,,,,
LONDON UNDERGROUND LTD,WECS PRECISION LTD,Fleet,1005/5110380951,24-Jan-24,265.00,,,,
LONDON UNDERGROUND LTD,WECS PRECISION LTD,Fleet,1005/5110380891,15-Jan-24,265.00,,,,
LONDON UNDERGROUND LTD,WECS PRECISION LTD,Fleet,1005/5110380892,15-Jan-24,265.00,,,,
LONDON UNDERGROUND LTD,WECS PRECISION LTD,Fleet,1005/5110380848,15-Jan-24,265.00,,,,
LONDON UNDERGROUND LTD,WECS PRECISION LTD,Fleet,1005/5110391610,19-Jan-24,265.00,,,,
LONDON UNDERGROUND LTD,WECS PRECISION LTD,Fleet,1005/5110380827,16-Jan-24,265.00,,,,
TRANSPORT TRADING LTD,REDACTED,Miscellaneous External Income,1004/1901700627,23-Jan-24,265.00,,,,
TFL CORPORATE,EATON ELECTRICAL PRODUCTS LTD ,Vehicle Repairs & Maintenance,1001/5110394080,29-Jan-24,265.00,,,,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Plant & Equipment Purchases,1005/5110376537,08-Jan-24,264.98,,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110383268,17-Jan-24,264.60,,,,
LONDON UNDERGROUND LTD,GT GetTaxi (UK) Ltd,PCO Outsourced Services,1005/5110393740,24-Jan-24,264.58,,,,
TFL CORPORATE,AGIITO LIMITED,Staff Travel (Business Fares),1001/1900209094,23-Jan-24,263.93,,,,
LUL NOMINEE SSL LIMITED,HAYLEY GROUP PLC,Uniforms,1031/5110384139,24-Jan-24,263.76,,,,
LONDON TRANSPORT MUSEUM,FedEx Express UK Transp Ltd,Postage,1011/5110391115,02-Feb-24,263.69,,,,
TFL CORPORATE,REDACTED,Professional & Academic Fees - Employees,1001/3000049011,26-Jan-24,263.34,,,,
TRANSPORT TRADING LTD,One Time Supplier - Fares11012369932024,Fares Refund Control  (TTL Only),1004/1101236993,25-Jan-24,263.30,,,,
LONDON UNDERGROUND LTD,JAMES VALETING CENTRE,Miscellaneous Costs,1005/3000103139,19-Jan-24,263.27,7542,,,
LUL NOMINEE BCV LIMITED,KINGSBEECH LTD,Equipment Repairs & Maintenance,1033/5110390773,19-Jan-24,262.90,,,,
LONDON UNDERGROUND LTD,VIKING PRECISION ENGINEERS LTD,Stock of Fleet,1005/5110398175,01-Feb-24,262.68,,,,
LONDON UNDERGROUND LTD,Quay Office Furnishers Ltd,Furniture & Equipment,1005/5110389562,17-Jan-24,262.50,,,,
TRANSPORT TRADING LTD,One Time Supplier - Fares11012372052024,Fares Refund Control  (TTL Only),1004/1101237205,26-Jan-24,261.76,,,,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Maintenance Materials,1005/5110391535,18-Jan-24,261.45,,,,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Plant & Equipment Purchases,1005/5110384214,24-Jan-24,261.36,,,,
LONDON UNDERGROUND LTD,WECS PRECISION LTD,Stock of Fleet,1005/5110388308,12-Jan-24,261.00,,,,
RFL (IINFRASTRUCTURE) LTD,RS Components Ltd,Vehicle Repairs & Maintenance,1025/5110378093,09-Jan-24,261.00,,,,
LONDON UNDERGROUND LTD,RS Components Ltd,Vehicle Repairs & Maintenance,1005/5110381945,17-Jan-24,260.80,,,,
LONDON BUS SERVICES LTD,HAYLEY GROUP PLC,Uniforms,1006/5110382681,17-Jan-24,260.67,,,,
TRANSPORT TRADING LTD,One Time Supplier - Fares11012338062024,Fares Refund Control  (TTL Only),1004/1101233806,15-Jan-24,260.60,,,,
CYCLE HIRE SCHEME,O2 UK Limited,Telephony Mobile,1016/1900000224,22-Jan-24,260.40,,,,
LONDON RIVER SERVICES LTD,Garic Ltd,Franchise/Concession Fixed Fee,1007/5110385506,26-Jan-24,260.40,,,,
TRANSPORT TRADING LTD,One Time Supplier - Fares11012353172024,Fares Refund Control  (TTL Only),1004/1101235317,19-Jan-24,260.32,,,,
TRANSPORT TRADING LTD,Jigsaw Play Therapy,Staff Medical Insurance & Treatment,1004/1901700635,24-Jan-24,260.00,,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Stock of Fleet,1005/5110377296,08-Jan-24,258.98,,,,
LONDON UNDERGROUND LTD,Corporate Document Services Ltd,Vehicle Repairs & Maintenance,1005/5110386516,08-Jan-24,258.73,,,,
TFL CORPORATE,Computacenter Plc,Telephony Fixed,1001/5110384112,24-Jan-24,258.24,,,,
TRANSPORT TRADING LTD,Quay Office Furnishers Ltd,Furniture & Equipment,1004/5110388013,16-Jan-24,258.00,,,,
LONDON UNDERGROUND LTD,C E F,Electrical Equipment Maintenance,1005/5110391929,31-Jan-24,257.85,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901700368,24-Jan-24,256.98,,,,
LUL NOMINEE BCV LIMITED,RS Components Ltd,Fleet,1033/5110379670,11-Jan-24,256.83,,,,
LONDON UNDERGROUND LTD,Zenith Vehicle Contracts Limited,Vehicle Operating Leases,1005/5110386813,26-Jan-24,256.68,,,,
SURFACE TRANSPORT CORP,MSI MEDIA LTD,Advertising,1002/5110380325,10-Jan-24,256.50,,,,
SURFACE TRANSPORT CORP,MSI MEDIA LTD,Advertising,1002/5110380059,10-Jan-24,256.50,,,,
SURFACE TRANSPORT CORP,JOURNEYCALL LTD,Ticket & Pass Production,1002/5110388696,12-Jan-24,256.40,,,,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Stationery,1005/5110380455,15-Jan-24,256.12,,,,
LONDON UNDERGROUND LTD,RS Components Ltd,Plant & Equipment Purchases,1005/5110378070,09-Jan-24,255.86,,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110375969,08-Jan-24,255.51,,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110377532,10-Jan-24,255.51,,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110375963,08-Jan-24,255.51,,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110375972,08-Jan-24,255.51,,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110375964,08-Jan-24,255.51,,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110375961,08-Jan-24,255.51,,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110375962,08-Jan-24,255.51,,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110387586,11-Jan-24,255.51,,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110375976,08-Jan-24,255.51,,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110387584,11-Jan-24,255.51,,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110375971,08-Jan-24,255.51,,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110387578,11-Jan-24,255.51,,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110375965,08-Jan-24,255.51,,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110375967,08-Jan-24,255.51,,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110375966,08-Jan-24,255.51,,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110375970,08-Jan-24,255.51,,,,
TRANSPORT TRADING LTD,One Time Supplier - Fares11012392812024,Fares Refund Control  (TTL Only),1004/1101239281,02-Feb-24,255.10,,,,
LONDON UNDERGROUND LTD,SCCS Survey Equipment Ltd,Track General Maintenance,1005/5110392610,24-Jan-24,255.00,,,,
LONDON UNDERGROUND LTD,BANNER GROUP LIMITED,Caterers Service Charges,1005/5110379906,11-Jan-24,254.61,,,,
LONDON UNDERGROUND LTD,ROBERT PRINGLE ENGINEERS LTD,Stock of Fleet,1005/5110384649,30-Jan-24,254.55,,,,
LONDON UNDERGROUND LTD,ROBERT PRINGLE ENGINEERS LTD,Stock of Fleet,1005/5110372682,31-Jan-24,254.55,,,,
LUL NOMINEE BCV LIMITED,HAYLEY GROUP PLC,Uniforms,1033/5110382002,17-Jan-24,254.52,,,,
TRANSPORT TRADING LTD,One Time Supplier - Fares11012367792024,Fares Refund Control  (TTL Only),1004/1101236779,24-Jan-24,254.35,,,,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Furniture & Equipment,1005/5110381853,17-Jan-24,254.09,,,,
LONDON UNDERGROUND LTD,C Woodford Engineering LTD,Vehicle Operating Leases,1005/5110390084,17-Jan-24,254.00,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901700332,24-Jan-24,253.90,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901700288,17-Jan-24,253.90,,,,
LONDON UNDERGROUND LTD,BOC GASES,Gas,1005/5110384823,24-Jan-24,253.60,,,,
TRANSPORT TRADING LTD,One Time Supplier - Fares11012366062024,Fares Refund Control  (TTL Only),1004/1101236606,24-Jan-24,253.50,,,,
TRANSPORT TRADING LTD,One Time Supplier - Fares11012332522024,Fares Refund Control  (TTL Only),1004/1101233252,11-Jan-24,253.46,,,,
RAIL FOR LONDON LIMITED,RS Components Ltd,Uniforms,1020/5110381952,17-Jan-24,252.60,,,,
LONDON UNDERGROUND LTD,Computacenter Plc,Computer Hardware,1005/5110380398,15-Jan-24,252.18,,,,
LONDON UNDERGROUND LTD,Computacenter Plc,Computer Hardware,1005/5110376466,08-Jan-24,252.18,,,,
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1031/5110378950,09-Jan-24,252.03,,,,
LONDON TRANSPORT MUSEUM,REDACTED,Production Artwork And Design For Marketing,1011/5110392555,24-Jan-24,252.00,,,,
LONDON UNDERGROUND LTD,CHARLES PUGH WINDSCREENS LIMITED,Vehicle Running Costs,1005/5110397904,01-Feb-24,252.00,,,,
TRANSPORT TRADING LTD,One Time Supplier - Fares11012375572024,Fares Refund Control  (TTL Only),1004/1101237557,29-Jan-24,251.10,,,,
TRANSPORT TRADING LTD,One Time Supplier - Fares11012333722024,Fares Refund Control  (TTL Only),1004/1101233372,12-Jan-24,251.00,,,,
TRANSPORT TRADING LTD,One Time Supplier - Fares11012365222024,Fares Refund Control  (TTL Only),1004/1101236522,24-Jan-24,250.91,,,,
RFL (IINFRASTRUCTURE) LTD,CDW Limited,Computer Hardware,1025/5110398965,02-Feb-24,250.87,,,,
TFL CORPORATE,RAILSTAFF,Staff Training,1001/3000048941,26-Jan-24,250.80,7922,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901700344,24-Jan-24,250.40,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901700257,17-Jan-24,250.40,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901700227,17-Jan-24,250.40,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901700322,24-Jan-24,250.40,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901700253,17-Jan-24,250.40,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901700277,17-Jan-24,250.40,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901700282,17-Jan-24,250.40,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901700361,24-Jan-24,250.40,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901700362,24-Jan-24,250.40,,,,
TFL CORPORATE,AGIITO LIMITED,Hotel Accommodation,1001/1900210375,31-Jan-24,250.24,,,,
LONDON UNDERGROUND LTD,PERMALOK FASTENING SYSTEMS LTD,Plant & Equipment Purchases,1005/5110390277,30-Jan-24,250.00,,,,
TFL CORPORATE,Institute of Asset Management,Staff Training,1001/5110399656,02-Feb-24,250.00,,,,
TFL CORPORATE,"St Paul's Church, Covent Garden",Event Management Fee,1001/5110399380,02-Feb-24,250.00,,,,
LONDON UNDERGROUND LTD,CPC Project Services LLP,Management & Support Consultancy,1005/5110392505,24-Jan-24,250.00,,,,
TFL CORPORATE,Global Workhealth Ltd,Staff Medical Insurance & Treatment,1001/1900207939,24-Jan-24,250.00,,,,
LONDON TRANSPORT MUSEUM,SAINSBURYS,Staff Training,1011/3000005525,19-Jan-24,247.00,5411,,,
LONDON TRANSPORT MUSEUM,DOCUSIGN INC.,Miscellaneous Costs,1011/3000005532,26-Jan-24,240.00,,,,
TFL CORPORATE,UKVI,Miscellaneous Costs,1001/3000048825,19-Jan-24,239.00,,,,
LONDON TRANSPORT MUSEUM,GROUP FOR ED IN MUSEUM,Miscellaneous Costs,1011/3000005549,26-Jan-24,236.00,8398,,,
LONDON TRANSPORT MUSEUM,AMAZON,Furniture & Equipment,1011/3000005562,02-Feb-24,220.50,5999,,,
TFL CORPORATE,SAFETYSHOP,Furniture & Equipment,1001/3000048931,26-Jan-24,219.42,,,,
LONDON TRANSPORT MUSEUM,SUSHISAMBA,Miscellaneous Costs,1011/3000005524,19-Jan-24,211.14,5812,,,
LONDON UNDERGROUND LTD,DARTFORD CHARGE,Vehicle Running Costs,1005/3000103013,12-Jan-24,200.00,4784,,,
TFL CORPORATE,INTERIOR GOODS DIRECT,Miscellaneous Costs,1001/3000048950,26-Jan-24,197.34,,,,
LONDON UNDERGROUND LTD,L B OF MERTON,Vehicle Running Costs,1005/3000103163,19-Jan-24,195.00,,,,
LONDON TRANSPORT MUSEUM,FX RENTALS LTD,Miscellaneous Costs,1011/3000005567,02-Feb-24,192.00,7399,,,
LONDON TRANSPORT MUSEUM,EB *INTRODUCTION TO FU,Staff Training,1011/3000005533,26-Jan-24,191.44,,,,
TFL CORPORATE,TESTING EXAM VUE*MICROSOF,Staff Training,1001/3000048797,19-Jan-24,135.00,8299,,,
LONDON UNDERGROUND LTD,LONDON BOROUGH OF ISLINGTON,Vehicle Running Costs,1005/3000103048,12-Jan-24,130.00,9399,,,
LONDON TRANSPORT MUSEUM,GROUP FOR ED IN MUSEUM,Miscellaneous Costs,1011/3000005522,19-Jan-24,117.00,8398,,,
TFL CORPORATE,APMG INTERNATIONAL,Publications & Periodicals,1001/3000049086,02-Feb-24,108.98,,,,
TFL CORPORATE,FAST KEY SERVICES LIMITED,Miscellaneous Costs,1001/3000049068,02-Feb-24,108.01,,,,
LONDON TRANSPORT MUSEUM,SAINSBURYS,Refreshments/Meals at Meetings,1011/3000005518,19-Jan-24,83.50,5411,,,
TFL CORPORATE,TESTING EXAM VUE*MICROSOF,Staff Training,1001/3000048798,19-Jan-24,82.80,8299,,,
LONDON TRANSPORT MUSEUM,Microsoft*Store,Miscellaneous Costs,1011/3000005527,19-Jan-24,79.99,5816,,,
TFL CORPORATE,APPLE,Computer Consumables,1001/3000048982,26-Jan-24,79.00,5732,,,
LONDON TRANSPORT MUSEUM,AMAZON,Furniture & Equipment,1011/3000005512,12-Jan-24,77.90,5999,,,
LONDON TRANSPORT MUSEUM,MONGODBCLOUD LTMMONGO,Miscellaneous Costs,1011/3000005541,26-Jan-24,77.06,5734,,,
TFL CORPORATE,Starlink Internet,Computer Consumables,1001/3000048983,26-Jan-24,75.00,4816,,,
TTL PROPERTIES LTD,CONVERTCALCULATOR,Miscellaneous Costs,1040/3000000590,12-Jan-24,68.29,7372,,,
TTL PROPERTIES LTD,CONVERTCALCULATOR,Miscellaneous Costs,1040/3000000588,12-Jan-24,67.84,7372,,,
TTL PROPERTIES LTD,CONVERTCALCULATOR,Miscellaneous Costs,1040/3000000596,12-Jan-24,67.82,7372,,,
TTL PROPERTIES LTD,CONVERTCALCULATOR,Miscellaneous Costs,1040/3000000587,12-Jan-24,67.67,7372,,,
TTL PROPERTIES LTD,CONVERTCALCULATOR,Miscellaneous Costs,1040/3000000595,12-Jan-24,67.32,7372,,,
TTL PROPERTIES LTD,CONVERTCALCULATOR,Miscellaneous Costs,1040/3000000592,12-Jan-24,66.06,7372,,,
TTL PROPERTIES LTD,CONVERTCALCULATOR,Miscellaneous Costs,1040/3000000591,12-Jan-24,65.90,7372,,,
LONDON UNDERGROUND LTD,NANDOS,Refreshments/Meals at Meetings,1005/3000103140,19-Jan-24,65.80,5812,,,
TFL CORPORATE,AMAZON,Furniture & Equipment,1001/3000048844,19-Jan-24,64.97,5999,,,
TTL PROPERTIES LTD,CONVERTCALCULATOR,Miscellaneous Costs,1040/3000000594,12-Jan-24,64.92,7372,,,
TTL PROPERTIES LTD,CONVERTCALCULATOR,Miscellaneous Costs,1040/3000000593,12-Jan-24,63.36,7372,,,
TFL CORPORATE,AMAZON,Miscellaneous Costs,1001/3000048806,19-Jan-24,55.99,5999,,,
TFL CORPORATE,STFC,Staff Training,1001/3000048836,19-Jan-24,50.00,9399,,,
TFL CORPORATE,AMAZON,Furniture & Equipment,1001/3000048795,19-Jan-24,49.90,5999,,,
LONDON UNDERGROUND LTD,AMAZON,Miscellaneous Costs,1005/3000103134,19-Jan-24,48.10,5085,,,
LONDON TRANSPORT MUSEUM,B&Q,Furniture & Equipment,1011/3000005529,26-Jan-24,46.00,5200,,,
SURFACE TRANSPORT CORP,HOTEL BALMES,Miscellaneous Costs,1002/3000029844,26-Jan-24,45.27,,,,
LONDON TRANSPORT MUSEUM,AMAZON,Miscellaneous Costs,1011/3000005542,26-Jan-24,44.88,,,,
LONDON TRANSPORT MUSEUM,AMAZON,Furniture & Equipment,1011/3000005547,26-Jan-24,43.91,5999,,,
LONDON TRANSPORT MUSEUM,AMAZON,Stationery,1011/3000005519,19-Jan-24,36.30,5999,,,
LONDON TRANSPORT MUSEUM,SUMUP  *ROYAL ARTISAN BAK,Miscellaneous Costs,1011/3000005531,26-Jan-24,33.10,,,,
LONDON TRANSPORT MUSEUM,EB *QUEER THE FEAR AND,Staff Training,1011/3000005513,12-Jan-24,22.38,,,,
LONDON TRANSPORT MUSEUM,STK*Shutterstock,Miscellaneous Costs,1011/3000005540,26-Jan-24,19.00,7333,,,
LONDON UNDERGROUND LTD,NES CAFE LTD,Miscellaneous Costs,1005/3000103233,26-Jan-24,14.40,,,,
LONDON TRANSPORT MUSEUM,AMAZON,Miscellaneous Costs,1011/3000005517,19-Jan-24,12.18,,,,
LONDON TRANSPORT MUSEUM,Spotify UK,Miscellaneous Costs,1011/3000005539,26-Jan-24,10.99,5815,,,
LONDON TRANSPORT MUSEUM,Spotify UK,Miscellaneous Costs,1011/3000005568,02-Feb-24,10.99,5815,,,
LONDON TRANSPORT MUSEUM,EB *LOOSE PARTS AND ST,Staff Training,1011/3000005538,26-Jan-24,10.00,,,,
LONDON TRANSPORT MUSEUM,AMAZON,Stationery,1011/3000005520,19-Jan-24,7.96,5999,,,
LONDON TRANSPORT MUSEUM,PORTLANDS EXPRESS - PET,Miscellaneous Costs,1011/3000005530,26-Jan-24,6.99,5499,,,
