Report of all payments made by TfL for value equal to or greater than £250.00 Excl. VAT,,,,,,,,,
Reporting Period:  13,,,,,,,,,
Start Date:  03 March 2024,,,,,,,,,
End Date: 31 March 2024,,,,,,,,,
Financial Year:  2023/24,,,,,,,,,
,,,,,,,,,
Entity,Vendor,Expence Account,Document Number,Clearing Date,Amount,Merchant Category,,,
TFL CORPORATE,Computacenter Plc,Management & Support Consultancy,1001/5110408970,27 March 2024,"£10,958",,,,
LONDON UNDERGROUND LTD,Ground Transportation Systems UKLtd,Radio Systems Equipment & Maintenance,1005/5110417076,05 March 2024,"£10,952",,,,
LONDON UNDERGROUND LTD,TIFLEX LTD,Stock Of Track,1005/5110407674,13 March 2024,"£10,951",,,,
LUL NOMINEE SSL LIMITED,SKF (UK) LTD,Stock of Fleet,1031/5110418183,22 March 2024,"£10,943",,,,
LONDON UNDERGROUND LTD,QUATTRO LTD ,Non Recyclable Waste Disposal/Refuse Collection,1005/5110422091,18 March 2024,"£10,937",,,,
TFL CORPORATE,Design & Analysis Ltd,Professional Engineering Services,1001/5110420675,12 March 2024,"£10,935",,,,
TRANSPORT TRADING LTD,GBM Services Limited,Office Cleaning,1004/5110414773,06 March 2024,"£10,926",,,,
TFL CORPORATE,AECOM Limited,Management & Support Consultancy,1001/5110419223,22 March 2024,"£10,919",,,,
LUL NOMINEE SSL LIMITED,CIRCET (UK) LIMITED,Signalling Systems,1031/5110418953,12 March 2024,"£10,913",,,,
RAIL FOR LONDON LIMITED,Simply 4 Group Ltd,Professional Engineering Services,1020/5110417253,08 March 2024,"£10,865",,,,
RFL (IINFRASTRUCTURE) LTD,Tower Supplies,Franchise/Concession Fixed Fee,1025/5110421497,12 March 2024,"£10,833",,,,
TTL PROPERTIES LTD,JNG CONSTRUCTION & ENGINEERING LTD,Building Maintenance & Repairs,1040/5110422223,18 March 2024,"£10,825",,,,
LONDON UNDERGROUND LTD,BOC GASES,Vehicle Repairs & Maintenance,1005/5110421232,11 March 2024,"£10,817",,,,
SURFACE TRANSPORT CORP,Mott MacDonald Limited,Professional Engineering Services,1002/5110400936,04 March 2024,"£10,807",,,,
RFL (IINFRASTRUCTURE) LTD,Colin Morgan Consulting Ltd,Staff Training,1025/5110417601,22 March 2024,"£10,794",,,,
SURFACE TRANSPORT CORP,JC Decaux UK Ltd,Civil Engineering Construction Works,1002/5110407781,11 March 2024,"£10,790",,,,
LONDON BUS SERVICES LTD,TRUEFORM ENGINEERING LTD,Purchase of Land & Buildings,1006/5110431174,28 March 2024,"£10,782",,,,
RFL (IINFRASTRUCTURE) LTD,HAYLEY GROUP PLC,Civil Engineering Construction Works,1025/5110398773,05 March 2024,"£10,780",,,,
LUL NOMINEE SSL LIMITED,LUCCHINI UK LTD,Stock of Fleet,1031/5110418343,22 March 2024,"£10,776",,,,
LONDON UNDERGROUND LTD,CraneServe Limited,Plant & Equipment Purchases,1005/5110425919,22 March 2024,"£10,772",,,,
LONDON UNDERGROUND LTD,Ground Transportation Systems UKLtd,Radio Systems Equipment & Maintenance,1005/5110401155,04 March 2024,"£10,769",,,,
LUL NOMINEE SSL LIMITED,TRELLEBORG INDUSTRIAL AVS,Signalling Systems,1031/5110415706,22 March 2024,"£10,764",,,,
LUL NOMINEE SSL LIMITED,TRELLEBORG INDUSTRIAL AVS,Signalling Systems,1031/5110406914,13 March 2024,"£10,764",,,,
TTL PROPERTIES LTD,EVERSHEDS,Legal Fees,1040/5110429028,22 March 2024,"£10,764",,,,
TFL CORPORATE,EMERALD PUBLISHING LIMITED,Publications & Periodicals,1001/5110404831,11 March 2024,"£10,763",,,,
LT MUSEUM TRADING LTD,Mosaic Fulfilment Solutions,LTM Warehousing & Packaging,1024/5110426056,19 March 2024,"£10,747",,,,
LONDON UNDERGROUND LTD,GRINSTY RAIL LTD,Stock of Fleet,1005/5110415460,05 March 2024,"£10,687",,,,
LONDON UNDERGROUND LTD,Aggregates Industries Uk Ltd,Stock Of Track,1005/5110404881,06 March 2024,"£10,680",,,,
SURFACE TRANSPORT CORP,Simkins LLP,Legal Fees,1002/5110428964,22 March 2024,"£10,675",,,,
LONDON UNDERGROUND LTD,LTG Rail Denmark ApS,Fleet,1005/5110404892,08 March 2024,"£10,674",,,,
TFL CORPORATE,CAPITA BUSINESS SERVICES LTD,IT Consultancy,1001/5110414910,22 March 2024,"£10,642",,,,
LONDON BUS SERVICES LTD,Trapeze ITS Switzerland GmbH,Manage IT Services,1006/5110417301,20 March 2024,"£10,621",,,,
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1031/5110416390,22 March 2024,"£10,619",,,,
LONDON UNDERGROUND LTD,L.B FOSTER RAIL TECHNOLOGIES(UK)LTD,Track General Maintenance,1005/5110428173,22 March 2024,"£10,600",,,,
LUL NOMINEE SSL LIMITED,PromeX Ltd,Stock of Fleet,1031/5110415946,14 March 2024,"£10,599",,,,
SURFACE TRANSPORT CORP,Corporate Document Services Ltd,Production Artwork And Design For Marketing,1002/5110415454,06 March 2024,"£10,595",,,,
LONDON UNDERGROUND LTD,NETWORK RAIL INFRASTRUCTURE,National Rail Long Term Charges,1005/5110412533,20 March 2024,"£10,593",,,,
LONDON UNDERGROUND LTD,Network Rail Commercial Property,National Rail Long Term Charges,1005/5110412535,20 March 2024,"£10,593",,,,
LONDON UNDERGROUND LTD,NETWORK RAIL INFRASTRUCTURE,National Rail Long Term Charges,1005/5110412534,20 March 2024,"£10,593",,,,
TFL CORPORATE,MediaEdge:CIA,Advertising,1001/5110422978,22 March 2024,"£10,593",,,,
SURFACE TRANSPORT CORP,METHODS BUSINESS & DIGITAL TECH LTD,Management & Support Consultancy,1002/5110418822,12 March 2024,"£10,579",,,,
TFL CORPORATE,BURGES SALMON LLP,Legal Fees,1001/5110417841,11 March 2024,"£10,574",,,,
TTL PROPERTIES LTD,The Skills Centre London Limited,Staff Training,1040/5110420188,12 March 2024,"£10,565",,,,
TFL CORPORATE,Haymarket Publishing Services LTD,Corporate Subscriptions,1001/5110430228,28 March 2024,"£10,560",,,,
RAIL FOR LONDON LIMITED,Arriva Rail London,Franchise/Concession Fixed Fee,1020/5110401088,08 March 2024,"£10,520",,,,
RAIL FOR LONDON LIMITED,Econ Construction Ltd,Non Recyclable Waste Disposal/Refuse Collection,1020/5110428839,27 March 2024,"£10,490",,,,
TFL CORPORATE,Corporate Document Services Ltd,Printing,1001/5110424066,20 March 2024,"£10,486",,,,
RFL (IINFRASTRUCTURE) LTD,Walter Frank & Sons Limited,Fire and Safety Equipment,1025/5110424828,22 March 2024,"£10,455",,,,
TFL CORPORATE,Currie & Brown UK Limited,Management & Support Consultancy,1001/5110402921,06 March 2024,"£10,450",,,,
TFL CORPORATE,AtkinsRéalis PPS Limited,Management & Support Consultancy,1001/5110408095,13 March 2024,"£10,450",,,,
SURFACE TRANSPORT CORP,Equans Services Limited,Fire and Safety Equipment,1002/5110409497,13 March 2024,"£10,446",,,,
LONDON RIVER SERVICES LTD,MITIE Cleaning & Environmental,Building Maintenance & Repairs,1007/5110418117,22 March 2024,"£10,423",,,,
TFL CORPORATE,AXA PPP Healthcare,Management & Support Consultancy,1001/5110426019,20 March 2024,"£10,416",,,,
TFL CORPORATE,Ipsos MORI,Research & Study Fees,1001/5110413846,22 March 2024,"£10,413",,,,
SURFACE TRANSPORT CORP,Redspeed International  Ltd,Computer Software,1002/5110402167,05 March 2024,"£10,407",,,,
LONDON UNDERGROUND LTD,TIFLEX LTD,Stock of Fleet,1005/5110402578,06 March 2024,"£10,406",,,,
DOCKLANDS LIGHT RAILWAY,KEOLIS AMEY DOCKLANDS LIMITED,Professional Engineering Services,1012/5110425421,22 March 2024,"£10,396",,,,
TFL CORPORATE,Corporate Document Services Ltd,Printing,1001/5110429528,22 March 2024,"£10,393",,,,
LONDON UNDERGROUND LTD,QUATTRO LTD ,Non Recyclable Waste Disposal/Refuse Collection,1005/5110425873,21 March 2024,"£10,384",,,,
DOCKLANDS LIGHT RAILWAY,PROGRESS RAIL SERVICES UK LTD,Civil Engineering Construction Works,1012/5110415534,20 March 2024,"£10,349",,,,
LONDON UNDERGROUND LTD,MTR Corporation (UK) Limited,Civil Engineering Construction Works,1005/5110429415,22 March 2024,"£10,337",,,,
LONDON UNDERGROUND LTD,Ground Transportation Systems UKLtd,Signalling Systems,1005/5110427555,28 March 2024,"£10,309",,,,
PUBLIC CARRIAGE OFFICE,MITIE FM LIMITED,Security Services (Guards),1003/5110409999,13 March 2024,"£10,295",,,,
SURFACE TRANSPORT CORP,AECOM Limited,Management & Support Consultancy,1002/5110418150,22 March 2024,"£10,290",,,,
DOCKLANDS LIGHT RAILWAY,MediaEdge:CIA,Advertising,1012/5110423051,22 March 2024,"£10,289",,,,
LONDON UNDERGROUND LTD,East Coker Engineering Company Ltd,Stock of Fleet,1005/5110418304,06 March 2024,"£10,269",,,,
SURFACE TRANSPORT CORP,NETWORK RAIL INFRASTRUCTURE,Road Maintenance,1002/5110297023,08 March 2024,"£10,260",,,,
TTL PROPERTIES LTD,Wave Utilities,Water,1040/1900007571,12 March 2024,"£10,252",,,,
PUBLIC CARRIAGE OFFICE,MITIE FM LIMITED,Security Services (Guards),1003/5110416747,22 March 2024,"£10,245",,,,
TFL CORPORATE,Corporate Document Services Ltd,Production Artwork And Design For Marketing,1001/5110419656,08 March 2024,"£10,240",,,,
LONDON UNDERGROUND LTD,SCHUNK CARBON TECHNOLOGY LIMITED,Fleet,1005/5110424385,15 March 2024,"£10,206",,,,
LONDON UNDERGROUND LTD,EMERSON NETWORK POWER LTD,Maintenance of Plant & Equipment,1005/5110419087,28 March 2024,"£10,201",,,,
LONDON UNDERGROUND LTD,SCHUNK CARBON TECHNOLOGY LIMITED,Fleet,1005/5110424351,15 March 2024,"£10,200",,,,
TFL CORPORATE,MediaEdge:CIA,Advertising,1001/5110414744,13 March 2024,"£10,200",,,,
TFL CORPORATE,AtkinsRéalis PPS Limited,Management & Support Consultancy,1001/5110411169,19 March 2024,"£10,200",,,,
TFL CORPORATE,ARK Signalling Consultancy,Professional Engineering Services,1001/5110424433,21 March 2024,"£10,200",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Stock of Fleet,1005/5110420516,28 March 2024,"£10,180",,,,
TTL PROPERTIES LTD,HA MARKS LTD,Building Maintenance & Repairs,1040/5110431146,27 March 2024,"£10,161",,,,
LONDON UNDERGROUND LTD,TIFLEX LTD,Stock Of Track,1005/5110412153,20 March 2024,"£10,140",,,,
LONDON UNDERGROUND LTD,TIFLEX LTD,Stock Of Track,1005/5110402577,06 March 2024,"£10,140",,,,
TFL CORPORATE,Corporate Document Services Ltd,Printing,1001/5110425058,20 March 2024,"£10,106",,,,
LONDON RIVER SERVICES LTD,Thamescraft Dry Docking Serv. Ltd,Infrastructure Maintenance and Repair,1007/5110418427,13 March 2024,"£10,100",,,,
LONDON UNDERGROUND LTD,Telent Technology Services Ltd,Maintenance of Telecommunications Equipment,1005/5110412848,22 March 2024,"£10,087",,,,
LONDON UNDERGROUND LTD,QUATTRO LTD ,Non Recyclable Waste Disposal/Refuse Collection,1005/5110431045,28 March 2024,"£10,052",,,,
LONDON UNDERGROUND LTD,TIFLEX LTD,Stock of Fleet,1005/5110409448,18 March 2024,"£10,030",,,,
TFL CORPORATE,4C Associates Limited,Management & Support Consultancy,1001/5110429816,27 March 2024,"£10,029",,,,
TRANSPORT TRADING LTD,Cleveland Scott York LLP,Legal Fees,1004/5110425748,19 March 2024,"£10,003",,,,
LT MUSEUM TRADING LTD,DAN COLMAN LIMITED,Management & Support Consultancy,1024/5110413607,05 March 2024,"£10,000",,,,
TTL PROPERTIES LTD,Savills (UK) Ltd (MLE),Planning & Development Consultancy,1040/5110419196,11 March 2024,"£10,000",,,,
TTL PROPERTIES LTD,Savills (UK) Ltd (MLE),Planning & Development Consultancy,1040/5110404862,11 March 2024,"£10,000",,,,
TTL PROPERTIES LTD,JNG CONSTRUCTION & ENGINEERING LTD,Civil Engineering Construction Works,1040/5110428354,22 March 2024,"£10,000",,,,
TFL CORPORATE,The Disruptive HR Agency Ltd,Transcription,1001/5110379548,05 March 2024,"£10,000",,,,
TFL CORPORATE,Straight fwrd Communications Ltd,Advertising,1001/5110430066,27 March 2024,"£10,000",,,,
LONDON BUS SERVICES LTD,Straight fwrd Communications Ltd,Production Artwork And Design For Marketing,1006/5110427157,22 March 2024,"£10,000",,,,
PUBLIC CARRIAGE OFFICE,TATA Consultancy Services Ltd,Computer Software,1003/5110417567,22 March 2024,"£10,000",,,,
LONDON BUS SERVICES LTD,Straight fwrd Communications Ltd,Advertising,1006/5110427155,22 March 2024,"£10,000",,,,
SURFACE TRANSPORT CORP,Royal Borough of Kingston Upon Tham,Borough Services,1002/1900077440,22 March 2024,"£10,000",,,,
TFL CORPORATE,Straight fwrd Communications Ltd,Advertising,1001/5110430067,27 March 2024,"£10,000",,,,
TFL CORPORATE,Straight fwrd Communications Ltd,Advertising,1001/5110429806,27 March 2024,"£9,999",,,,
RAIL FOR LONDON LIMITED,Lanes Group plc,Building Maintenance & Repairs,1020/5110409379,18 March 2024,"£9,992",,,,
RFL (IINFRASTRUCTURE) LTD,SCHWIHAG GMBH,Maintenance Materials,1025/5110412146,22 March 2024,"£9,990",,,,
TFL CORPORATE,Corporate Document Services Ltd,Printing,1001/5110424016,20 March 2024,"£9,979",,,,
TTL PROPERTIES LTD,Aspire Development Management Limit,Property Surveys,1040/5110419944,13 March 2024,"£9,975",,,,
LUL NOMINEE BCV LIMITED,UNIPART RAIL LTD,Track General Maintenance,1033/5110415779,22 March 2024,"£9,972",,,,
LONDON UNDERGROUND LTD,SK ELECTRONICS LTD,Vehicle Repairs & Maintenance,1005/5110418174,28 March 2024,"£9,960",,,,
TTL PROPERTIES LTD,HartDixon LLP,Building Maintenance & Repairs,1040/5110431241,27 March 2024,"£9,925",,,,
LONDON UNDERGROUND LTD,GRINSTY RAIL LTD,Stock of Fleet,1005/5110422183,19 March 2024,"£9,921",,,,
LONDON UNDERGROUND LTD,Brecknell Willis – A Division of Wa,Stock of Fleet,1005/5110420915,11 March 2024,"£9,907",,,,
TFL CORPORATE,AtkinsRéalis PPS Limited,Management & Support Consultancy,1001/5110408101,13 March 2024,"£9,900",,,,
TFL CORPORATE,AtkinsRéalis PPS Limited,Management & Support Consultancy,1001/5110408093,13 March 2024,"£9,900",,,,
SURFACE TRANSPORT CORP,A J WELLS & SONS LTD,Street Furniture,1002/5110417818,11 March 2024,"£9,895",,,,
TFL CORPORATE,A J WELLS & SONS LTD,Street Furniture,1001/5110427573,22 March 2024,"£9,887",,,,
SURFACE TRANSPORT CORP,Vaisala LTD,Road Maintenance,1002/5110425927,27 March 2024,"£9,883",,,,
LONDON UNDERGROUND LTD,MITIE FM LIMITED,Security Services (Guards),1005/5110410317,07 March 2024,"£9,883",,,,
TFL CORPORATE,ATKINS LIMITED,Professional Engineering Services,1001/5110402770,06 March 2024,"£9,880",,,,
LONDON UNDERGROUND LTD,VOITH TURBO LTD,Stock of Fleet,1005/5110422235,15 March 2024,"£9,866",,,,
TTL PROPERTIES LTD,STRATEGIC RAIL CONSULTANTS LTD,Agency Staff,1040/5110425078,18 March 2024,"£9,860",,,,
TTL PROPERTIES LTD,STRATEGIC RAIL CONSULTANTS LTD,Agency Staff,1040/5110413733,05 March 2024,"£9,860",,,,
LONDON UNDERGROUND LTD,QUATTRO LTD ,Non Recyclable Waste Disposal/Refuse Collection,1005/5110425891,21 March 2024,"£9,852",,,,
LONDON UNDERGROUND LTD,Excil Electronics Ltd.,Stock of Fleet,1005/5110430231,27 March 2024,"£9,835",,,,
TFL CORPORATE,COMPUTACENTER PLC,Manage IT Services,1001/5110417116,22 March 2024,"£9,832",,,,
TRANSPORT TRADING LTD,Herbert Smith LLP,Legal Fees,1004/5110426695,20 March 2024,"£9,821",,,,
LONDON UNDERGROUND LTD,Commander Building Services Limited,Building Maintenance & Repairs,1005/5110429722,27 March 2024,"£9,814",,,,
LONDON UNDERGROUND LTD,RJC (UK) LTD,Lift Maintenance,1005/5110417081,22 March 2024,"£9,808",,,,
LONDON UNDERGROUND LTD,DPH Management Services Ltd,Civil Engineering Construction Works,1005/5110420068,13 March 2024,"£9,781",,,,
LONDON UNDERGROUND LTD,SCHUNK CARBON TECHNOLOGY LIMITED,Fleet,1005/5110424357,15 March 2024,"£9,761",,,,
LONDON UNDERGROUND LTD,BRYEN & LANGLEY LTD,Building Maintenance & Repairs,1005/5110416139,22 March 2024,"£9,760",,,,
TTL PROPERTIES LTD,Savills (UK) Limited,Building Maintenance & Repairs,1040/5110407408,12 March 2024,"£9,750",,,,
TRANSPORT TRADING LTD,City of London,Caterers Service Charges,1004/5110412509,04 March 2024,"£9,750",,,,
TTL PROPERTIES LTD,The Severn Partnership Ltd,Professional Engineering Services,1040/5110416010,08 March 2024,"£9,750",,,,
TFL CORPORATE,Computacenter Plc,Telephony Fixed,1001/5110397676,07 March 2024,"£9,749",,,,
TFL CORPORATE,Computacenter Plc,Computer Consumables,1001/5110409093,18 March 2024,"£9,747",,,,
LONDON UNDERGROUND LTD,QUATTRO LTD ,Non Recyclable Waste Disposal/Refuse Collection,1005/5110425867,21 March 2024,"£9,746",,,,
TFL CORPORATE,CDW Limited,Computer Hardware,1001/5110418402,12 March 2024,"£9,742",,,,
TRANSPORT TRADING LTD,Senator International Ltd,Furniture & Equipment,1004/5110400930,05 March 2024,"£9,730",,,,
TRANSPORT TRADING LTD,Senator International Ltd,Furniture & Equipment,1004/5110404803,12 March 2024,"£9,730",,,,
LONDON UNDERGROUND LTD,LORAM UK LTD,Plant & Equipment Purchases,1005/5110372017,07 March 2024,"£9,722",,,,
LONDON UNDERGROUND LTD,Pullman Rail Ltd,Fleet,1005/5110429324,22 March 2024,"£9,703",,,,
LT MUSEUM TRADING LTD,Impact China Limited,LTM Purchase of Gifts for Resale,1024/1900024369,06 March 2024,"£9,702",,,,
LONDON UNDERGROUND LTD,COMECH METROLOGY,Plant & Equipment Purchases,1005/5110418232,06 March 2024,"£9,691",,,,
LUL NOMINEE SSL LIMITED,Siemens Mobility Limited,Stock of Fleet,1031/5110422697,22 March 2024,"£9,690",,,,
LONDON RIVER SERVICES LTD,EVERSHEDS,Legal Fees,1007/5110430313,28 March 2024,"£9,685",,,,
LONDON UNDERGROUND LTD,Pullman Rail Ltd,Fleet,1005/5110414485,04 March 2024,"£9,677",,,,
LONDON UNDERGROUND LTD,Turbine Controls Ltd,Electrical Equipment Maintenance,1005/5110414694,04 March 2024,"£9,654",,,,
LONDON UNDERGROUND LTD,Pullman Rail Ltd,Fleet,1005/5110423106,15 March 2024,"£9,624",,,,
TFL CORPORATE,A J WELLS & SONS LTD,Street Furniture,1001/5110423873,19 March 2024,"£9,602",,,,
TRANSPORT TRADING LTD,Nexere Consulting Limited,Management & Support Consultancy,1004/5110431981,28 March 2024,"£9,600",,,,
RAIL FOR LONDON LIMITED,Atlas Rail Ltd,Plant & Equipment Purchases,1020/5110430459,27 March 2024,"£9,600",,,,
TFL CORPORATE,NCC Group Security Services Ltd,Management & Support Consultancy,1001/5110407529,13 March 2024,"£9,600",,,,
RFL (IINFRASTRUCTURE) LTD,Spoor-Tech Limited,Computer Software,1025/5110419745,12 March 2024,"£9,587",,,,
LONDON UNDERGROUND LTD,C E F,Vehicle Repairs & Maintenance,1005/5110413765,04 March 2024,"£9,586",,,,
LONDON UNDERGROUND LTD,Pullman Rail Ltd,Fleet,1005/5110429505,22 March 2024,"£9,582",,,,
LONDON UNDERGROUND LTD,SPERRY RAIL SERVICE,Track General Maintenance,1005/5110413870,20 March 2024,"£9,579",,,,
LONDON UNDERGROUND LTD,PSV GLASS - (ABL HOLDING) LTD,Vehicle Repairs & Maintenance,1005/5110422431,13 March 2024,"£9,553",,,,
SURFACE TRANSPORT CORP,Dyer & Butler Ltd,Civil Engineering Construction Works,1002/5110404704,06 March 2024,"£9,546",,,,
LONDON UNDERGROUND LTD,Pullman Rail Ltd,Fleet,1005/5110429495,22 March 2024,"£9,542",,,,
LONDON UNDERGROUND LTD,Pullman Rail Ltd,Fleet,1005/5110429623,27 March 2024,"£9,528",,,,
LONDON UNDERGROUND LTD,Pullman Rail Ltd,Fleet,1005/5110423087,15 March 2024,"£9,527",,,,
LONDON UNDERGROUND LTD,Pullman Rail Ltd,Fleet,1005/5110429618,27 March 2024,"£9,527",,,,
LONDON UNDERGROUND LTD,Pullman Rail Ltd,Fleet,1005/5110423101,15 March 2024,"£9,527",,,,
LONDON UNDERGROUND LTD,Pullman Rail Ltd,Fleet,1005/5110429613,27 March 2024,"£9,527",,,,
LONDON UNDERGROUND LTD,Pullman Rail Ltd,Fleet,1005/5110429497,22 March 2024,"£9,527",,,,
LONDON UNDERGROUND LTD,EVENHEIGHTS LTD,Maintenance Materials,1005/5110420809,13 March 2024,"£9,525",,,,
RAIL FOR LONDON LIMITED,Telent Technology Services Ltd,Maintenance of Telecommunications Equipment,1020/5110413718,20 March 2024,"£9,524",,,,
TFL CORPORATE,Xanta Limited,Management & Support Consultancy,1001/5110418291,08 March 2024,"£9,520",,,,
TTL PROPERTIES LTD,REDACTED,Planning & Development Consultancy,1040/5110418424,28 March 2024,"£9,506",,,,
LUL NOMINEE SSL LIMITED,TRELLEBORG INDUSTRIAL AVS,Stock of Fleet,1031/5110428371,22 March 2024,"£9,502",,,,
LONDON UNDERGROUND LTD,SCHNEIDER ELECTRIC LIMITED,Electrical Equipment Maintenance,1005/5110411056,04 March 2024,"£9,501",,,,
LONDON UNDERGROUND LTD,Pullman Rail Ltd,Fleet,1005/5110429500,22 March 2024,"£9,496",,,,
TFL CORPORATE,HCL Technologies UK Ltd,Manage IT Services,1001/5110407229,13 March 2024,"£9,486",,,,
LUL NOMINEE SSL LIMITED,Siemens Mobility Limited,Stock of Fleet,1031/5110413965,18 March 2024,"£9,486",,,,
LONDON UNDERGROUND LTD,NETWORK RAIL INFRASTRUCTURE,National Rail Fixed Track Access Charges,1005/5110404477,11 March 2024,"£9,483",,,,
RAIL FOR LONDON LIMITED,Ground Transportation Systems UKLtd,Stock of Other Spares,1020/5110407318,13 March 2024,"£9,474",,,,
LONDON UNDERGROUND LTD,Pullman Rail Ltd,Fleet,1005/5110414480,04 March 2024,"£9,463",,,,
LONDON UNDERGROUND LTD,PSV GLASS - (ABL HOLDING) LTD,Vehicle Repairs & Maintenance,1005/5110431066,27 March 2024,"£9,460",,,,
TTL PROPERTIES LTD,STRATEGIC RAIL CONSULTANTS LTD,Management & Support Consultancy,1040/5110413735,08 March 2024,"£9,450",,,,
LONDON UNDERGROUND LTD,SCHUNK CARBON TECHNOLOGY LIMITED,Exchange Loss Realised,1005/2000794814,26 March 2024,"£9,446",,,,
LONDON UNDERGROUND LTD,Pullman Rail Ltd,Fleet,1005/5110429492,22 March 2024,"£9,444",,,,
SURFACE TRANSPORT CORP,Ashurst LLP,Legal Fees,1002/5110425175,19 March 2024,"£9,443",,,,
SURFACE TRANSPORT CORP,MediaEdge:CIA,Advertising,1002/5110414090,11 March 2024,"£9,439",,,,
RFL (IINFRASTRUCTURE) LTD,Rail Electrification Limited,Electrical Equipment Maintenance,1025/5110417174,06 March 2024,"£9,431",,,,
LUL NOMINEE BCV LIMITED,TRACKWORK RESOURCES LTD,Track General Maintenance,1033/5110410552,18 March 2024,"£9,431",,,,
TTL PROPERTIES LTD,EVERSHEDS,Legal Fees,1040/5110428811,22 March 2024,"£9,419",,,,
TTL PROPERTIES LTD,Ashurst LLP,Legal Fees,1040/5110411607,11 March 2024,"£9,415",,,,
