Report of all payments made by TfL for value equal to or greater than £250.00 Excl. VAT,,,,,,
Reporting Period:  12,,,,,,
Start Date:  04 February 2024,,,,,,
End Date: 02 March 2024,,,,,,
Financial Year:  2023/24,,,,,,
,,,,,,
Entity,Vendor,Expence Account,Document Number,Clearing Date,Amount,Merchant Category
LONDON UNDERGROUND LTD,AUTOHOME RECOVERY,Vehicle Running Costs,1005/5110389039,07/02/2024,£340,
SURFACE TRANSPORT CORP,MediaEdge:CIA,Advertising,1002/5110399105,15/02/2024,£339,
TRANSPORT TRADING LTD,One Time Supplier - Fares11012461672024,Fares Refund Control  (TTL Only),1004/1101246167,28/02/2024,£339,
LONDON UNDERGROUND LTD,C E F,Electrical Equipment Maintenance,1005/5110391847,13/02/2024,£339,
LONDON UNDERGROUND LTD,Pablon Tools Limited,Maintenance Materials,1005/5110412777,28/02/2024,£339,
SURFACE TRANSPORT CORP,Reed Specialist Recruitment Ltd,Agency Staff,1002/1900077982,07/02/2024,£339,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Fleet,1005/5110397213,06/02/2024,£339,
SURFACE TRANSPORT CORP,O2 UK Limited,Telephony Mobile,1002/5110396748,22/02/2024,£339,
LUL NOMINEE SSL LIMITED,KPK (SHEET METAL) LTD,Stock of Fleet,1031/5110388291,06/02/2024,£339,
LUL NOMINEE BCV LIMITED,ORBITAL FASTENERS LTD,Equipment Repairs & Maintenance,1033/5110412487,27/02/2024,£339,
LT MUSEUM TRADING LTD,Kingfisher Leisurewear Ltd,LTM Purchase of Clothing & Accessories - Adults,1024/1900024155,20/02/2024,£339,
SURFACE TRANSPORT CORP,RS Components Ltd,Fleet,1002/5110411624,26/02/2024,£339,
LONDON UNDERGROUND LTD,YY Security Installations Ltd,Building Maintenance & Repairs,1005/5110400511,07/02/2024,£338,
LONDON UNDERGROUND LTD,YY Security Installations Ltd,Building Maintenance & Repairs,1005/5110413904,28/02/2024,£338,
TFL CORPORATE,CDW Limited,Software Maintenance,1001/5110402216,12/02/2024,£338,
TTL PROPERTIES LTD,Computacenter Plc,Computer Hardware,1040/5110401356,07/02/2024,£338,
DOCKLANDS LIGHT RAILWAY,G4S Cash Solutions (UK) Ltd,Cash Handling & Processing,1012/5110368907,19/02/2024,£338,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110407297,16/02/2024,£338,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110406459,15/02/2024,£338,
SURFACE TRANSPORT CORP,Reed Specialist Recruitment Ltd,Agency Staff,1002/1900078104,14/02/2024,£338,
LONDON UNDERGROUND LTD,COMECH METROLOGY,Plant & Equipment Purchases,1005/5110399795,06/02/2024,£338,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110406450,15/02/2024,£337,
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1031/5110392326,13/02/2024,£337,
LONDON UNDERGROUND LTD,BANNER GROUP LIMITED,Stationery,1005/5110390002,08/02/2024,£337,
RFL (IINFRASTRUCTURE) LTD,C E F,Building Maintenance & Repairs,1025/5110397940,21/02/2024,£337,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Track General Maintenance,1005/5110393600,19/02/2024,£336,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Office Cleaning,1005/5110393001,14/02/2024,£336,
LUL NOMINEE SSL LIMITED,MORSON HUMAN RESOURCES LTD,Civil Engineering Construction Works,1031/5110396027,21/02/2024,£335,
TFL CORPORATE,MediaEdge:CIA,Advertising,1001/5110398856,15/02/2024,£335,
TFL CORPORATE,MediaEdge:CIA,Advertising,1001/5110398869,15/02/2024,£335,
LONDON UNDERGROUND LTD,LH-PLC,Fleet,1005/5110394723,07/02/2024,£335,
LONDON UNDERGROUND LTD,LH-PLC,Fleet,1005/5110394730,07/02/2024,£335,
LONDON UNDERGROUND LTD,LH-PLC,Fleet,1005/5110391391,13/02/2024,£335,
LONDON UNDERGROUND LTD,LH-PLC,Fleet,1005/5110397525,21/02/2024,£335,
LONDON UNDERGROUND LTD,LH-PLC,Fleet,1005/5110394724,07/02/2024,£335,
LONDON UNDERGROUND LTD,LH-PLC,Fleet,1005/5110398131,27/02/2024,£335,
LONDON UNDERGROUND LTD,LH-PLC,Fleet,1005/5110398129,27/02/2024,£335,
LONDON UNDERGROUND LTD,LH-PLC,Fleet,1005/5110397529,21/02/2024,£335,
TRANSPORT TRADING LTD,One Time Supplier - Fares11012413542024,Fares Refund Control  (TTL Only),1004/1101241354,09/02/2024,£334,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Security Services (Guards),1005/5110389291,07/02/2024,£334,
LONDON BUS SERVICES LTD,Mobile Fleetwash UK Ltd,Vehicle Repairs & Maintenance,1006/5110407541,16/02/2024,£334,
LONDON UNDERGROUND LTD,Arnold Clark Finance Limited,Vehicle Operating Leases,1005/5110387644,05/02/2024,£333,
TFL CORPORATE,C E F,Vehicle Repairs & Maintenance,1001/5110398988,23/02/2024,£333,
LUL NOMINEE SSL LIMITED,RS Components Ltd,Stock of Fleet,1031/5110411107,23/02/2024,£333,
LONDON UNDERGROUND LTD,Trafficmaster Plc,Maintenance of Telecommunications Equipment,1005/5110396795,12/02/2024,£333,
LONDON UNDERGROUND LTD,COMECH METROLOGY,Signalling Systems,1005/5110399799,28/02/2024,£333,
SURFACE TRANSPORT CORP,Reed Specialist Recruitment Ltd,Agency Staff,1002/1900078243,28/02/2024,£333,
TRANSPORT TRADING LTD,Graysons Hospitality Limited,Caterers Service Charges,1004/5110401260,28/02/2024,£333,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900210882,14/02/2024,£332,
LONDON RIVER SERVICES LTD,TENSATOR LTD,Equipment Repairs & Maintenance,1007/5110413731,28/02/2024,£332,
LONDON UNDERGROUND LTD,WECS PRECISION LTD,Stock of Fleet,1005/5110415627,01/03/2024,£332,
LONDON UNDERGROUND LTD,AUTOMATIC TEST SERVICES LTD,Civil Engineering Construction Works,1005/5110388731,05/02/2024,£332,
LONDON UNDERGROUND LTD,Alstom Engineering & Services LTD,Stock of Fleet,1005/5110390450,12/02/2024,£332,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Plant & Equipment Purchases,1005/5110393585,19/02/2024,£331,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Plant & Equipment Purchases,1005/5110396446,21/02/2024,£331,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Plant & Equipment Purchases,1005/5110394187,20/02/2024,£331,
LONDON UNDERGROUND LTD,Pablon Tools Limited,Pumps & Drainage,1005/5110410925,23/02/2024,£331,
DIAL A RIDE,Biffa Waste Services Limited,Non Recyclable Waste Disposal/Refuse Collection,1010/5110399839,26/02/2024,£331,
DIAL A RIDE,O2 UK Limited,Radio Pagers,1010/1900014210,01/03/2024,£331,
LONDON UNDERGROUND LTD,RS Components Ltd,Plant & Equipment Purchases,1005/5110393126,14/02/2024,£330,
LONDON TRANSPORT MUSEUM,REDACTED,Management & Support Consultancy,1011/5110409733,23/02/2024,£330,
LONDON UNDERGROUND LTD,C Woodford Engineering LTD,Vehicle Operating Leases,1005/5110407272,19/02/2024,£330,
SURFACE TRANSPORT CORP,Camden New Journal,Advertising,1002/5110400427,07/02/2024,£330,
SURFACE TRANSPORT CORP,Camden New Journal,Advertising,1002/5110400428,07/02/2024,£330,
SURFACE TRANSPORT CORP,Camden New Journal,Advertising,1002/5110412489,28/02/2024,£330,
SURFACE TRANSPORT CORP,Camden New Journal,Advertising,1002/5110404273,14/02/2024,£330,
SURFACE TRANSPORT CORP,Camden New Journal,Advertising,1002/5110404274,14/02/2024,£330,
SURFACE TRANSPORT CORP,Camden New Journal,Advertising,1002/5110408897,21/02/2024,£330,
LONDON TRANSPORT MUSEUM,Golden Tours Ltd,Advertising,1011/5110400554,08/02/2024,£330,
LONDON TRANSPORT MUSEUM,REDACTED,Management & Support Consultancy,1011/5110410383,27/02/2024,£330,
LONDON TRANSPORT MUSEUM,REDACTED,Management & Support Consultancy,1011/5110409670,23/02/2024,£330,
TRANSPORT TRADING LTD,PFM Counting Solutions,Computer Software,1004/5110401096,09/02/2024,£330,
LONDON TRANSPORT MUSEUM,REDACTED,Management & Support Consultancy,1011/5110410950,23/02/2024,£330,
LONDON UNDERGROUND LTD,Farnell Element 14,Maintenance Materials,1005/5110393707,28/02/2024,£330,
LONDON UNDERGROUND LTD,BANNER GROUP LIMITED,Printing,1005/5110405443,28/02/2024,£330,
TRANSPORT TRADING LTD,Senator International Ltd,Furniture & Equipment,1004/5110396598,21/02/2024,£329,
LONDON UNDERGROUND LTD,RS Components Ltd,Fleet,1005/5110393675,19/02/2024,£329,
LONDON UNDERGROUND LTD,Motivair Compressors Ltd,Equipment Repairs & Maintenance,1005/5110400445,06/02/2024,£329,
LONDON UNDERGROUND LTD,Motivair Compressors Ltd,Equipment Repairs & Maintenance,1005/5110410352,26/02/2024,£329,
LONDON RIVER SERVICES LTD,Roblett Electrical,Equipment Repairs & Maintenance,1007/5110398875,06/02/2024,£329,
LONDON UNDERGROUND LTD,SELECTA U.K. LIMITED,Caterers Service Charges,1005/5110400243,06/02/2024,£329,
LONDON UNDERGROUND LTD,SELECTA U.K. LIMITED,Caterers Service Charges,1005/5110400241,06/02/2024,£329,
LONDON UNDERGROUND LTD,Equans Services Limited,Fire and Safety Equipment,1005/5110250839,01/03/2024,£328,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Uniforms,1005/5110387979,06/02/2024,£328,
TRANSPORT TRADING LTD,One Time Supplier - Fares11012398432024,Fares Refund Control  (TTL Only),1004/1101239843,05/02/2024,£328,
TTL PROPERTIES LTD,E.ON Next Energy Ltd,Electricity,1040/1900007399,21/02/2024,£327,
LONDON UNDERGROUND LTD,BANNER GROUP LIMITED,Stationery,1005/5110405330,29/02/2024,£327,
TRANSPORT TRADING LTD,One Time Supplier - Fares11012426232024,Fares Refund Control  (TTL Only),1004/1101242623,15/02/2024,£327,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110406536,15/02/2024,£327,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110406664,15/02/2024,£327,
TRANSPORT TRADING LTD,G4S Cash Solutions (UK) Limited,Cash Handling & Processing,1004/5110410543,22/02/2024,£327,
LONDON UNDERGROUND LTD,YY Security Installations Ltd,Security Services (Guards),1005/5110413902,28/02/2024,£326,
LUL NOMINEE BCV LIMITED,Turner Tools Ltd Inc Besco Ind.,Equipment Repairs & Maintenance,1033/5110399206,06/02/2024,£326,
SURFACE TRANSPORT CORP,Reed Specialist Recruitment Ltd,Agency Staff,1002/1900078079,14/02/2024,£326,
SURFACE TRANSPORT CORP,Reed Specialist Recruitment Ltd,Agency Staff,1002/1900078080,14/02/2024,£326,
LONDON UNDERGROUND LTD,Computacenter Plc,Computer Consumables,1005/5110390989,12/02/2024,£326,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110407629,16/02/2024,£326,
DOCKLANDS LIGHT RAILWAY,G4S Cash Solutions (UK) Ltd,Cash Handling & Processing,1012/5110367288,19/02/2024,£326,
LONDON UNDERGROUND LTD,SPEEDY HIRE DIRECT LTD,Plant & Equipment Purchases,1005/5110406911,28/02/2024,£326,
LONDON UNDERGROUND LTD,BANNER GROUP LIMITED,Stationery,1005/5110405852,14/02/2024,£326,
LONDON UNDERGROUND LTD,Mendip Media Group LTD,Management & Support Consultancy,1005/5110404913,20/02/2024,£326,
LONDON UNDERGROUND LTD,RS Components Ltd,Office Cleaning,1005/5110397806,27/02/2024,£325,
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1031/5110403125,28/02/2024,£325,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Plant & Equipment Purchases,1005/5110397734,27/02/2024,£325,
LONDON UNDERGROUND LTD,Hiremech Limited,Plant & Equipment Purchases,1005/5110402742,09/02/2024,£325,
LONDON UNDERGROUND LTD,Nemacom Ltd,Stock of Fleet,1005/5110397378,06/02/2024,£325,
LONDON TRANSPORT MUSEUM,ReedME,Property development costs,1011/5110401924,08/02/2024,£325,
RAIL FOR LONDON LIMITED,SITE ENGINEERING SURVEYS LTD,Civil Engineering Construction Works,1020/5110394649,14/02/2024,£325,
LONDON BUS SERVICES LTD,LONDON CENTRAL BUS COMPANY LTD ,Bus Contract Payments,1006/1900050017,01/03/2024,£325,
DOCKLANDS LIGHT RAILWAY,G4S Cash Solutions (UK) Ltd,Cash Handling & Processing,1012/5110367302,19/02/2024,£325,
LONDON UNDERGROUND LTD,H.E.S. SALES LTD,Vehicle Repairs & Maintenance,1005/5110405580,19/02/2024,£325,
LONDON BUS SERVICES LTD,Mobile Fleetwash UK Ltd,Vehicle Repairs & Maintenance,1006/5110402199,12/02/2024,£324,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110398791,26/02/2024,£324,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110391815,12/02/2024,£324,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110406611,15/02/2024,£324,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110406565,15/02/2024,£324,
TRANSPORT TRADING LTD,Harris Installations Services Ltd,Non Recyclable Waste Disposal/Refuse Collection,1004/5110399335,07/02/2024,£324,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110406685,15/02/2024,£323,
LONDON TRANSPORT MUSEUM,Computacenter Plc,Telephony Fixed,1011/5110389259,07/02/2024,£323,
RFL (IINFRASTRUCTURE) LTD,Computacenter Plc,Telephony Fixed,1025/5110400042,28/02/2024,£323,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110406528,15/02/2024,£322,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Health & Safety General,1005/5110394871,21/02/2024,£322,
LONDON UNDERGROUND LTD,RS Components Ltd,Office Cleaning,1005/5110398740,28/02/2024,£322,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110406695,15/02/2024,£321,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110406673,15/02/2024,£321,
LONDON UNDERGROUND LTD,City Sprint UK Ltd,Couriers,1005/1900275747,09/02/2024,£321,
LONDON UNDERGROUND LTD,SOUTH EAST SUPPLIES LTD,Building Maintenance & Repairs,1005/5110400641,06/02/2024,£321,
LONDON UNDERGROUND LTD,BANNER GROUP LIMITED,Stationery,1005/5110405881,14/02/2024,£321,
LONDON UNDERGROUND LTD,COMECH METROLOGY,Plant & Equipment Purchases,1005/5110399808,26/02/2024,£321,
LONDON TRANSPORT MUSEUM,Reed Specialist Recruitment Ltd,Agency Staff,1011/1900019594,07/02/2024,£320,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110406612,15/02/2024,£320,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110406525,15/02/2024,£320,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Plant & Equipment Purchases,1005/5110394881,21/02/2024,£320,
LONDON UNDERGROUND LTD,Alstom Engineering & Services LTD,Stock of Fleet,1005/5110390453,12/02/2024,£320,
LONDON UNDERGROUND LTD,C E F,Electrical Equipment Maintenance,1005/5110391390,07/02/2024,£320,
TRANSPORT TRADING LTD,Quay Office Furnishers Ltd,Furniture & Equipment,1004/5110402610,14/02/2024,£320,
LONDON TRANSPORT MUSEUM,Spectrum Drama & Theatre Projects,Management & Support Consultancy,1011/5110408859,20/02/2024,£320,
LONDON UNDERGROUND LTD,C E F,Civil Engineering Construction Works,1005/5110399256,28/02/2024,£320,
LONDON UNDERGROUND LTD,SOUTH EAST SUPPLIES LTD,Plant & Equipment Purchases,1005/5110404347,16/02/2024,£319,
LONDON UNDERGROUND LTD,ALSTOM NL SERVICE PROVISION LTD,Fleet Tsssa Contract,1005/5110396636,21/02/2024,£319,
LONDON UNDERGROUND LTD,ALSTOM NL SERVICE PROVISION LTD,Fleet Tsssa Contract,1005/5110396633,21/02/2024,£319,
LONDON UNDERGROUND LTD,ALSTOM NL SERVICE PROVISION LTD,Fleet Tsssa Contract,1005/5110396650,21/02/2024,£319,
LONDON UNDERGROUND LTD,ALSTOM NL SERVICE PROVISION LTD,Fleet Tsssa Contract,1005/5110396638,21/02/2024,£319,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110406576,15/02/2024,£319,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110407625,16/02/2024,£319,
TFL CORPORATE,Cutwel Ltd,Fleet,1001/5110399672,06/02/2024,£319,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110406616,15/02/2024,£318,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110407325,16/02/2024,£318,
LONDON UNDERGROUND LTD,PROGRESS RAIL SERVICES UK LTD,Stock Of Track,1005/5110394562,14/02/2024,£318,
TTL PROPERTIES LTD,Equans Services Limited,Fire and Safety Equipment,1040/5110402808,29/02/2024,£318,
TTL PROPERTIES LTD,Equans Services Limited,Fire and Safety Equipment,1040/5110402809,29/02/2024,£318,
TTL PROPERTIES LTD,Equans Services Limited,Fire and Safety Equipment,1040/5110402813,29/02/2024,£318,
LONDON UNDERGROUND LTD,Cordwallis Group,Vehicle Operating Leases,1005/5110407416,19/02/2024,£317,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110406829,15/02/2024,£317,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110407317,16/02/2024,£317,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110406826,15/02/2024,£317,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110406603,15/02/2024,£317,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110406601,15/02/2024,£317,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110406566,15/02/2024,£317,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110406649,15/02/2024,£317,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110406624,15/02/2024,£317,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110406607,15/02/2024,£317,
RFL (IINFRASTRUCTURE) LTD,YY Security Installations Ltd,Building Maintenance & Repairs,1025/5110395178,07/02/2024,£317,
LONDON UNDERGROUND LTD,C E F,Vehicle Repairs & Maintenance,1005/5110398436,14/02/2024,£317,
TFL CORPORATE,CAPITA BUSINESS SERVICES LTD,IT Consultancy,1001/5110388253,06/02/2024,£317,
TFL CORPORATE,CAPITA BUSINESS SERVICES LTD,IT Consultancy,1001/5110388256,06/02/2024,£317,
LONDON UNDERGROUND LTD,RS Components Ltd,Fleet,1005/5110410518,22/02/2024,£317,
LONDON UNDERGROUND LTD,City Sprint UK Ltd,Hotel Accommodation,1005/1900276711,23/02/2024,£316,
LONDON UNDERGROUND LTD,BANNER GROUP LIMITED,Stationery,1005/5110404981,14/02/2024,£316,
LONDON UNDERGROUND LTD,L . S.  International Limited,Uniforms,1005/5110413945,29/02/2024,£316,
LT MUSEUM TRADING LTD,REDACTED,Purchase of Books for Resale,1024/1900023933,05/02/2024,£316,
LT MUSEUM TRADING LTD,Kingfisher Leisurewear Ltd,LTM Purchase of Clothing & Accessories - Adults,1024/1900024156,20/02/2024,£316,
TRANSPORT TRADING LTD,Novacroft Direct Ltd,Ticket & Pass Production,1004/5110402018,12/02/2024,£315,
LONDON UNDERGROUND LTD,C E F,Vehicle Repairs & Maintenance,1005/5110398913,19/02/2024,£315,
LUL NOMINEE SSL LIMITED,WECS PRECISION LTD,Stock of Fleet,1031/5110406859,23/02/2024,£315,
SURFACE TRANSPORT CORP,O2 UK Limited,Radio Pagers,1002/1900078317,01/03/2024,£315,
SURFACE TRANSPORT CORP,O2 UK Limited,Radio Pagers,1002/1900078318,01/03/2024,£315,
RFL (IINFRASTRUCTURE) LTD,RS Components Ltd,Plant & Equipment Purchases,1025/5110387933,06/02/2024,£315,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Fleet,1005/5110397766,27/02/2024,£315,
LONDON UNDERGROUND LTD,Corporate Document Services Ltd,Production Artwork And Design For Marketing,1005/5110407395,20/02/2024,£314,
SURFACE TRANSPORT CORP,Corporate Document Services Ltd,Production Artwork And Design For Marketing,1002/5110407393,20/02/2024,£314,
PUBLIC CARRIAGE OFFICE,REDACTED,Licence Fee Refunds,1003/1900064582,01/03/2024,£314,
RFL (IINFRASTRUCTURE) LTD,YY Security Installations Ltd,Infrastructure Maintenance and Repair,1025/5110409362,23/02/2024,£314,
RFL (IINFRASTRUCTURE) LTD,YY Security Installations Ltd,Infrastructure Maintenance and Repair,1025/5110409364,23/02/2024,£314,
RFL (IINFRASTRUCTURE) LTD,YY Security Installations Ltd,Infrastructure Maintenance and Repair,1025/5110409363,23/02/2024,£314,
RFL (IINFRASTRUCTURE) LTD,YY Security Installations Ltd,Building Maintenance & Repairs,1025/5110395184,07/02/2024,£314,
RFL (IINFRASTRUCTURE) LTD,YY Security Installations Ltd,Building Maintenance & Repairs,1025/5110395182,07/02/2024,£314,
RFL (IINFRASTRUCTURE) LTD,YY Security Installations Ltd,Building Maintenance & Repairs,1025/5110395172,07/02/2024,£314,
RFL (IINFRASTRUCTURE) LTD,YY Security Installations Ltd,Building Maintenance & Repairs,1025/5110395163,07/02/2024,£314,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Vehicle Repairs & Maintenance,1005/5110387760,06/02/2024,£314,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900276380,07/02/2024,£313,
LONDON UNDERGROUND LTD,RS Components Ltd,Plant & Equipment Purchases,1005/5110396380,21/02/2024,£313,
TRANSPORT TRADING LTD,One Time Supplier - Fares11012465142024,Fares Refund Control  (TTL Only),1004/1101246514,01/03/2024,£313,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Protective Clothing,1005/5110392985,14/02/2024,£312,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110407656,16/02/2024,£312,
LONDON UNDERGROUND LTD,RS Components Ltd,Plant & Equipment Purchases,1005/5110393105,14/02/2024,£312,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Plant & Equipment Purchases,1005/5110397713,27/02/2024,£312,
LONDON TRANSPORT MUSEUM,Artisan People,Management & Support Consultancy,1011/5110376695,26/02/2024,£312,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Uniforms,1005/5110403542,13/02/2024,£311,
LONDON RIVER SERVICES LTD,Roblett Electrical,Equipment Repairs & Maintenance,1007/5110398944,06/02/2024,£311,
RAIL FOR LONDON LIMITED,Shoal Group Limited,Stock of Fleet,1020/5110395569,13/02/2024,£311,
LUL NOMINEE BCV LIMITED,RS Components Ltd,Plant & Equipment Purchases,1033/5110396405,22/02/2024,£311,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Non Recyclable Waste Disposal/Refuse Collection,1005/5110391696,14/02/2024,£311,
TRANSPORT TRADING LTD,CITY OF WESTMINSTER,Rates,1004/1901701075,14/02/2024,£310,
LUL NOMINEE BCV LIMITED,HAYLEY GROUP PLC,Plant & Equipment Purchases,1033/5110387974,06/02/2024,£310,
TFL CORPORATE,AGIITO LIMITED,Staff Travel (Business Fares),1001/1900212688,13/02/2024,£310,
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1031/5110389899,06/02/2024,£310,
TFL CORPORATE,INTEGRATED ELECTRONICS LTD,Signalling Systems,1001/5110403479,12/02/2024,£309,
LUL NOMINEE SSL LIMITED,HAYLEY GROUP PLC,Stock of Fleet,1031/5110397114,26/02/2024,£309,
DOCKLANDS LIGHT RAILWAY,Mace Operate Limited,Franchise/Concession Fixed Fee,1012/5110412109,27/02/2024,£309,
LONDON UNDERGROUND LTD,RS Components Ltd,Plant & Equipment Purchases,1005/5110399595,28/02/2024,£309,
LONDON UNDERGROUND LTD,Harris Installations Services Ltd,Furniture & Equipment,1005/5110409352,26/02/2024,£309,
DOCKLANDS LIGHT RAILWAY,G4S Cash Solutions (UK) Ltd,Cash Handling & Processing,1012/5110367293,19/02/2024,£309,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Uniforms,1005/5110387823,06/02/2024,£309,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900212838,28/02/2024,£308,
LONDON UNDERGROUND LTD,Zenith Vehicle Contracts Limited,Vehicle Operating Leases,1005/5110401815,28/02/2024,£308,
LONDON UNDERGROUND LTD,Quay Office Furnishers Ltd,Furniture & Equipment,1005/5110403952,16/02/2024,£308,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Protective Clothing,1005/5110389853,07/02/2024,£308,
LONDON TRANSPORT MUSEUM,Reed Specialist Recruitment Ltd,Agency Staff,1011/1900019710,21/02/2024,£307,
LONDON TRANSPORT MUSEUM,Reed Specialist Recruitment Ltd,Agency Staff,1011/1900019600,07/02/2024,£307,
LONDON TRANSPORT MUSEUM,Reed Specialist Recruitment Ltd,Agency Staff,1011/1900019651,14/02/2024,£307,
LUL NOMINEE BCV LIMITED,RS Components Ltd,Fleet,1033/5110408442,19/02/2024,£307,
LONDON BUS SERVICES LTD,Total Gas & Power Ltd,Gas,1006/1900049966,23/02/2024,£307,
TFL CORPORATE,AER Training Ltd,Staff Training,1001/5110414164,28/02/2024,£307,
TFL CORPORATE,AER Training Ltd,Staff Training,1001/5110400257,08/02/2024,£307,
TFL CORPORATE,REDACTED,Professional & Academic Fees - Employees,1001/3000049365,16/02/2024,£307,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Plant & Equipment Purchases,1005/5110395641,21/02/2024,£307,
LONDON UNDERGROUND LTD,RS Components Ltd,Office Cleaning,1005/5110391789,14/02/2024,£307,
LONDON TRANSPORT MUSEUM,Reed Specialist Recruitment Ltd,Agency Staff,1011/1900019655,14/02/2024,£307,
TFL CORPORATE,AGIITO LIMITED,Staff Travel (Business Fares),1001/1900212693,13/02/2024,£306,
SURFACE TRANSPORT CORP,Griffin Scaffolding London Ltd,General Fees & Charges,1002/1900078136,12/02/2024,£306,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110406465,15/02/2024,£305,
TFL CORPORATE,Matcha Sundays,Advertising,1001/5110408809,23/02/2024,£305,
LONDON UNDERGROUND LTD,RS Components Ltd,Computer Hardware,1005/5110389956,07/02/2024,£305,
TRANSPORT TRADING LTD,One Time Supplier - Fares11012421062024,Fares Refund Control  (TTL Only),1004/1101242106,13/02/2024,£305,
