BATCH ID,NAME VEND,INVOICEID,Line,AMT LINE , DESCRIPTION, ISSUED DATE,AMT TOTAL,Department,PRO CLASS 1
200423K     ,FIREANGEL SAFETY TECHNOLOGY LD,1188766,2,666,FIRE DETECTORS                          ,27/04/2023,,Fire Stations (North West),Health and Safety
210423K     ,FIREANGEL SAFETY TECHNOLOGY LD,1188797,1,666,FIRE DETECTORS                          ,27/04/2023,666,Fire Stations (North West),Health and Safety
210423K     ,FIREANGEL SAFETY TECHNOLOGY LD,1188804,1,666,FIRE DETECTORS                          ,27/04/2023,666,Fire Stations (North West),Health and Safety
210423K     ,FIREANGEL SAFETY TECHNOLOGY LD,1188806,1,666,FIRE DETECTORS                          ,27/04/2023,666,Fire Stations (North West),Health and Safety
210423K     ,FIREANGEL SAFETY TECHNOLOGY LD,1188807,1,666,FIRE DETECTORS                          ,27/04/2023,666,Fire Stations (North West),Health and Safety
210423K     ,FIREANGEL SAFETY TECHNOLOGY LD,1188809,1,666,FIRE DETECTORS                          ,27/04/2023,666,Fire Stations (North West),Health and Safety
210423K     ,FIREANGEL SAFETY TECHNOLOGY LD,1188810,1,666,FIRE DETECTORS                          ,27/04/2023,666,Fire Stations (North West),Health and Safety
210423K     ,FIREANGEL SAFETY TECHNOLOGY LD,1188815,1,666,FIRE DETECTORS                          ,27/04/2023,666,Fire Stations (North West),Health and Safety
210423K     ,FIREANGEL SAFETY TECHNOLOGY LD,1188817,1,666,FIRE DETECTORS                          ,27/04/2023,666,Fire Stations (North West),Health and Safety
210423K     ,FIREANGEL SAFETY TECHNOLOGY LD,1188818,1,666,FIRE DETECTORS                          ,27/04/2023,666,Fire Stations (North West),Health and Safety
210423K     ,FIREANGEL SAFETY TECHNOLOGY LD,1188819,1,666,FIRE DETECTORS                          ,27/04/2023,666,Fire Stations (North West),Health and Safety
210423K     ,FIREANGEL SAFETY TECHNOLOGY LD,1188823,1,666,FIRE DETECTORS                          ,27/04/2023,666,Fire Stations (North West),Health and Safety
290323P     ,Genius Within CIC             ,12014,1,"1,161.00",LEARNING SUPPORT                        ,03/04/2023,"3,630.00",People Services,Human Resources
290323P     ,Genius Within CIC             ,12014,2,"1,685.00",LEARNING SUPPORT                        ,03/04/2023,,People Services,Human Resources
290323P     ,Genius Within CIC             ,12014,3,784,LEARNING SUPPORT                        ,03/04/2023,,People Services,Human Resources
130423P     ,Genius Within CIC             ,12142,1,"3,430.00",LEARNING SUPPORT                        ,20/04/2023,"3,430.00",People Services,Human Resources
230323K1    ,Genius Within CIC             ,12146,1,575,LEARNING SUPPORT                        ,03/04/2023,575,People Services,Human Resources
140423K     ,ZOLL MEDICAL UK LIMITED       ,131479,1,286.42,MEDICAL SUPPLIES                        ,20/04/2023,286.42,Training and Professional Development,Healthcare
144344,SHARPE PRITCHARD              ,133927,1,"3,047.00",PROFESSIONAL FEES GENERAL               ,03/04/2023,"3,047.00",General Counsel,Legal Services
130423P     ,Restore PLC                   ,1344781,1,"2,413.35",DATA SERVICES                           ,20/04/2023,"2,413.35",Information Management (ICT),ICT
170423L     ,Radmore and Tucker            ,134660,1,284.7,PROTECTIVE CLOTHING                     ,20/04/2023,284.7,Fire Stations (North East),Clothing
144344,SHARPE PRITCHARD              ,134725,1,"6,071.00",LEGAL PROFESSIONAL FEES-GENERL          ,03/04/2023,"6,071.00",Procurement,Legal Services
200323L     ,SILVERSANDS LIMITED           ,134773,1,735,SOFTWARE COTS                           ,03/04/2023,"2,985.00",Enterprise Application Group (ICT),ICT
200323L     ,SILVERSANDS LIMITED           ,134773,2,"2,250.00",SOFTWARE COTS                           ,03/04/2023,,Enterprise Application Group (ICT),ICT
200323L     ,SILVERSANDS LIMITED           ,134774,1,"4,935.00",SOFTWARE COTS                           ,03/04/2023,"4,935.00",Enterprise Application Group (ICT),ICT
140323L11   ,SILVERSANDS LIMITED           ,134775,1,"10,945.00",SOFTWARE COTS                           ,03/04/2023,"10,945.00",Enterprise Application Group (ICT),ICT
200323L     ,SILVERSANDS LIMITED           ,134776,1,895,SOFTWARE COTS                           ,03/04/2023,895,Enterprise Application Group (ICT),ICT
140323L12   ,SILVERSANDS LIMITED           ,134793,1,"2,985.00",SOFTWARE COTS                           ,03/04/2023,"2,985.00",Enterprise Application Group (ICT),ICT
130423K     ,SILVERSANDS LIMITED           ,134949,1,"1,990.00",SOFTWARE COTS                           ,20/04/2023,"1,990.00",Enterprise Application Group (ICT),ICT
130423K     ,SILVERSANDS LIMITED           ,134961,1,"1,125.00",SOFTWARE COTS                           ,20/04/2023,"1,125.00",Enterprise Application Group (ICT),ICT
144344,SHARPE PRITCHARD              ,134998,1,"6,243.00",CAMS CONTRACT                           ,03/04/2023,"6,243.00",Enterprise Application Group (ICT),ICT
140423K     ,Restore PLC                   ,1354270,1,"2,335.62",DATA SERVICES                           ,20/04/2023,"2,463.26",Information Management (ICT),ICT
140423K     ,Restore PLC                   ,1354270,2,127.64,DATA SERVICES                           ,20/04/2023,,Information Management (ICT),ICT
040423B     ,DISTRICT SURVEYORS ASSOCIATION,13606,1,390,GENERAL                                 ,11/04/2023,390,Protection Board,Consultancy
144322,LB BARKING & DAGENHAM         ,140323,1,"1,625.00",RENTS                                   ,03/04/2023,"1,625.00",Property Department,Facilities & Management Services
144322,CANADA LIFE LIMITED           ,140323,1,"826,666.25",RENTS                                   ,03/04/2023,"826,666.25",Property Department,Facilities & Management Services
200323L     ,MERLIN ELECTRICAL SERVICES LTD,14591,1,550.3,WORKPLACE IMPROVEMENTS                  ,03/04/2023,550.3,Property Department,Works - Construction
140423B PROP,MERLIN ELECTRICAL SERVICES LTD,14721,1,"2,065.24",WORKPLACE IMPROVEMENTS                  ,20/04/2023,"2,065.24",Property Department,Works - Construction
110423K     ,OPERATIONAL RESEARCH IN HEALTH,151H/LFB2/7K,1,619.2,CONSULTANTS                             ,17/04/2023,619.2,Enterprise Application Group (ICT),Consultancy
120423K     ,OPERATIONAL RESEARCH IN HEALTH,157H/LFB3/7D,1,"4,742.00",SOFTWARE COTS                           ,17/04/2023,"4,742.00",Central Operations,ICT
200323L     ,FRANKHAM CONSULTANCY GROUP LTD,159077,1,858.84,PROF FEES-MISCELLANEOUS                 ,03/04/2023,858.84,Property Department,Consultancy
200323L     ,FRANKHAM CONSULTANCY GROUP LTD,159078,1,"1,517.09",PROF FEES-MISCELLANEOUS                 ,03/04/2023,"1,517.09",Property Department,Consultancy
200323L     ,FRANKHAM CONSULTANCY GROUP LTD,159090,2,980.35,STAFF CHARGES-IT STAFF                  ,03/04/2023,"1,397.19",Property Department,Human Resources
200323L     ,FRANKHAM CONSULTANCY GROUP LTD,159090,1,416.84,PROF FEES-MISCELLANEOUS                 ,03/04/2023,,Property Department,Consultancy
210323B PROP,FRANKHAM CONSULTANCY GROUP LTD,159139,1,"10,337.63",PROF FEES-MISCELLANEOUS                 ,03/04/2023,"10,337.63",Property Department,Consultancy
210323B PROP,FRANKHAM CONSULTANCY GROUP LTD,159140,1,"10,153.80",PROF FEES-MISCELLANEOUS                 ,03/04/2023,"10,153.80",Property Department,Consultancy
140423K     ,PANORAMA ANTENNAS LTD         ,160041859,1,"2,552.00",RADIO                                   ,20/04/2023,"2,561.50",Enterprise Application Group (ICT),ICT
140423K     ,PANORAMA ANTENNAS LTD         ,160041859,2,9.5,RADIO                                   ,20/04/2023,,Enterprise Application Group (ICT),ICT
070323L     ,H FINE & SON LTD              ,164282,1,"2,044.00",UNIFORMS - POMS                         ,17/04/2023,"2,924.00",Technical & Support Service,Clothing
070323L     ,H FINE & SON LTD              ,164282,2,880,UNIFORMS - POMS                         ,17/04/2023,,Technical & Support Service,Clothing
170423L     ,SIGMA SECURITY DEVICES LTD    ,16488,1,"4,500.00",PROTECTIVE EQUIPT - PARTS               ,20/04/2023,"4,650.00",Technical & Support Service,Emergency Services
170423L     ,SIGMA SECURITY DEVICES LTD    ,16488,2,150,PROTECTIVE EQUIPT - PARTS               ,20/04/2023,,Technical & Support Service,Emergency Services
110423K     ,IRON MOUNTAIN UK PLC          ,17148461,1,"7,332.01",SOFTWARE BESPOKE                        ,20/04/2023,"7,332.01",Infrastructure Team (ICT),ICT
144334,CORONA ENERGY RETAIL 4 LTD    ,174503231,9,"1,252.91",GAS                                     ,03/04/2023,"24,799.80",Property Department,Utilities
144334,CORONA ENERGY RETAIL 4 LTD    ,174503231,17,"1,053.94",GAS                                     ,03/04/2023,,Property Department,Utilities
144334,CORONA ENERGY RETAIL 4 LTD    ,174503231,16,"1,397.75",GAS                                     ,03/04/2023,,Property Department,Utilities
144334,CORONA ENERGY RETAIL 4 LTD    ,174503231,1,19.71,GAS                                     ,03/04/2023,,Property Department,Utilities
144334,CORONA ENERGY RETAIL 4 LTD    ,174503231,2,"1,909.80",GAS                                     ,03/04/2023,,Property Department,Utilities
144334,CORONA ENERGY RETAIL 4 LTD    ,174503231,18,741.1,GAS                                     ,03/04/2023,,Property Department,Utilities
144334,CORONA ENERGY RETAIL 4 LTD    ,174503231,4,"1,260.68",GAS                                     ,03/04/2023,,Property Department,Utilities
144334,CORONA ENERGY RETAIL 4 LTD    ,174503231,5,"1,400.99",GAS                                     ,03/04/2023,,Property Department,Utilities
144334,CORONA ENERGY RETAIL 4 LTD    ,174503231,6,"1,916.14",GAS                                     ,03/04/2023,,Property Department,Utilities
144334,CORONA ENERGY RETAIL 4 LTD    ,174503231,15,"2,379.52",GAS                                     ,03/04/2023,,Property Department,Utilities
144334,CORONA ENERGY RETAIL 4 LTD    ,174503231,11,680.47,GAS                                     ,03/04/2023,,Property Department,Utilities
144334,CORONA ENERGY RETAIL 4 LTD    ,174503231,8,"1,459.79",GAS                                     ,03/04/2023,,Property Department,Utilities
144334,CORONA ENERGY RETAIL 4 LTD    ,174503231,13,778.15,GAS                                     ,03/04/2023,,Property Department,Utilities
144334,CORONA ENERGY RETAIL 4 LTD    ,174503231,14,475.57,GAS                                     ,03/04/2023,,Property Department,Utilities
144334,CORONA ENERGY RETAIL 4 LTD    ,174503231,19,"1,113.08",GAS                                     ,03/04/2023,,Property Department,Utilities
144334,CORONA ENERGY RETAIL 4 LTD    ,174503231,20,95.18,GAS                                     ,03/04/2023,,Property Department,Utilities
144334,CORONA ENERGY RETAIL 4 LTD    ,174503231,21,81.4,GAS                                     ,03/04/2023,,Property Department,Utilities
144334,CORONA ENERGY RETAIL 4 LTD    ,174503231,22,358.46,GAS                                     ,03/04/2023,,Property Department,Utilities
144334,CORONA ENERGY RETAIL 4 LTD    ,174503231,7,"1,065.47",GAS                                     ,03/04/2023,,Property Department,Utilities
144334,CORONA ENERGY RETAIL 4 LTD    ,174503231,3,649.55,GAS                                     ,03/04/2023,,Property Department,Utilities
144334,CORONA ENERGY RETAIL 4 LTD    ,174503231,10,770.96,GAS                                     ,03/04/2023,,Property Department,Utilities
144334,CORONA ENERGY RETAIL 4 LTD    ,174503231,12,"3,939.18",GAS                                     ,03/04/2023,,Property Department,Utilities
144335,CORONA ENERGY RETAIL 4 LTD    ,174503232,13,"1,239.22",GAS                                     ,03/04/2023,"24,768.45",Property Department,Utilities
144335,CORONA ENERGY RETAIL 4 LTD    ,174503232,3,"1,799.37",GAS                                     ,03/04/2023,,Property Department,Utilities
144335,CORONA ENERGY RETAIL 4 LTD    ,174503232,9,434.1,GAS                                     ,03/04/2023,,Property Department,Utilities
144335,CORONA ENERGY RETAIL 4 LTD    ,174503232,10,"2,408.75",GAS                                     ,03/04/2023,,Property Department,Utilities
144335,CORONA ENERGY RETAIL 4 LTD    ,174503232,6,802.73,GAS                                     ,03/04/2023,,Property Department,Utilities
144335,CORONA ENERGY RETAIL 4 LTD    ,174503232,11,"1,925.75",GAS                                     ,03/04/2023,,Property Department,Utilities
144335,CORONA ENERGY RETAIL 4 LTD    ,174503232,15,"1,945.89",GAS                                     ,03/04/2023,,Property Department,Utilities
144335,CORONA ENERGY RETAIL 4 LTD    ,174503232,7,"1,888.82",GAS                                     ,03/04/2023,,Property Department,Utilities
144335,CORONA ENERGY RETAIL 4 LTD    ,174503232,16,"1,151.26",GAS                                     ,03/04/2023,,Property Department,Utilities
144335,CORONA ENERGY RETAIL 4 LTD    ,174503232,17,"2,212.04",GAS                                     ,03/04/2023,,Property Department,Utilities
144335,CORONA ENERGY RETAIL 4 LTD    ,174503232,14,"1,498.19",GAS                                     ,03/04/2023,,Property Department,Utilities
144335,CORONA ENERGY RETAIL 4 LTD    ,174503232,12,575.99,GAS                                     ,03/04/2023,,Property Department,Utilities
144335,CORONA ENERGY RETAIL 4 LTD    ,174503232,4,"1,180.90",GAS                                     ,03/04/2023,,Property Department,Utilities
144335,CORONA ENERGY RETAIL 4 LTD    ,174503232,8,977.87,GAS                                     ,03/04/2023,,Property Department,Utilities
144335,CORONA ENERGY RETAIL 4 LTD    ,174503232,5,"1,164.84",GAS                                     ,03/04/2023,,Property Department,Utilities
144335,CORONA ENERGY RETAIL 4 LTD    ,174503232,1,"2,848.96",GAS                                     ,03/04/2023,,Property Department,Utilities
144335,CORONA ENERGY RETAIL 4 LTD    ,174503232,2,713.77,GAS                                     ,03/04/2023,,Property Department,Utilities
144336,CORONA ENERGY RETAIL 4 LTD    ,174503233,3,637.76,GAS                                     ,03/04/2023,"22,350.65",Property Department,Utilities
144336,CORONA ENERGY RETAIL 4 LTD    ,174503233,6,978.31,GAS                                     ,03/04/2023,,Property Department,Utilities
144336,CORONA ENERGY RETAIL 4 LTD    ,174503233,17,"1,536.16",GAS                                     ,03/04/2023,,Property Department,Utilities
144336,CORONA ENERGY RETAIL 4 LTD    ,174503233,9,"1,722.92",GAS                                     ,03/04/2023,,Property Department,Utilities
144336,CORONA ENERGY RETAIL 4 LTD    ,174503233,10,86.54,GAS                                     ,03/04/2023,,Property Department,Utilities
144336,CORONA ENERGY RETAIL 4 LTD    ,174503233,13,834.19,GAS                                     ,03/04/2023,,Property Department,Utilities
144336,CORONA ENERGY RETAIL 4 LTD    ,174503233,16,"1,676.52",GAS                                     ,03/04/2023,,Property Department,Utilities
144336,CORONA ENERGY RETAIL 4 LTD    ,174503233,12,781.21,GAS                                     ,03/04/2023,,Property Department,Utilities
144336,CORONA ENERGY RETAIL 4 LTD    ,174503233,15,748.02,GAS                                     ,03/04/2023,,Property Department,Utilities
144336,CORONA ENERGY RETAIL 4 LTD    ,174503233,5,"1,144.70",GAS                                     ,03/04/2023,,Property Department,Utilities
144336,CORONA ENERGY RETAIL 4 LTD    ,174503233,11,798.11,GAS                                     ,03/04/2023,,Property Department,Utilities
144336,CORONA ENERGY RETAIL 4 LTD    ,174503233,18,"2,265.16",GAS                                     ,03/04/2023,,Property Department,Utilities
144336,CORONA ENERGY RETAIL 4 LTD    ,174503233,8,"1,300.89",GAS                                     ,03/04/2023,,Property Department,Utilities
144336,CORONA ENERGY RETAIL 4 LTD    ,174503233,1,"1,716.79",GAS                                     ,03/04/2023,,Property Department,Utilities
144336,CORONA ENERGY RETAIL 4 LTD    ,174503233,4,"1,894.70",GAS                                     ,03/04/2023,,Property Department,Utilities
