Local Authority,Directorate,Service Area,Service Division,Expense Type,Supplier Name,Transaction Number,Payment Date,Expense Category,Invoice Value  £
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING SERVICES REPAIRS & RENEWALS,SERVICES,CONDAIR PLC,5122804746,22.02.2024,REVENUE,595.00
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING SERVICES REPAIRS & RENEWALS,EQUIPMENT/FURNITURE/MATERIALS,GEORGE VARDY LIMITED,5122797912,29.01.2024,REVENUE,"2,453.60"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING SERVICES REPAIRS & RENEWALS,EQUIPMENT/FURNITURE/MATERIALS,AGGREGATE INDUSTRIES UK LTD T/A NORTHUMBRIAN ROADS,5122799848,02.02.2024,REVENUE,"1,735.50"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING SERVICES REPAIRS & RENEWALS,EQUIPMENT/FURNITURE/MATERIALS,AGGREGATE INDUSTRIES UK LTD T/A NORTHUMBRIAN ROADS,5122796498,23.01.2024,REVENUE,914.92
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING SERVICES REPAIRS & RENEWALS,EQUIPMENT/FURNITURE/MATERIALS,AGGREGATE INDUSTRIES UK LTD T/A NORTHUMBRIAN ROADS,5122798239,30.01.2024,REVENUE,"3,434.13"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING SERVICES REPAIRS & RENEWALS,EQUIPMENT/FURNITURE/MATERIALS,JACK COUPE & SONS LTD,5122811928,18.03.2024,REVENUE,"1,370.30"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING SERVICES REPAIRS & RENEWALS,"REPAIRS, ALTERATIONS & MAINTENANCE",ORBIS PROTECT LTD,5122791694,17.01.2024,REVENUE,622.79
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING SERVICES REPAIRS & RENEWALS,"REPAIRS, ALTERATIONS & MAINTENANCE",ORBIS PROTECT LTD,5122800951,07.02.2024,REVENUE,622.79
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING SERVICES REPAIRS & RENEWALS,"REPAIRS, ALTERATIONS & MAINTENANCE",ORBIS PROTECT LTD,5122811228,14.03.2024,REVENUE,582.61
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,REPAIRS & RENEWALS,SERVICES,W S CONTROLS LTD,5122791526,08.01.2024,REVENUE,"1,132.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,REPAIRS & RENEWALS,SERVICES,W S CONTROLS LTD,5122791527,08.01.2024,REVENUE,780.00
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,REPAIRS & RENEWALS,SERVICES,KENDRA ENERGY SOLUTIONS LTD,5122795030,17.01.2024,REVENUE,420.00
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,REPAIRS & RENEWALS,SERVICES,KENDRA ENERGY SOLUTIONS LTD,5122798365,31.01.2024,REVENUE,420.00
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,REPAIRS & RENEWALS,SERVICES,E.ON CONTROL SOLUTIONS LIMITED,5122806735,04.03.2024,REVENUE,419.00
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,REPAIRS & RENEWALS,SERVICES,COMPAC SERVICES (NE) LTD,5122809530,11.03.2024,REVENUE,"2,549.60"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,REPAIRS & RENEWALS,SERVICES,KENDRA ENERGY SOLUTIONS LTD,5122813255,21.03.2024,REVENUE,420.00
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,REPAIRS & RENEWALS,SERVICES,CADVENTURE LIMITED,5122814320,27.03.2024,REVENUE,"1,200.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,REPAIRS & RENEWALS,CLEANING & DOMESTIC,VEOLIA WATER TECHNOLOGIES,5122794226,15.01.2024,REVENUE,"3,247.50"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,REPAIRS & RENEWALS,"REPAIRS, ALTERATIONS & MAINTENANCE",JH MECHANICAL SERVICES LTD,5122794781,16.01.2024,REVENUE,"5,527.13"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,REPAIRS & RENEWALS,CLEANING & DOMESTIC,SAFESOL LTD,5122799298,02.02.2024,REVENUE,798.20
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,REPAIRS & RENEWALS,CLEANING & DOMESTIC,SMS ENVIRONMENTAL LTD,5122801028,07.02.2024,REVENUE,"1,694.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,REPAIRS & RENEWALS,CLEANING & DOMESTIC,HSL COMPLIANCE LTD,5122802033,12.02.2024,REVENUE,"2,168.25"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,REPAIRS & RENEWALS,CLEANING & DOMESTIC,VEOLIA WATER TECHNOLOGIES,5122803420,19.02.2024,REVENUE,"3,213.77"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,REPAIRS & RENEWALS,CLEANING & DOMESTIC,HSL COMPLIANCE LTD,5122804779,21.02.2024,REVENUE,"2,843.75"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,REPAIRS & RENEWALS,CLEANING & DOMESTIC,NORTHUMBRIAN WATER SCIENTIFIC SERVICES,5122805077,22.02.2024,REVENUE,613.40
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,REPAIRS & RENEWALS,CLEANING & DOMESTIC,NORTHUMBRIAN WATER SCIENTIFIC SERVICES,5122805158,22.02.2024,REVENUE,905.92
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,REPAIRS & RENEWALS,CLEANING & DOMESTIC,SMS ENVIRONMENTAL LTD,5122808553,06.03.2024,REVENUE,"1,717.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,REPAIRS & RENEWALS,CLEANING & DOMESTIC,SMS ENVIRONMENTAL LTD,5122810042,11.03.2024,REVENUE,"1,694.50"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,REPAIRS & RENEWALS,CLEANING & DOMESTIC,VEOLIA WATER TECHNOLOGIES,5122811214,15.03.2024,REVENUE,"2,707.50"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING SERVICES REPAIRS & RENEWALS,"REPAIRS, ALTERATIONS & MAINTENANCE",HARRY BURNICLE ELECTRICAL CONTRACTORS LTD,5122797594,26.01.2024,REVENUE,"1,827.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING SERVICES REPAIRS & RENEWALS,"REPAIRS, ALTERATIONS & MAINTENANCE",HARRY BURNICLE ELECTRICAL CONTRACTORS LTD,5122797596,26.01.2024,REVENUE,464.00
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING SERVICES REPAIRS & RENEWALS,"REPAIRS, ALTERATIONS & MAINTENANCE",HARRY BURNICLE ELECTRICAL CONTRACTORS LTD,5122797603,26.01.2024,REVENUE,435.00
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING SERVICES REPAIRS & RENEWALS,"REPAIRS, ALTERATIONS & MAINTENANCE",HARRY BURNICLE ELECTRICAL CONTRACTORS LTD,5122797604,26.01.2024,REVENUE,594.50
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING SERVICES REPAIRS & RENEWALS,"REPAIRS, ALTERATIONS & MAINTENANCE",HARRY BURNICLE ELECTRICAL CONTRACTORS LTD,5122798691,30.01.2024,REVENUE,"23,806.61"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING SERVICES REPAIRS & RENEWALS,"REPAIRS, ALTERATIONS & MAINTENANCE",HARRY BURNICLE ELECTRICAL CONTRACTORS LTD,5122798709,30.01.2024,REVENUE,"6,951.44"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING SERVICES REPAIRS & RENEWALS,"REPAIRS, ALTERATIONS & MAINTENANCE",HARRY BURNICLE ELECTRICAL CONTRACTORS LTD,5122801111,07.02.2024,REVENUE,"3,610.86"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING SERVICES REPAIRS & RENEWALS,"REPAIRS, ALTERATIONS & MAINTENANCE",HARRY BURNICLE ELECTRICAL CONTRACTORS LTD,5122801116,07.02.2024,REVENUE,"4,506.10"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING SERVICES REPAIRS & RENEWALS,"REPAIRS, ALTERATIONS & MAINTENANCE",HARRY BURNICLE ELECTRICAL CONTRACTORS LTD,5122801118,07.02.2024,REVENUE,"2,302.71"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING SERVICES REPAIRS & RENEWALS,"REPAIRS, ALTERATIONS & MAINTENANCE",HARRY BURNICLE ELECTRICAL CONTRACTORS LTD,5122801119,07.02.2024,REVENUE,"8,635.55"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING SERVICES REPAIRS & RENEWALS,"REPAIRS, ALTERATIONS & MAINTENANCE",HARRY BURNICLE ELECTRICAL CONTRACTORS LTD,5122801125,07.02.2024,REVENUE,710.50
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING SERVICES REPAIRS & RENEWALS,"REPAIRS, ALTERATIONS & MAINTENANCE",HARRY BURNICLE ELECTRICAL CONTRACTORS LTD,5122801126,07.02.2024,REVENUE,507.50
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING SERVICES REPAIRS & RENEWALS,"REPAIRS, ALTERATIONS & MAINTENANCE",HARRY BURNICLE ELECTRICAL CONTRACTORS LTD,5122801127,07.02.2024,REVENUE,420.50
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING SERVICES REPAIRS & RENEWALS,"REPAIRS, ALTERATIONS & MAINTENANCE",HARRY BURNICLE ELECTRICAL CONTRACTORS LTD,5122803032,14.02.2024,REVENUE,750.18
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING SERVICES REPAIRS & RENEWALS,"REPAIRS, ALTERATIONS & MAINTENANCE",HARRY BURNICLE ELECTRICAL CONTRACTORS LTD,5122810499,12.03.2024,REVENUE,652.50
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING SERVICES REPAIRS & RENEWALS,"REPAIRS, ALTERATIONS & MAINTENANCE",HARRY BURNICLE ELECTRICAL CONTRACTORS LTD,5122812516,19.03.2024,REVENUE,638.00
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING SERVICES REPAIRS & RENEWALS,"REPAIRS, ALTERATIONS & MAINTENANCE",HARRY BURNICLE ELECTRICAL CONTRACTORS LTD,5122815432,27.03.2024,REVENUE,"2,218.50"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING SERVICES REPAIRS & RENEWALS,"REPAIRS, ALTERATIONS & MAINTENANCE",HARRY BURNICLE ELECTRICAL CONTRACTORS LTD,5122815433,27.03.2024,REVENUE,"8,003.30"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING SERVICES REPAIRS & RENEWALS,"REPAIRS, ALTERATIONS & MAINTENANCE",HARRY BURNICLE ELECTRICAL CONTRACTORS LTD,5122815434,27.03.2024,REVENUE,"7,511.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING SERVICES REPAIRS & RENEWALS,"REPAIRS, ALTERATIONS & MAINTENANCE",HARRY BURNICLE ELECTRICAL CONTRACTORS LTD,5122815436,27.03.2024,REVENUE,832.75
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING SERVICES REPAIRS & RENEWALS,EQUIPMENT/FURNITURE/MATERIALS,MARSHALLS STREET FURNITURE,5122791751,08.01.2024,REVENUE,770.90
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING SERVICES REPAIRS & RENEWALS,"REPAIRS, ALTERATIONS & MAINTENANCE",RETROFLO LIMITED,5122800617,06.02.2024,REVENUE,"29,806.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING SERVICES REPAIRS & RENEWALS,EQUIPMENT/FURNITURE/MATERIALS,AGGREGATE INDUSTRIES UK LTD T/A NORTHUMBRIAN ROADS,5122811188,14.03.2024,REVENUE,"3,497.70"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING SERVICES REPAIRS & RENEWALS,EQUIPMENT/FURNITURE/MATERIALS,GO PLANT LIMITED,5122812468,19.03.2024,REVENUE,450.00
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING SERVICES REPAIRS & RENEWALS,"REPAIRS, ALTERATIONS & MAINTENANCE",JLA FIRE & SECURITY LIMITED,5122798817,31.01.2024,REVENUE,419.44
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING SERVICES REPAIRS & RENEWALS,"REPAIRS, ALTERATIONS & MAINTENANCE",JLA FIRE & SECURITY LIMITED,5122799946,05.02.2024,REVENUE,676.03
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING SERVICES REPAIRS & RENEWALS,"REPAIRS, ALTERATIONS & MAINTENANCE",JLA FIRE & SECURITY LIMITED,5122802535,13.02.2024,REVENUE,"1,070.30"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING SERVICES REPAIRS & RENEWALS,"REPAIRS, ALTERATIONS & MAINTENANCE",JLA FIRE & SECURITY LIMITED,5122802538,13.02.2024,REVENUE,"1,344.19"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING SERVICES REPAIRS & RENEWALS,"REPAIRS, ALTERATIONS & MAINTENANCE",JLA FIRE & SECURITY LIMITED,5122803060,14.02.2024,REVENUE,439.79
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING SERVICES REPAIRS & RENEWALS,"REPAIRS, ALTERATIONS & MAINTENANCE",JLA FIRE & SECURITY LIMITED,5122803645,16.02.2024,REVENUE,"1,223.43"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING SERVICES REPAIRS & RENEWALS,"REPAIRS, ALTERATIONS & MAINTENANCE",JLA FIRE & SECURITY LIMITED,5122806201,27.02.2024,REVENUE,441.91
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,BUSINESS & PROPERTY SERVICES,BUILDING SERVICES REPAIRS & RENEWALS,"REPAIRS, ALTERATIONS & MAINTENANCE",JLA FIRE & SECURITY LIMITED,5122807256,01.03.2024,REVENUE,602.21
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,CORPORATE MANAGEMENT,EXPENSES,LOCAL GOVERNMENT ASSOCIATION,5122805250,23.02.2024,REVENUE,567.00
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,CORPORATE MANAGEMENT,PUBLIC TRANSPORT,CLICK TRAVEL,3100005916,26.02.2024,REVENUE,-795.30
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,OPERATIONAL FINANCE,SERVICES,AON SOLUTIONS UK LTD,5122791828,08.01.2024,REVENUE,"2,655.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,OPERATIONAL FINANCE,SERVICES,EDUCATION PARTNERSHIP NORTH EAST,5122804026,19.02.2024,REVENUE,633.00
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,OPERATIONAL FINANCE,SERVICES,NEW COLLEGE DURHAM,5122803938,19.02.2024,REVENUE,"2,573.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,OPERATIONAL FINANCE,GRANTS & SUBSCRIPTIONS,PIXEL FINANCIAL MANAGEMENT,5122813600,21.03.2024,REVENUE,"2,760.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,OPERATIONAL FINANCE,MISCELLANEOUS EXPENSES,NATIONAL WORLD PUBLISHING LTD,5122813046,22.03.2024,REVENUE,909.60
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,OPERATIONAL FINANCE,SERVICES,AON SOLUTIONS UK LTD,5122815523,27.03.2024,REVENUE,"2,000.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,OPERATIONAL FINANCE,GRANTS & SUBSCRIPTIONS,CIPFA BUSINESS LIMITED,5122814930,28.03.2024,REVENUE,"7,235.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,OPERATIONAL FINANCE,GRANTS & SUBSCRIPTIONS,CIPFA BUSINESS LIMITED,5122815864,28.03.2024,REVENUE,"8,726.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,OPERATIONAL FINANCE,GRANTS & SUBSCRIPTIONS,CIPFA BUSINESS LIMITED,5122815880,28.03.2024,REVENUE,"1,730.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,CORPORATE MANAGEMENT,WATER SERVICES,ANGLIAN WATER BUSINESS (NATIONAL) LTD - WAVE,3300314683,11.01.2024,REVENUE,"113,558.13"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,CORPORATE MANAGEMENT,WATER SERVICES,FARRINGDON ACADEMY,3300315038,23.01.2024,REVENUE,545.78
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,CORPORATE MANAGEMENT,ENERGY COSTS,EDF ENERGY CUSTOMERS PLC,3300315047,24.01.2024,REVENUE,"1,450,343.30"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,CORPORATE MANAGEMENT,ENERGY COSTS,CORONA ENERGY RETAIL 2 LIMITED,3300315167,31.01.2024,REVENUE,"476,068.58"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,CORPORATE MANAGEMENT,ENERGY COSTS,OPUS ENERGY LTD,3300315451,15.02.2024,REVENUE,"1,917.93"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,CORPORATE MANAGEMENT,ENERGY COSTS,EDF ENERGY CUSTOMERS PLC,3300315514,20.02.2024,REVENUE,"1,462,933.98"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,CORPORATE MANAGEMENT,ENERGY COSTS,CORONA ENERGY RETAIL 2 LIMITED,3300315525,21.02.2024,REVENUE,"554,098.77"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,CORPORATE MANAGEMENT,WATER SERVICES,COLUMBIA GRANGE SCHOOL,3300315523,21.02.2024,REVENUE,920.31
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,CORPORATE MANAGEMENT,WATER SERVICES,ANGLIAN WATER BUSINESS (NATIONAL) LTD - WAVE,5122806004,27.02.2024,REVENUE,"113,562.13"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,CORPORATE MANAGEMENT,ENERGY COSTS,TOTAL GAS & POWER LIMITED,5122806235,28.02.2024,REVENUE,884.21
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,CORPORATE MANAGEMENT,WATER SERVICES,NORTHUMBRIAN WATER,5122807775,05.03.2024,REVENUE,725.87
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,CORPORATE MANAGEMENT,WATER SERVICES,NORTHUMBRIAN WATER,5122808052,05.03.2024,REVENUE,554.56
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,CORPORATE MANAGEMENT,WATER SERVICES,NORTHUMBRIAN WATER,5122808224,05.03.2024,REVENUE,554.56
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,CORPORATE MANAGEMENT,WATER SERVICES,NORTHUMBRIAN WATER,5122808225,05.03.2024,REVENUE,-554.56
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,CORPORATE MANAGEMENT,WATER SERVICES,NORTHUMBRIAN WATER,5122808227,05.03.2024,REVENUE,554.56
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,CORPORATE MANAGEMENT,WATER SERVICES,NORTHUMBRIAN WATER,5122808228,05.03.2024,REVENUE,554.56
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,CORPORATE MANAGEMENT,WATER SERVICES,NORTHUMBRIAN WATER,5122808231,05.03.2024,REVENUE,554.56
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,CORPORATE MANAGEMENT,WATER SERVICES,ANGLIAN WATER BUSINESS (NATIONAL) LTD - WAVE,3300315852,12.03.2024,REVENUE,"90,510.98"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,CORPORATE MANAGEMENT,ENERGY COSTS,ACADEMY 360,3300315977,15.03.2024,REVENUE,976.56
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,CORPORATE MANAGEMENT,ENERGY COSTS,NPOWER COMMERCIAL GAS LIMITED,3300315973,15.03.2024,REVENUE,"5,310.39"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,CORPORATE MANAGEMENT,ENERGY COSTS,CORONA ENERGY RETAIL 2 LIMITED,3300316054,20.03.2024,REVENUE,"488,941.26"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,CORPORATE MANAGEMENT,WATER SERVICES,PLAINS FARM PRIMARY ACADEMY,3300316059,20.03.2024,REVENUE,"1,987.07"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,CORPORATE MANAGEMENT,ENERGY COSTS,EDF ENERGY CUSTOMERS PLC,3300316078,21.03.2024,REVENUE,"1,251,512.81"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,CORPORATE MANAGEMENT,WATER SERVICES,NORTHUMBRIAN WATER,5122813873,22.03.2024,REVENUE,638.65
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,CORPORATE MANAGEMENT,WATER SERVICES,NORTHUMBRIAN WATER,5122813881,22.03.2024,REVENUE,528.09
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,CORPORATE MANAGEMENT,WATER SERVICES,NORTHUMBRIAN WATER,5122814710,26.03.2024,REVENUE,878.49
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,COUNCIL TAX AND BUSINESS RATES,CONTRACT HIRE/OPERATING LEASES,ENTERPRISE FLEX-E-RENT,5122794375,16.01.2024,REVENUE,418.50
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,COUNCIL TAX AND BUSINESS RATES,CONTRACT HIRE/OPERATING LEASES,ENTERPRISE FLEX-E-RENT,5122805566,26.02.2024,REVENUE,418.50
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,COUNCIL TAX AND BUSINESS RATES,COMMUNICATIONS & COMPUTING,CIVICA UK LIMITED,5122810488,15.03.2024,REVENUE,"2,099.75"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,BENEFITS ADMINISTRATION,COMMUNICATIONS & COMPUTING,CIVICA UK LIMITED,5122796716,24.01.2024,REVENUE,"2,740.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,BENEFITS ADMINISTRATION,GRANTS & SUBSCRIPTIONS,HBINFO LTD,5122801895,09.02.2024,REVENUE,"1,368.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,BENEFITS ADMINISTRATION,COMMUNICATIONS & COMPUTING,CIVICA ELECTION SERVICES LTD,5122803548,16.02.2024,REVENUE,"1,830.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,BENEFITS ADMINISTRATION,SERVICES,ST IVES CHAMBERS,5122805245,27.02.2024,REVENUE,"12,600.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,BENEFITS ADMINISTRATION,GRANTS & SUBSCRIPTIONS,"INSTITUTE OF REVENUES, RATING AND VALUATION (IRRV)",5122808587,06.03.2024,REVENUE,"1,800.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,TRANSACTIONAL FINANCE,COMMUNICATIONS & COMPUTING,LYRECO UK LIMITED,5122805502,28.02.2024,REVENUE,543.49
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,CUSTOMER SERVICE NETWORK,EQUIPMENT/FURNITURE/MATERIALS,LEVANT OFFICE INTERIORS,5122790836,04.01.2024,REVENUE,866.99
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,CUSTOMER SERVICE NETWORK,COMMUNICATIONS & COMPUTING,LYRECO UK LIMITED,5122811994,20.03.2024,REVENUE,479.55
