Local Authority,Directorate,Service Area,Service Division,Expense Type,Supplier Name,Transaction Number,Payment Date,Expense Category, Invoice Value  £ ,,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,TYNE GRANGE HEALTH CARE LTD,7003675085,18.04.2023,REVENUE," 8,092.23 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,COMMUNITY INTERGRATED CARE,5122725338,19.04.2023,REVENUE," 1,353.77 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,COMMUNITY INTERGRATED CARE,5122725339,19.04.2023,REVENUE," 1,202.60 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,COMMUNITY INTERGRATED CARE,5122725482,21.04.2023,REVENUE," 1,353.77 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,COMMUNITY INTERGRATED CARE,5122725484,21.04.2023,REVENUE," 1,202.60 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,MENCAP NATIONAL COLLEGE DILSTON,7003676010,24.04.2023,REVENUE," 21,803.58 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,MENCAP NATIONAL COLLEGE DILSTON,7003676204,24.04.2023,REVENUE," 21,803.58 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,THE BRIDGE CARE CENTRE,7003676089,24.04.2023,REVENUE," 8,561.87 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,THE BRIDGE CARE CENTRE,7003676124,24.04.2023,REVENUE," 8,561.87 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,TYNE GRANGE HEALTH CARE LTD,7003676086,24.04.2023,REVENUE," 8,092.23 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,TYNE GRANGE HEALTH CARE LTD,7003676122,24.04.2023,REVENUE," 8,092.23 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,MENCAP NATIONAL COLLEGE DILSTON,7003676502,25.04.2023,REVENUE," 21,803.58 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,THE BRIDGE CARE CENTRE,7003676615,25.04.2023,REVENUE," 8,561.87 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,TYNE GRANGE HEALTH CARE LTD,7003676616,25.04.2023,REVENUE," 8,092.23 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,COMMUNITY INTERGRATED CARE,5122727485,28.04.2023,REVENUE," 1,353.77 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,COMMUNITY INTERGRATED CARE,5122727486,28.04.2023,REVENUE," 1,202.60 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,THE BRIDGE CARE CENTRE,7003684015,16.05.2023,REVENUE," 8,627.99 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,MENCAP NATIONAL COLLEGE DILSTON,7003684895,22.05.2023,REVENUE," 22,259.60 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,THE BRIDGE CARE CENTRE,7003684976,22.05.2023,REVENUE," 8,572.39 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,MENCAP NATIONAL COLLEGE DILSTON,7003685170,23.05.2023,REVENUE," 22,259.60 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,THE BRIDGE CARE CENTRE,7003685124,23.05.2023,REVENUE," 8,572.39 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,MENCAP NATIONAL COLLEGE DILSTON,7003689541,05.06.2023,REVENUE," 22,259.60 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,THE BRIDGE CARE CENTRE,7003689545,05.06.2023,REVENUE," 8,572.39 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,AZURE CHARITABLE ENTERPRISES,7003689575,05.06.2023,REVENUE," 13,733.97 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,MENCAP NATIONAL COLLEGE DILSTON,7003692532,12.06.2023,REVENUE," 22,259.60 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,THE BRIDGE CARE CENTRE,7003693689,20.06.2023,REVENUE," 9,482.18 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,MENCAP NATIONAL COLLEGE DILSTON,7003693719,20.06.2023,REVENUE," 22,259.60 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,MENCAP NATIONAL COLLEGE DILSTON,7003697125,26.06.2023,REVENUE," 22,259.60 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,THE BRIDGE CARE CENTRE,7003697151,26.06.2023,REVENUE," 9,482.18 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,ESPA LTD,7003670587,03.04.2023,REVENUE," 2,622.63 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,ESPA LTD,7003670730,03.04.2023,REVENUE," 2,622.63 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,ROSEBERRY CARE T/A VALLEY VIEW,7003670623,03.04.2023,REVENUE," 19,337.54 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,WELLBURN CARE HOMES LTD,7003670666,03.04.2023,REVENUE, 762.00 ,,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,WELLBURN CARE HOMES LTD,7003670856,03.04.2023,REVENUE, 762.00 ,,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,ESSENTIAL CARE AND SUPPORT LIMITED,5122722742,04.04.2023,REVENUE," 3,454.46 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,ESSENTIAL CARE AND SUPPORT LIMITED,5122722747,04.04.2023,REVENUE," 2,996.49 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,LIFEWAYS COMMUNITY CARE LTD,5122723809,12.04.2023,REVENUE, 668.46 ,,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,ASPIRE HEALTHCARE LTD,7003675059,18.04.2023,REVENUE," 4,421.19 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,ESPA LTD,7003674977,18.04.2023,REVENUE," 2,622.63 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,WELLBURN CARE HOMES LTD,7003675015,18.04.2023,REVENUE, 762.00 ,,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,ASPIRE HEALTHCARE LTD,7003676001,24.04.2023,REVENUE, 528.56 ,,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,ASPIRE HEALTHCARE LTD,7003676140,24.04.2023,REVENUE, 528.56 ,,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,ESPA LTD,5122726190,24.04.2023,REVENUE," 6,227.04 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,ESPA LTD,7003675939,24.04.2023,REVENUE," 2,622.63 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,ESPA LTD,7003676100,24.04.2023,REVENUE," 2,622.63 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,WELLBURN CARE HOMES LTD,7003676068,24.04.2023,REVENUE, 762.00 ,,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,WELLBURN CARE HOMES LTD,7003676260,24.04.2023,REVENUE, 762.00 ,,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,ASPIRE HEALTHCARE LTD,7003676426,25.04.2023,REVENUE, 528.56 ,,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,ESPA LTD,7003676441,25.04.2023,REVENUE," 2,622.63 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,WELLBURN CARE HOMES LTD,7003676591,25.04.2023,REVENUE, 762.00 ,,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,ESSENTIAL CARE AND SUPPORT LIMITED,5122729146,05.05.2023,REVENUE," 2,397.60 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,ESSENTIAL CARE AND SUPPORT LIMITED,5122729149,05.05.2023,REVENUE," 2,996.49 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,ESSENTIAL CARE AND SUPPORT LIMITED,5122729150,05.05.2023,REVENUE," 3,454.46 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,LIFEWAYS COMMUNITY CARE LTD,5122730198,09.05.2023,REVENUE, 668.46 ,,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,LIFEWAYS COMMUNITY CARE LTD,5122731054,11.05.2023,REVENUE, 668.46 ,,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,ASPIRE HEALTHCARE LTD,7003684074,16.05.2023,REVENUE, 528.56 ,,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,ESPA LTD,7003684004,16.05.2023,REVENUE," 2,622.63 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,WASHINGTON GRANGE R/H,7003684084,16.05.2023,REVENUE," 21,731.51 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,WELLBURN CARE HOMES LTD,7003684122,16.05.2023,REVENUE," 1,422.26 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,LIFEWAYS COMMUNITY CARE LTD,5122732782,17.05.2023,REVENUE, 668.46 ,,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,LIFEWAYS COMMUNITY CARE LTD,5122733153,19.05.2023,REVENUE, 668.46 ,,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,ESPA LTD,7003684875,22.05.2023,REVENUE," 4,733.83 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,WELLBURN CARE HOMES LTD,7003685030,22.05.2023,REVENUE, 867.04 ,,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,ESPA LTD,7003685184,23.05.2023,REVENUE," 2,924.23 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,WELLBURN CARE HOMES LTD,7003685249,23.05.2023,REVENUE, 867.04 ,,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,ESSENTIAL CARE AND SUPPORT LIMITED,5122736357,02.06.2023,REVENUE," 3,096.37 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,ESSENTIAL CARE AND SUPPORT LIMITED,5122736360,02.06.2023,REVENUE," 2,477.52 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,ESSENTIAL CARE AND SUPPORT LIMITED,5122736409,02.06.2023,REVENUE," 3,569.61 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,LIFEWAYS COMMUNITY CARE LTD,5122737138,05.06.2023,REVENUE, 742.06 ,,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,WELLBURN CARE HOMES LTD,7003689499,05.06.2023,REVENUE," 1,061.53 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,ESPA LTD,7003689519,05.06.2023,REVENUE," 2,924.23 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,LIFEWAYS COMMUNITY CARE LTD,5122738279,09.06.2023,REVENUE, 742.06 ,,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,ESPA LTD,7003692480,12.06.2023,REVENUE," 2,924.23 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,THORNCLIFFE HOUSE,7003692486,12.06.2023,REVENUE," 11,926.44 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,WELLBURN CARE HOMES LTD,7003692526,12.06.2023,REVENUE, 867.04 ,,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,LIFEWAYS COMMUNITY CARE LTD,5122740475,16.06.2023,REVENUE, 742.06 ,,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,ESPA LTD,7003693593,20.06.2023,REVENUE," 2,924.23 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,WELLBURN CARE HOMES LTD,7003693663,20.06.2023,REVENUE, 867.04 ,,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,LIFEWAYS COMMUNITY CARE LTD,5122742142,23.06.2023,REVENUE, 742.06 ,,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,ESPA LTD,7003697010,26.06.2023,REVENUE," 2,924.23 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,WELLBURN CARE HOMES LTD,7003697126,26.06.2023,REVENUE, 867.04 ,,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,CARE UK SERVICES LIMITED,7003697163,26.06.2023,REVENUE," 27,046.74 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,ESSENTIAL CARE AND SUPPORT LIMITED,5122743233,28.06.2023,REVENUE," 3,454.46 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,ESSENTIAL CARE AND SUPPORT LIMITED,5122743234,28.06.2023,REVENUE," 2,397.60 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,ESSENTIAL CARE AND SUPPORT LIMITED,5122743236,28.06.2023,REVENUE," 2,996.49 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,LIFEWAYS COMMUNITY CARE LTD,5122743753,28.06.2023,REVENUE, 742.06 ,,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,DURHAM CARELINE LTD,7003670555,03.04.2023,REVENUE," 17,603.66 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,DURHAM CARELINE LTD,7003670791,03.04.2023,REVENUE," 17,603.66 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,MALHOTRA CARE HOMES LIMITED,7003670689,03.04.2023,REVENUE," 35,036.97 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,MALHOTRA CARE HOMES LIMITED,7003670698,03.04.2023,REVENUE," 35,036.97 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,OAKLANDS COUNTRY REST HOME,7003670624,03.04.2023,REVENUE, 784.00 ,,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,OAKLANDS COUNTRY REST HOME,7003670857,03.04.2023,REVENUE, 784.00 ,,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,PARAMOUNT CARE GATESHEAD LTD,7003670635,03.04.2023,REVENUE," 2,233.15 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,PARAMOUNT CARE GATESHEAD LTD,7003670855,03.04.2023,REVENUE," 2,233.15 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,ROSEBERRY CARE CENTRES,7003670605,03.04.2023,REVENUE," 29,878.02 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,ROSEBERRY CARE CENTRES,7003670820,03.04.2023,REVENUE," 28,198.29 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,LIFEWAYS COMMUNITY CARE LTD,5122723806,12.04.2023,REVENUE, 676.91 ,,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,HOME GROUP LIMITED,5122724179,13.04.2023,REVENUE," 1,045.74 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,HOME GROUP LIMITED,5122724183,13.04.2023,REVENUE, 971.06 ,,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,CYGNET (DH) LTD,7003674970,18.04.2023,REVENUE," 45,247.50 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,DURHAM CARELINE LTD,7003675107,18.04.2023,REVENUE," 17,603.66 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,OAKLANDS COUNTRY REST HOME,7003675024,18.04.2023,REVENUE, 784.00 ,,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,PARAMOUNT CARE GATESHEAD LTD,7003675039,18.04.2023,REVENUE," 2,233.15 ",,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,LIFEWAYS COMMUNITY CARE LTD,5122725817,20.04.2023,REVENUE, 676.91 ,,,,,,
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,HOME GROUP LIMITED,5122725578,21.04.2023,REVENUE," 6,863.42 ",,,,,,
